time,CNRM-CM5,GFDL-CM3,CSIRO-MK3-6-0,CANESM2,IPSL-CM5A-LR,MPI-ESM-LR,GISS-E2-R,CCSM4,GFDL-ESM2G,NORESM1-M
2061.0,670286660.0,880284500.0,687316800.0,467936930.0,495925700.0,691013950.0,629842560.0,604345000.0,841116300.0,581317570.0
2062.0,655268030.0,913060350.0,675104500.0,457738620.0,476836000.0,680617400.0,622419260.0,591722500.0,827980500.0,570376200.0
2063.0,636771800.0,867503100.0,668458750.0,453140580.0,460963840.0,674198300.0,617598660.0,581348300.0,816434400.0,557202500.0
2064.0,618849660.0,862374300.0,661321300.0,447463800.0,447580380.0,664431400.0,609146600.0,567935100.0,799429400.0,544636860.0
2065.0,602860350.0,846659100.0,650099600.0,437419550.0,431385200.0,654738400.0,611654850.0,556981570.0,818730700.0,536641280.0
2066.0,600811840.0,821845900.0,643048000.0,424555420.0,421845150.0,629624400.0,630032800.0,547282000.0,792990850.0,537385660.0
2067.0,584367400.0,813311300.0,633249150.0,418342880.0,407308900.0,615190340.0,611160100.0,539959360.0,780173300.0,525752130.0
2068.0,574123400.0,800337400.0,620792400.0,414099300.0,391588200.0,589878400.0,596307100.0,523457800.0,765516540.0,516574340.0
2069.0,555754400.0,781057660.0,606789900.0,409331870.0,372386300.0,582596860.0,591870500.0,510873150.0,774146800.0,507256260.0
2070.0,544968400.0,764191200.0,598805600.0,398192100.0,350288640.0,573530300.0,614368060.0,502344830.0,746667400.0,501258800.0
2071.0,527535300.0,746731700.0,590012000.0,388621980.0,339773600.0,554599940.0,584279200.0,499716960.0,723776700.0,493938340.0
2072.0,511290900.0,725546500.0,581416450.0,376445060.0,325636400.0,538852740.0,580813100.0,486561900.0,719872700.0,484850000.0
2073.0,499751580.0,698692600.0,573334800.0,368020300.0,313460740.0,527965980.0,577369200.0,468637900.0,707085630.0,471958460.0
2074.0,486646100.0,666300350.0,597793700.0,358961760.0,306130980.0,542199550.0,573754600.0,458066600.0,697956160.0,458123000.0
2075.0,474446050.0,638796540.0,563666940.0,353741250.0,299314750.0,504927600.0,619975200.0,444130370.0,684323840.0,450193340.0
2076.0,463543970.0,615847000.0,550563840.0,347213000.0,294738660.0,494502050.0,569389400.0,428709820.0,674693440.0,444937820.0
2077.0,451658400.0,594556400.0,531508130.0,337977250.0,286066270.0,492449120.0,560571400.0,410034600.0,663797060.0,438851940.0
2078.0,443240220.0,573010000.0,518906560.0,325154600.0,275404100.0,495720580.0,556068740.0,394213700.0,648717300.0,428221820.0
2079.0,430636160.0,540655900.0,513586980.0,315743900.0,267640880.0,481589000.0,550015900.0,379128540.0,632475700.0,419645340.0
2080.0,421710530.0,519669700.0,507261100.0,302462300.0,252580130.0,467154270.0,544435100.0,362090800.0,627246400.0,409821540.0
2081.0,408482460.0,503221820.0,495205800.0,292116480.0,243714300.0,449762560.0,539749600.0,350258660.0,628815400.0,397278180.0
2082.0,392597100.0,481315680.0,487838720.0,280420740.0,232973120.0,431905120.0,536178500.0,337588200.0,623420350.0,390562050.0
2083.0,377331900.0,458055600.0,480673820.0,265077710.0,225232910.0,427299200.0,531123460.0,324544700.0,616398460.0,378250460.0
2084.0,370332350.0,443674180.0,475148450.0,257353340.0,217557540.0,413085220.0,525572640.0,309361920.0,605552600.0,372766080.0
2085.0,359406100.0,418976860.0,467657200.0,245970510.0,215400540.0,403053200.0,518759460.0,301568220.0,597899100.0,367641470.0
2086.0,346450780.0,399823520.0,459940600.0,236612780.0,201183340.0,391678940.0,510632930.0,288277220.0,591241300.0,360543070.0
2087.0,333680860.0,389427230.0,462536320.0,227906450.0,189351140.0,383899070.0,501124300.0,276683840.0,596445100.0,353175520.0
2088.0,324709760.0,371536260.0,458046180.0,215761710.0,175527150.0,377759420.0,492865760.0,261667900.0,583454340.0,349151230.0
2089.0,310122560.0,358781000.0,451269340.0,207073220.0,162510190.0,369728320.0,487715200.0,251360800.0,577485630.0,381242140.0
2090.0,302749820.0,343927100.0,439444030.0,200849150.0,150274380.0,359769950.0,478020220.0,242359540.0,569733500.0,341830500.0
2091.0,291190940.0,329212300.0,434175040.0,192950350.0,142845710.0,351774530.0,470985200.0,227927800.0,566334800.0,337337920.0
2092.0,284137500.0,319667520.0,423312770.0,190264030.0,130545864.0,337909980.0,462341920.0,217834430.0,559245200.0,330423600.0
2093.0,273585100.0,304562530.0,417830600.0,183506640.0,118527970.0,331921020.0,454109800.0,207717400.0,553729200.0,327442270.0
2094.0,265017230.0,295410900.0,413893470.0,176095150.0,112070830.0,325298200.0,449350720.0,200376930.0,547575200.0,317167940.0
2095.0,259435800.0,283544220.0,406843900.0,169990460.0,106523544.0,317880500.0,442106460.0,193870100.0,543188100.0,313795970.0
2096.0,243750130.0,276577280.0,401933280.0,162783630.0,92579980.0,304807200.0,438287580.0,192879890.0,538407700.0,310714620.0
2097.0,234463580.0,263936820.0,392270050.0,159975870.0,91336184.0,295835420.0,430775800.0,185909780.0,534776220.0,307815170.0
2098.0,223069820.0,250914500.0,385193180.0,156225250.0,100708770.0,288081380.0,423051500.0,177470220.0,530627650.0,304395900.0
2099.0,215277840.0,241767600.0,371599500.0,153823470.0,88875270.0,269593150.0,418222400.0,173222610.0,526810900.0,298293020.0
2100.0,211780660.0,231127490.0,361462820.0,151042450.0,86574810.0,256385390.0,409121600.0,169813400.0,521102050.0,293812030.0
