time,CESM1-CAM5,MPI-ESM-LR,CANESM2
2000.0,41162960000.0,41162960000.0,41162960000.0
2001.0,41025507000.0,41025507000.0,41025507000.0
2002.0,40973783000.0,40973783000.0,40973783000.0
2003.0,40986000000.0,40986000000.0,40986000000.0
2004.0,40918827000.0,40918827000.0,40918827000.0
2005.0,40921270000.0,40921270000.0,40921270000.0
2006.0,41237033000.0,41237033000.0,41237033000.0
2007.0,41036670000.0,41036670000.0,41036670000.0
2008.0,40868710000.0,40868710000.0,40868710000.0
2009.0,40809610000.0,40809610000.0,40809610000.0
2010.0,40768496000.0,40768496000.0,40768496000.0
2011.0,40724450000.0,40724450000.0,40724450000.0
2012.0,40695296000.0,40695296000.0,40695296000.0
2013.0,40680255000.0,40680255000.0,40680255000.0
2014.0,40668975000.0,40668975000.0,40668975000.0
2015.0,40604280000.0,40604280000.0,40604280000.0
2016.0,40564310000.0,40564310000.0,40564310000.0
2017.0,40525770000.0,40525770000.0,40525770000.0
2018.0,40702630000.0,40702630000.0,40702630000.0
2019.0,40549120000.0,40549120000.0,40549120000.0
2020.0,40467517000.0,40467517000.0,40467517000.0
2021.0,40384627000.0,40436208000.0,40462496000.0
2022.0,40300540000.0,40404234000.0,40373430000.0
2023.0,40243216000.0,40358740000.0,40326808000.0
2024.0,40184620000.0,40311853000.0,40287690000.0
2025.0,40103870000.0,40336020000.0,40237978000.0
2026.0,40011043000.0,40318850000.0,40188973000.0
2027.0,39949700000.0,40421687000.0,40181300000.0
2028.0,39905358000.0,40270606000.0,40136086000.0
2029.0,39823524000.0,40173703000.0,40087015000.0
2030.0,39738196000.0,40140984000.0,40026610000.0
2031.0,39680360000.0,40186910000.0,39972210000.0
2032.0,39611160000.0,40057880000.0,39916474000.0
2033.0,39472574000.0,39997608000.0,39854748000.0
2034.0,39400200000.0,40001230000.0,39801300000.0
2035.0,39282622000.0,39904657000.0,39749145000.0
2036.0,39152824000.0,39858810000.0,39703610000.0
2037.0,39060152000.0,39873080000.0,39668474000.0
2038.0,38939730000.0,39786963000.0,39568100000.0
2039.0,38822230000.0,39697682000.0,39544656000.0
2040.0,38693020000.0,39630930000.0,39439640000.0
2041.0,38640746000.0,39584866000.0,39422714000.0
2042.0,38499365000.0,39579430000.0,39577694000.0
2043.0,38318723000.0,39486600000.0,39325870000.0
2044.0,38179406000.0,39418020000.0,39248050000.0
2045.0,38022373000.0,39302316000.0,39131705000.0
2046.0,37880060000.0,39245950000.0,39060394000.0
2047.0,37690618000.0,39276350000.0,38967894000.0
2048.0,37504377000.0,39127495000.0,38876717000.0
2049.0,37389943000.0,39100043000.0,38834442000.0
2050.0,37190644000.0,38988640000.0,38714847000.0
2051.0,36958634000.0,38878070000.0,38628260000.0
2052.0,36759847000.0,38794867000.0,38524020000.0
2053.0,36532904000.0,38669350000.0,38424550000.0
2054.0,36274710000.0,38574105000.0,38295937000.0
2055.0,36045440000.0,38468170000.0,38173905000.0
2056.0,35742855000.0,38371950000.0,38067323000.0
2057.0,35432387000.0,38391840000.0,37922860000.0
2058.0,35116974000.0,38274770000.0,37806313000.0
2059.0,34810230000.0,38142950000.0,37670285000.0
2060.0,34518634000.0,38037705000.0,37544760000.0
2061.0,34218736000.0,37940503000.0,37440844000.0
2062.0,33921102000.0,37802545000.0,37298356000.0
2063.0,33594444000.0,37717080000.0,37186450000.0
2064.0,33229957000.0,37574130000.0,37071045000.0
2065.0,32807401000.0,37589045000.0,36905075000.0
2066.0,32473156000.0,37389062000.0,36742740000.0
2067.0,32196968000.0,37234190000.0,36619100000.0
2068.0,31886344000.0,37101834000.0,36490750000.0
2069.0,31563209000.0,37104340000.0,36349240000.0
2070.0,31287562000.0,36925776000.0,36131320000.0
2071.0,31020830000.0,36791845000.0,35944284000.0
2072.0,30681016000.0,36646410000.0,35875500000.0
2073.0,30405460000.0,36506340000.0,35651645000.0
2074.0,30134122000.0,36353106000.0,35482554000.0
