time,CANESM5,CESM2-WACCM,MRI-ESM2-0,IPSL-CM6A-LR
2061.0,8892819000000.0,12549364000000.0,10291421000000.0,11730710000000.0
2062.0,8759894600000.0,12483028000000.0,10212799000000.0,11632408000000.0
2063.0,8617127000000.0,12431677000000.0,10120527000000.0,11539166000000.0
2064.0,8475238000000.0,12388600000000.0,10038710000000.0,11429645000000.0
2065.0,8354810300000.0,12346471000000.0,9966329000000.0,11334123000000.0
2066.0,8213691400000.0,12314313000000.0,9869263000000.0,11229906000000.0
2067.0,8080601400000.0,12240589000000.0,9788616000000.0,11109567000000.0
2068.0,7926948300000.0,12187739000000.0,9688194000000.0,11018121000000.0
2069.0,7790921000000.0,12154331000000.0,9607100000000.0,10920147000000.0
2070.0,7676679000000.0,12124577000000.0,9520208000000.0,10833233000000.0
2071.0,7568038000000.0,12061193000000.0,9405858000000.0,10773356000000.0
2072.0,7458503300000.0,12005374000000.0,9318250000000.0,10702012000000.0
2073.0,7355662000000.0,11967998000000.0,9226218000000.0,10622029000000.0
2074.0,7241166500000.0,11922947000000.0,9153587000000.0,10535469000000.0
2075.0,7124489000000.0,11868520000000.0,9071718000000.0,10461446000000.0
2076.0,7019764400000.0,11806751000000.0,8984259000000.0,10383539000000.0
2077.0,6919675000000.0,11756576000000.0,8917827000000.0,10281937000000.0
2078.0,6836498000000.0,11710665000000.0,8811381000000.0,10190499000000.0
2079.0,6731754000000.0,11655385000000.0,8723451000000.0,10107518000000.0
2080.0,6620626000000.0,11605114000000.0,8650245000000.0,10024539000000.0
2081.0,6527002000000.0,11586781000000.0,8593017000000.0,9940366000000.0
2082.0,6408247400000.0,11555135000000.0,8532362000000.0,9847131000000.0
2083.0,6303890500000.0,11499684000000.0,8474736500000.0,9752591000000.0
2084.0,6212708000000.0,11472365000000.0,8427297300000.0,9664401000000.0
2085.0,6127062400000.0,11399860000000.0,8361024000000.0,9599367000000.0
2086.0,6014929700000.0,11368967000000.0,8310043400000.0,9512872000000.0
2087.0,5924206400000.0,11309503000000.0,8252354000000.0,9427458000000.0
2088.0,5840973600000.0,11291329000000.0,8186887000000.0,9350949000000.0
2089.0,5759680600000.0,11252477000000.0,8136538700000.0,9268940000000.0
2090.0,5674188000000.0,11217904000000.0,8090982000000.0,9181189000000.0
2091.0,5594523000000.0,11179731000000.0,8058470000000.0,9093672000000.0
2092.0,5503309000000.0,11151694000000.0,8016137000000.0,9002102000000.0
2093.0,5418284000000.0,11129597000000.0,7970358300000.0,8906626000000.0
2094.0,5333876000000.0,11092375000000.0,7919202500000.0,8831452000000.0
2095.0,5264199600000.0,11069912000000.0,7871843500000.0,8760018000000.0
2096.0,5190901000000.0,11049983000000.0,7829624700000.0,8682806000000.0
2097.0,5103809500000.0,11024347000000.0,7784196700000.0,8605889000000.0
2098.0,5031390600000.0,10987046000000.0,7730213000000.0,8537401000000.0
2099.0,4958574300000.0,10956008000000.0,7691517300000.0,8455070000000.0
2100.0,4890104400000.0,10924221000000.0,7644455600000.0,8369584700000.0
