time,CAMS-CSM1-0,BCC-CSM2-MR,NORESM2-MM,ACCESS-ESM1-5,FGOALS-F3-L,INM-CM4-8,ACCESS-CM2,EC-EARTH3,IPSL-CM6A-LR,INM-CM5-0,MPI-ESM1-2-HR,CESM2-WACCM,CESM2,EC-EARTH3-VEG,CANESM5,GFDL-ESM4,MRI-ESM2-0
2023.0,84552810000.0,84431220000.0,84336950000.0,84230740000.0,84430135000.0,84237720000.0,84520130000.0,84729570000.0,84720026000.0,84640735000.0,84498560000.0,84025475000.0,84230420000.0,84333945000.0,84325890000.0,83924540000.0,84526285000.0
2024.0,84174370000.0,84084420000.0,84251340000.0,84089340000.0,84092100000.0,83802450000.0,84193840000.0,84177930000.0,84465120000.0,84497860000.0,84257464000.0,83549370000.0,83919360000.0,84145790000.0,83849250000.0,83714695000.0,84309600000.0
2025.0,83866660000.0,83763405000.0,83800826000.0,83845040000.0,83754130000.0,83380560000.0,83800190000.0,83827786000.0,83967310000.0,84041120000.0,83889750000.0,82956720000.0,83395120000.0,83814064000.0,83283220000.0,83738170000.0,83968270000.0
2026.0,83659820000.0,83278650000.0,83607700000.0,83317860000.0,83368590000.0,83132810000.0,83375580000.0,83338960000.0,83580305000.0,83933450000.0,83734020000.0,82250740000.0,82858460000.0,83291865000.0,83028230000.0,83116170000.0,83659100000.0
2027.0,83292570000.0,83708270000.0,83189820000.0,82825980000.0,83042510000.0,82715165000.0,83106580000.0,82811036000.0,83415030000.0,83770690000.0,83205005000.0,81781030000.0,82362700000.0,82817450000.0,82320510000.0,82649480000.0,83220280000.0
2028.0,82960710000.0,82946245000.0,82861740000.0,81950060000.0,83100650000.0,82551456000.0,82677880000.0,82389520000.0,83268500000.0,83292890000.0,82667490000.0,81006420000.0,81958730000.0,82165840000.0,81741865000.0,82391280000.0,82975160000.0
2029.0,82827665000.0,82783126000.0,82378826000.0,81127630000.0,82288750000.0,82203345000.0,82198970000.0,81796686000.0,82892210000.0,82892840000.0,82140760000.0,80264010000.0,81403950000.0,81727730000.0,81395876000.0,82226590000.0,82581440000.0
2030.0,82338060000.0,82291270000.0,82813160000.0,80544784000.0,81821740000.0,81844660000.0,81565930000.0,81207160000.0,82510840000.0,82821366000.0,81737720000.0,79600330000.0,80498540000.0,81254950000.0,80802160000.0,81436540000.0,82281920000.0
2031.0,82249930000.0,81729570000.0,81844980000.0,80020370000.0,81379795000.0,81273420000.0,80805030000.0,81170010000.0,82481110000.0,82363785000.0,81409680000.0,79352996000.0,79843700000.0,80661370000.0,79909740000.0,81132090000.0,81950320000.0
2032.0,81649050000.0,81307560000.0,81508690000.0,79176690000.0,81038060000.0,81026630000.0,80097670000.0,80344350000.0,81754325000.0,82017080000.0,81111400000.0,78877350000.0,79254810000.0,79996854000.0,79193410000.0,80589880000.0,81549110000.0
2033.0,81554230000.0,80777460000.0,80838950000.0,78694425000.0,80097500000.0,80465600000.0,79447940000.0,79639120000.0,81390715000.0,81497285000.0,80563200000.0,78110420000.0,78891390000.0,79550190000.0,78434960000.0,80047230000.0,81118120000.0
2034.0,80978870000.0,80139380000.0,80497680000.0,77999700000.0,79561040000.0,80012580000.0,78916420000.0,79058600000.0,80867795000.0,81202676000.0,80049020000.0,77053570000.0,77988954000.0,78898100000.0,77880940000.0,79358340000.0,80683980000.0
2035.0,80596025000.0,79392280000.0,80120046000.0,77180500000.0,79127900000.0,79745270000.0,78479310000.0,78615460000.0,80139500000.0,80699140000.0,79740660000.0,76437760000.0,77406520000.0,78167430000.0,77226254000.0,78611370000.0,80036760000.0
2036.0,80178100000.0,78861820000.0,79592595000.0,76135190000.0,78708064000.0,79482230000.0,77803870000.0,79322644000.0,79602120000.0,80389360000.0,79646570000.0,75685630000.0,76842350000.0,77766490000.0,76531900000.0,78297180000.0,79442820000.0
2037.0,79946980000.0,78245240000.0,79117560000.0,75410210000.0,77986820000.0,79005155000.0,77227190000.0,78032190000.0,79145574000.0,79917020000.0,79175890000.0,74742555000.0,76105170000.0,77038260000.0,76035540000.0,77595010000.0,78872730000.0
2038.0,79586940000.0,77756510000.0,78439450000.0,75024680000.0,77622534000.0,78609530000.0,76197800000.0,77268200000.0,78389510000.0,79657796000.0,78904220000.0,74131720000.0,75488850000.0,76485110000.0,75370930000.0,76958980000.0,78089400000.0
2039.0,79120925000.0,77358870000.0,78048076000.0,74161410000.0,76911510000.0,78276390000.0,75465785000.0,77072110000.0,77804460000.0,79161840000.0,78755720000.0,73195180000.0,74524370000.0,75981690000.0,74934860000.0,76425820000.0,77603420000.0
2040.0,78831130000.0,76733960000.0,77561940000.0,73330730000.0,76335470000.0,77728965000.0,74892000000.0,76488150000.0,76709130000.0,79091680000.0,78941220000.0,72498600000.0,73916900000.0,75472330000.0,74402500000.0,75494960000.0,76902230000.0
2041.0,78154820000.0,76089580000.0,76879356000.0,72843930000.0,75910890000.0,77329810000.0,73898910000.0,75735990000.0,76213190000.0,78717530000.0,77772095000.0,71842095000.0,73858950000.0,74867510000.0,73972650000.0,74963910000.0,76172570000.0
2042.0,77902830000.0,75248060000.0,76116025000.0,71974896000.0,75383700000.0,76936086000.0,73111036000.0,75165940000.0,75245085000.0,78285360000.0,77200280000.0,71096540000.0,72859886000.0,74091454000.0,73344885000.0,74377800000.0,75624560000.0
2043.0,77272760000.0,74392920000.0,75505360000.0,71333800000.0,74745545000.0,76607990000.0,72457120000.0,75034984000.0,73933140000.0,77899700000.0,76848610000.0,70393990000.0,71898560000.0,73311680000.0,72701550000.0,73503260000.0,75021220000.0
2044.0,77300230000.0,73669680000.0,74868270000.0,70295370000.0,74088990000.0,76054180000.0,71599970000.0,73967890000.0,73347420000.0,77609360000.0,76787020000.0,69755260000.0,71077290000.0,73213780000.0,72198636000.0,72914290000.0,74312910000.0
2045.0,76429610000.0,72833070000.0,74214880000.0,69645270000.0,73439450000.0,75619130000.0,71089740000.0,73138000000.0,72286330000.0,77076340000.0,76157890000.0,69033940000.0,70731620000.0,72602340000.0,71850180000.0,72911560000.0,73439160000.0
2046.0,76117025000.0,72222710000.0,73835830000.0,69595920000.0,72612350000.0,75091830000.0,70247120000.0,72550244000.0,71193700000.0,76673200000.0,76545180000.0,68506354000.0,69745980000.0,71951220000.0,70998114000.0,71997430000.0,72691110000.0
2047.0,76302205000.0,71602730000.0,73681030000.0,68396480000.0,71924000000.0,74851566000.0,69784750000.0,71865430000.0,71499555000.0,76269190000.0,75605820000.0,67831030000.0,68912710000.0,71347180000.0,70234190000.0,71694320000.0,72039580000.0
2048.0,75125320000.0,70974456000.0,72760650000.0,67756350000.0,71467040000.0,74369380000.0,68938330000.0,70998745000.0,69441470000.0,76055134000.0,75235295000.0,67203146000.0,68458516000.0,70659600000.0,69420170000.0,71177310000.0,71411610000.0
2049.0,75088200000.0,70152830000.0,71982560000.0,67003210000.0,70866200000.0,74075324000.0,68063564000.0,70575190000.0,68705390000.0,75553720000.0,74969770000.0,66361045000.0,67850410000.0,70133730000.0,69169940000.0,70587110000.0,70918010000.0
2050.0,75832210000.0,69401940000.0,71525050000.0,66707930000.0,71891345000.0,73450900000.0,67318088000.0,69610570000.0,68989075000.0,75133280000.0,75302986000.0,65830710000.0,67008370000.0,69077170000.0,68435100000.0,69892600000.0,71007780000.0
2051.0,76013540000.0,68873535000.0,70887530000.0,65719603000.0,70285520000.0,73029090000.0,66623770000.0,68799545000.0,67548434000.0,74750304000.0,74549625000.0,65533620000.0,66077230000.0,68497007000.0,67813003000.0,69479285000.0,69993960000.0
2052.0,75699175000.0,68175303000.0,70217966000.0,65477222000.0,69653000000.0,72526580000.0,65632723000.0,68455010000.0,68059853000.0,74435910000.0,74380750000.0,64626307000.0,65127416000.0,68491887000.0,67333650000.0,69975280000.0,69760655000.0
2053.0,75157760000.0,67509477000.0,69664860000.0,64797420000.0,69546656000.0,72109105000.0,64763412000.0,67596090000.0,67508940000.0,74772630000.0,73703760000.0,63989480000.0,64516452000.0,68043970000.0,66670744000.0,68873700000.0,69242266000.0
2054.0,74154900000.0,66725765000.0,69441830000.0,65420694000.0,68663570000.0,71592940000.0,64084800000.0,66784014000.0,66780893000.0,73933900000.0,73845280000.0,63535660000.0,63977157000.0,69789210000.0,66007704000.0,68685550000.0,68624577000.0
2055.0,73849070000.0,66453460000.0,68711270000.0,64641230000.0,67923325000.0,71372956000.0,63293927000.0,66040627000.0,66467262000.0,73426400000.0,73224856000.0,62898676000.0,63330324000.0,67071025000.0,65431780000.0,67879473000.0,68242428000.0
2056.0,73761200000.0,65798400000.0,68451115000.0,63525265000.0,67656610000.0,70818324000.0,62803866000.0,65696834000.0,65535164000.0,73147490000.0,72732656000.0,62114984000.0,62543405000.0,66322420000.0,64723366000.0,67376288000.0,67649675000.0
2057.0,73374610000.0,65040343000.0,68013994000.0,62920163000.0,67503686000.0,70868130000.0,62239175000.0,65029624000.0,64432706000.0,72893830000.0,72439290000.0,61473300000.0,62795145000.0,65730250000.0,63975890000.0,66621440000.0,67166940000.0
2058.0,72742370000.0,64732200000.0,67540312000.0,62515896000.0,66674190000.0,70679480000.0,61534196000.0,64215590000.0,63634560000.0,72403050000.0,71905714000.0,60840014000.0,61579410000.0,65111210000.0,63283286000.0,66177890000.0,66998526000.0
2059.0,72707645000.0,64482386000.0,66828964000.0,61790650000.0,66067935000.0,70179810000.0,61346607000.0,63798310000.0,62800740000.0,72107710000.0,71478610000.0,59979416000.0,60737196000.0,64328864000.0,62540935000.0,65562235000.0,66640437000.0
2060.0,72337620000.0,63775564000.0,66423980000.0,61251944000.0,66133926000.0,69793200000.0,62161630000.0,63370875000.0,61913137000.0,72117080000.0,71163820000.0,59439006000.0,59998960000.0,63677166000.0,61883335000.0,65109975000.0,66284540000.0
2061.0,71936050000.0,64092430000.0,66660954000.0,60847730000.0,65163440000.0,69334080000.0,61008020000.0,63293084000.0,63985484000.0,73137320000.0,70632630000.0,58817995000.0,59283177000.0,63086834000.0,61394764000.0,64578925000.0,65750225000.0
2062.0,71743460000.0,62932870000.0,65468370000.0,60208198000.0,64873935000.0,69679400000.0,59991486000.0,65429324000.0,60837100000.0,73947840000.0,70319230000.0,58296460000.0,58657788000.0,62430126000.0,60819296000.0,64200760000.0,65834385000.0
2063.0,71036140000.0,62288060000.0,64933143000.0,59619254000.0,64301916000.0,68822730000.0,59389104000.0,63075226000.0,60673487000.0,71235900000.0,70000750000.0,57872480000.0,58891320000.0,61924390000.0,60322365000.0,64188547000.0,65379860000.0
2064.0,70680150000.0,61748430000.0,64460480000.0,59102700000.0,63670174000.0,68590055000.0,58763088000.0,62709977000.0,59086094000.0,70610300000.0,69655355000.0,57333105000.0,57715577000.0,61696127000.0,59669205000.0,63400160000.0,68781020000.0
2065.0,70308020000.0,61214400000.0,63715676000.0,58649194000.0,67919757000.0,68121420000.0,57916750000.0,61166590000.0,58269032000.0,70351266000.0,69297130000.0,56743040000.0,57044270000.0,61346590000.0,59119026000.0,63116160000.0,65144850000.0
2066.0,69959240000.0,62428390000.0,63214300000.0,58458210000.0,63920150000.0,67726920000.0,57336414000.0,60822696000.0,57693032000.0,71181470000.0,68794335000.0,56079843000.0,56398370000.0,60501610000.0,58468233000.0,62484140000.0,64220930000.0
2067.0,71358370000.0,62420386000.0,62784016000.0,57671393000.0,62826640000.0,67436745000.0,56820896000.0,60293020000.0,56640987000.0,69961290000.0,68723080000.0,55701225000.0,56105808000.0,59968238000.0,57904820000.0,62118590000.0,64184430000.0
2068.0,69639270000.0,60411840000.0,62592950000.0,57106370000.0,62270194000.0,67011416000.0,56037655000.0,59362927000.0,56065565000.0,69646160000.0,68132143000.0,54954980000.0,55501640000.0,59470180000.0,57373913000.0,61735950000.0,64102750000.0
2069.0,69433250000.0,59593970000.0,62648353000.0,56533004000.0,61763280000.0,66589820000.0,55545760000.0,58939613000.0,55283974000.0,69037040000.0,67760180000.0,54233956000.0,54959268000.0,58722070000.0,56990495000.0,61506450000.0,62844730000.0
2070.0,68978680000.0,58984750000.0,61533454000.0,56017797000.0,61291225000.0,65987290000.0,55730217000.0,58349370000.0,54433014000.0,69103820000.0,67438760000.0,53577273000.0,54439166000.0,59602203000.0,56503947000.0,60869652000.0,62376178000.0
2071.0,69084290000.0,59559612000.0,60969337000.0,55995544000.0,60833640000.0,65764893000.0,54892020000.0,57778860000.0,53552734000.0,68512223000.0,67103290000.0,53263507000.0,54369804000.0,60606644000.0,56001360000.0,60516590000.0,62212043000.0
2072.0,68337000000.0,58170930000.0,60564197000.0,55096586000.0,60448790000.0,65330840000.0,54499550000.0,57697374000.0,53540884000.0,68080906000.0,66696163000.0,53444980000.0,53394180000.0,57573614000.0,55380713000.0,60192416000.0,65284387000.0
2073.0,67901250000.0,57546363000.0,60668480000.0,54734746000.0,60013363000.0,65042784000.0,54025118000.0,57144447000.0,55119890000.0,67801395000.0,66397975000.0,52821594000.0,52865778000.0,56887260000.0,54800458000.0,59672730000.0,65101603000.0
2074.0,67526840000.0,57666650000.0,59780640000.0,54332420000.0,60302570000.0,64537854000.0,53487112000.0,56612073000.0,53788460000.0,67520856000.0,65966526000.0,52886905000.0,52818120000.0,56426066000.0,54295200000.0,59434627000.0,62604310000.0
2075.0,67189207000.0,56944610000.0,60381024000.0,53828694000.0,59736265000.0,64305074000.0,52932837000.0,55740000000.0,53548990000.0,67251757000.0,65585205000.0,51915776000.0,51988247000.0,56082130000.0,53825864000.0,59374387000.0,62429204000.0
2076.0,66720720000.0,56624540000.0,59707855000.0,53376200000.0,60460683000.0,63785333000.0,52589105000.0,55152720000.0,51300460000.0,66743357000.0,65221990000.0,51405795000.0,51429007000.0,55641104000.0,53309750000.0,58901400000.0,63324357000.0
2077.0,66363020000.0,55944147000.0,58988225000.0,52944260000.0,59084700000.0,63466037000.0,52329124000.0,54620070000.0,50561786000.0,66263798000.0,65340137000.0,50874540000.0,51031904000.0,54990037000.0,52755296000.0,58591666000.0,62542460000.0
2078.0,66041640000.0,56277580000.0,58369780000.0,52460620000.0,58440350000.0,63161230000.0,51728160000.0,54097916000.0,50744513000.0,65936798000.0,66536497000.0,50336158000.0,50487400000.0,54386760000.0,52340380000.0,58161940000.0,61451534000.0
2079.0,65778975000.0,56934380000.0,57930520000.0,52173242000.0,58158838000.0,63724876000.0,51214300000.0,53606710000.0,49355840000.0,65598880000.0,64823900000.0,49882268000.0,50222390000.0,53897690000.0,51874558000.0,57609912000.0,61435090000.0
2080.0,65617564000.0,54850777000.0,58021480000.0,52134638000.0,57756380000.0,63201784000.0,50817724000.0,53104520000.0,48842640000.0,65364214000.0,64541160000.0,49330676000.0,50180100000.0,53663950000.0,51330994000.0,57386627000.0,60317987000.0
2081.0,65180530000.0,54518520000.0,57128255000.0,51456074000.0,57415680000.0,62590063000.0,50672824000.0,53380383000.0,48115393000.0,65282000000.0,64045540000.0,48870076000.0,49513340000.0,52956123000.0,50952143000.0,56873517000.0,59958090000.0
2082.0,65938320000.0,54174690000.0,57018790000.0,50762117000.0,56974140000.0,62160253000.0,52576240000.0,52420366000.0,47960777000.0,64957497000.0,63899652000.0,48533450000.0,48929690000.0,52451537000.0,50464264000.0,56542794000.0,61642637000.0
2083.0,64962210000.0,53563740000.0,56466980000.0,51611960000.0,56869827000.0,61823857000.0,49762220000.0,51947220000.0,46889062000.0,64618893000.0,63431594000.0,48163455000.0,48487694000.0,52039025000.0,49942670000.0,56017190000.0,59628184000.0
2084.0,64483810000.0,53195110000.0,57333980000.0,50134233000.0,57076300000.0,62054224000.0,49456430000.0,51558506000.0,46915375000.0,64889320000.0,63221800000.0,47573180000.0,47859790000.0,51503882000.0,49562760000.0,55628734000.0,59143010000.0
2085.0,66094776000.0,53783044000.0,56471384000.0,49566340000.0,55982318000.0,61043000000.0,49039130000.0,51697123000.0,46388605000.0,64722300000.0,62852910000.0,46953316000.0,47524385000.0,51422904000.0,49159037000.0,55502730000.0,58773066000.0
2086.0,64299594000.0,52472080000.0,55495483000.0,49001470000.0,55723307000.0,60554030000.0,49096830000.0,50698666000.0,47201505000.0,64140943000.0,62364664000.0,46468796000.0,47397810000.0,50689147000.0,48559677000.0,56077357000.0,58684650000.0
2087.0,64750387000.0,52037020000.0,54991053000.0,48533795000.0,55325080000.0,60122804000.0,48283560000.0,50818160000.0,45536326000.0,63758455000.0,62069100000.0,46091166000.0,46772646000.0,50193986000.0,48099897000.0,55186110000.0,58400060000.0
2088.0,64071430000.0,51590885000.0,54659744000.0,48070394000.0,55305384000.0,59770757000.0,47916392000.0,50064060000.0,44889985000.0,63363924000.0,62402445000.0,45928190000.0,46324662000.0,49877560000.0,47940874000.0,54825423000.0,58058125000.0
2089.0,63706292000.0,51993936000.0,54303203000.0,48277668000.0,55048258000.0,59280732000.0,47468806000.0,49423557000.0,44232990000.0,64930130000.0,61652103000.0,45479965000.0,46156313000.0,49309987000.0,47731765000.0,54431752000.0,57629940000.0
2090.0,63297860000.0,51003396000.0,54099948000.0,47589843000.0,54444960000.0,58998250000.0,47486132000.0,49194013000.0,43805393000.0,64184590000.0,61464590000.0,45043470000.0,46376116000.0,48847995000.0,47233483000.0,54327690000.0,57351840000.0
2091.0,62963024000.0,50559955000.0,53450846000.0,47169210000.0,54525985000.0,58653286000.0,46958633000.0,48653033000.0,43516727000.0,63187665000.0,62158254000.0,44586332000.0,45226344000.0,48474636000.0,46719316000.0,53809280000.0,57088967000.0
2092.0,62701543000.0,50200250000.0,53054493000.0,46683680000.0,53807743000.0,58569420000.0,46533685000.0,48281723000.0,43664413000.0,63102330000.0,60688660000.0,44033266000.0,44809535000.0,48038973000.0,46909858000.0,53542220000.0,56899944000.0
2093.0,62247930000.0,49862975000.0,53886280000.0,46258434000.0,53462372000.0,58088157000.0,46166467000.0,47906443000.0,42970600000.0,63765180000.0,60873430000.0,43581014000.0,44558287000.0,48956658000.0,46924894000.0,53286146000.0,56576754000.0
2094.0,64006000000.0,49549627000.0,52416850000.0,45927666000.0,53807950000.0,58081890000.0,45722124000.0,47956345000.0,42684457000.0,62992118000.0,60366045000.0,42832030000.0,43833290000.0,49592300000.0,47380900000.0,52908257000.0,56556300000.0
2095.0,64189690000.0,49589780000.0,51866632000.0,45459775000.0,53024910000.0,58240840000.0,45309886000.0,47259090000.0,42349584000.0,62467387000.0,59887137000.0,42361864000.0,43473220000.0,48474915000.0,46104605000.0,52516905000.0,58486542000.0
2096.0,62340755000.0,48842383000.0,52937937000.0,45039776000.0,53968314000.0,57332620000.0,45166113000.0,46793180000.0,46166794000.0,61891637000.0,60131824000.0,41788130000.0,44832985000.0,47006597000.0,45517574000.0,52433842000.0,56571630000.0
2097.0,61730136000.0,48636870000.0,51120964000.0,45082570000.0,53916690000.0,57940130000.0,44835940000.0,46444573000.0,45428640000.0,62270403000.0,60167393000.0,41239050000.0,45244800000.0,46450307000.0,44980750000.0,52337123000.0,61958304000.0
2098.0,61308770000.0,48280785000.0,50823630000.0,44838445000.0,53120180000.0,57235137000.0,44749710000.0,46297395000.0,46198610000.0,64721350000.0,61139976000.0,40755995000.0,42877116000.0,46142810000.0,45543950000.0,51748225000.0,57813350000.0
2099.0,61400390000.0,47983610000.0,50217464000.0,45664360000.0,52177040000.0,58265956000.0,44199657000.0,46502167000.0,42117570000.0,61985423000.0,61068616000.0,40350347000.0,41873195000.0,47678063000.0,45481873000.0,51513987000.0,58886650000.0
2100.0,61137736000.0,47499430000.0,49823710000.0,44569326000.0,52061127000.0,57351807000.0,44198460000.0,45740126000.0,42372600000.0,62232707000.0,59661496000.0,39903613000.0,42335896000.0,46160150000.0,44386170000.0,51562650000.0,56239903000.0
