time,NORESM2-MM,FGOALS-F3-L,INM-CM4-8,EC-EARTH3,CAMS-CSM1-0,BCC-CSM2-MR,EC-EARTH3-VEG,GFDL-ESM4,MRI-ESM2-0,CMCC-CM2-SR5,INM-CM5-0,MPI-ESM1-2-HR,CESM2,CESM2-WACCM
2011.0,86778130000.0,86778130000.0,86778130000.0,86778130000.0,86778130000.0,86778130000.0,86778130000.0,86778130000.0,86778130000.0,86778130000.0,86778130000.0,86778130000.0,86778130000.0,86778130000.0
2012.0,86709805000.0,86709805000.0,86709805000.0,86709805000.0,86709805000.0,86709805000.0,86709805000.0,86709805000.0,86709805000.0,86709805000.0,86709805000.0,86709805000.0,86709805000.0,86709805000.0
2013.0,86802440000.0,86802440000.0,86802440000.0,86802440000.0,86802440000.0,86802440000.0,86802440000.0,86802440000.0,86802440000.0,86802440000.0,86802440000.0,86802440000.0,86802440000.0,86802440000.0
2014.0,86541690000.0,86541690000.0,86541690000.0,86541690000.0,86541690000.0,86541690000.0,86541690000.0,86541690000.0,86541690000.0,86541690000.0,86541690000.0,86541690000.0,86541690000.0,86541690000.0
2015.0,86330300000.0,86330300000.0,86330300000.0,86330300000.0,86330300000.0,86330300000.0,86330300000.0,86330300000.0,86330300000.0,86330300000.0,86330300000.0,86330300000.0,86330300000.0,86330300000.0
2016.0,86145410000.0,86145410000.0,86145410000.0,86145410000.0,86145410000.0,86145410000.0,86145410000.0,86145410000.0,86145410000.0,86145410000.0,86145410000.0,86145410000.0,86145410000.0,86145410000.0
2017.0,85831030000.0,85831030000.0,85831030000.0,85831030000.0,85831030000.0,85831030000.0,85831030000.0,85831030000.0,85831030000.0,85831030000.0,85831030000.0,85831030000.0,85831030000.0,85831030000.0
2018.0,85600260000.0,85600260000.0,85600260000.0,85600260000.0,85600260000.0,85600260000.0,85600260000.0,85600260000.0,85600260000.0,85600260000.0,85600260000.0,85600260000.0,85600260000.0,85600260000.0
2019.0,85395160000.0,85395160000.0,85395160000.0,85395160000.0,85395160000.0,85395160000.0,85395160000.0,85395160000.0,85395160000.0,85395160000.0,85395160000.0,85395160000.0,85395160000.0,85395160000.0
2020.0,85067540000.0,85067540000.0,85067540000.0,85067540000.0,85067540000.0,85067540000.0,85067540000.0,85067540000.0,85067540000.0,85067540000.0,85067540000.0,85067540000.0,85067540000.0,85067540000.0
2021.0,84784890000.0,84794840000.0,84904140000.0,84832264000.0,85020620000.0,84809080000.0,84790290000.0,84910810000.0,84826010000.0,85207390000.0,84830870000.0,85041220000.0,84704150000.0,84824350000.0
2022.0,84449920000.0,84602450000.0,84661080000.0,84516910000.0,84728140000.0,84686470000.0,84444725000.0,84677850000.0,84689530000.0,84938780000.0,84724425000.0,84673890000.0,84452794000.0,84347800000.0
2023.0,84084210000.0,84267980000.0,84674030000.0,84181800000.0,84401594000.0,84468015000.0,84290590000.0,84198015000.0,84448640000.0,84493386000.0,84301300000.0,84430090000.0,84186350000.0,83881750000.0
2024.0,83909790000.0,83872720000.0,84271505000.0,83733700000.0,84408300000.0,84302660000.0,83906060000.0,83899640000.0,84118995000.0,84212780000.0,83974504000.0,84334550000.0,84918485000.0,83427220000.0
2025.0,83590840000.0,83704970000.0,84596250000.0,83325420000.0,83955480000.0,84348280000.0,83315430000.0,83456710000.0,83861610000.0,83858540000.0,83636680000.0,84125260000.0,83897790000.0,82898030000.0
2026.0,83743940000.0,83283880000.0,83910000000.0,82609880000.0,83551896000.0,83900170000.0,82667135000.0,83164730000.0,84154070000.0,84562720000.0,83385000000.0,83763830000.0,83478905000.0,82090760000.0
2027.0,83305710000.0,82729970000.0,83451960000.0,82036460000.0,83971180000.0,83496330000.0,82219940000.0,82602820000.0,83162240000.0,83989725000.0,82936150000.0,83606220000.0,82956000000.0,81430820000.0
2028.0,82747590000.0,82473850000.0,83026770000.0,81448320000.0,83149726000.0,83264540000.0,81706910000.0,82155220000.0,82513854000.0,83293930000.0,82636200000.0,83751170000.0,82376730000.0,80550750000.0
2029.0,82238620000.0,82649120000.0,82411600000.0,80527010000.0,82928410000.0,82622290000.0,81153884000.0,81507670000.0,82073210000.0,82829290000.0,82159890000.0,83142590000.0,82057716000.0,79730614000.0
2030.0,81716150000.0,82039910000.0,82291480000.0,79849185000.0,82329166000.0,82200150000.0,80481310000.0,81154280000.0,81359260000.0,82601880000.0,81861340000.0,82878580000.0,81307296000.0,79207150000.0
2031.0,80921450000.0,81791650000.0,81853190000.0,79390790000.0,81988800000.0,82108920000.0,79647570000.0,80756950000.0,81290250000.0,82512230000.0,81435840000.0,83019700000.0,80740190000.0,79174300000.0
2032.0,80392100000.0,81595410000.0,81356000000.0,78739055000.0,81385360000.0,81520030000.0,79302270000.0,80416050000.0,80722110000.0,82021335000.0,80881460000.0,82532760000.0,80145710000.0,78472410000.0
2033.0,79968880000.0,81058210000.0,81361710000.0,77986590000.0,80935846000.0,81003450000.0,78542330000.0,79836260000.0,80162415000.0,82766690000.0,80330330000.0,82471400000.0,80073196000.0,77293100000.0
2034.0,79362280000.0,80391600000.0,80779130000.0,77057065000.0,80185460000.0,80528876000.0,78015890000.0,79322070000.0,80486466000.0,81549980000.0,79892250000.0,82053456000.0,79543330000.0,76400120000.0
2035.0,78983180000.0,80030925000.0,80760455000.0,76240910000.0,79808410000.0,79962770000.0,77276530000.0,78798500000.0,79451700000.0,81312780000.0,79372755000.0,81709646000.0,78857940000.0,75679010000.0
2036.0,78749090000.0,79863170000.0,80630874000.0,75259700000.0,79281140000.0,79778150000.0,76819480000.0,78402675000.0,78978200000.0,80871160000.0,79000150000.0,81642045000.0,78264330000.0,74860590000.0
2037.0,77984014000.0,79430040000.0,80207120000.0,74502640000.0,79027320000.0,79112650000.0,76101940000.0,77905970000.0,78637970000.0,80353020000.0,78898110000.0,81474470000.0,77471920000.0,74046500000.0
2038.0,77192490000.0,79099810000.0,79395890000.0,74369460000.0,78527740000.0,78659880000.0,75606290000.0,77493020000.0,77789450000.0,79892490000.0,78498980000.0,81054230000.0,76531130000.0,73510560000.0
2039.0,76690420000.0,78838130000.0,78937285000.0,73295176000.0,77871960000.0,77982520000.0,75317535000.0,76871020000.0,77231464000.0,79323610000.0,78099050000.0,81135610000.0,75817350000.0,72559670000.0
2040.0,76310225000.0,78259634000.0,78554860000.0,72438325000.0,77197754000.0,77207060000.0,74543700000.0,76633500000.0,76576810000.0,79567350000.0,77742620000.0,80787020000.0,75244640000.0,72126470000.0
2041.0,76513480000.0,78405820000.0,78027750000.0,71796490000.0,77244710000.0,76376700000.0,73745646000.0,75992330000.0,76387480000.0,78870410000.0,77101000000.0,80327760000.0,74234930000.0,71269900000.0
2042.0,75486790000.0,80605640000.0,77237160000.0,70787450000.0,77481040000.0,75717650000.0,73565190000.0,75144130000.0,75572400000.0,78276310000.0,76493100000.0,79966270000.0,73394370000.0,70942564000.0
2043.0,74975980000.0,77595345000.0,76861555000.0,70561470000.0,77571220000.0,74820330000.0,72649070000.0,74741500000.0,74848430000.0,77712744000.0,76004730000.0,79599240000.0,72208695000.0,70220130000.0
2044.0,74517864000.0,76937050000.0,76342440000.0,69660770000.0,76344680000.0,74075530000.0,71887856000.0,74809960000.0,74248380000.0,76999524000.0,75375310000.0,79859565000.0,71151440000.0,69511340000.0
2045.0,73733870000.0,79097770000.0,76007740000.0,68757610000.0,75803400000.0,73145060000.0,71169810000.0,73839610000.0,73745760000.0,76311060000.0,74870210000.0,79230670000.0,69936470000.0,68614877000.0
2046.0,73135440000.0,76868590000.0,75493320000.0,68004290000.0,75551520000.0,72293786000.0,70517310000.0,73475120000.0,73089410000.0,75694690000.0,74259950000.0,78905975000.0,69327135000.0,67797983000.0
2047.0,72286960000.0,75869630000.0,75350860000.0,67404906000.0,75075060000.0,71809940000.0,69817450000.0,73037280000.0,72361900000.0,75154014000.0,73844376000.0,78604130000.0,68362285000.0,66769867000.0
2048.0,71713170000.0,75274350000.0,75443090000.0,66540724000.0,75371680000.0,71867390000.0,69195190000.0,72388910000.0,71796270000.0,74641736000.0,73462450000.0,78125930000.0,67827720000.0,65605930000.0
2049.0,71066755000.0,74657900000.0,74745480000.0,65806240000.0,74490890000.0,71086790000.0,68531626000.0,71843780000.0,70964390000.0,73985140000.0,73336760000.0,77844800000.0,67096895000.0,64773403000.0
2050.0,70240270000.0,74273055000.0,74132726000.0,65083250000.0,73912386000.0,71175010000.0,67830112000.0,71399110000.0,70428520000.0,73261370000.0,72820490000.0,77582670000.0,66369040000.0,63924638000.0
2051.0,69885190000.0,74053780000.0,73774310000.0,64317403000.0,73564190000.0,70177360000.0,67002620000.0,70888850000.0,69712890000.0,72753580000.0,72405730000.0,77568530000.0,65663280000.0,62931040000.0
2052.0,69142760000.0,73279170000.0,75560330000.0,63722820000.0,73177970000.0,69759844000.0,66622173000.0,70383710000.0,69170680000.0,71885490000.0,72174895000.0,77004010000.0,65031820000.0,62246887000.0
2053.0,68518904000.0,72749834000.0,73463170000.0,63060510000.0,73615560000.0,68950810000.0,65655783000.0,70341165000.0,68764500000.0,71142400000.0,72442814000.0,76658580000.0,64296010000.0,61504012000.0
2054.0,67607660000.0,72189220000.0,72912536000.0,62599045000.0,72343495000.0,68395192000.0,65057706000.0,69258674000.0,68028703000.0,70388680000.0,72304040000.0,76200660000.0,63392793000.0,60759106000.0
2055.0,66783117000.0,71796470000.0,72696060000.0,61793790000.0,72921965000.0,67692175000.0,64994243000.0,68698970000.0,67519775000.0,69725790000.0,71661960000.0,75933590000.0,62724014000.0,60113834000.0
2056.0,66110812000.0,71268200000.0,72197685000.0,61100892000.0,71321800000.0,67034060000.0,64013677000.0,68140400000.0,67293280000.0,69180940000.0,71330365000.0,75741635000.0,62032634000.0,59363746000.0
2057.0,65468560000.0,71022750000.0,71756270000.0,60563636000.0,70901694000.0,66319417000.0,63210516000.0,67677000000.0,66485395000.0,68550283000.0,70377070000.0,76145074000.0,61444284000.0,58634240000.0
2058.0,64883830000.0,70253030000.0,70925030000.0,59958284000.0,70295850000.0,65964114000.0,62385365000.0,67222946000.0,65998193000.0,67732435000.0,70219330000.0,75232430000.0,60720480000.0,57990656000.0
2059.0,64202756000.0,69631790000.0,70611706000.0,59234566000.0,69942880000.0,65296740000.0,61461225000.0,66745962000.0,65152440000.0,66873890000.0,69905220000.0,74825530000.0,59830735000.0,57479635000.0
2060.0,63516160000.0,69151720000.0,70281730000.0,58450820000.0,69518630000.0,64490082000.0,60599325000.0,66316680000.0,64322480000.0,66269135000.0,69042260000.0,75078520000.0,58863010000.0,56501416000.0
2061.0,62687347000.0,68365414000.0,69525490000.0,57566400000.0,68875400000.0,63886320000.0,59705274000.0,65654587000.0,65371075000.0,65986335000.0,68555215000.0,74418905000.0,58143810000.0,55819158000.0
2062.0,62082445000.0,67704488000.0,69072880000.0,56818733000.0,68332487000.0,63080190000.0,58796794000.0,65166480000.0,63532438000.0,65101283000.0,68091093000.0,73791440000.0,57437740000.0,55086973000.0
2063.0,61474374000.0,67562197000.0,68537065000.0,56190448000.0,68195040000.0,62544474000.0,58090607000.0,64657190000.0,62750030000.0,64236237000.0,69674140000.0,73511944000.0,56641065000.0,54684664000.0
2064.0,60860200000.0,66922975000.0,68019400000.0,55290704000.0,67737653000.0,61923220000.0,57398993000.0,64277615000.0,62114554000.0,63237816000.0,67381817000.0,73064470000.0,55916863000.0,54000366000.0
2065.0,60231102000.0,66247987000.0,68528693000.0,54439633000.0,67228316000.0,61278740000.0,56672130000.0,63742386000.0,61525238000.0,62151725000.0,67173620000.0,72788845000.0,55225065000.0,53366920000.0
2066.0,59889160000.0,65854083000.0,67614753000.0,53824745000.0,66824330000.0,60437373000.0,56073330000.0,63333274000.0,60880237000.0,61244040000.0,66563360000.0,72401330000.0,54450766000.0,52837410000.0
2067.0,59325140000.0,65133683000.0,66930020000.0,52991525000.0,66408083000.0,59617223000.0,55278084000.0,62973338000.0,60212654000.0,60529082000.0,66054337000.0,72111960000.0,53790080000.0,52217170000.0
2068.0,59651797000.0,64707540000.0,66308153000.0,52313547000.0,66260010000.0,59001890000.0,54657483000.0,62552105000.0,60418736000.0,59670897000.0,65911263000.0,71720760000.0,54260322000.0,51365724000.0
2069.0,58482156000.0,64156060000.0,66085425000.0,51829146000.0,65741357000.0,58416017000.0,54041520000.0,61877040000.0,59489542000.0,58833318000.0,65389515000.0,71401430000.0,53605573000.0,50595987000.0
2070.0,57864110000.0,63463604000.0,65661776000.0,51145610000.0,65199370000.0,57804444000.0,53307020000.0,61373714000.0,58950320000.0,57784620000.0,65875907000.0,71243180000.0,52157366000.0,49825354000.0
2071.0,57390630000.0,63311030000.0,65232773000.0,50423250000.0,64787816000.0,57570110000.0,52538850000.0,60989645000.0,58293310000.0,57036030000.0,64564466000.0,70747240000.0,51512530000.0,49298854000.0
2072.0,56868580000.0,62311444000.0,64838922000.0,50058265000.0,64341443000.0,56622006000.0,52001366000.0,61045465000.0,57902105000.0,56341516000.0,64009822000.0,70299165000.0,50770660000.0,48649130000.0
2073.0,56436730000.0,61718800000.0,64512168000.0,49343870000.0,64360382000.0,56058704000.0,51246498000.0,60100202000.0,57412227000.0,55664520000.0,63617843000.0,70152420000.0,50087750000.0,48184050000.0
2074.0,55926837000.0,61125636000.0,64016273000.0,48686174000.0,63744930000.0,55241716000.0,50690294000.0,60607242000.0,56832180000.0,54773300000.0,62941323000.0,69990090000.0,49380680000.0,47395725000.0
2075.0,55723893000.0,60569720000.0,63845770000.0,48210686000.0,63086154000.0,54398222000.0,50009330000.0,59521397000.0,56320260000.0,53907374000.0,62660563000.0,69286920000.0,48747475000.0,46871966000.0
2076.0,55114953000.0,60103397000.0,63147810000.0,47620284000.0,62561845000.0,53939216000.0,49419674000.0,59066253000.0,55754380000.0,53057446000.0,62424064000.0,69051330000.0,48066806000.0,46282433000.0
2077.0,54326514000.0,60023296000.0,63004660000.0,46937610000.0,62162360000.0,53080027000.0,48883397000.0,58607870000.0,55111234000.0,52170950000.0,61855916000.0,68537557000.0,47511590000.0,45691404000.0
2078.0,53773672000.0,59421483000.0,62643216000.0,46298090000.0,61747995000.0,52423127000.0,48261456000.0,58145964000.0,54768587000.0,51483628000.0,61616680000.0,68018467000.0,46542905000.0,45446242000.0
2079.0,53321196000.0,59076035000.0,62268150000.0,45657027000.0,61376844000.0,51828030000.0,47691665000.0,57935170000.0,54350053000.0,50839204000.0,61047235000.0,67611070000.0,45910910000.0,44878710000.0
2080.0,52672210000.0,58397962000.0,61836620000.0,45130736000.0,61021225000.0,51193573000.0,46831907000.0,57902120000.0,53843660000.0,50125780000.0,60633985000.0,67282248000.0,45124334000.0,45584730000.0
2081.0,52023456000.0,58602627000.0,61264052000.0,44423110000.0,60487120000.0,50710626000.0,45995500000.0,57767223000.0,53432810000.0,49354700000.0,60306180000.0,66699596000.0,44530720000.0,43684192000.0
2082.0,51397902000.0,57288282000.0,60782140000.0,43854578000.0,60216180000.0,50169815000.0,45456732000.0,56881720000.0,53367595000.0,48471106000.0,60355650000.0,66457860000.0,43935030000.0,42826960000.0
2083.0,50694033000.0,56836440000.0,60467732000.0,43184020000.0,59660198000.0,49482870000.0,44935143000.0,56260640000.0,52511388000.0,47447925000.0,59627864000.0,65738523000.0,43382858000.0,42203300000.0
2084.0,50252235000.0,56232900000.0,60218650000.0,43557257000.0,59391517000.0,48828727000.0,44259710000.0,55721628000.0,52069860000.0,46672250000.0,59243440000.0,65739973000.0,42850804000.0,41270840000.0
2085.0,49430356000.0,55691952000.0,60190520000.0,42517164000.0,59071275000.0,48765280000.0,43572860000.0,55322882000.0,51539296000.0,46203187000.0,58718080000.0,65369350000.0,42520170000.0,40600770000.0
2086.0,48840830000.0,55173104000.0,59627225000.0,41838203000.0,58552906000.0,47941340000.0,42984382000.0,54952880000.0,51427040000.0,45429690000.0,58359890000.0,64741830000.0,41939042000.0,40197448000.0
2087.0,48178864000.0,54504320000.0,59169587000.0,41210855000.0,58479677000.0,47330087000.0,42488783000.0,54830210000.0,50900600000.0,44731175000.0,58553860000.0,64367510000.0,41222920000.0,39674850000.0
2088.0,47599317000.0,53922310000.0,58654786000.0,40848757000.0,57976480000.0,46599393000.0,41806234000.0,54368440000.0,51857043000.0,44129858000.0,57842370000.0,64037417000.0,40473610000.0,38559300000.0
2089.0,46859940000.0,53497680000.0,58165166000.0,40000380000.0,57577583000.0,45862720000.0,41271770000.0,53822290000.0,50020266000.0,43442880000.0,57277334000.0,63682912000.0,39673524000.0,37871063000.0
2090.0,46205700000.0,52874820000.0,58508333000.0,39456207000.0,56900678000.0,45365600000.0,40748704000.0,53246943000.0,49688730000.0,42726048000.0,57445958000.0,63199953000.0,39060115000.0,37641425000.0
2091.0,45778153000.0,52361660000.0,57479197000.0,38650552000.0,56458547000.0,44856836000.0,40261720000.0,52820287000.0,49170076000.0,42085170000.0,56888185000.0,62785196000.0,38385750000.0,36921880000.0
2092.0,45096796000.0,51800420000.0,57033940000.0,37961560000.0,56518492000.0,44299230000.0,39575270000.0,52556268000.0,48702250000.0,41362166000.0,56446243000.0,62432494000.0,37721477000.0,36621025000.0
2093.0,44437080000.0,51470975000.0,57329672000.0,37351590000.0,56270316000.0,43591315000.0,39122506000.0,52441584000.0,48654074000.0,40803594000.0,56203952000.0,62555603000.0,36895887000.0,35875720000.0
2094.0,43976000000.0,50996690000.0,56405990000.0,36748600000.0,55809933000.0,43166364000.0,38415120000.0,52272873000.0,48114184000.0,40284643000.0,56090485000.0,61656375000.0,36497010000.0,35442000000.0
2095.0,43500585000.0,50563236000.0,56078100000.0,36324250000.0,55419666000.0,42545230000.0,37942616000.0,51654414000.0,47777587000.0,39745440000.0,55406940000.0,61204890000.0,35924304000.0,34968970000.0
2096.0,42887200000.0,49907250000.0,55636218000.0,35793785000.0,54877594000.0,42177835000.0,37187117000.0,51160494000.0,47485465000.0,39088150000.0,55040905000.0,60762345000.0,35411080000.0,34348130000.0
2097.0,42395312000.0,49771057000.0,55630990000.0,35163357000.0,54516540000.0,41758930000.0,36475208000.0,50870882000.0,46974690000.0,38372008000.0,54764626000.0,60575080000.0,35009556000.0,33627564000.0
2098.0,41853590000.0,49252045000.0,55211114000.0,34958537000.0,56306696000.0,41784373000.0,35592800000.0,50591790000.0,46547767000.0,37585030000.0,54414787000.0,60121310000.0,34630914000.0,33151132000.0
2099.0,41237156000.0,50853437000.0,54596792000.0,34578493000.0,54900253000.0,41005486000.0,34966150000.0,50234593000.0,46235955000.0,36806787000.0,54202110000.0,59973930000.0,34108530000.0,32615635000.0
2100.0,40771480000.0,48620454000.0,54283256000.0,33794228000.0,53869883000.0,42099090000.0,34525774000.0,50940432000.0,46151200000.0,36089795000.0,53948000000.0,59490824000.0,33643969000.0,32245012000.0
