time,UKESM1-0-LL,MRI-ESM2-0,IPSL-CM6A-LR,MPI-ESM1-2-HR,GFDL-ESM4
2059.0,23260807000000.0,25324367000000.0,24914059000000.0,25861235000000.0,25521644000000.0
2060.0,23032632000000.0,25312500000000.0,24807029000000.0,25802937000000.0,25511546000000.0
2061.0,22935872000000.0,25184893000000.0,24684500000000.0,25733160000000.0,25437235000000.0
2062.0,22795185000000.0,25065798000000.0,24586444000000.0,25686157000000.0,25314013000000.0
2063.0,22687626000000.0,24995114000000.0,24562205000000.0,25676516000000.0,25242729000000.0
2064.0,22620125000000.0,24986901000000.0,24483799000000.0,25629683000000.0,25198510000000.0
2065.0,22505134000000.0,24906188000000.0,24401343000000.0,25617242000000.0,25162408000000.0
2066.0,22368429000000.0,24838650000000.0,24349078000000.0,25578225000000.0,25141400000000.0
2067.0,22250558000000.0,24806313000000.0,24281390000000.0,25602657000000.0,25136724000000.0
2068.0,22095256000000.0,24762944000000.0,24202190000000.0,25625797000000.0,25146161000000.0
2069.0,21954558000000.0,24676900000000.0,24134633000000.0,25613503000000.0,25148313000000.0
2070.0,21825920000000.0,24604662000000.0,24098596000000.0,25648414000000.0,25139752000000.0
2071.0,21640770000000.0,24529712000000.0,24026995000000.0,25635387000000.0,25173810000000.0
2072.0,21551456000000.0,24448751000000.0,23893327000000.0,25589060000000.0,25131141000000.0
2073.0,21394576000000.0,24359024000000.0,23845728000000.0,25526301000000.0,25070917000000.0
2074.0,21262790000000.0,24339798000000.0,23753883000000.0,25571445000000.0,25052932000000.0
2075.0,21137765000000.0,24293323000000.0,23676980000000.0,25505242000000.0,25028290000000.0
2076.0,20973835000000.0,24328018000000.0,23635270000000.0,25490081000000.0,24968484000000.0
2077.0,20882108000000.0,24290030000000.0,23586685000000.0,25508922000000.0,24962375000000.0
2078.0,20779547000000.0,24304230000000.0,23523836000000.0,25470788000000.0,24953560000000.0
2079.0,20669276000000.0,24252512000000.0,23490067000000.0,25427610000000.0,24928661000000.0
2080.0,20543607000000.0,24293631000000.0,23466336000000.0,25319660000000.0,24898523000000.0
2081.0,20406495000000.0,24258804000000.0,23395087000000.0,25265902000000.0,24831582000000.0
2082.0,20238860000000.0,24247129000000.0,23360778000000.0,25277036000000.0,24787582000000.0
2083.0,20082630000000.0,24244088000000.0,23300573000000.0,25189604000000.0,24707414000000.0
2084.0,20003624000000.0,24173164000000.0,23185780000000.0,25189340000000.0,24666287000000.0
2085.0,19884528000000.0,24129974000000.0,23118838000000.0,25206117000000.0,24646334000000.0
2086.0,19819554000000.0,24121190000000.0,23017558000000.0,25200456000000.0,24529848000000.0
2087.0,19628185000000.0,24043042000000.0,22935266000000.0,25220200000000.0,24507220000000.0
2088.0,19494949000000.0,24044766000000.0,22868710000000.0,25153805000000.0,24426456000000.0
2089.0,19388365000000.0,24051498000000.0,22799318000000.0,25020970000000.0,24389488000000.0
2090.0,19242440000000.0,24037093000000.0,22693512000000.0,25017872000000.0,24322087000000.0
2091.0,19136910000000.0,24068219000000.0,22589936000000.0,25014097000000.0,24235697000000.0
2092.0,19023171000000.0,24028025000000.0,22558112000000.0,25010857000000.0,24204594000000.0
2093.0,18944490000000.0,23933003000000.0,22481167000000.0,24944799000000.0,24164189000000.0
2094.0,18793345000000.0,23937365000000.0,22484982000000.0,24931720000000.0,24164107000000.0
2095.0,18645518000000.0,23960972000000.0,22435910000000.0,24930740000000.0,24158474000000.0
2096.0,18522359000000.0,23990932000000.0,22356592000000.0,24949941000000.0,24135393000000.0
2097.0,18389175000000.0,23944516000000.0,22314138000000.0,24915451000000.0,24134136000000.0
2098.0,18278934000000.0,23893570000000.0,22221408000000.0,24882253000000.0,24092581000000.0
2099.0,18135273000000.0,23877212000000.0,22188380000000.0,24858320000000.0,24034727000000.0
2100.0,17988870000000.0,23908030000000.0,22194306000000.0,24872328000000.0,23991476000000.0
