time,GFDL-CM3,CCSM4,NORESM1-M,GFDL-ESM2G,CNRM-CM5,IPSL-CM5A-LR,CESM1-CAM5,CANESM2,CSIRO-MK3-6-0,MPI-ESM-LR,GISS-E2-R
2030.0,883397600.0,950448500.0,921855940.0,915944200.0,976265540.0,991976060.0,960284400.0,1004944450.0,970550500.0,990255500.0,965122300.0
2031.0,851892600.0,926770240.0,926248450.0,883508900.0,963115650.0,979010940.0,944120600.0,992161700.0,944870100.0,962455230.0,966341760.0
2032.0,832138000.0,914840060.0,897929500.0,854912260.0,960899900.0,959870300.0,942795840.0,992920260.0,930904400.0,945418240.0,944306560.0
2033.0,801779300.0,899518460.0,875520300.0,832506800.0,943573570.0,960726900.0,911343360.0,971063300.0,906733400.0,940964300.0,918524600.0
2034.0,767568400.0,879244900.0,859385200.0,819672960.0,939251800.0,947896260.0,890088900.0,953619400.0,888067840.0,922094460.0,920314300.0
2035.0,745775550.0,860719600.0,831169800.0,791991740.0,935921540.0,929344830.0,877495740.0,938450560.0,856451900.0,909625800.0,895910900.0
2036.0,724617900.0,836141600.0,813363200.0,785623900.0,915037000.0,912224960.0,898951300.0,929004740.0,834510300.0,903688700.0,871120100.0
2037.0,700936770.0,822022400.0,789038100.0,755583400.0,907489200.0,883999500.0,854252100.0,912902460.0,813512770.0,916372500.0,849520800.0
2038.0,678442300.0,811698560.0,767048900.0,737320500.0,886675260.0,870550500.0,837312640.0,931966400.0,789535170.0,889194200.0,833142700.0
2039.0,660399900.0,796217600.0,748131600.0,720178240.0,873426800.0,853134800.0,822964100.0,903530400.0,766091900.0,858502500.0,808104770.0
2040.0,636840500.0,789340700.0,729509300.0,815891800.0,870699000.0,853126000.0,800855600.0,887343500.0,753284500.0,845172860.0,809674300.0
2041.0,613306400.0,772913800.0,720655360.0,700833540.0,888732500.0,843635840.0,790402300.0,902899600.0,723411300.0,844372030.0,789155460.0
2042.0,592485950.0,760846800.0,702207740.0,674604800.0,846509200.0,820944800.0,772341300.0,871901950.0,696513200.0,820680640.0,778069200.0
2043.0,567461400.0,747477900.0,678504500.0,691614140.0,834604350.0,807012900.0,751718300.0,862521200.0,705721660.0,821406850.0,764200500.0
2044.0,551366850.0,733788200.0,655213060.0,654893200.0,827493570.0,804052740.0,730423000.0,846153900.0,669923200.0,806871360.0,743357950.0
2045.0,524882700.0,717821440.0,634962700.0,641685060.0,825132900.0,787291300.0,716256900.0,836375700.0,643480060.0,793230140.0,723063550.0
2046.0,507928830.0,704708100.0,618583200.0,624323100.0,805666370.0,772392200.0,696310460.0,822589700.0,613245760.0,812382600.0,710568770.0
2047.0,494846080.0,704827970.0,605738000.0,612718460.0,803578700.0,762231800.0,677586100.0,818628540.0,590219700.0,774818100.0,700697700.0
2048.0,473613200.0,691726100.0,596663300.0,600755300.0,816832400.0,752796900.0,663433900.0,806988800.0,556632900.0,760836100.0,692225150.0
2049.0,459654800.0,678032700.0,575679550.0,620572300.0,792515800.0,733363000.0,646149100.0,794859300.0,532912060.0,743146100.0,683554300.0
2050.0,445449800.0,667001340.0,566197000.0,592278850.0,771788860.0,723466100.0,631409600.0,783786600.0,534807870.0,802971100.0,674611140.0
2051.0,423344540.0,663900860.0,554361900.0,639116600.0,757440200.0,712226940.0,618307600.0,773920300.0,514060770.0,731098050.0,666056960.0
2052.0,411643620.0,656637300.0,540352640.0,594777900.0,747594800.0,697997000.0,637698240.0,764041500.0,505837000.0,715806660.0,656852030.0
2053.0,397815600.0,646499500.0,520291500.0,583676100.0,734501500.0,683682050.0,599663300.0,753871170.0,489946180.0,697541300.0,639719940.0
2054.0,380652160.0,634086100.0,502189900.0,634517600.0,727680500.0,663890500.0,585688200.0,742209700.0,474126500.0,690088300.0,632957500.0
2055.0,363918850.0,619923100.0,491357730.0,584143100.0,717630340.0,643425100.0,570693060.0,730786750.0,464634980.0,676948160.0,623069800.0
2056.0,346386600.0,626254300.0,477599940.0,569607360.0,707325500.0,616854500.0,560568450.0,720547000.0,451681660.0,669419100.0,618366800.0
2057.0,334452830.0,609452500.0,470847100.0,563099300.0,696361660.0,595194940.0,543968640.0,712697150.0,434741950.0,653260000.0,606451700.0
2058.0,324604100.0,601154370.0,458513470.0,565858700.0,676384000.0,580281800.0,534778800.0,696293300.0,424527170.0,645659500.0,596584400.0
2059.0,308196350.0,617485500.0,448876200.0,563336600.0,671986700.0,561875840.0,522155500.0,675023200.0,422151200.0,648467260.0,586975500.0
2060.0,293688960.0,593910700.0,437042020.0,547388540.0,667855360.0,549282400.0,511628540.0,682279300.0,416320800.0,636516860.0,578915400.0
2061.0,286349380.0,589216300.0,432636860.0,540090050.0,650275460.0,532131680.0,500921660.0,669051900.0,407252400.0,625427650.0,581386300.0
2062.0,276665600.0,582756300.0,423094500.0,531458000.0,638428350.0,520236130.0,491080700.0,648468030.0,396185380.0,613515460.0,578651650.0
2063.0,261669460.0,574070700.0,410872830.0,528947780.0,627256260.0,495663680.0,481696060.0,633433200.0,387849920.0,606466050.0,569469900.0
2064.0,254131020.0,563483000.0,400440900.0,527513060.0,626037500.0,474858500.0,470420380.0,638626000.0,385287400.0,600311200.0,552931900.0
2065.0,238056270.0,600293570.0,394802050.0,526368640.0,607351230.0,457585920.0,456370940.0,608085250.0,374356220.0,590912400.0,547105340.0
2066.0,228414260.0,573701760.0,393870100.0,521340380.0,593916740.0,439165570.0,446778270.0,591928800.0,366777540.0,576566800.0,536611420.0
2067.0,220023600.0,553580350.0,379348000.0,522249020.0,583628500.0,431360320.0,440578020.0,582902660.0,359375650.0,558514000.0,530035420.0
2068.0,216189940.0,549304600.0,371369150.0,515132860.0,563899260.0,416141280.0,433838430.0,571149060.0,353296450.0,551324600.0,521423300.0
2069.0,209021440.0,606843260.0,361907700.0,507481470.0,553918140.0,400617470.0,428610600.0,560059300.0,347918720.0,542879940.0,531897630.0
2070.0,199534020.0,548972100.0,354424770.0,502199400.0,543791700.0,394386000.0,428372200.0,585870660.0,343001340.0,562782660.0,528120060.0
2071.0,203564770.0,547266900.0,352054300.0,501158140.0,537358000.0,382055140.0,417682880.0,554006850.0,336707140.0,674590340.0,513482600.0
2072.0,185650640.0,542324350.0,346577300.0,497215600.0,524999140.0,372231840.0,412993150.0,543762500.0,329427200.0,558156740.0,509942000.0
2073.0,174044430.0,534087600.0,344312060.0,493727230.0,516328400.0,363835360.0,404381950.0,522950700.0,325404670.0,524239970.0,505128350.0
2074.0,166358380.0,532131230.0,331898660.0,488076260.0,507637950.0,355475100.0,397012540.0,509624000.0,324145860.0,514871140.0,498469760.0
2075.0,162371170.0,527175940.0,328031700.0,483347840.0,499919700.0,345318560.0,392435940.0,500154530.0,316836960.0,515283330.0,493070980.0
2076.0,157114660.0,520385700.0,320164400.0,482309800.0,493150800.0,335071330.0,385658200.0,489481060.0,311378340.0,499129250.0,487586800.0
2077.0,151440590.0,515073000.0,313691100.0,478013950.0,484261300.0,325497900.0,378905100.0,480614750.0,304499700.0,495568860.0,483170750.0
2078.0,165794020.0,509988220.0,307330270.0,471490140.0,477373980.0,323947680.0,375778900.0,579707140.0,296834600.0,502723940.0,491573730.0
2079.0,142320560.0,505015140.0,300505800.0,466358430.0,469628700.0,311814200.0,371335360.0,471941300.0,291130900.0,479260400.0,474471140.0
2080.0,140917300.0,501417730.0,295553630.0,465717060.0,461239360.0,303783260.0,366430200.0,462221340.0,284858800.0,476375900.0,470242700.0
2081.0,158658800.0,498216160.0,288195870.0,505612860.0,454297280.0,297971600.0,361202240.0,465976580.0,286168160.0,497497440.0,465868300.0
2082.0,148315540.0,497698300.0,280810720.0,453895500.0,448660100.0,290603460.0,350986180.0,459644200.0,277993900.0,713616900.0,460083840.0
2083.0,133775810.0,549759400.0,273258750.0,452950980.0,441373860.0,285405120.0,344378800.0,442096500.0,267944460.0,521987140.0,453947170.0
2084.0,129974776.0,499338940.0,282125860.0,461470900.0,433650300.0,276030660.0,340139170.0,435133500.0,304528770.0,468927940.0,448507500.0
2085.0,127325464.0,491289400.0,284475400.0,443631840.0,431989380.0,268934240.0,337362620.0,469424300.0,261840180.0,460289100.0,443245860.0
2086.0,126508610.0,484781100.0,263757620.0,433158620.0,423452350.0,268756300.0,330538100.0,433329000.0,252389810.0,455649600.0,437137730.0
2087.0,125678136.0,478939170.0,257753950.0,444571420.0,416458080.0,261739870.0,326273630.0,420147300.0,246482610.0,450461220.0,433232770.0
2088.0,123465390.0,473966050.0,250324300.0,428432130.0,414938080.0,258689380.0,317710720.0,497373820.0,242120380.0,457212350.0,435212860.0
2089.0,122982220.0,600797630.0,254027970.0,424078880.0,406114430.0,250604910.0,311450780.0,417192220.0,238298670.0,449641570.0,425433700.0
2090.0,117335096.0,517379070.0,245820820.0,415472480.0,402283520.0,242890100.0,306196130.0,512355170.0,228551570.0,465567870.0,422072320.0
2091.0,113661576.0,481505300.0,241420350.0,410985660.0,418276580.0,233815950.0,360056450.0,408449180.0,223942000.0,458231840.0,418883100.0
2092.0,109139100.0,465415650.0,239221490.0,437774270.0,392395170.0,229418530.0,295532060.0,401782850.0,217570660.0,459440100.0,459730400.0
2093.0,106972590.0,459104220.0,234031540.0,405547780.0,385076800.0,230528300.0,287718530.0,418931550.0,215426830.0,440452350.0,413707000.0
2094.0,104927670.0,452892100.0,231785950.0,400619100.0,380778780.0,260251490.0,288536450.0,396169400.0,211316060.0,433458430.0,455744260.0
2095.0,120473464.0,449156260.0,237230460.0,395063650.0,376928670.0,224000140.0,276474270.0,393631200.0,203838780.0,427303460.0,409510700.0
2096.0,105956310.0,451895460.0,227764740.0,386972640.0,370720770.0,219576700.0,274689760.0,392969570.0,285010900.0,434155140.0,409582270.0
2097.0,105935830.0,483274620.0,224331840.0,383480640.0,364553300.0,220647520.0,275620930.0,387200860.0,218990980.0,424492300.0,405888450.0
2098.0,100867440.0,472797630.0,217724300.0,381964930.0,358809280.0,232439310.0,276214750.0,383494560.0,203113600.0,415534600.0,429963650.0
2099.0,98036270.0,465626300.0,216084350.0,389929100.0,353495230.0,276009760.0,293964100.0,390080540.0,195486180.0,411829630.0,409385000.0
2100.0,102617760.0,453939070.0,216398060.0,380619500.0,348626240.0,239502580.0,267525810.0,418229820.0,192880300.0,412246050.0,431043650.0
