time,CANESM2,IPSL-CM5A-LR,CESM1-CAM5,NORESM1-M,CNRM-CM5,GFDL-ESM2G,CCSM4,GFDL-CM3,GISS-E2-R,MPI-ESM-LR,CSIRO-MK3-6-0
2030.0,938070100.0,929751500.0,953578750.0,914429700.0,950957950.0,958089540.0,957396300.0,878125440.0,986339200.0,880710100.0,1026077060.0
2031.0,902776100.0,902072100.0,919841800.0,896753150.0,931585340.0,942333400.0,942676030.0,853389100.0,992254000.0,846923700.0,973457500.0
2032.0,877241600.0,882902800.0,894745660.0,871960450.0,929934660.0,929793800.0,940994100.0,856776640.0,966744700.0,823986940.0,950897540.0
2033.0,842905900.0,873790000.0,871518100.0,844558000.0,915502900.0,943823300.0,907969900.0,825481500.0,955230460.0,803078300.0,937206660.0
2034.0,876020160.0,853873200.0,848733000.0,817722600.0,897599740.0,913465660.0,882531000.0,803493800.0,944297100.0,790087500.0,923326850.0
2035.0,824253600.0,838806200.0,814921800.0,791511230.0,881518460.0,896593150.0,859123600.0,768545500.0,965230140.0,773454340.0,899859650.0
2036.0,802832060.0,822130600.0,792287940.0,781302500.0,864479500.0,883441150.0,837085760.0,737438000.0,921385900.0,759313200.0,880986800.0
2037.0,778839740.0,804236860.0,773718500.0,757389060.0,857211140.0,861090600.0,822005400.0,711031700.0,917679940.0,792697150.0,861460600.0
2038.0,763084200.0,790280800.0,761735740.0,737013700.0,832647300.0,877003800.0,797908200.0,702141760.0,895069100.0,733903170.0,870716350.0
2039.0,733325440.0,769131900.0,744872400.0,718909100.0,814059900.0,889767230.0,787235460.0,683914560.0,878249540.0,720478600.0,893799550.0
2040.0,721571100.0,751704600.0,731923460.0,699510340.0,797671740.0,874710460.0,777198800.0,650369540.0,872025860.0,774811970.0,842562050.0
2041.0,751401600.0,742034400.0,716791800.0,670995400.0,785182300.0,854317800.0,760076700.0,617200600.0,856948030.0,703554560.0,823567600.0
2042.0,697457400.0,722826300.0,702956600.0,644463940.0,763409100.0,819874370.0,743752800.0,622634560.0,841899970.0,677805600.0,856849700.0
2043.0,674145300.0,709323700.0,681895000.0,626799740.0,744827800.0,803281860.0,736747970.0,584657860.0,826799500.0,656241860.0,809792300.0
2044.0,673859300.0,704587900.0,762190000.0,615801800.0,735710900.0,779359900.0,775364350.0,560026940.0,809141000.0,645854340.0,886475970.0
2045.0,654021950.0,684389760.0,673551550.0,604253500.0,724239400.0,769192700.0,741971500.0,539742100.0,841651100.0,670771800.0,820073860.0
2046.0,637257600.0,682741900.0,651223550.0,582999600.0,713248000.0,757846300.0,707673600.0,520806500.0,819174800.0,700970240.0,780036700.0
2047.0,623378560.0,658908160.0,645968700.0,569210000.0,717070300.0,782079900.0,694706100.0,496705800.0,798093440.0,624242200.0,768624700.0
2048.0,614546750.0,641930500.0,625726140.0,559568400.0,694642900.0,746796700.0,769183940.0,476705950.0,789263100.0,615662850.0,756463400.0
2049.0,616224600.0,629759300.0,612409400.0,550489500.0,683121600.0,742212160.0,696912640.0,460666460.0,775963840.0,650360900.0,782509950.0
2050.0,605441540.0,619313400.0,595099700.0,540375400.0,669931800.0,721583550.0,690808060.0,445680220.0,760380540.0,604480200.0,746947000.0
2051.0,611016260.0,616369700.0,576444400.0,532274020.0,653476400.0,705305150.0,683311900.0,428341980.0,753688900.0,599734900.0,739725060.0
2052.0,584360200.0,670316100.0,685045700.0,522263200.0,646127550.0,699210200.0,667016000.0,417405950.0,744938600.0,595290900.0,717171400.0
2053.0,567293600.0,620511550.0,567514000.0,521117380.0,639957950.0,746157500.0,654277500.0,405362780.0,734207300.0,594498400.0,703389060.0
2054.0,586839500.0,602678000.0,557139400.0,503280030.0,619901600.0,688829200.0,717048200.0,388790400.0,728798850.0,603134850.0,695227100.0
2055.0,558004200.0,587743550.0,559291700.0,495426700.0,604459100.0,687125060.0,669032200.0,384271520.0,758637800.0,590613000.0,686489100.0
2056.0,550765700.0,580424450.0,543736260.0,484941950.0,634184400.0,664554240.0,664954430.0,369407260.0,799772540.0,574604000.0,673680700.0
2057.0,548559550.0,574140000.0,534692220.0,487916600.0,591815040.0,658625150.0,708420160.0,369581730.0,808769000.0,568928000.0,663714050.0
2058.0,543765060.0,681393700.0,525718530.0,476104420.0,584910200.0,662658560.0,701042700.0,359908000.0,862987000.0,561698560.0,651063550.0
2059.0,647317500.0,568714400.0,520336860.0,471674660.0,578158200.0,648457200.0,644421250.0,346609700.0,839124200.0,556388400.0,641298900.0
2060.0,550784830.0,557897700.0,513483780.0,474046750.0,571918300.0,670737400.0,652215900.0,340926080.0,747540200.0,558973100.0,630458700.0
2061.0,544639360.0,551641700.0,505561820.0,459413300.0,561060900.0,626101900.0,701314050.0,333305600.0,729927400.0,605247900.0,621476600.0
2062.0,540746750.0,546445300.0,506365600.0,453671460.0,554096300.0,631023700.0,669482200.0,332609400.0,726970900.0,603435260.0,605165600.0
2063.0,530798600.0,549731200.0,554755260.0,442522800.0,546475460.0,643486460.0,676197200.0,330842720.0,714913340.0,734460500.0,786436540.0
2064.0,609736450.0,536025150.0,488545920.0,449467650.0,540149440.0,615140500.0,640805500.0,319681860.0,710404350.0,626505340.0,621417400.0
2065.0,536491900.0,529453020.0,482713020.0,436946240.0,530805340.0,667559400.0,640557600.0,314570800.0,704679230.0,658940800.0,583606200.0
2066.0,532285900.0,525476800.0,488092060.0,428535500.0,521332380.0,621114900.0,672531900.0,312008640.0,699968700.0,643647360.0,566807700.0
2067.0,626654140.0,557684600.0,474945280.0,488477600.0,514672640.0,595514900.0,647715400.0,300478180.0,695411650.0,684289540.0,558968500.0
2068.0,592100000.0,542438700.0,472626800.0,440417760.0,506697060.0,586860800.0,636523900.0,322710300.0,689833000.0,783570500.0,554179840.0
2069.0,528528900.0,521802700.0,467574180.0,440593150.0,501943780.0,590564350.0,717616900.0,300127200.0,684597600.0,696002750.0,541051000.0
2070.0,521839420.0,532960320.0,482430180.0,420940060.0,509263840.0,678290750.0,686499100.0,319939200.0,679814600.0,648178050.0,534363620.0
2071.0,516168700.0,518253980.0,470747140.0,416411870.0,506529600.0,611327100.0,655057340.0,297783870.0,679242300.0,631770400.0,524689570.0
2072.0,516741150.0,511636900.0,472642620.0,418104450.0,494003780.0,625997800.0,633891650.0,297383170.0,725983900.0,607701250.0,616764900.0
2073.0,510197060.0,611918800.0,460532930.0,411972450.0,493617380.0,621067460.0,642192640.0,289214400.0,687545300.0,602744100.0,516744060.0
2074.0,508939900.0,513354100.0,552621200.0,409925470.0,489916800.0,590162050.0,629581440.0,286576600.0,679191000.0,594825150.0,593201660.0
2075.0,506172800.0,566146600.0,629297340.0,409924930.0,484825440.0,573831740.0,676849200.0,283797220.0,668854200.0,715320640.0,509596670.0
2076.0,503434560.0,510603740.0,486440100.0,407203200.0,481465400.0,571812160.0,645519550.0,279622200.0,675035200.0,589678500.0,667049150.0
2077.0,504748400.0,502301900.0,480110660.0,408635780.0,525332380.0,674520900.0,624226750.0,281070200.0,683674430.0,585543700.0,567914940.0
2078.0,500844400.0,500992160.0,469150100.0,416778560.0,497345470.0,667033800.0,716422700.0,277766620.0,674919040.0,577067400.0,507086080.0
2079.0,502947200.0,500611460.0,470020580.0,405629660.0,517977600.0,708334400.0,643702700.0,273768540.0,665067650.0,570053060.0,498087680.0
2080.0,500722900.0,513124540.0,523756640.0,411067420.0,477725470.0,640544000.0,655661400.0,271132450.0,694937400.0,614614000.0,494293820.0
2081.0,523048580.0,514506750.0,463965700.0,411951940.0,471736200.0,610601900.0,623974800.0,271786850.0,677914800.0,567775550.0,494736400.0
2082.0,503258800.0,495934530.0,457044500.0,404220220.0,470963680.0,728512260.0,620303360.0,266008500.0,669662850.0,563044860.0,487817000.0
2083.0,492765440.0,513124380.0,475069020.0,403982140.0,470874050.0,606688960.0,672552000.0,260710670.0,665461400.0,560051500.0,483423460.0
2084.0,490494750.0,525107040.0,472773200.0,397972160.0,465375200.0,619412600.0,621481800.0,263476320.0,664357200.0,560497300.0,486147260.0
2085.0,486914020.0,573301440.0,458070430.0,395231970.0,464344320.0,611542140.0,652487000.0,256944850.0,655847500.0,554871040.0,483672960.0
2086.0,483688500.0,503869340.0,478481060.0,414912220.0,464037440.0,639227650.0,620352830.0,253346400.0,743098750.0,645821760.0,472047600.0
2087.0,507499650.0,497718560.0,490289760.0,391145950.0,458442880.0,603549700.0,624073400.0,250011660.0,712020740.0,551001000.0,470159600.0
2088.0,494257860.0,556827100.0,463594880.0,389579170.0,455494430.0,598557400.0,691627600.0,248150050.0,653498300.0,546890560.0,471147550.0
2089.0,616367400.0,497092480.0,452707000.0,388726460.0,452365660.0,602322900.0,640880400.0,263941940.0,715516200.0,541429000.0,464941200.0
2090.0,561853630.0,491339550.0,453963230.0,389924220.0,447859300.0,609111360.0,619444800.0,264180530.0,667562240.0,532530050.0,463796930.0
2091.0,515650800.0,531483400.0,455864450.0,542631740.0,447882050.0,681239400.0,616983360.0,245317540.0,725667800.0,531988700.0,458469800.0
2092.0,565584830.0,519821730.0,514151230.0,423578980.0,448542180.0,628842800.0,617967940.0,240747140.0,740652400.0,523101950.0,451418850.0
2093.0,489848480.0,513101570.0,552163900.0,414425380.0,442283500.0,602171970.0,677804900.0,239163170.0,700794050.0,526689760.0,450857820.0
2094.0,490323330.0,497954370.0,465163200.0,507919460.0,438692900.0,592001540.0,619825600.0,232982830.0,661940400.0,649399940.0,472187170.0
2095.0,485531100.0,492973150.0,462859870.0,412766200.0,436457860.0,628809600.0,615762370.0,231872300.0,674912400.0,528546560.0,490012740.0
2096.0,493571680.0,488963140.0,451181820.0,408578780.0,433074020.0,613759740.0,614453760.0,229420350.0,699659800.0,519564670.0,450809250.0
2097.0,489465760.0,491530660.0,447087800.0,399279650.0,429146720.0,600078000.0,612767500.0,335779360.0,684051900.0,522227520.0,443584320.0
2098.0,481863780.0,490791580.0,446779970.0,394724380.0,427132830.0,649105200.0,682737660.0,245292370.0,693495600.0,508258050.0,443420540.0
2099.0,476684580.0,489956480.0,443023140.0,420746460.0,423661340.0,604822100.0,642711000.0,234456700.0,699255900.0,508831550.0,461053020.0
2100.0,471847360.0,490121950.0,441673470.0,413924700.0,435253440.0,887073500.0,619304770.0,232442820.0,719790300.0,500819040.0,445460200.0
