time,IPSL-CM6A-LR,MRI-ESM2-0,CANESM5,CNRM-ESM2-1,UKESM1-0-LL
2073.0,105527210416100.0,107722890621000.0,91679706819000.0,104871669790600.0,78774950772400.0
2074.0,104678783266400.0,107026487434000.0,90964830324000.0,103868857496500.0,77421395432200.0
2075.0,103834896677000.0,106266724867000.0,90010704006600.0,102869865968300.0,76251393807600.0
2076.0,102884704287000.0,105564574763000.0,89060951073500.0,101736076248000.0,75166820833600.0
2077.0,102155383189800.0,104757740721000.0,88077369992200.0,100814058673300.0,73972073741900.0
2078.0,101360296231100.0,104128421409000.0,87277262906300.0,99717908893000.0,72987872734900.0
2079.0,100632240470300.0,103370540680000.0,86559661036500.0,98731672384000.0,71932313654800.0
2080.0,99925521040900.0,102585714167000.0,85893248234500.0,97657875994000.0,70893211772800.0
2081.0,99365389353000.0,101816959007000.0,85057034426500.0,96511018019000.0,69787594308100.0
2082.0,98542246508300.0,101156245275000.0,84227781540400.0,95539375627500.0,68766498812000.0
2083.0,97669143226500.0,100452480132000.0,83409452305300.0,94652767021600.0,67844413330500.0
2084.0,96955201034000.0,99824573480000.0,82553384997700.0,93489773216700.0,66767695225500.0
2085.0,96240378656000.0,99172816919000.0,81890060689000.0,92492190429000.0,65837477506900.0
2086.0,95464803214000.0,98726409549000.0,81277105202600.0,91574177265000.0,65013433516900.0
2087.0,94658097684000.0,98410139617000.0,80652860490200.0,90713597652600.0,64203154908100.0
2088.0,94104732156000.0,98076370117000.0,79964015405600.0,89700506714500.0,63149450709100.0
2089.0,93517573510700.0,97743771432000.0,79286939513300.0,88986440678000.0,62254590948400.0
2090.0,92706973233000.0,97292190677000.0,78583628471100.0,88136250379500.0,61415397371700.0
2091.0,92068386768000.0,96924471866000.0,77981049833800.0,87235413482000.0,60552889537800.0
2092.0,91397448749000.0,96390565857000.0,77496539229700.0,86335220966000.0,59810433062600.0
2093.0,90680455425300.0,96029143332000.0,76957342409600.0,85297144553700.0,59010545539200.0
2094.0,90090722370000.0,95476463603000.0,76241544205500.0,84271751343000.0,58358860272500.0
2095.0,89485399374000.0,95089306239000.0,75639315019500.0,83470005107400.0,57608622304900.0
2096.0,88950762524700.0,94827314112000.0,74899892085100.0,82513762079700.0,56873598991900.0
2097.0,88441137619000.0,94591095426000.0,74357885754000.0,81561756154300.0,56278079721460.0
2098.0,87839608789600.0,94195549656000.0,73851042285600.0,80771076038700.0,55582912523850.0
2099.0,87326782216000.0,93871043866000.0,73321747722600.0,79834073719600.0,54863515556210.0
2100.0,86740668205600.0,93522983675000.0,72640836407600.0,78966512871700.0,54139875269760.0
