time,MRI-ESM2-0,ACCESS-ESM1-5,CANESM5,ACCESS-CM2,CESM2-WACCM,IPSL-CM6A-LR
2164.0,31964891000.0,22750820000.0,11273960000.0,15032806000.0,12633324000.0,10820655000.0
2165.0,32540525000.0,22536245000.0,10597751000.0,14210450000.0,12543715000.0,10518009000.0
2166.0,33053262000.0,22495425000.0,10302215000.0,13906634000.0,12393063000.0,10240582000.0
2167.0,30832542000.0,22520343000.0,10137022000.0,13699418000.0,12263953000.0,10213597000.0
2168.0,31334201000.0,22157610000.0,9989861000.0,13605963000.0,12075441000.0,10023784000.0
2169.0,30216184000.0,22052848000.0,9803949000.0,13307552000.0,11971035000.0,9985412000.0
2170.0,31344335000.0,21985417000.0,9781097000.0,13156568000.0,11875763000.0,9799225000.0
2171.0,31156664000.0,21889165000.0,9858444000.0,12966614000.0,11788215000.0,9725217000.0
2172.0,30168960000.0,21731754000.0,9547200000.0,12819237000.0,11607410000.0,10060549000.0
2173.0,29850722000.0,21560637000.0,9401691000.0,12688607000.0,11543579000.0,9580327000.0
2174.0,29653936000.0,21370750000.0,9216531000.0,12569106000.0,11403596000.0,9583474000.0
2175.0,29273256000.0,21283226000.0,9909310000.0,12333683000.0,11266161000.0,9530668000.0
2176.0,31182742000.0,21172523000.0,9227231000.0,12228045000.0,11156001000.0,9184443000.0
2177.0,29093080000.0,20964962000.0,9066257000.0,12073369000.0,11231634000.0,9078155000.0
2178.0,29285847000.0,20846550000.0,8840497000.0,11908835000.0,11086352000.0,9027335000.0
2179.0,28799957000.0,20710154000.0,8786334000.0,11871593000.0,10821756000.0,8826163000.0
2180.0,28568545000.0,20614545000.0,8681099000.0,11949860000.0,11984314000.0,8624695000.0
2181.0,28403116000.0,20443855000.0,8777474000.0,11593698000.0,10820415000.0,8463158000.0
2182.0,28669088000.0,20253460000.0,8552347000.0,11524053000.0,10540917000.0,8365026300.0
2183.0,28378814000.0,20178199000.0,8457118700.0,11657500000.0,11540440000.0,8212534000.0
2184.0,28355228000.0,20090507000.0,8524864000.0,11394733000.0,10653260000.0,8171414500.0
2185.0,28252183000.0,20058319000.0,8435404000.0,11185921000.0,10398054000.0,7952385000.0
2186.0,28273998000.0,19902340000.0,8125364000.0,11099240000.0,10312933000.0,8185721300.0
2187.0,30934094000.0,19795376000.0,8143002000.0,10980912000.0,10147393000.0,7888534000.0
2188.0,29732493000.0,19602960000.0,7912798000.0,11000152000.0,11080534000.0,7748424700.0
2189.0,29601505000.0,19698033000.0,8265265700.0,10993057000.0,9985058000.0,7681954300.0
2190.0,29714178000.0,19470625000.0,8601458000.0,11028707000.0,9880301000.0,7714601000.0
2191.0,28940880000.0,19376706000.0,7720153000.0,10733730000.0,9748599000.0,7573920300.0
2192.0,28629858000.0,19689763000.0,7884172300.0,10559281000.0,9664522000.0,7467278300.0
2193.0,28950163000.0,19370414000.0,7705650700.0,10529799000.0,10028710000.0,7351281000.0
2194.0,29088825000.0,19410682000.0,7669778000.0,10378086000.0,9749969000.0,7376194000.0
2195.0,28740310000.0,19046844000.0,7429901300.0,10270798000.0,9471696000.0,7334620700.0
2196.0,29916725000.0,18975392000.0,7321289700.0,10134843000.0,9324032000.0,7283779000.0
2197.0,28518248000.0,18799352000.0,7247897000.0,10138363000.0,9231354000.0,7196345000.0
2198.0,28696437000.0,18832410000.0,7178501000.0,9975727000.0,9164226000.0,7061768000.0
2199.0,28501953000.0,18892526000.0,7106253300.0,9828011000.0,9002027000.0,6995316700.0
2200.0,28796223000.0,18476407000.0,6986726400.0,9803173000.0,8952570000.0,7037226500.0
2201.0,28304190000.0,18433330000.0,6965503000.0,9553700000.0,9287896000.0,8124313000.0
2202.0,29127280000.0,18287118000.0,7008687000.0,9345147000.0,8992127000.0,7005602300.0
2203.0,28616112000.0,18147613000.0,6853315600.0,9298434000.0,8954228000.0,6862613000.0
2204.0,28981150000.0,18058996000.0,6814721000.0,9172863000.0,8767817000.0,6784053000.0
2205.0,28806167000.0,17972642000.0,6742095400.0,9133759000.0,8861834000.0,6839328300.0
2206.0,28416174000.0,17800569000.0,6651192300.0,9080446000.0,8580975600.0,6786366500.0
2207.0,29017950000.0,17782366000.0,6564945400.0,8957657000.0,8739483000.0,6661891600.0
2208.0,28648917000.0,17647780000.0,6497033000.0,8840820000.0,8693954000.0,6874405400.0
2209.0,30742286000.0,17548134000.0,6392547000.0,8791020000.0,8859588000.0,6782074000.0
2210.0,29974745000.0,17424544000.0,6347270000.0,8623585000.0,8948067000.0,6682383400.0
2211.0,29189784000.0,17357435000.0,6278398500.0,8517726000.0,8779093000.0,6759107600.0
2212.0,29222650000.0,17177363000.0,6196388400.0,8612242000.0,8560232000.0,6553330700.0
2213.0,29649740000.0,17340127000.0,6105033000.0,8411329000.0,8552603600.0,6467137500.0
2214.0,29037380000.0,16991286000.0,6034399700.0,8292815400.0,8259599400.0,6406848000.0
2215.0,28820478000.0,16911960000.0,6595689000.0,8278414300.0,8157577000.0,6367366000.0
2216.0,29565172000.0,17075576000.0,5980435500.0,8143649300.0,8465496000.0,6313326000.0
2217.0,28698352000.0,16821763000.0,5808814000.0,8058247000.0,9475566000.0,6311408000.0
2218.0,28497250000.0,16651548000.0,5720664000.0,7954834000.0,8338501600.0,6238152000.0
2219.0,29762679000.0,16537017000.0,5626871000.0,7911287300.0,7872770600.0,6254616600.0
2220.0,29249770000.0,16520255000.0,5578249000.0,8179536400.0,7818837500.0,6143582000.0
2221.0,28330963000.0,16441225000.0,5537497600.0,9340969000.0,7772611000.0,6089017000.0
2222.0,28771764000.0,16328356000.0,5610887000.0,8190269400.0,7683397600.0,6389552000.0
2223.0,28267899000.0,16227483000.0,5550180000.0,7980188700.0,8787593000.0,6587987500.0
2224.0,28240353000.0,16143013000.0,5460846000.0,7980180000.0,7570565000.0,6696106500.0
2225.0,28123574000.0,16043223000.0,5350474000.0,8195773000.0,7435658000.0,6324964400.0
2226.0,28587209000.0,15955004000.0,5293822500.0,7690428000.0,7591159300.0,6051969500.0
2227.0,28318056000.0,15856329000.0,5562119000.0,7517861400.0,8147071000.0,5938342400.0
2228.0,28069750000.0,15773233000.0,5516199400.0,7508403700.0,7445410300.0,6010986000.0
2229.0,28317897000.0,15764863000.0,5378397000.0,7686832000.0,7244286000.0,5825982000.0
2230.0,28349559000.0,15597530000.0,5202513000.0,7438010400.0,7173278700.0,5776713700.0
2231.0,28441598000.0,15563534000.0,5155723000.0,7291216000.0,7212929000.0,6060954000.0
2232.0,29246138000.0,16984474000.0,5080207000.0,7200082000.0,7056296000.0,5720410600.0
2233.0,30750622000.0,16211762000.0,5051207000.0,7098292000.0,7006914600.0,5753061400.0
2234.0,30030598000.0,15489538000.0,5479757300.0,6943161000.0,6964843000.0,6227275300.0
2235.0,30310625000.0,15215534000.0,5523955000.0,6910634500.0,6877142000.0,5737497000.0
2236.0,31579572000.0,15257156000.0,5430878000.0,6908291600.0,8156542000.0,5951911000.0
2237.0,32001028000.0,15153192000.0,7462427600.0,6791810600.0,7137652700.0,5715300000.0
2238.0,32429855000.0,15065131000.0,5579116000.0,6703110000.0,7058671600.0,5967785000.0
2239.0,34610600000.0,15038505000.0,5737559000.0,6637260000.0,7756568600.0,6763065000.0
2240.0,34431398000.0,15042749000.0,5093864400.0,6580432400.0,6885582000.0,5797642000.0
2241.0,33404760000.0,14855041000.0,5442442000.0,6550120400.0,6744074000.0,6643635700.0
2242.0,32370170000.0,14715378000.0,5091329500.0,6480051700.0,6495181000.0,5743710700.0
2243.0,32558608000.0,14689101000.0,5043413000.0,6746302000.0,7269128000.0,5745776000.0
2244.0,32588562000.0,14652389000.0,4934221000.0,6329128400.0,6443442700.0,5804641300.0
2245.0,32253288000.0,14517142000.0,4914307600.0,6585288000.0,7661314000.0,5835931600.0
2246.0,31916240000.0,14600081000.0,6013176000.0,7614364700.0,7463735300.0,6063935000.0
2247.0,31703830000.0,14489897000.0,4919652400.0,6223564300.0,6898563600.0,5606478300.0
2248.0,33675774000.0,14363576000.0,4766138400.0,6095959000.0,6634670000.0,5955709400.0
2249.0,32705217000.0,14476421000.0,4683725000.0,6085720000.0,6440132600.0,5517252000.0
2250.0,32234732000.0,14441885000.0,4602968600.0,5993064000.0,6693041000.0,5727765000.0
2251.0,32019173000.0,14407424000.0,5751774700.0,5944584700.0,6383446500.0,5695866400.0
2252.0,33788887000.0,14211992000.0,5069027300.0,5834287000.0,6744490500.0,5623533000.0
2253.0,33006135000.0,14198148000.0,4941495000.0,5791582000.0,6671810600.0,6067423700.0
2254.0,32601143000.0,14053179000.0,4799021000.0,5706653000.0,6157313000.0,5683889000.0
2255.0,32423279000.0,14451567000.0,4854186000.0,5651671000.0,6096318000.0,6184460300.0
2256.0,32607832000.0,13994542000.0,4527439400.0,5583132700.0,5965011500.0,5674480600.0
2257.0,33130545000.0,13944414000.0,4427915000.0,5581484000.0,5869841400.0,5406296000.0
2258.0,32367536000.0,13802694000.0,4648826400.0,5521420000.0,6687468500.0,6445974500.0
2259.0,32015170000.0,13765283000.0,4812498400.0,5441115600.0,5873744000.0,5489992000.0
2260.0,31856755000.0,13704379000.0,4651015000.0,5382370300.0,5789781000.0,5320540700.0
2261.0,31681534000.0,13668000000.0,4427132400.0,5334322700.0,6055772000.0,6709700000.0
2262.0,31538815000.0,13563078000.0,4360427000.0,5274757600.0,5636889600.0,6625645600.0
2263.0,31385793000.0,13568327000.0,4264911600.0,5237448000.0,7076940000.0,6048016400.0
2264.0,31256998000.0,13614603000.0,4289150500.0,5201703000.0,6281832400.0,5580118500.0
2265.0,31473416000.0,13438738000.0,4387035600.0,5145583600.0,6209982000.0,5515421000.0
2266.0,31138884000.0,13522237000.0,4161363500.0,5149906400.0,5900357000.0,5444739000.0
2267.0,31019235000.0,13359700000.0,4168301800.0,5003866600.0,5770466300.0,5301102000.0
2268.0,31027999000.0,13310736000.0,4114814000.0,5008765000.0,6280891400.0,5252913700.0
2269.0,30907060000.0,13182713000.0,4003485700.0,4920942000.0,5625826000.0,5499936300.0
2270.0,30810830000.0,13300155000.0,4019556900.0,4844072400.0,5426318300.0,5269432300.0
2271.0,30720950000.0,13220906000.0,4044989700.0,4831258600.0,5524557000.0,5172295000.0
2272.0,31207301000.0,13119130000.0,4024308000.0,4725459500.0,5404907500.0,5423510500.0
2273.0,30889760000.0,12965145000.0,4226010600.0,4657574000.0,5318712000.0,5163615700.0
2274.0,30721534000.0,12895172000.0,4003165000.0,4954144000.0,5227837000.0,5288494600.0
2275.0,30686403000.0,12859216000.0,4085431600.0,4640949000.0,5204905500.0,5193542700.0
2276.0,31063341000.0,12858189000.0,3934847200.0,4553647000.0,5270325000.0,5081294000.0
2277.0,30976834000.0,12760122000.0,4505458000.0,4612588000.0,5601412600.0,5658895000.0
2278.0,30699393000.0,12688990000.0,4299133000.0,4507937300.0,5424248000.0,5402088400.0
2279.0,32469948000.0,12606887000.0,3836204000.0,4594386400.0,5309783000.0,5262778000.0
2280.0,31151825000.0,12555350000.0,3882717000.0,4606596000.0,5192562000.0,5060218000.0
2281.0,31211915000.0,12530963000.0,3868303600.0,5039816700.0,5386758000.0,5120295400.0
2282.0,32226525000.0,12589388000.0,4796970000.0,5022760400.0,5097794600.0,4984069600.0
2283.0,32410622000.0,12472595000.0,3859154200.0,4441142000.0,5055262000.0,4997708300.0
2284.0,32162520000.0,12392510000.0,3741911300.0,4630885400.0,5250997000.0,4965862000.0
2285.0,33460842000.0,12354460000.0,3635113700.0,4317037000.0,5111611000.0,4964483600.0
2286.0,33773847000.0,12362123000.0,3594421500.0,4172471300.0,5530991600.0,4905647000.0
2287.0,32674378000.0,12299468000.0,3592857600.0,4103265000.0,5265902600.0,5431397400.0
2288.0,32677564000.0,12211458000.0,3563343600.0,4122552300.0,5041329700.0,4952098000.0
2289.0,32304255000.0,12303526000.0,3928079600.0,4097850400.0,5124237300.0,4902816300.0
2290.0,32176628000.0,12128194000.0,3672859400.0,4006385700.0,5016754000.0,5185810400.0
2291.0,33156299000.0,12141223000.0,3562424000.0,3974473500.0,4999359000.0,4850336300.0
2292.0,34085358000.0,12673521000.0,3667549400.0,3911894500.0,5273858600.0,4987099000.0
2293.0,33148000000.0,12179949000.0,3529003800.0,3886994000.0,4936151000.0,4876228000.0
2294.0,32599480000.0,11886837000.0,3850222600.0,3961646800.0,4864026600.0,4883771000.0
