time,CESM2-WACCM,MRI-ESM2-0,IPSL-CM6A-LR,CANESM5
2000.0,41065566000.0,41065566000.0,41065566000.0,41065566000.0
2001.0,40961310000.0,40961310000.0,40961310000.0,40961310000.0
2002.0,40906682000.0,40906682000.0,40906682000.0,40906682000.0
2003.0,40918900000.0,40918900000.0,40918900000.0,40918900000.0
2004.0,40850570000.0,40850570000.0,40850570000.0,40850570000.0
2005.0,40856180000.0,40856180000.0,40856180000.0,40856180000.0
2006.0,41170846000.0,41170846000.0,41170846000.0,41170846000.0
2007.0,40978637000.0,40978637000.0,40978637000.0,40978637000.0
2008.0,40817234000.0,40817234000.0,40817234000.0,40817234000.0
2009.0,40749912000.0,40749912000.0,40749912000.0,40749912000.0
2010.0,40704946000.0,40704946000.0,40704946000.0,40704946000.0
2011.0,40655684000.0,40655684000.0,40655684000.0,40655684000.0
2012.0,40634294000.0,40634294000.0,40634294000.0,40634294000.0
2013.0,40615367000.0,40615367000.0,40615367000.0,40615367000.0
2014.0,40608200000.0,40608200000.0,40608200000.0,40608200000.0
2015.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0
2016.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0
2017.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0
2018.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0
2019.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0
2020.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0
2021.0,40379113000.0,40363647000.0,40424240000.0,40340060000.0
2022.0,40407572000.0,40340710000.0,40314130000.0,40290943000.0
2023.0,40318170000.0,40275907000.0,40283590000.0,40231617000.0
2024.0,40276610000.0,40233697000.0,40302965000.0,40166806000.0
2025.0,40212190000.0,40184963000.0,40210790000.0,40078060000.0
2026.0,40172093000.0,40130750000.0,40132588000.0,40075080000.0
2027.0,40126587000.0,40079700000.0,40088710000.0,39992560000.0
2028.0,40130290000.0,40029073000.0,40047317000.0,39897547000.0
2029.0,40134060000.0,39983297000.0,39977950000.0,39809070000.0
2030.0,40026380000.0,39948150000.0,39922010000.0,39733750000.0
2031.0,39997706000.0,39950328000.0,39879942000.0,39653954000.0
2032.0,39955984000.0,39869030000.0,39793926000.0,39601970000.0
2033.0,39863460000.0,39799693000.0,39815360000.0,39445586000.0
2034.0,39788200000.0,39715365000.0,39675486000.0,39331787000.0
2035.0,39703550000.0,39638516000.0,39623746000.0,39233098000.0
2036.0,39594950000.0,39575257000.0,39530058000.0,39078003000.0
2037.0,39525495000.0,39480275000.0,39477064000.0,38949155000.0
2038.0,39424630000.0,39390900000.0,39359816000.0,38777700000.0
2039.0,39309038000.0,39297114000.0,39317176000.0,38625747000.0
2040.0,39169425000.0,39237403000.0,39210676000.0,38481530000.0
2041.0,39013773000.0,39100076000.0,39106466000.0,38327706000.0
2042.0,38896940000.0,38986125000.0,39000773000.0,38064400000.0
2043.0,38768087000.0,38823944000.0,38847130000.0,37796700000.0
2044.0,38612713000.0,38700900000.0,38696403000.0,37569180000.0
2045.0,38434920000.0,38558884000.0,38631207000.0,37356507000.0
2046.0,38286440000.0,38381294000.0,38464307000.0,37113537000.0
2047.0,38140720000.0,38237150000.0,38284976000.0,36810650000.0
2048.0,37987455000.0,38043914000.0,38101880000.0,36465795000.0
2049.0,37788123000.0,37863530000.0,37902470000.0,36147460000.0
2050.0,37529653000.0,37652140000.0,37713910000.0,35791245000.0
2051.0,37322010000.0,37453996000.0,37526344000.0,35439202000.0
2052.0,37082345000.0,37248578000.0,37293085000.0,35063415000.0
2053.0,36847460000.0,36982526000.0,37086065000.0,34695758000.0
2054.0,36623385000.0,36713935000.0,36818313000.0,34255262000.0
2055.0,36360250000.0,36468543000.0,36534150000.0,33857124000.0
2056.0,36085140000.0,36219245000.0,36240503000.0,33427116000.0
2057.0,35810656000.0,35955032000.0,36004150000.0,33082984000.0
2058.0,35499962000.0,35680340000.0,35723534000.0,32723698000.0
2059.0,35182326000.0,35404010000.0,35384533000.0,32379314000.0
2060.0,34835083000.0,35185254000.0,35097670000.0,31964578000.0
2061.0,34488156000.0,34867360000.0,34791514000.0,31495717000.0
2062.0,34177702000.0,34624537000.0,34512010000.0,30999222000.0
2063.0,33832102000.0,34300430000.0,34148230000.0,30506068000.0
2064.0,33526510000.0,33961318000.0,33793356000.0,30066639000.0
2065.0,33150767000.0,33681506000.0,33511684000.0,29760285000.0
2066.0,32790684000.0,33372027000.0,33139513000.0,29318190000.0
2067.0,32479316000.0,33068253000.0,32812128000.0,29008160000.0
2068.0,32131068000.0,32834267000.0,32460075000.0,28654377000.0
2069.0,31771646000.0,32592950000.0,32079569000.0,28180690000.0
2070.0,31420858000.0,32310307000.0,31715770000.0,27828648000.0
2071.0,31185355000.0,32020027000.0,31298894000.0,27521026000.0
2072.0,30909500000.0,31652995000.0,31031446000.0,27167732000.0
2073.0,30641000000.0,31382735000.0,30650223000.0,26729978000.0
2074.0,30265210000.0,31053687000.0,30382232000.0,26438860000.0
2075.0,29986404000.0,30735313000.0,30033254000.0,26110108000.0
2076.0,29645425000.0,30539528000.0,29514310000.0,25715495000.0
2077.0,29435025000.0,30255862000.0,29201280000.0,25334196000.0
2078.0,29122228000.0,30064382000.0,28818706000.0,25014712000.0
2079.0,28810437000.0,29840663000.0,28439206000.0,24664025000.0
2080.0,28502987000.0,29705280000.0,28022370000.0,24360479000.0
2081.0,28216940000.0,29301748000.0,27676697000.0,24028270000.0
2082.0,27930230000.0,29039663000.0,27290268000.0,23747604000.0
2083.0,27650097000.0,29082485000.0,26848130000.0,23322708000.0
2084.0,27368176000.0,28719577000.0,26374090000.0,22939236000.0
2085.0,27103840000.0,28402674000.0,25888174000.0,22614313000.0
2086.0,26871964000.0,28163811000.0,25424663000.0,22257617000.0
2087.0,26665100000.0,28034300000.0,25011820000.0,21910500000.0
2088.0,26366999000.0,27896533000.0,24577935000.0,21652111000.0
2089.0,26020563000.0,27591064000.0,24176914000.0,21309415000.0
2090.0,25793327000.0,27424494000.0,23672267000.0,20941478000.0
2091.0,25539164000.0,27188718000.0,23171154000.0,20552112000.0
2092.0,25277108000.0,27003420000.0,22694510000.0,20299203000.0
2093.0,25036376000.0,27120804000.0,22217144000.0,20030611000.0
2094.0,24763020000.0,26640265000.0,21699540000.0,19790211000.0
2095.0,24615752000.0,26427950000.0,21372314000.0,19511940000.0
2096.0,24323977000.0,26607952000.0,21041512000.0,19205868000.0
2097.0,24161556000.0,27676280000.0,20663950000.0,18902254000.0
2098.0,23966880000.0,26808175000.0,20272015000.0,18738944000.0
2099.0,23724442000.0,26297524000.0,19796780000.0,18279234000.0
2100.0,23835128000.0,26141534000.0,19472980000.0,18023692000.0
2101.0,23354593000.0,25853958000.0,19000324000.0,17837058000.0
2102.0,23122553000.0,25738152000.0,18497733000.0,17546555000.0
2103.0,23007295000.0,25868603000.0,18171453000.0,17332590000.0
2104.0,23038523000.0,25525529000.0,17780340000.0,17220047000.0
2105.0,23027042000.0,25735141000.0,17396195000.0,17050992000.0
2106.0,22502513000.0,25745517000.0,17141100000.0,16702632000.0
2107.0,22713063000.0,25666783000.0,16755502000.0,16456145000.0
2108.0,22228994000.0,25808413000.0,16463594000.0,16254293000.0
2109.0,21993218000.0,25156624000.0,16223451000.0,16062925000.0
2110.0,21658360000.0,25224452000.0,15889370000.0,16223711000.0
2111.0,21506090000.0,25546950000.0,15486109000.0,15963286000.0
2112.0,21271556000.0,25103815000.0,15121482000.0,15689586000.0
2113.0,21381081000.0,24909285000.0,14789570000.0,15433969000.0
2114.0,21017033000.0,24799090000.0,14408763000.0,15274530000.0
2115.0,20941867000.0,24802857000.0,14010820000.0,15329640000.0
2116.0,20824732000.0,24853821000.0,13838992000.0,14986686000.0
2117.0,20574750000.0,24606570000.0,13366467000.0,14824238000.0
2118.0,20381016000.0,24235008000.0,13062873000.0,14562540000.0
2119.0,20611705000.0,24320643000.0,12907699000.0,14478719000.0
2120.0,20121233000.0,23969335000.0,12645967000.0,14343514000.0
2121.0,19916340000.0,23755270000.0,12346828000.0,14218148000.0
2122.0,19934175000.0,24192119000.0,12699216000.0,14294640000.0
2123.0,19661437000.0,23522840000.0,12034535000.0,13956028000.0
2124.0,19789228000.0,23666186000.0,11673559000.0,13731815000.0
2125.0,19638585000.0,23314477000.0,11416236000.0,13654304000.0
2126.0,19342748000.0,23442026000.0,11217332000.0,13555865000.0
2127.0,19330187000.0,23374710000.0,10948350000.0,13596596000.0
2128.0,19013702000.0,23267402000.0,10749111000.0,13259785000.0
2129.0,19008053000.0,23025762000.0,10526692000.0,13097631000.0
2130.0,18981116000.0,23520446000.0,10372410000.0,12993792000.0
2131.0,18578640000.0,22908662000.0,10223779000.0,12826079000.0
2132.0,18858557000.0,23135425000.0,10082604000.0,12906318000.0
2133.0,19461888000.0,22845295000.0,9971871000.0,12627308000.0
2134.0,18901156000.0,22900370000.0,9814925000.0,12486610000.0
2135.0,19292381000.0,23014255000.0,9814514000.0,12406026000.0
2136.0,19834575000.0,23485790000.0,9583435000.0,12517044000.0
2137.0,18635936000.0,22622853000.0,9429334000.0,12247775000.0
2138.0,18412988000.0,24003619000.0,9399816000.0,12056068000.0
2139.0,19236150000.0,24791638000.0,9306454000.0,11894941000.0
2140.0,18798103000.0,23817486000.0,9034775000.0,11695871000.0
2141.0,18201460000.0,23450612000.0,8833424000.0,11562215000.0
2142.0,17855846000.0,23780150000.0,8650434000.0,11482342000.0
2143.0,17820130000.0,25116443000.0,8785491000.0,11684932000.0
2144.0,17906633000.0,25913256000.0,8565743000.0,11442733000.0
2145.0,17531957000.0,25601650000.0,8367307300.0,11188003000.0
2146.0,17811823000.0,24575690000.0,8072959500.0,11186078000.0
2147.0,17734683000.0,23890627000.0,7917342700.0,10965216000.0
2148.0,17342185000.0,23688320000.0,7763159600.0,10790515000.0
2149.0,17261340000.0,23541955000.0,7630819000.0,10685814000.0
2150.0,17648515000.0,25337534000.0,7439233000.0,10640300000.0
2151.0,17238989000.0,24737585000.0,7476931600.0,10577653000.0
2152.0,18079046000.0,23743926000.0,7188834300.0,10523611000.0
2153.0,17193503000.0,25377161000.0,6968731600.0,10451735000.0
2154.0,17497960000.0,23966570000.0,6697434000.0,10388439000.0
2155.0,16835993000.0,23396060000.0,6633077000.0,10121328000.0
2156.0,16669905000.0,22981794000.0,6465672000.0,10043500000.0
2157.0,16646970000.0,23714787000.0,6330172400.0,9788049000.0
2158.0,16893790000.0,25452313000.0,6285394000.0,10300135000.0
