time,MPI-ESM-LR,CSIRO-MK3-6-0,CCSM4
2000.0,707243351700.0,707243351700.0,707243351700.0
2001.0,707207321400.0,707207321400.0,707207321400.0
2002.0,706239784800.0,706239784800.0,706239784800.0
2003.0,705755904700.0,705755904700.0,705755904700.0
2004.0,706146876500.0,706146876500.0,706146876500.0
2005.0,705380858700.0,705380858700.0,705380858700.0
2006.0,705326299100.0,705326299100.0,705326299100.0
2007.0,704339903600.0,704339903600.0,704339903600.0
2008.0,703388792800.0,703388792800.0,703388792800.0
2009.0,703493567600.0,703493567600.0,703493567600.0
2010.0,701774614000.0,701774614000.0,701774614000.0
2011.0,702707051100.0,702707051100.0,702707051100.0
2012.0,701077266900.0,701077266900.0,701077266900.0
2013.0,700883436100.0,700883436100.0,700883436100.0
2014.0,701659224300.0,701659224300.0,701659224300.0
2015.0,699827862200.0,699827862200.0,699827862200.0
2016.0,700572181200.0,700572181200.0,700572181200.0
2017.0,697064400000.0,697064400000.0,697064400000.0
2018.0,696760410800.0,696760410800.0,696760410800.0
2019.0,697854300100.0,697854300100.0,697854300100.0
2020.0,695208106800.0,695208106800.0,695208106800.0
2021.0,693676199400.0,693028176100.0,693565866500.0
2022.0,693526757900.0,692129264500.0,692377356800.0
2023.0,690842255500.0,691488159340.0,692202167800.0
2024.0,690129740000.0,690284255600.0,689548979550.0
2025.0,688515412000.0,688082061900.0,688626165700.0
2026.0,687719933700.0,686592669750.0,686473268340.0
2027.0,686701289060.0,685000285870.0,684921322400.0
2028.0,685472968200.0,683670185280.0,682864470900.0
2029.0,682666349590.0,682343001100.0,680483145800.0
2030.0,681213524400.0,680415377850.0,678277880400.0
2031.0,679479390540.0,680428388960.0,675759905720.0
2032.0,677850056000.0,677796759400.0,673633048960.0
2033.0,675403501800.0,676313027200.0,670967938440.0
2034.0,672877063440.0,673204657040.0,669396611000.0
2035.0,671599815540.0,670906758650.0,666316086800.0
2036.0,669175288400.0,669555554600.0,663108998200.0
2037.0,667722271860.0,667392585130.0,660328210900.0
2038.0,664417980300.0,663821483640.0,657259870600.0
2039.0,662374429000.0,661207420740.0,654234563800.0
2040.0,660120021000.0,658537551540.0,651907428100.0
2041.0,658602226760.0,655781445480.0,648666780840.0
2042.0,655294209100.0,652145404460.0,646362613940.0
2043.0,652375799340.0,649350222530.0,642572551920.0
2044.0,649289272360.0,646283308300.0,639005074020.0
2045.0,646502029290.0,642964783400.0,635618722270.0
2046.0,643245153900.0,639106872040.0,632343261500.0
2047.0,639561029980.0,635710539970.0,629355354010.0
2048.0,636650025130.0,632545689970.0,626968346580.0
2049.0,633237043170.0,628511458960.0,622815707520.0
2050.0,630479848090.0,625331328260.0,620092218900.0
2051.0,626452544850.0,622311387910.0,616874139330.0
2052.0,622855964000.0,619343804120.0,613099773350.0
2053.0,619398155980.0,616489239120.0,609221244610.0
2054.0,615900433490.0,612130100990.0,605865559810.0
2055.0,615251713680.0,608777921330.0,603514202990.0
2056.0,609239314960.0,604430555910.0,599647977800.0
2057.0,604841143940.0,601659264420.0,595592065280.0
2058.0,601372517350.0,596689543980.0,592140643260.0
2059.0,597659220020.0,593632175990.0,588269691200.0
2060.0,593850256720.0,589981916440.0,584463395010.0
2061.0,589682977610.0,586437240880.0,581095533170.0
2062.0,584967450800.0,582052078750.0,576459493250.0
2063.0,580926728170.0,578703622370.0,572383088280.0
2064.0,576325544350.0,574861366870.0,568028745400.0
2065.0,572524891700.0,570360774170.0,563430097720.0
2066.0,568073573710.0,566422426170.0,559194798070.0
2067.0,563239218580.0,561892312320.0,555721640750.0
2068.0,558988720390.0,557701228220.0,551117278790.0
2069.0,554481470880.0,553207489276.0,546863597160.0
2070.0,550655563600.0,550857256150.0,542618004160.0
2071.0,545660549600.0,545339488736.0,537692786240.0
2072.0,541064867460.0,540837713130.0,533440192060.0
2073.0,537068480220.0,536491819284.0,528995845090.0
2074.0,532584997180.0,532022026070.0,524686807790.0
2075.0,527856923230.0,527754676604.0,521156225100.0
2076.0,523658263520.0,522964840584.0,515758833320.0
2077.0,518860030010.0,518394211134.0,511076978970.0
2078.0,514475276690.0,513911801844.0,506377877830.0
2079.0,510281000130.0,509209077386.0,501422366310.0
2080.0,505314172320.0,503852221922.0,496174059980.0
2081.0,500655415900.0,499443370208.0,490691840950.0
2082.0,496181543770.0,494625012428.0,485732102960.0
2083.0,491921591240.0,490462442906.0,481066536910.0
2084.0,487315207366.0,485124643262.0,475953140690.0
2085.0,483118912540.0,480421495624.0,470995189710.0
2086.0,478206358200.0,476211518742.0,466289823840.0
2087.0,473519940700.0,471239537278.0,460170738540.0
2088.0,468627449340.0,466320443548.0,454730118150.0
