time,NORESM1-M,CESM1-CAM5,MPI-ESM-LR,CSIRO-MK3-6-0
2082.0,519514723190.0,457032036910.0,549676266160.0,533676794720.0
2083.0,516124122660.0,450826189560.0,543924970060.0,531415764840.0
2084.0,512980586740.0,445456930700.0,540163018050.0,527706201150.0
2085.0,509936136480.0,440371949100.0,538367389690.0,524953133430.0
2086.0,506637755090.0,436399881080.0,536803152420.0,522725032630.0
2087.0,503573797560.0,430479684020.0,535548696260.0,520567399920.0
2088.0,502880842210.0,425377238440.0,530840495040.0,516688290060.0
2089.0,499631684900.0,420774852770.0,528653165310.0,513774571620.0
2090.0,494960552720.0,416143892420.0,525803147940.0,511073892020.0
2091.0,491076177150.0,411137299880.0,525278057270.0,508379417510.0
2092.0,487813589970.0,406377248250.0,521353082170.0,506040886540.0
2093.0,485554113240.0,402912636250.0,519906324210.0,503137301190.0
2094.0,482223491580.0,398400894370.0,517026882890.0,500936663330.0
2095.0,478828980980.0,396007196650.0,514753902600.0,498375685920.0
2096.0,477608042520.0,390668849760.0,513952638930.0,496562057620.0
2097.0,474684481370.0,386949009620.0,510505563160.0,499140221190.0
2098.0,470458190050.0,382774214020.0,508284042540.0,494557282350.0
2099.0,467211582620.0,378574555800.0,506748392780.0,490316594380.0
2100.0,466147232510.0,374007646030.0,507086719960.0,488050831416.0
2101.0,463294605930.0,370545141150.0,503277749690.0,484999377150.0
2102.0,458557425660.0,368026170660.0,499520608380.0,482373862940.0
2103.0,455533261370.0,363042865520.0,497935100270.0,482017456590.0
2104.0,452364807640.0,359543732250.0,498112595200.0,478667854650.0
2105.0,449337558590.0,355497919360.0,493975631150.0,475814824036.0
2106.0,446488830940.0,351254467150.0,492155676060.0,473711410090.0
2107.0,443264120150.0,350879265920.0,489690783780.0,471593571430.0
2108.0,440684242430.0,344814100870.0,489000878560.0,471311604450.0
2109.0,438089659390.0,340456969110.0,485880541680.0,470759099920.0
2110.0,435482115750.0,336833054680.0,482104693220.0,465578510080.0
2111.0,432632255400.0,334235419730.0,479904793690.0,462723881490.0
2112.0,429472999210.0,330233424180.0,478156268430.0,460223113710.0
2113.0,426225887810.0,326807224570.0,475414055650.0,458262691384.0
2114.0,423597825580.0,323207991000.0,473303431220.0,455438871330.0
2115.0,421863849840.0,320322963570.0,472156534990.0,453640637588.0
2116.0,420498710710.0,315647868100.0,468679486370.0,449654375944.0
2117.0,417196529950.0,312870740710.0,466973721800.0,447377786326.0
2118.0,414443058360.0,310848745670.0,465629189670.0,445861443464.0
2119.0,410977147880.0,309600637250.0,463640881690.0,443252958878.0
2120.0,408813124900.0,304104137740.0,462077099430.0,441429948800.0
2121.0,404788600170.0,301057572010.0,460091057620.0,438698544528.0
2122.0,402846544940.0,297460723450.0,457214941060.0,439043746006.0
2123.0,401777517310.0,293949454580.0,454209130130.0,434691630746.0
2124.0,397885934580.0,290435114320.0,455665934050.0,434898827710.0
2125.0,395856485780.0,289493600740.0,451693001880.0,430134726580.0
2126.0,392909755860.0,287499799470.0,449016955840.0,428662549270.0
2127.0,389856275210.0,282019764534.0,447190143550.0,426414063250.0
2128.0,387111581260.0,278074756470.0,444653135360.0,425191807724.0
2129.0,390337192320.0,275078686790.0,443531835230.0,422951171070.0
2130.0,383120441930.0,272133125630.0,442667777040.0,420893467340.0
2131.0,380066417050.0,270165061480.0,440881059790.0,419264084510.0
2132.0,376957059960.0,266808164990.0,438946798950.0,416275396734.0
2133.0,373851404980.0,263568343766.0,436432437630.0,413839475780.0
2134.0,371305422090.0,260930034400.0,434302132850.0,411808240120.0
2135.0,368819386030.0,260416433564.0,434449059680.0,410818786950.0
2136.0,370849195740.0,254431178750.0,434884977390.0,408447957806.0
2137.0,364307891540.0,250980512426.0,430240254680.0,407139929266.0
2138.0,361978271780.0,248356038760.0,428615477360.0,403563828120.0
2139.0,361002607820.0,245364347610.0,427786453150.0,400517953968.0
2140.0,357720048940.0,243055127378.0,424619984820.0,399654439776.0
2141.0,355565331930.0,241661576134.0,422411539900.0,399012012298.0
2142.0,353488987200.0,237922540440.0,422799370140.0,395888838482.0
2143.0,352004764750.0,236712140946.0,419142637410.0,393119255272.0
2144.0,349896924340.0,233399350678.0,419715592610.0,391511546002.0
2145.0,346964910050.0,231044024518.0,416220858960.0,392738948620.0
2146.0,344980498570.0,228561872986.0,413540888760.0,389352282350.0
2147.0,346352992340.0,225404463328.0,411594558560.0,385440858942.0
2148.0,342355853330.0,222742016432.0,409212496630.0,382975769112.0
2149.0,340883396470.0,220137149420.0,407735097540.0,380576563510.0
2150.0,339547048450.0,217544790266.0,406195055600.0,378182043780.0
2151.0,337070484000.0,215746099466.0,403539919840.0,376258226210.0
2152.0,335123640410.0,213081983696.0,402259119170.0,373722856954.0
2153.0,332056806300.0,211427138744.0,401461475740.0,372546944584.0
2154.0,329955001740.0,209236976482.0,398998605070.0,374723421300.0
2155.0,327518673700.0,209269726714.0,396733243290.0,370187127810.0
2156.0,328423621550.0,204245291982.0,395812145360.0,366642535448.0
2157.0,325025502200.0,202875394672.0,394702361920.0,364956409450.0
2158.0,322469061200.0,199275685168.0,393983967700.0,363881314056.0
2159.0,322528728740.0,196912480318.0,390685401670.0,363926110140.0
2160.0,319446726490.0,196121475153.0,389218191890.0,360931490310.0
2161.0,317277795780.0,192330395447.0,387056860590.0,359433084908.0
2162.0,315392388880.0,190859174817.0,385735991870.0,356045867778.0
2163.0,314448222790.0,188035960763.0,384162881770.0,355780145856.0
2164.0,311579569640.0,185732345032.0,383617825000.0,354527714686.0
2165.0,311350113820.0,183468408908.0,380633026410.0,351299410594.0
2166.0,309482483200.0,183567525633.0,379443271340.0,349519765872.0
2167.0,308828976490.0,182163036709.0,377706856810.0,347689522780.0
2168.0,307050712210.0,178717218873.0,375014095380.0,347393680120.0
2169.0,303702846350.0,176670880847.0,375624734950.0,349933919066.0
2170.0,302119758770.0,174671132920.0,372527292670.0,342284224898.0
2171.0,302531503180.0,173353369012.5,371883069210.0,340300015072.0
2172.0,299792598596.0,171358649313.0,370942158280.0,338608287524.0
2173.0,297821345230.0,169540818583.0,368184850030.0,336605090114.0
2174.0,297179652290.0,167221242851.0,365919447380.0,335252795042.0
2175.0,295176665884.0,170798111477.0,364824042800.0,333662224908.0
2176.0,294212475480.0,164650920646.5,362740559570.0,332715344958.0
2177.0,292309393650.0,162957936690.0,361334537940.0,333148388362.0
2178.0,291254562900.0,159713743348.0,359874829570.0,329257240908.0
2179.0,289631268080.0,157851069652.5,359598927200.0,330470890586.0
2180.0,287967229370.0,155745397923.0,360926297260.0,330066282698.0
2181.0,286942205330.0,154420247787.5,360021711020.0,326476416538.0
2182.0,285552534150.0,152603904646.8,355871042740.0,324348420608.0
2183.0,284891157846.0,151701694248.0,353977486200.0,322048859416.0
2184.0,283510688290.0,149938002987.8,351981242460.0,320222214798.0
2185.0,282992389910.0,148621650131.0,351988244120.0,318263632708.0
2186.0,280340411690.0,147258693971.0,359488493300.0,318370575570.0
2187.0,280919422930.0,146511722179.6,349616170100.0,319798709830.0
2188.0,278396630146.0,145165708662.8,348525118680.0,318043627614.0
2189.0,275834341516.0,143758587727.2,347469601894.0,314317955528.0
2190.0,274502235904.0,142596979641.2,347158878274.0,310720169602.0
2191.0,273736178322.0,141077747310.1,344621753820.0,309131946424.0
2192.0,275670612224.0,139198970841.2,342953637590.0,308769211830.0
2193.0,270991894082.0,138550059146.75,341675158350.0,307024167494.0
2194.0,269768273690.0,136245731008.75,340129412160.0,304813291504.0
2195.0,267795993650.0,134838772895.44,341008108316.0,305420292156.0
2196.0,267119523754.0,133530366309.2,338697912020.0,303776204494.0
2197.0,268380663520.0,132028900498.9,336279442530.0,306975103792.0
2198.0,270278344676.0,130846632631.3,336174521290.0,300605673510.0
2199.0,265791172288.0,129604272456.0,336021533340.0,300456454756.0
2200.0,263073305730.0,127966165278.25,336464179720.0,297143911102.0
2201.0,261665593352.0,126527547566.6,334391994874.0,295216969720.0
2202.0,258979824560.0,126158529599.6,331322719900.0,293385309490.0
2203.0,257748442012.0,124302352959.44,331316875334.0,292005321850.0
2204.0,256750410280.0,123492287206.6,328327176700.0,290612961104.0
2205.0,256142394450.0,122040872435.9,326888186946.0,289888282540.0
2206.0,254120442040.0,120507214382.2,325417478878.0,288632814724.0
2207.0,252835008388.0,120678443509.9,324375544026.0,289056121738.0
2208.0,251565023234.0,118580027513.56,326180120526.0,285978904612.0
2209.0,250670252980.0,119956696316.0,325079002262.0,284402020044.0
2210.0,250324746766.0,116824081691.8,322181834756.0,283887970714.0
2211.0,249065281210.0,115446493328.3,327490343840.0,282226204886.0
2212.0,248457806806.0,114267767116.8,319578998780.0,281950332320.0
2213.0,246696476220.0,113039618233.4,318978034274.0,279570622660.0
2214.0,245595207080.0,112083113803.8,321499801700.0,279538207566.0
2215.0,244201872682.0,111230849614.5,317856817778.0,277961410124.0
2216.0,244985932600.0,109781356840.44,316014342050.0,275380806280.0
2217.0,242492659320.0,108584818230.25,319295220208.0,274909472370.0
2218.0,240853648952.0,107745956270.3,314628743362.0,272549835694.0
2219.0,239954599850.0,106696034726.56,313654862150.0,272234186392.0
2220.0,239452844710.0,105452393792.3,312323018100.0,269804449948.0
2221.0,237890426820.0,105114296483.44,313535819746.0,268170352800.0
2222.0,237571996958.0,103912440369.56,311196678550.0,269842786938.0
2223.0,237106786798.0,102372653044.2,308672760284.0,267621298316.0
2224.0,236130095054.0,101355939636.56,307047373590.0,265186344088.0
2225.0,234378989312.0,100888296734.25,311370387410.0,265012718798.0
2226.0,233520781268.0,99947909538.44,307858237838.0,262606892990.0
2227.0,233010425300.0,98764393550.4,306853684020.0,260779968318.0
2228.0,233010488380.0,98404364372.1,303496651358.0,259739737072.0
2229.0,231790184306.0,97213250451.5,304238100178.0,260773838508.0
2230.0,231353997320.0,96199395234.2,301493431874.0,262093810122.0
2231.0,229444607070.0,95386637014.94,301563757582.0,260263587304.0
2232.0,228233633170.0,97281392641.5,302408550360.0,256729682884.0
2233.0,228283475442.0,94078646668.06,300392193070.0,255670250112.0
2234.0,226479451304.0,92725905007.06,297758684538.0,254306866378.0
2235.0,226364588182.0,92304926676.5,297156424880.0,252763893992.0
2236.0,224735116418.0,91800432216.44,302228603932.0,253145936158.0
2237.0,223834836016.0,90203874230.94,296602797406.0,250156876078.0
2238.0,224012815122.0,89586954536.94,295192365374.0,249328672424.0
2239.0,224171950688.0,89268527249.06,294611423316.0,248112559054.0
2240.0,224992206314.0,88342614403.1,293738982628.0,247850839472.0
2241.0,220706774620.0,87419492714.25,298022485324.0,249215410600.0
2242.0,218678128746.0,86888057746.25,293888354540.0,248938940836.0
2243.0,217619821040.0,86159671136.6,290255779356.0,244650929874.0
2244.0,217496870698.0,85823060187.7,289906622786.0,243427974694.0
2245.0,217143086440.0,85356305364.7,290669206976.0,242020437400.0
2246.0,215928149304.0,84065025147.2,288416283406.0,241383032300.0
2247.0,214004065438.0,84437317368.6,285459540100.0,241401339926.0
2248.0,214176670072.0,83494318019.47,286064354470.0,245404047432.0
2249.0,212898153562.0,83549871736.2,284023613544.0,238757546230.0
2250.0,214077948742.0,82026729283.9,282641384746.0,237313593568.0
2251.0,210734255090.0,81787951968.88,282441215600.0,236518167838.0
2252.0,211206542398.0,82553444174.06,280905716610.0,235558440320.0
2253.0,209780957388.0,80557520993.5,283030576970.0,234374817680.0
2254.0,209424556452.0,80106864730.06,281585761866.0,233826909024.0
2255.0,208095491066.0,79798344117.1,283639040814.0,237006574004.0
2256.0,206835082151.0,79807094192.9,280238031492.0,232020344910.0
2257.0,210240312094.0,78390247352.06,276078410744.0,231372785622.0
2258.0,205874880496.0,78573540692.94,276241749202.0,230309852508.0
2259.0,204934161476.0,77730823196.2,274904420558.0,229406611294.0
2260.0,204068971871.0,77435966435.44,276293048980.0,236142675484.0
2261.0,203191042371.0,77198114497.4,272921233526.0,231789424550.0
2262.0,202861248092.0,76383044384.1,272004988220.0,228341159044.0
2263.0,202557208850.0,75944346157.38,271414586928.0,229451787786.0
2264.0,202170667527.0,75731021804.16,271377761360.0,225818671742.0
2265.0,202763833806.0,75320374567.5,270167417942.0,224611134200.0
2266.0,200268465980.0,75331107232.7,269420544452.0,224671687102.0
2267.0,198193937494.0,74554329999.0,269551663228.0,222877626080.0
2268.0,199164084319.0,74587185624.25,267303335620.0,223751454958.0
2269.0,197005723364.0,74583777443.8,266231423814.0,221293694512.0
2270.0,196374902025.0,74551567365.5,266980920948.0,220298704154.0
2271.0,195950085385.0,73536023447.8,265831959314.0,220224150852.0
2272.0,197467387061.0,73464072011.7,265642784966.0,219350676482.0
2273.0,194723237640.0,72821642469.44,264789316328.0,218986243786.0
2274.0,194083277257.0,72976827086.06,263415935906.0,217123295684.0
2275.0,194950364530.0,73728628894.56,265903348980.0,215982727830.0
2276.0,196225999945.0,72320146880.56,267173232532.0,215293690916.0
2277.0,192179863156.0,71871141623.6,262873130030.0,214874589170.0
2278.0,191517207960.0,71527915490.56,264477517962.0,213586031806.0
2279.0,190889694707.0,71300010364.5,261480291432.0,213436237196.0
2280.0,190523245702.0,70837625033.5,261375607870.0,214877680432.0
2281.0,192113708851.0,70848205701.25,260194799400.0,212936321314.0
2282.0,188896210669.0,71893175889.25,258671384694.0,211016797628.0
2283.0,188689791175.0,70264480857.56,261340094806.0,210753980502.0
2284.0,187917201721.0,71214187157.56,256864726230.0,210141395942.0
2285.0,187038105859.0,69862838155.1,257026133470.0,214168128646.0
2286.0,186151804077.0,70249771120.94,256432553078.0,209215923898.0
2287.0,188003039012.0,69076004626.56,256349950550.0,208110756822.0
2288.0,186395531245.0,70532498134.3,254996981470.0,207676075942.0
2289.0,184638915871.0,69331951233.75,253395955392.0,206732387674.0
2290.0,183623324582.0,68486954601.94,253771740238.0,207385950564.0
2291.0,183072487198.0,68594200919.9,253046070666.0,206144261112.0
2292.0,182851097689.0,70029844119.5,253508782368.0,208171158068.0
2293.0,184094367023.5,68135073320.3,252695386327.0,206139365347.0
2294.0,181516876245.0,71601592435.25,251769576906.0,205085447665.0
2295.0,183056255334.0,67989747974.56,250855478800.0,212256163248.0
2296.0,185338423970.0,67476566780.44,248038673398.0,204004577464.0
2297.0,182088878943.0,67257026803.4,248814995494.0,202104577260.0
2298.0,180502723566.0,66856759960.28,248192614564.0,200774865972.0
2299.0,179049449847.0,66848512576.880005,248154147482.0,201193562168.0
2300.0,178133813892.0,66404813350.75,247949672090.0,198967815686.0
