time,FGOALS-F3-L,GFDL-ESM4,EC-EARTH3-VEG,INM-CM5-0,MRI-ESM2-0,CAMS-CSM1-0,CMCC-CM2-SR5,CESM2,BCC-CSM2-MR,MPI-ESM1-2-HR,INM-CM4-8,EC-EARTH3,CESM2-WACCM,NORESM2-MM
2015.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0
2016.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0
2017.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0
2018.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0
2019.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0
2020.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0
2021.0,40353268000.0,40339410000.0,40393392000.0,40375697000.0,40360436000.0,40359645000.0,40536210000.0,40354460000.0,40416817000.0,40333988000.0,40365646000.0,40342990000.0,40370668000.0,40368968000.0
2022.0,40296657000.0,40303354000.0,40343610000.0,40403083000.0,40309290000.0,40353755000.0,40427622000.0,40278370000.0,40350890000.0,40281360000.0,40363500000.0,40283050000.0,40321940000.0,40327004000.0
2023.0,40291754000.0,40267575000.0,40305740000.0,40311500000.0,40294640000.0,40268950000.0,40387375000.0,40229122000.0,40422867000.0,40251044000.0,40331743000.0,40239320000.0,40273380000.0,40282910000.0
2024.0,40249270000.0,40264364000.0,40269345000.0,40305967000.0,40244253000.0,40266950000.0,40376553000.0,40179634000.0,40314225000.0,40241136000.0,40266117000.0,40195610000.0,40215146000.0,40270360000.0
2025.0,40274117000.0,40259043000.0,40236840000.0,40416653000.0,40166117000.0,40249040000.0,40301195000.0,40120380000.0,40243044000.0,40269150000.0,40266530000.0,40160950000.0,40276890000.0,40228004000.0
2026.0,40218055000.0,40165245000.0,40174137000.0,40284360000.0,40119900000.0,40197150000.0,40256537000.0,40065840000.0,40237027000.0,40145547000.0,40180556000.0,40105840000.0,40141420000.0,40222114000.0
2027.0,40151044000.0,40106463000.0,40157426000.0,40265347000.0,40058683000.0,40141718000.0,40226720000.0,39993442000.0,40178020000.0,40124838000.0,40149705000.0,40050532000.0,40072220000.0,40164684000.0
2028.0,40118430000.0,40059245000.0,40082223000.0,40212378000.0,40020247000.0,40141100000.0,40209457000.0,39949468000.0,40126910000.0,40094425000.0,40084824000.0,40109890000.0,40028870000.0,40114917000.0
2029.0,40074416000.0,40020630000.0,40026223000.0,40160338000.0,39963873000.0,40060010000.0,40160330000.0,39891930000.0,40071750000.0,39996985000.0,40055673000.0,40014000000.0,39954313000.0,40093490000.0
2030.0,40058982000.0,40007950000.0,40030364000.0,40102363000.0,39929774000.0,40015606000.0,40123480000.0,39848972000.0,40024203000.0,39946780000.0,39986053000.0,39941700000.0,39867437000.0,40021586000.0
2031.0,39974048000.0,39975633000.0,39991923000.0,40077574000.0,39832707000.0,39999230000.0,40189506000.0,39785340000.0,39988390000.0,39934153000.0,39947715000.0,39884190000.0,39775260000.0,39995224000.0
2032.0,39949795000.0,39882666000.0,39881160000.0,40153694000.0,39757010000.0,39947190000.0,40097575000.0,39684133000.0,39918160000.0,39863288000.0,39901880000.0,39843213000.0,39713796000.0,39908790000.0
2033.0,39935450000.0,39857450000.0,39829762000.0,40017500000.0,39671140000.0,39914800000.0,40009410000.0,39595532000.0,39895847000.0,39795646000.0,39846777000.0,39771660000.0,39638890000.0,39849710000.0
2034.0,40014967000.0,39779185000.0,39764054000.0,39947256000.0,39607415000.0,39930040000.0,39953347000.0,39485247000.0,39804584000.0,39940964000.0,39765533000.0,39746580000.0,39563260000.0,39788430000.0
2035.0,39891984000.0,39714804000.0,39693020000.0,39876840000.0,39537385000.0,39811084000.0,39894704000.0,39380656000.0,39723123000.0,39745606000.0,39709733000.0,39621878000.0,39489910000.0,39780524000.0
2036.0,39868520000.0,39696770000.0,39618503000.0,39895392000.0,39448457000.0,39752212000.0,39820132000.0,39293130000.0,39662440000.0,39698854000.0,39643960000.0,39518960000.0,39409660000.0,39681905000.0
2037.0,39736960000.0,39786844000.0,39551780000.0,39817556000.0,39333330000.0,39718360000.0,39730037000.0,39182316000.0,39586935000.0,39617970000.0,39602794000.0,39400110000.0,39337190000.0,39598730000.0
2038.0,39995020000.0,39554540000.0,39480447000.0,39739007000.0,39183106000.0,39649874000.0,39642837000.0,39088746000.0,39514685000.0,39551066000.0,39509987000.0,39336840000.0,39231267000.0,39481815000.0
2039.0,39702440000.0,39476860000.0,39371310000.0,39671853000.0,39077510000.0,39606570000.0,39547590000.0,39011295000.0,39422718000.0,39459340000.0,39438143000.0,39238214000.0,39117095000.0,39411433000.0
2040.0,39596265000.0,39409600000.0,39289655000.0,39657198000.0,38983164000.0,39560868000.0,39458943000.0,38969483000.0,39364700000.0,39409270000.0,39358130000.0,39147647000.0,39012780000.0,39291260000.0
2041.0,39524800000.0,39315570000.0,39160810000.0,39542477000.0,38876893000.0,39555160000.0,39374550000.0,38830047000.0,39246983000.0,39382036000.0,39266353000.0,39018230000.0,38916570000.0,39203050000.0
2042.0,39480103000.0,39228043000.0,39056630000.0,39514206000.0,38750530000.0,39490340000.0,39275680000.0,38692016000.0,39148106000.0,39285630000.0,39165886000.0,38875980000.0,38822330000.0,39104356000.0
2043.0,39454280000.0,39146385000.0,38950800000.0,39402947000.0,38623970000.0,39549210000.0,39151200000.0,38577200000.0,39154844000.0,39179310000.0,39059430000.0,38755664000.0,38728552000.0,39002350000.0
2044.0,39346295000.0,39030022000.0,38813213000.0,39320314000.0,38503190000.0,39469500000.0,39032910000.0,38486184000.0,39000744000.0,39085250000.0,38947226000.0,38612644000.0,38638830000.0,38825083000.0
2045.0,39257764000.0,39010290000.0,38702390000.0,39249056000.0,38350053000.0,39299150000.0,38915805000.0,38388695000.0,38912260000.0,38985142000.0,38840173000.0,38476366000.0,38519484000.0,38743140000.0
2046.0,39184044000.0,38916874000.0,38595527000.0,39144950000.0,38200103000.0,39361140000.0,38755066000.0,38257127000.0,38775222000.0,38980858000.0,38738797000.0,38335255000.0,38382084000.0,38629618000.0
2047.0,39165452000.0,38850720000.0,38476575000.0,39060894000.0,38009200000.0,39235793000.0,38584810000.0,38141120000.0,38710096000.0,38848877000.0,38605128000.0,38215815000.0,38296500000.0,38501143000.0
2048.0,39030210000.0,38689825000.0,38374593000.0,38948327000.0,37811430000.0,39163535000.0,38424113000.0,37995725000.0,38612763000.0,38744003000.0,38474908000.0,38046420000.0,38120050000.0,38362186000.0
2049.0,38957510000.0,38575460000.0,38189390000.0,38851580000.0,37648335000.0,39079330000.0,38249386000.0,37804610000.0,38588735000.0,38740877000.0,38351280000.0,37814338000.0,37970260000.0,38215330000.0
2050.0,38880465000.0,38475547000.0,38025350000.0,38740365000.0,37469606000.0,38968582000.0,38076293000.0,37640114000.0,38435570000.0,38586163000.0,38219230000.0,37594624000.0,37805584000.0,38027530000.0
2051.0,38776533000.0,38399345000.0,37814444000.0,38612693000.0,37242320000.0,38855570000.0,37906702000.0,37498393000.0,38330840000.0,38505540000.0,38059155000.0,37346280000.0,37617533000.0,37910070000.0
2052.0,38698210000.0,38325780000.0,37607363000.0,38507872000.0,37005152000.0,38829584000.0,37700140000.0,37307700000.0,38155158000.0,38398525000.0,37948820000.0,37085475000.0,37431370000.0,37788234000.0
2053.0,38641623000.0,38210773000.0,37436658000.0,38391443000.0,36859260000.0,38850425000.0,37441950000.0,37139750000.0,38040723000.0,38271620000.0,37822673000.0,36914168000.0,37263530000.0,37637160000.0
2054.0,38502846000.0,38089703000.0,37348168000.0,38267654000.0,36667326000.0,38672572000.0,37219918000.0,36962165000.0,37939500000.0,38183910000.0,37643657000.0,36673843000.0,37071614000.0,37465207000.0
2055.0,38387655000.0,37970770000.0,37096112000.0,38232920000.0,36432933000.0,38557300000.0,37010444000.0,36720540000.0,37750520000.0,38141977000.0,37505503000.0,36430266000.0,36915460000.0,37295780000.0
2056.0,38336586000.0,37809020000.0,36871963000.0,38103646000.0,36187116000.0,38541710000.0,36750600000.0,36540030000.0,37694450000.0,37984535000.0,37348570000.0,36139258000.0,36713447000.0,37115540000.0
2057.0,38179185000.0,37819884000.0,36689550000.0,37956354000.0,35926757000.0,38373757000.0,36504228000.0,36363403000.0,37587227000.0,37921330000.0,37174526000.0,35855420000.0,36520825000.0,36982120000.0
2058.0,38083985000.0,37627863000.0,36411453000.0,37850726000.0,35616805000.0,38317617000.0,36215054000.0,36096550000.0,37432460000.0,37791560000.0,36984990000.0,35543175000.0,36323807000.0,36806275000.0
2059.0,37928710000.0,37495476000.0,36197904000.0,37792276000.0,35398767000.0,38158377000.0,35953020000.0,35887190000.0,37271904000.0,37677134000.0,36804706000.0,35258900000.0,36082344000.0,36665795000.0
2060.0,37784690000.0,37473866000.0,35940106000.0,37615850000.0,35192177000.0,38037987000.0,35647594000.0,35644223000.0,37159477000.0,37619980000.0,36616094000.0,34974425000.0,35821756000.0,36469748000.0
2061.0,37713744000.0,37414350000.0,35676463000.0,37499376000.0,34951717000.0,37926253000.0,35404400000.0,35416000000.0,37058265000.0,37489295000.0,36412498000.0,34685730000.0,35663990000.0,36194124000.0
2062.0,37526897000.0,37220676000.0,35414995000.0,37325332000.0,34693403000.0,37858832000.0,35127620000.0,35172050000.0,36882026000.0,37372200000.0,36211925000.0,34356670000.0,35402740000.0,35989578000.0
2063.0,37401915000.0,37067604000.0,35113714000.0,37276080000.0,34488816000.0,37789786000.0,34852913000.0,34939910000.0,36718090000.0,37225620000.0,35986833000.0,34033594000.0,35147670000.0,35751715000.0
2064.0,37323362000.0,36927190000.0,34817937000.0,37144110000.0,34226385000.0,37634200000.0,34557776000.0,34793040000.0,36804400000.0,37134856000.0,35783540000.0,33672909000.0,34901127000.0,35534205000.0
2065.0,37137224000.0,36798630000.0,34532220000.0,36996270000.0,33928765000.0,37663007000.0,34233436000.0,34493880000.0,36514984000.0,36992827000.0,35561353000.0,33338348000.0,34583003000.0,35258110000.0
2066.0,36989825000.0,36648333000.0,34255286000.0,36848095000.0,33742123000.0,37459603000.0,33896323000.0,34225211000.0,36238360000.0,36878623000.0,35368714000.0,33015017000.0,34370638000.0,35055223000.0
2067.0,36833067000.0,36495323000.0,33942868000.0,36741935000.0,33472164000.0,37427552000.0,33504207000.0,33874727000.0,36019302000.0,36768485000.0,35189473000.0,32762634000.0,34173880000.0,34821693000.0
2068.0,36652155000.0,36309250000.0,33607205000.0,36544565000.0,33279710000.0,37293280000.0,33118675000.0,33594649000.0,35809310000.0,36617904000.0,35011190000.0,32474262000.0,33900653000.0,34594636000.0
2069.0,36460220000.0,36196970000.0,33289100000.0,36391570000.0,32990263000.0,37173826000.0,32776866000.0,33350660000.0,35551474000.0,36492250000.0,34745030000.0,32056957000.0,33624035000.0,34376946000.0
2070.0,36256887000.0,35996717000.0,32941060000.0,36273470000.0,32709396000.0,37057770000.0,32334910000.0,33090974000.0,35363332000.0,36325253000.0,34511600000.0,31789687000.0,33285030000.0,34098936000.0
2071.0,36078903000.0,35836146000.0,32624962000.0,36079313000.0,32468388000.0,36966568000.0,31959605000.0,32829827000.0,35188860000.0,36144090000.0,34316333000.0,31476806000.0,32973507000.0,33858597000.0
2072.0,35945910000.0,35807388000.0,32368435000.0,35905135000.0,32151333000.0,36801760000.0,31493421000.0,32656780000.0,35050340000.0,35998933000.0,34101527000.0,31138249000.0,32719266000.0,33628692000.0
2073.0,35758195000.0,35542938000.0,32080523000.0,35766510000.0,31921668000.0,36719575000.0,31060894000.0,32285526000.0,34893660000.0,35910670000.0,33921343000.0,30778384000.0,32463618000.0,33339038000.0
2074.0,35579740000.0,35371323000.0,31795747000.0,35621376000.0,31677469000.0,36544705000.0,30603390000.0,31999265000.0,34750260000.0,35692630000.0,33642785000.0,30443104000.0,32160190000.0,33127883000.0
2075.0,35606830000.0,35193786000.0,31433404000.0,35453150000.0,31449215000.0,36390412000.0,30185953000.0,31562992000.0,34468377000.0,35525330000.0,33461047000.0,30096214000.0,31828064000.0,32884787000.0
2076.0,35352646000.0,35034173000.0,31082533000.0,35272004000.0,31238853000.0,36226204000.0,29786931000.0,31247243000.0,34273368000.0,35392310000.0,33262455000.0,29674689000.0,31545383000.0,32606872000.0
2077.0,35105493000.0,34812550000.0,30780340000.0,35070320000.0,30930967000.0,36174980000.0,29334686000.0,30894526000.0,34100460000.0,35308732000.0,33064235000.0,29255300000.0,31219704000.0,32341393000.0
2078.0,34917315000.0,34672140000.0,30337580000.0,34866307000.0,30641130000.0,36010600000.0,28820328000.0,30549004000.0,33960681000.0,35123245000.0,32853530000.0,28894253000.0,30938620000.0,32031689000.0
2079.0,34730955000.0,34467693000.0,29955570000.0,34696970000.0,30339540000.0,35897463000.0,28391807000.0,30303478000.0,33839413000.0,34958620000.0,32567024000.0,28520108000.0,30600018000.0,31752624000.0
2080.0,34570895000.0,34324382000.0,29620457000.0,34514293000.0,30007001000.0,35735937000.0,27873096000.0,29956964000.0,33634440000.0,34855342000.0,32258871000.0,28128379000.0,30284304000.0,31444048000.0
2081.0,34358050000.0,34120684000.0,29249567000.0,34344104000.0,29744884000.0,35549286000.0,27397224000.0,29800729000.0,33361433000.0,34724962000.0,32030880000.0,27753906000.0,30001162000.0,31195472000.0
2082.0,34143443000.0,33969189000.0,28903230000.0,34178707000.0,29554047000.0,35371930000.0,26914101000.0,29463523000.0,33137256000.0,34608700000.0,31799562000.0,27390910000.0,29661516000.0,30872066000.0
2083.0,33950083000.0,33783460000.0,28519608000.0,34147604000.0,29184102000.0,35194430000.0,26441250000.0,29156729000.0,32872753000.0,34386280000.0,31598670000.0,27116677000.0,29375382000.0,30632593000.0
2084.0,33771348000.0,33621400000.0,28207368000.0,33862865000.0,28865070000.0,35029086000.0,25954863000.0,28835410000.0,32559878000.0,34292340000.0,31355552000.0,26764888000.0,29113475000.0,30376313000.0
2085.0,33553695000.0,33406583000.0,27841516000.0,33636686000.0,28515072000.0,34887426000.0,25476830000.0,28469168000.0,32226546000.0,34189105000.0,31147946000.0,26467148000.0,28760269000.0,30058533000.0
2086.0,33356108000.0,33477830000.0,27527684000.0,33454612000.0,28267827000.0,34842220000.0,25020359000.0,28197100000.0,31879300000.0,34069983000.0,30891936000.0,26102526000.0,28390654000.0,29749813000.0
2087.0,33157747000.0,33094158000.0,27185258000.0,33260562000.0,27957668000.0,34642560000.0,24611369000.0,27924500000.0,31748665000.0,33907116000.0,30657999000.0,25717094000.0,28219836000.0,29499683000.0
2088.0,32970097000.0,32899090000.0,26829382000.0,33075526000.0,27686844000.0,34565407000.0,24051730000.0,27652598000.0,31526773000.0,33782133000.0,30473564000.0,25242728000.0,27774724000.0,29133498000.0
2089.0,32781480000.0,32774924000.0,26360963000.0,32870207000.0,27342336000.0,34382000000.0,23637676000.0,27357364000.0,31244378000.0,33596557000.0,30224013000.0,24789508000.0,27482642000.0,28845000000.0
2090.0,32533758000.0,32547062000.0,25907760000.0,32745755000.0,27088484000.0,34275545000.0,23156543000.0,26972080000.0,31007230000.0,33414779000.0,30058758000.0,24449737000.0,27141200000.0,28622970000.0
2091.0,32284137000.0,32400589000.0,25508706000.0,32530147000.0,26794668000.0,34114503000.0,22661493000.0,26692141000.0,30762254000.0,33223238000.0,29796612000.0,24085615000.0,26779597000.0,28289050000.0
2092.0,32174877000.0,32126770000.0,25032688000.0,32415076000.0,26530492000.0,34000286000.0,22235642000.0,26443334000.0,30533372000.0,33069076000.0,29547610000.0,23646240000.0,26467152000.0,28043786000.0
2093.0,31955500000.0,31949540000.0,24648130000.0,32181887000.0,26283872000.0,33823490000.0,21877369000.0,26182910000.0,30266257000.0,32903014000.0,29278271000.0,23269077000.0,26113882000.0,27710773000.0
2094.0,31737300000.0,31737490000.0,24247116000.0,31994186000.0,26172981000.0,33694505000.0,21365850000.0,25786147000.0,30002899000.0,32741915000.0,28976430000.0,22851346000.0,25745082000.0,27352717000.0
2095.0,31656585000.0,31557126000.0,23891112000.0,31839418000.0,25837860000.0,33547151000.0,20847878000.0,25532471000.0,29636454000.0,32484166000.0,28712395000.0,22368713000.0,25444760000.0,27071730000.0
2096.0,31307921000.0,31286614000.0,23472697000.0,31559180000.0,25734710000.0,33381171000.0,20283116000.0,25259311000.0,29264810000.0,32304919000.0,28448356000.0,21942815000.0,25122966000.0,26798060000.0
2097.0,31162930000.0,30993603000.0,23069385000.0,31615439000.0,25401657000.0,33148555000.0,19784110000.0,24986943000.0,29030631000.0,32133376000.0,28208937000.0,21438906000.0,24856250000.0,26547784000.0
2098.0,30976280000.0,30777862000.0,22677700000.0,31308337000.0,25116426000.0,33071774000.0,19295690000.0,24659284000.0,28674513000.0,31965342000.0,27931100000.0,20978018000.0,24475080000.0,26245605000.0
2099.0,30731975000.0,30563725000.0,22245420000.0,31065952000.0,24973513000.0,33660170000.0,18769189000.0,24339386000.0,28392673000.0,31803163000.0,27622023000.0,20543494000.0,24190570000.0,25881444000.0
2100.0,30482418000.0,30388402000.0,21769892000.0,30866932000.0,24757817000.0,32818016000.0,18278584000.0,23951346000.0,28106120000.0,31639070000.0,27395516000.0,19973220000.0,23853324000.0,25656203000.0
