time,GFDL-ESM4,EC-EARTH3-VEG,MRI-ESM2-0,CAMS-CSM1-0
2000.0,41065566000.0,41065566000.0,41065566000.0,41065566000.0
2001.0,40961310000.0,40961310000.0,40961310000.0,40961310000.0
2002.0,40906682000.0,40906682000.0,40906682000.0,40906682000.0
2003.0,40918900000.0,40918900000.0,40918900000.0,40918900000.0
2004.0,40850570000.0,40850570000.0,40850570000.0,40850570000.0
2005.0,40856180000.0,40856180000.0,40856180000.0,40856180000.0
2006.0,41170846000.0,41170846000.0,41170846000.0,41170846000.0
2007.0,40978637000.0,40978637000.0,40978637000.0,40978637000.0
2008.0,40817234000.0,40817234000.0,40817234000.0,40817234000.0
2009.0,40749912000.0,40749912000.0,40749912000.0,40749912000.0
2010.0,40704946000.0,40704946000.0,40704946000.0,40704946000.0
2011.0,40655684000.0,40655684000.0,40655684000.0,40655684000.0
2012.0,40634294000.0,40634294000.0,40634294000.0,40634294000.0
2013.0,40615367000.0,40615367000.0,40615367000.0,40615367000.0
2014.0,40608200000.0,40608200000.0,40608200000.0,40608200000.0
2015.0,40541753000.0,40541753000.0,40541753000.0,40541753000.0
2016.0,40502755000.0,40502755000.0,40502755000.0,40502755000.0
2017.0,40464527000.0,40464527000.0,40464527000.0,40464527000.0
2018.0,40642265000.0,40642265000.0,40642265000.0,40642265000.0
2019.0,40483780000.0,40483780000.0,40483780000.0,40483780000.0
2020.0,40404900000.0,40404900000.0,40404900000.0,40404900000.0
2021.0,40404402000.0,40342660000.0,40347770000.0,40522890000.0
2022.0,40337228000.0,40322814000.0,40290595000.0,40409526000.0
2023.0,40399176000.0,40259555000.0,40251916000.0,40346296000.0
2024.0,40388000000.0,40201535000.0,40180990000.0,40359875000.0
2025.0,40273310000.0,40126760000.0,40123000000.0,40253235000.0
2026.0,40321335000.0,40073007000.0,40065905000.0,40209932000.0
2027.0,40250753000.0,40023140000.0,40005840000.0,40146362000.0
2028.0,40207440000.0,39953854000.0,39926825000.0,40142537000.0
2029.0,40214840000.0,39899080000.0,39855333000.0,40082130000.0
2030.0,40133910000.0,39836594000.0,39769743000.0,40035893000.0
2031.0,40081998000.0,39828484000.0,39664180000.0,39992726000.0
2032.0,40139006000.0,39743496000.0,39572406000.0,39950537000.0
2033.0,40050352000.0,39686960000.0,39461425000.0,39914148000.0
2034.0,39955720000.0,39621177000.0,39348090000.0,39894446000.0
2035.0,39889540000.0,39548560000.0,39216165000.0,39928525000.0
2036.0,39815213000.0,39477360000.0,39053365000.0,39854543000.0
2037.0,39832520000.0,39423533000.0,38890890000.0,39779120000.0
2038.0,39747355000.0,39360690000.0,38729613000.0,39714947000.0
2039.0,39667990000.0,39705805000.0,38570110000.0,39668466000.0
2040.0,39589544000.0,39336923000.0,38383567000.0,39574880000.0
2041.0,39515607000.0,39233090000.0,38179426000.0,39499125000.0
2042.0,39438150000.0,39124270000.0,38021825000.0,39422046000.0
2043.0,39367940000.0,39389240000.0,37881684000.0,39483548000.0
2044.0,39304850000.0,39193653000.0,37720793000.0,39340170000.0
2045.0,39331960000.0,39054380000.0,37546308000.0,39265944000.0
2046.0,39200436000.0,39098466000.0,37337776000.0,39178277000.0
2047.0,39097860000.0,38952243000.0,37119115000.0,39195898000.0
2048.0,39012725000.0,38834377000.0,36977943000.0,39141417000.0
2049.0,38927660000.0,38758270000.0,36760370000.0,39043360000.0
2050.0,38874030000.0,38700827000.0,36563650000.0,38933480000.0
2051.0,38803984000.0,38611816000.0,36378250000.0,38930370000.0
2052.0,38764660000.0,38515050000.0,36172263000.0,38864773000.0
2053.0,38709970000.0,38404200000.0,35930935000.0,38715814000.0
2054.0,38589284000.0,38442900000.0,35746087000.0,38826422000.0
2055.0,38475110000.0,38247645000.0,35555550000.0,38924837000.0
2056.0,38366515000.0,38121415000.0,35300590000.0,38606733000.0
2057.0,38269653000.0,37988827000.0,35089953000.0,38494765000.0
2058.0,38205428000.0,38006178000.0,34902376000.0,38414060000.0
2059.0,38130405000.0,37834355000.0,34803663000.0,38320820000.0
2060.0,38000878000.0,37721436000.0,34626570000.0,38196933000.0
2061.0,37907177000.0,37593436000.0,34419634000.0,38101234000.0
2062.0,37790310000.0,37451047000.0,34427965000.0,37983960000.0
2063.0,37694956000.0,37313827000.0,34072916000.0,37860065000.0
2064.0,37680080000.0,37215460000.0,33849455000.0,37769662000.0
2065.0,37606040000.0,37056800000.0,33751695000.0,37657383000.0
2066.0,37410226000.0,36971520000.0,33672995000.0,37715310000.0
2067.0,37294130000.0,36827656000.0,33491137000.0,37568900000.0
2068.0,37192780000.0,36711320000.0,33261023000.0,37378090000.0
2069.0,37157663000.0,36564333000.0,33188506000.0,37324714000.0
2070.0,36910584000.0,36429574000.0,33157628000.0,37193860000.0
2071.0,37002473000.0,36330860000.0,33318700000.0,37038936000.0
2072.0,36806840000.0,36159103000.0,32847151000.0,36943225000.0
2073.0,36631224000.0,36056175000.0,32694241000.0,36926173000.0
2074.0,36549830000.0,35854810000.0,32452020000.0,36733220000.0
2075.0,36437012000.0,35690836000.0,32372406000.0,36563005000.0
2076.0,36442202000.0,35544490000.0,32258748000.0,36440113000.0
2077.0,36246480000.0,35397816000.0,31927601000.0,36361910000.0
2078.0,36145914000.0,35259160000.0,31783406000.0,36303710000.0
2079.0,36024795000.0,35184310000.0,31611367000.0,36105420000.0
2080.0,36166310000.0,34925027000.0,31509350000.0,36052870000.0
2081.0,35850890000.0,34743180000.0,31277600000.0,35980427000.0
2082.0,35797037000.0,34567280000.0,31043609000.0,35861370000.0
2083.0,35683574000.0,34454745000.0,30991241000.0,35693240000.0
2084.0,35555308000.0,34302847000.0,30761882000.0,35619373000.0
2085.0,35449758000.0,34075562000.0,30566617000.0,35478954000.0
2086.0,35301876000.0,33875433000.0,30433400000.0,35368620000.0
2087.0,35247026000.0,33693813000.0,30310400000.0,35264885000.0
2088.0,35266863000.0,33557094000.0,30178023000.0,35141313000.0
2089.0,35178602000.0,33365416000.0,30321396000.0,35423015000.0
2090.0,34976276000.0,33181202000.0,30322373000.0,34988257000.0
2091.0,34903863000.0,32995746000.0,29864450000.0,34926764000.0
2092.0,34749530000.0,32998668000.0,29774133000.0,34736010000.0
2093.0,34641613000.0,32587039000.0,29688580000.0,35064304000.0
2094.0,34536346000.0,32426852000.0,29578460000.0,34511843000.0
2095.0,34341315000.0,32241887000.0,29559708000.0,34524328000.0
2096.0,34424836000.0,32029805000.0,29249116000.0,34384368000.0
2097.0,34104769000.0,31765780000.0,29427990000.0,34196572000.0
2098.0,33996966000.0,31520174000.0,29200417000.0,34055057000.0
2099.0,33901250000.0,31411730000.0,28874932000.0,33940580000.0
2100.0,33853733000.0,31174826000.0,28812430000.0,33756172000.0
