time,BCC-CSM2-MR,CESM2,MPI-ESM1-2-HR,MRI-ESM2-0,INM-CM5-0,CAMS-CSM1-0,GFDL-ESM4,FGOALS-F3-L,EC-EARTH3-VEG,CESM2-WACCM,NORESM2-MM,EC-EARTH3,INM-CM4-8
2037.0,39577350000.0,39288558000.0,39570430000.0,39455270000.0,39675154000.0,39750914000.0,39829365000.0,39653260000.0,39504450000.0,39597930000.0,39664560000.0,39138700000.0,39616287000.0
2038.0,39562183000.0,39172944000.0,39496870000.0,39415080000.0,39579214000.0,39682380000.0,39743877000.0,39605903000.0,39403220000.0,39530150000.0,39636530000.0,39032246000.0,39558005000.0
2039.0,39513952000.0,39021950000.0,39432405000.0,39307112000.0,39493990000.0,39636455000.0,39741673000.0,39526810000.0,39308660000.0,39435570000.0,39513200000.0,38895956000.0,39507075000.0
2040.0,39449840000.0,38928007000.0,39370250000.0,39248888000.0,39435280000.0,39577380000.0,39648588000.0,39480635000.0,39234890000.0,39347393000.0,39445164000.0,38754718000.0,39439925000.0
2041.0,39364710000.0,38781700000.0,39294915000.0,39125926000.0,39348388000.0,39590480000.0,39578132000.0,39360690000.0,39122293000.0,39217090000.0,39335305000.0,38596090000.0,39359074000.0
2042.0,39245910000.0,38698080000.0,39231670000.0,39030100000.0,39259128000.0,39527900000.0,39491700000.0,39281844000.0,39023497000.0,39109340000.0,39221670000.0,38440505000.0,39291050000.0
2043.0,39160975000.0,38556283000.0,39157756000.0,38919110000.0,39161913000.0,39443657000.0,39417205000.0,39216190000.0,38944702000.0,39004733000.0,39123790000.0,38295190000.0,39189373000.0
2044.0,39096857000.0,38406540000.0,39062462000.0,38793994000.0,39063126000.0,39410614000.0,39328936000.0,39112307000.0,38877467000.0,38887293000.0,39018635000.0,38106325000.0,39126995000.0
2045.0,39048440000.0,38262630000.0,39057465000.0,38706102000.0,38932988000.0,39373930000.0,39324553000.0,39021080000.0,38761607000.0,38801687000.0,38939943000.0,37950562000.0,39054340000.0
2046.0,38956130000.0,38087540000.0,38919184000.0,38596160000.0,38871640000.0,39290810000.0,39207880000.0,38973768000.0,38635080000.0,38640628000.0,38829674000.0,37885116000.0,38977220000.0
2047.0,38824415000.0,37888600000.0,38817137000.0,38462430000.0,38708880000.0,39165970000.0,39121500000.0,38886855000.0,38443168000.0,38518112000.0,38737895000.0,37619140000.0,38853000000.0
2048.0,38707266000.0,37730677000.0,38720690000.0,38257656000.0,38743937000.0,39126730000.0,39032810000.0,38746170000.0,38266600000.0,38354182000.0,38630570000.0,37384820000.0,38774497000.0
2049.0,38566610000.0,37516653000.0,38621426000.0,38089010000.0,38566105000.0,39027570000.0,38958610000.0,38678840000.0,38107574000.0,38192990000.0,38497935000.0,37117477000.0,38684045000.0
2050.0,38421620000.0,37279543000.0,38632407000.0,37992223000.0,38440554000.0,38929370000.0,38880540000.0,38570275000.0,37920686000.0,37996175000.0,38373798000.0,36920820000.0,38582374000.0
2051.0,38251078000.0,37092830000.0,38469018000.0,37820473000.0,38295052000.0,38996017000.0,38784442000.0,38459924000.0,37731370000.0,37808443000.0,38240674000.0,36642190000.0,38509933000.0
2052.0,38248215000.0,36970280000.0,38380360000.0,37697266000.0,38150767000.0,38786340000.0,38686708000.0,38289002000.0,37506970000.0,37616120000.0,38065172000.0,36358280000.0,38361084000.0
2053.0,38020360000.0,36760633000.0,38182523000.0,37510136000.0,38004290000.0,38695640000.0,38644666000.0,38144324000.0,37288160000.0,37446816000.0,37865636000.0,36046754000.0,38241325000.0
2054.0,37868544000.0,36483020000.0,38043886000.0,37355622000.0,37867803000.0,38568473000.0,38500213000.0,38021423000.0,37036642000.0,37271760000.0,37668790000.0,35668103000.0,38103540000.0
2055.0,37695996000.0,36280930000.0,37960937000.0,37161570000.0,37757590000.0,38476145000.0,38389613000.0,37883700000.0,36797858000.0,37072183000.0,37485707000.0,35317300000.0,37943435000.0
2056.0,37514215000.0,36123046000.0,37846270000.0,36957233000.0,37599007000.0,38395593000.0,38293690000.0,37728920000.0,36521964000.0,36844302000.0,37321820000.0,34921070000.0,37791265000.0
2057.0,37402235000.0,35901490000.0,37712250000.0,36715155000.0,37475840000.0,38276300000.0,38156970000.0,37621110000.0,36243386000.0,36604383000.0,37164958000.0,34560164000.0,37637214000.0
2058.0,37288858000.0,35658568000.0,37577273000.0,36537320000.0,37277086000.0,38192312000.0,38007780000.0,37503738000.0,35932330000.0,36347450000.0,36942504000.0,34199245000.0,37449527000.0
2059.0,37091740000.0,35412754000.0,37452358000.0,36324487000.0,37126304000.0,38054003000.0,37879173000.0,37386854000.0,35667700000.0,36151718000.0,36797510000.0,33820193000.0,37267665000.0
2060.0,36900975000.0,35157365000.0,37327370000.0,36135207000.0,36861390000.0,37994148000.0,37759030000.0,37227078000.0,35390430000.0,35937790000.0,36603486000.0,33351313000.0,37135643000.0
2061.0,36773454000.0,34872074000.0,37160018000.0,35817128000.0,36627853000.0,37828354000.0,37635600000.0,37061860000.0,35072090000.0,35712823000.0,36358280000.0,32943817000.0,36932014000.0
2062.0,36633010000.0,34665275000.0,37059084000.0,35518290000.0,36454007000.0,37718217000.0,37469700000.0,36884130000.0,34704146000.0,35504357000.0,36164563000.0,32508975000.0,36764164000.0
2063.0,36404030000.0,34350696000.0,36981140000.0,35263410000.0,36250268000.0,37602574000.0,37309563000.0,36683600000.0,34359149000.0,35257250000.0,35964522000.0,31995953000.0,36570560000.0
2064.0,36119050000.0,34093945000.0,36777755000.0,34990432000.0,36036256000.0,37489914000.0,37136900000.0,36514718000.0,33889690000.0,34960437000.0,35751498000.0,31635853000.0,36379865000.0
2065.0,35918246000.0,33829941000.0,36590910000.0,34653130000.0,35839144000.0,37462077000.0,37021643000.0,36327510000.0,33457070000.0,34724483000.0,35528550000.0,31224340000.0,36211196000.0
2066.0,35726380000.0,33600518000.0,36401463000.0,34430878000.0,35639357000.0,37305782000.0,36860600000.0,36160990000.0,33048123000.0,34469180000.0,35179614000.0,30750999000.0,36017476000.0
2067.0,35513766000.0,33301142000.0,36229755000.0,34133260000.0,35396526000.0,37164462000.0,36649947000.0,35933872000.0,32672127000.0,34209790000.0,34923210000.0,30319757000.0,35795517000.0
2068.0,35256775000.0,32997892000.0,36141724000.0,33816226000.0,35150004000.0,37065570000.0,36466350000.0,35657986000.0,32310860000.0,33930906000.0,34640835000.0,29808826000.0,35547554000.0
2069.0,35034520000.0,32690150000.0,35993338000.0,33485287000.0,34951193000.0,36976430000.0,36213408000.0,35384553000.0,31854002000.0,33683204000.0,34367370000.0,29271943000.0,35319706000.0
2070.0,34767344000.0,32337381000.0,35748323000.0,33153354000.0,34766057000.0,36756610000.0,36028314000.0,35169292000.0,31413006000.0,33324984000.0,34001498000.0,28850876000.0,35091140000.0
2071.0,34501267000.0,31995090000.0,35542032000.0,32810027000.0,34570720000.0,36735205000.0,35827430000.0,34941090000.0,30898975000.0,32963293000.0,33637570000.0,28336863000.0,34857964000.0
2072.0,34271785000.0,31649890000.0,35343094000.0,32443290000.0,34315760000.0,36546208000.0,35660497000.0,34706924000.0,30301647000.0,32638042000.0,33300382000.0,27887810000.0,34625503000.0
2073.0,34035778000.0,31262394000.0,35110048000.0,32056460000.0,34051844000.0,36426740000.0,35440830000.0,34461295000.0,29861313000.0,32297382000.0,32894622000.0,27383886000.0,34357010000.0
2074.0,33826994000.0,30868294000.0,34904700000.0,31649796000.0,33755880000.0,36250250000.0,35218694000.0,34251813000.0,29366090000.0,31998833000.0,32562326000.0,26933920000.0,34065588000.0
2075.0,33492855000.0,30509593000.0,34710090000.0,31278774000.0,33542242000.0,36039130000.0,34983010000.0,33922697000.0,28865389000.0,31574645000.0,32153573000.0,26450328000.0,33797994000.0
2076.0,33211560000.0,30168013000.0,34526090000.0,30973800000.0,33284876000.0,36009603000.0,34760143000.0,33606700000.0,28246950000.0,31062573000.0,31762858000.0,25924820000.0,33554514000.0
2077.0,32930824000.0,29770035000.0,34365640000.0,30580509000.0,33001798000.0,35815092000.0,34535477000.0,33315178000.0,27675988000.0,30692352000.0,31396415000.0,25410435000.0,33244328000.0
2078.0,32655184000.0,29450166000.0,34353320000.0,30167951000.0,32730886000.0,35660866000.0,34286832000.0,32957723000.0,27167404000.0,30324396000.0,31045915000.0,24880667000.0,32897960000.0
2079.0,32384524000.0,29029788000.0,34028520000.0,29800298000.0,32475935000.0,35535286000.0,34120327000.0,32674849000.0,26646944000.0,29963160000.0,30614231000.0,24346964000.0,32635800000.0
2080.0,32086569000.0,28563513000.0,33817221000.0,29383442000.0,32185543000.0,35299545000.0,33802840000.0,32404523000.0,26194313000.0,29562505000.0,30253410000.0,23727660000.0,32318046000.0
2081.0,31873632000.0,28166554000.0,33631578000.0,29035874000.0,31982250000.0,35176470000.0,33581656000.0,32133458000.0,25652259000.0,29146636000.0,29863480000.0,23122295000.0,32001663000.0
2082.0,31636800000.0,27796914000.0,33440225000.0,28756340000.0,31701360000.0,35120587000.0,33366317000.0,31873330000.0,25040226000.0,28755108000.0,29442855000.0,22600002000.0,31662390000.0
2083.0,31388656000.0,27376335000.0,33267161000.0,28414790000.0,31414120000.0,34988745000.0,33126560000.0,31598084000.0,24540280000.0,28309594000.0,29045592000.0,22056665000.0,31347636000.0
2084.0,31120710000.0,26942392000.0,33198846000.0,28069534000.0,31129233000.0,34792993000.0,32857063000.0,31388088000.0,23952499000.0,27927095000.0,28716474000.0,21561053000.0,30999945000.0
2085.0,30853587000.0,26546911000.0,32946899000.0,27616043000.0,30900926000.0,34627252000.0,32580289000.0,31073511000.0,23467024000.0,27540881000.0,28306831000.0,21046241000.0,30671122000.0
2086.0,30483919000.0,26064413000.0,32769280000.0,27228516000.0,30595957000.0,34458300000.0,32344130000.0,30842716000.0,22899026000.0,27140508000.0,27940485000.0,20425112000.0,30383590000.0
2087.0,30218623000.0,25634484000.0,32607260000.0,26769304000.0,30315434000.0,34405003000.0,32016724000.0,30587270000.0,22409988000.0,26648838000.0,27567096000.0,19927216000.0,30019623000.0
2088.0,29902440000.0,25155578000.0,32440975000.0,26360578000.0,30044463000.0,34176958000.0,31711870000.0,30241104000.0,21801824000.0,26160239000.0,27242457000.0,19376110000.0,29701413000.0
2089.0,29547647000.0,24713460000.0,32324174000.0,25978698000.0,29715306000.0,34020735000.0,31416232000.0,29976396000.0,21168777000.0,25728074000.0,26922893000.0,18877342000.0,29416045000.0
2090.0,29167217000.0,24331140000.0,32067031000.0,25617484000.0,29465268000.0,33823646000.0,31178486000.0,29714223000.0,20610437000.0,25342734000.0,26495103000.0,18082284000.0,29105162000.0
2091.0,28860580000.0,23920855000.0,32002882000.0,25306340000.0,29160090000.0,33674519000.0,30883140000.0,29426792000.0,20120168000.0,24896645000.0,26101662000.0,17391330000.0,28837962000.0
2092.0,28494105000.0,23452514000.0,31811963000.0,24980095000.0,28906610000.0,33465655000.0,30618466000.0,29090310000.0,19684375000.0,24441326000.0,25672055000.0,16702374000.0,28539722000.0
2093.0,28153025000.0,22989558000.0,31513530000.0,24530129000.0,28550200000.0,33243458000.0,30317537000.0,28716909000.0,19117652000.0,24018129000.0,25290648000.0,16089369000.0,28242323000.0
2094.0,27724510000.0,22531455000.0,31279280000.0,24062345000.0,28247700000.0,33016816000.0,30045380000.0,28418623000.0,18406597000.0,23656808000.0,24875018000.0,15538552000.0,27905220000.0
2095.0,27225640000.0,22176550000.0,31178928000.0,23702317000.0,28011516000.0,32857287000.0,29713953000.0,28086258000.0,17643831000.0,23211665000.0,24502182000.0,15110067000.0,27505607000.0
2096.0,26685944000.0,21636792000.0,30967390000.0,23265997000.0,27701092000.0,32686190000.0,29476090000.0,27762053000.0,16904591000.0,22766280000.0,24053416000.0,14700987000.0,27207543000.0
2097.0,26358514000.0,21243922000.0,30765500000.0,22850822000.0,27405855000.0,32388680000.0,29165842000.0,27427533000.0,16365923000.0,22311980000.0,23494185000.0,14060915000.0,26930630000.0
2098.0,25930240000.0,20636840000.0,30497446000.0,22489620000.0,27082635000.0,32154137000.0,28849412000.0,27137104000.0,15745840000.0,21824094000.0,23053690000.0,13606767000.0,26605898000.0
2099.0,25618240000.0,20193858000.0,30305876000.0,22037850000.0,26844447000.0,31960734000.0,28448750000.0,26845400000.0,15081488000.0,21438600000.0,22660504000.0,13155590000.0,26237385000.0
2100.0,25183160000.0,19637760000.0,30095421000.0,21544002000.0,26529616000.0,31658787000.0,28072626000.0,26567062000.0,14593617000.0,20864365000.0,22299183000.0,12743854000.0,25889458000.0
