time,CCSM4,CESM1-CAM5
2000.0,1184799500.0,1184799500.0
2001.0,1207138700.0,1207138700.0
2002.0,1182553000.0,1182553000.0
2003.0,1203272200.0,1203272200.0
2004.0,1202728800.0,1202728800.0
2005.0,1252121100.0,1252121100.0
2006.0,1196927100.0,1196927100.0
2007.0,1207703400.0,1207703400.0
2008.0,1195628700.0,1195628700.0
2009.0,1187133600.0,1187133600.0
2010.0,1189949000.0,1189949000.0
2011.0,1179293700.0,1179293700.0
2012.0,1172121600.0,1172121600.0
2013.0,1169504600.0,1169504600.0
2014.0,1160609500.0,1160609500.0
2015.0,1156310500.0,1156310500.0
2016.0,1153071000.0,1153071000.0
2017.0,1143919500.0,1143919500.0
2018.0,1134425300.0,1134425300.0
2019.0,1121158800.0,1121158800.0
2020.0,1112351200.0,1112351200.0
2021.0,1124078100.0,1101693200.0
2022.0,1132782700.0,1084790500.0
2023.0,1109025300.0,1070719300.0
2024.0,1091224600.0,1067058500.0
2025.0,1079343900.0,1059903040.0
2026.0,1066770050.0,1043039700.0
2027.0,1056015000.0,1076662800.0
2028.0,1046883650.0,1041515500.0
2029.0,1034881900.0,1023625300.0
2030.0,1022775500.0,1015766300.0
2031.0,1015812900.0,1019384770.0
2032.0,999140900.0,1007934140.0
2033.0,982837600.0,999775360.0
2034.0,968122430.0,986758340.0
2035.0,963754050.0,974613200.0
2036.0,970538940.0,979335550.0
2037.0,945306750.0,972106700.0
2038.0,931655040.0,956809500.0
2039.0,916892900.0,955411600.0
2040.0,908197000.0,944419000.0
2041.0,894509630.0,946050500.0
2042.0,873422300.0,930932500.0
2043.0,858318300.0,920529900.0
2044.0,845380160.0,912457200.0
2045.0,828918700.0,903887300.0
2046.0,816201500.0,886042200.0
2047.0,795902500.0,867773060.0
2048.0,790859000.0,856484000.0
2049.0,779839550.0,851264450.0
2050.0,766616060.0,850406100.0
2051.0,754161150.0,832464200.0
2052.0,744462100.0,812602300.0
2053.0,733585800.0,805303200.0
2054.0,748184300.0,781437250.0
2055.0,800103940.0,821039040.0
2056.0,748284860.0,791442500.0
2057.0,732662340.0,756240960.0
2058.0,726411000.0,741176960.0
2059.0,709259200.0,738548300.0
2060.0,706533950.0,734855550.0
2061.0,703025000.0,712425500.0
2062.0,695339800.0,694848060.0
2063.0,711371460.0,681736400.0
2064.0,687101250.0,686716350.0
2065.0,688268540.0,670828540.0
2066.0,675970240.0,658933760.0
2067.0,670136700.0,647171840.0
2068.0,664036740.0,632719300.0
2069.0,681633300.0,622934700.0
2070.0,656616640.0,607079040.0
