time,CESM1-CAM5,NORESM1-M,CSIRO-MK3-6-0,MPI-ESM-LR
2113.0,324960300.0,557246700.0,603673500.0,469624300.0
2114.0,327412300.0,551917630.0,598400200.0,463857060.0
2115.0,322647680.0,552075000.0,592400000.0,588437570.0
2116.0,320238140.0,595788100.0,586507900.0,488121660.0
2117.0,318034800.0,592074000.0,582159300.0,472722500.0
2118.0,318019900.0,553431000.0,578254660.0,467341820.0
2119.0,386549000.0,550343940.0,574388900.0,655863700.0
2120.0,320298780.0,617171000.0,570047740.0,550015170.0
2121.0,314647400.0,567711100.0,562934600.0,517196580.0
2122.0,311875140.0,551945900.0,558510660.0,615243460.0
2123.0,308710270.0,547619300.0,556038300.0,596146940.0
2124.0,305407940.0,545052540.0,554020200.0,507233660.0
2125.0,304504900.0,543998200.0,551163800.0,538334340.0
2126.0,301757980.0,543215800.0,547346500.0,518354460.0
2127.0,301039940.0,546990100.0,543693400.0,509928600.0
2128.0,298088400.0,542014660.0,556446100.0,509037250.0
2129.0,297034050.0,543727170.0,538706400.0,531661150.0
2130.0,296333120.0,539464300.0,532435360.0,513911460.0
2131.0,293189300.0,537813600.0,548185900.0,512026370.0
2132.0,286992860.0,535277020.0,537160100.0,507029920.0
2133.0,282344700.0,533460160.0,530570600.0,505045280.0
2134.0,279309500.0,530824600.0,529539200.0,525130700.0
2135.0,279111360.0,541967700.0,548519360.0,608249900.0
2136.0,279229950.0,529299700.0,528437340.0,571602700.0
2137.0,276696100.0,528355620.0,527952800.0,547507300.0
2138.0,272029200.0,525834900.0,524371940.0,512810430.0
2139.0,269577920.0,557590600.0,521401000.0,527053500.0
2140.0,267925000.0,524654400.0,521981600.0,515317760.0
2141.0,265858290.0,537894140.0,648409200.0,508970020.0
2142.0,262758960.0,522875400.0,557340000.0,540436160.0
2143.0,258649980.0,520049950.0,540663300.0,671886400.0
2144.0,255580380.0,519628160.0,555698750.0,603896200.0
2145.0,253628370.0,540539300.0,531349120.0,533293600.0
2146.0,250886110.0,524377250.0,524502980.0,530307680.0
2147.0,247683090.0,520780700.0,547097150.0,523623040.0
2148.0,243034770.0,527602050.0,524895940.0,524659330.0
2149.0,239761180.0,513868450.0,520289300.0,517929950.0
2150.0,236809170.0,511318940.0,518459260.0,514421540.0
2151.0,234519540.0,509298620.0,516425020.0,513687300.0
2152.0,232484590.0,527881800.0,514860670.0,512277500.0
2153.0,229026420.0,520233300.0,514120670.0,511839070.0
2154.0,229710030.0,514144100.0,512024800.0,542558850.0
2155.0,226078100.0,507959940.0,552981100.0,506834020.0
2156.0,225150400.0,505355520.0,511512000.0,503597600.0
2157.0,250834450.0,504010750.0,508013340.0,536863800.0
2158.0,222327100.0,505040930.0,528497380.0,502857150.0
2159.0,221105890.0,505734700.0,507742820.0,498074000.0
2160.0,221270880.0,501739040.0,507578300.0,496674020.0
2161.0,219310220.0,500769570.0,505835620.0,494658800.0
2162.0,219090700.0,499571800.0,503880640.0,490707170.0
2163.0,218131170.0,499531000.0,512756030.0,523147520.0
2164.0,216322990.0,496362500.0,500731200.0,513250140.0
2165.0,219578190.0,494030240.0,497508060.0,547528770.0
2166.0,216188320.0,491912930.0,496179230.0,500055900.0
2167.0,214308880.0,488662340.0,493902750.0,549002300.0
2168.0,212764980.0,489919360.0,491572100.0,528259680.0
2169.0,210854740.0,487368000.0,489191600.0,503971360.0
2170.0,216299650.0,481874080.0,487213980.0,634785100.0
2171.0,221539360.0,477018720.0,483373570.0,564927100.0
2172.0,211123980.0,476507420.0,479588700.0,541862800.0
2173.0,208765820.0,473798430.0,474279140.0,517836300.0
2174.0,215734500.0,471088900.0,472536130.0,511880200.0
2175.0,212109230.0,467760860.0,470932800.0,602570100.0
2176.0,214521170.0,464859500.0,466891740.0,536283780.0
2177.0,209036670.0,460482240.0,459548380.0,530354340.0
2178.0,213688600.0,465529630.0,455629730.0,712701700.0
2179.0,314217400.0,455809600.0,452118180.0,655783000.0
2180.0,222683120.0,490755260.0,448753470.0,650224300.0
2181.0,213291700.0,459826900.0,444276220.0,829733400.0
2182.0,212939680.0,457776100.0,436724540.0,638049300.0
2183.0,218777120.0,447876860.0,429613600.0,615566700.0
2184.0,217594580.0,445278660.0,424484060.0,603639000.0
2185.0,218559520.0,443869150.0,422328200.0,610427700.0
2186.0,216111870.0,442072320.0,416772060.0,647589900.0
2187.0,216050620.0,438946180.0,413877300.0,617866400.0
2188.0,214816220.0,437145500.0,410737150.0,603290940.0
2189.0,213874980.0,432175100.0,406080900.0,648819900.0
2190.0,213671620.0,428151460.0,401649860.0,862394430.0
2191.0,211025380.0,427110940.0,399429000.0,626976500.0
2192.0,211938130.0,427300860.0,397751600.0,618284800.0
2193.0,213514110.0,424767970.0,391918980.0,614213950.0
2194.0,210563490.0,418842240.0,389701020.0,614946370.0
2195.0,209993840.0,416363740.0,391210300.0,616881600.0
2196.0,210247040.0,519076540.0,483131870.0,638190300.0
2197.0,235210980.0,420183800.0,391238620.0,609866100.0
2198.0,209885920.0,413696130.0,383332860.0,605414100.0
2199.0,207928110.0,410416700.0,382982460.0,601252160.0
2200.0,207366220.0,407537060.0,383187700.0,656077000.0
2201.0,206581650.0,441979500.0,378439650.0,614292000.0
2202.0,206890380.0,409532220.0,378958300.0,610355260.0
2203.0,205152340.0,418412400.0,375924160.0,599043600.0
2204.0,205516350.0,414746140.0,373873300.0,597247170.0
2205.0,204706160.0,410063420.0,369631260.0,592566800.0
2206.0,206653280.0,404909440.0,368302180.0,589051200.0
2207.0,203024290.0,401986240.0,367662370.0,585301200.0
2208.0,206285520.0,399079780.0,364263580.0,581033400.0
2209.0,207438560.0,397234400.0,362549570.0,579164900.0
2210.0,201940670.0,394711870.0,358253060.0,611313150.0
2211.0,201636820.0,410526270.0,357621120.0,609311700.0
2212.0,200529780.0,423165100.0,355882340.0,600669700.0
2213.0,207390260.0,395732400.0,354516350.0,582416000.0
2214.0,207933620.0,393123500.0,377685630.0,569682600.0
2215.0,201869500.0,395188260.0,352322600.0,574402700.0
2216.0,200757090.0,432055000.0,350329250.0,586842940.0
2217.0,199850540.0,492514370.0,372424100.0,561463800.0
2218.0,200360540.0,416346800.0,346498660.0,556287700.0
2219.0,199117100.0,405083100.0,344019040.0,555204160.0
2220.0,197704560.0,400778530.0,342492860.0,551082000.0
2221.0,196622670.0,404306460.0,345151840.0,545703700.0
2222.0,195021580.0,402312220.0,351917540.0,538172100.0
2223.0,212782050.0,401392860.0,341972700.0,533407900.0
2224.0,198970820.0,397543970.0,337904030.0,528352770.0
2225.0,194517260.0,396029600.0,367009150.0,570988740.0
2226.0,192378060.0,394254300.0,345124060.0,529411300.0
2227.0,191033180.0,395008320.0,342800540.0,519554050.0
2228.0,190177700.0,471393900.0,334932220.0,521623840.0
2229.0,192326110.0,409235680.0,330847600.0,511201400.0
2230.0,188067730.0,398713100.0,328105920.0,500706600.0
2231.0,186008220.0,396374050.0,327047740.0,493814900.0
2232.0,186491840.0,415181860.0,325923260.0,488644380.0
2233.0,185506030.0,407204670.0,324654700.0,502358100.0
2234.0,191970980.0,406439360.0,321537920.0,484347200.0
2235.0,204034980.0,406349100.0,320237340.0,480789730.0
2236.0,188786910.0,403916380.0,318387700.0,686640400.0
2237.0,186161330.0,401530940.0,315428580.0,510598080.0
2238.0,185780000.0,449396900.0,320539070.0,504366080.0
2239.0,183490510.0,407129800.0,313893400.0,562040200.0
2240.0,191107870.0,407216000.0,312050050.0,606895170.0
2241.0,182397170.0,404463500.0,309228740.0,587081900.0
2242.0,182598620.0,405671900.0,307270850.0,512198660.0
2243.0,181507570.0,434890780.0,304164930.0,503414820.0
2244.0,186029390.0,419424500.0,300043700.0,530466300.0
2245.0,181986740.0,423406460.0,297718270.0,642767900.0
2246.0,180712980.0,418922460.0,297807140.0,551905540.0
2247.0,180383550.0,413463400.0,292400700.0,515590000.0
2248.0,202889630.0,414054300.0,290054050.0,514823900.0
2249.0,179996160.0,408887940.0,287869220.0,543925500.0
2250.0,178579180.0,409467620.0,284807650.0,547128260.0
2251.0,178165020.0,407693760.0,281870850.0,572552200.0
2252.0,204413440.0,406016930.0,296091500.0,537191700.0
2253.0,181384200.0,405742800.0,284995970.0,523600700.0
2254.0,178252690.0,400513000.0,287336320.0,520990880.0
2255.0,177548750.0,398131170.0,284189150.0,540241860.0
2256.0,180420620.0,394967360.0,301814900.0,527047400.0
2257.0,180269970.0,392428400.0,307495940.0,517210560.0
2258.0,177453620.0,390187680.0,295057340.0,513947700.0
2259.0,174144050.0,388294820.0,295717760.0,549036600.0
2260.0,174329630.0,389732600.0,289812000.0,513037760.0
2261.0,185819120.0,444687580.0,287613860.0,508892260.0
2262.0,179641330.0,403368260.0,290637900.0,505594300.0
2263.0,174363490.0,394760130.0,288742080.0,502767360.0
2264.0,184687900.0,391646620.0,287090800.0,500769180.0
2265.0,174198860.0,426877540.0,287132260.0,498596200.0
2266.0,173207260.0,419459230.0,287834300.0,579095700.0
2267.0,172372180.0,397484060.0,290131500.0,538502400.0
2268.0,171912340.0,385516930.0,285790400.0,498856060.0
2269.0,171822850.0,381873900.0,290431070.0,493323230.0
2270.0,172684720.0,380318880.0,282998140.0,500392580.0
2271.0,171744620.0,384208480.0,282742660.0,492505760.0
2272.0,171507060.0,571962430.0,281789060.0,490045220.0
2273.0,171599170.0,438861150.0,281021800.0,487224500.0
2274.0,169572980.0,425691840.0,282328320.0,485217630.0
2275.0,172925460.0,404082980.0,279993500.0,816647740.0
2276.0,170336320.0,470712900.0,290855740.0,651975800.0
2277.0,186326690.0,455722530.0,279204480.0,576910800.0
2278.0,178090130.0,425740160.0,277946340.0,551075400.0
2279.0,171049360.0,407340770.0,279547360.0,532086100.0
2280.0,172635500.0,404640670.0,282380770.0,510205500.0
2281.0,173994540.0,400446980.0,279463460.0,510669440.0
2282.0,171082750.0,415829660.0,277997980.0,513178980.0
2283.0,170528830.0,404330270.0,284577200.0,503659360.0
2284.0,172524130.0,400997730.0,292288420.0,499071360.0
2285.0,226801550.0,405185300.0,279523330.0,492828060.0
2286.0,206484800.0,397683600.0,280232740.0,492809660.0
2287.0,183975730.0,397414980.0,282528320.0,509026180.0
2288.0,180869550.0,397440500.0,280106080.0,492941660.0
2289.0,181315200.0,393972130.0,279447360.0,564454200.0
2290.0,179645900.0,392552400.0,294493020.0,629916540.0
2291.0,178526690.0,394999600.0,289031500.0,593097000.0
2292.0,177516720.0,393315300.0,282374340.0,570763300.0
2293.0,178650700.0,412977280.0,279514460.0,600388800.0
2294.0,195304430.0,395037280.0,280601100.0,805204600.0
2295.0,179805680.0,389603970.0,277520100.0,703107600.0
2296.0,179060670.0,387349500.0,276311740.0,567016600.0
2297.0,179385470.0,387075900.0,276032450.0,544988700.0
2298.0,177189280.0,390130720.0,282528300.0,554852300.0
2299.0,176861810.0,385166300.0,274741470.0,552063600.0
2300.0,176622300.0,383046050.0,273733150.0,626165600.0
