time,GFDL-CM3,CCSM4,GISS-E2-R,CESM1-CAM5,CANESM2,NORESM1-M,IPSL-CM5A-LR,MPI-ESM-LR,CNRM-CM5,GFDL-ESM2G,CSIRO-MK3-6-0
2022.0,13676148000000.0,13727675000000.0,13721214000000.0,13669152000000.0,13684932000000.0,13693509000000.0,13703860000000.0,13724631000000.0,13728146000000.0,13697651000000.0,13719147000000.0
2023.0,13622742000000.0,13711854000000.0,13698974000000.0,13624030000000.0,13667145000000.0,13669913000000.0,13686314000000.0,13703535000000.0,13718612000000.0,13693712000000.0,13700711000000.0
2024.0,13515933000000.0,13684791000000.0,13681455000000.0,13608478000000.0,13644572000000.0,13633789000000.0,13672021000000.0,13693369000000.0,13688396000000.0,13676763000000.0,13682294000000.0
2025.0,13411999000000.0,13683963000000.0,13670686000000.0,13553851000000.0,13630960000000.0,13605016000000.0,13638869000000.0,13680004000000.0,13673974000000.0,13684819000000.0,13654185000000.0
2026.0,13355566000000.0,13666439000000.0,13649400000000.0,13524745000000.0,13614490000000.0,13588186000000.0,13627366000000.0,13665428000000.0,13670514000000.0,13670694000000.0,13625636000000.0
2027.0,13266120000000.0,13646675000000.0,13628508000000.0,13460784000000.0,13598657000000.0,13544307000000.0,13629031000000.0,13664749000000.0,13657447000000.0,13659507000000.0,13604198000000.0
2028.0,13149978000000.0,13633786000000.0,13626893000000.0,13427111000000.0,13559967000000.0,13521448000000.0,13608901000000.0,13643608000000.0,13627335000000.0,13652856000000.0,13597217000000.0
2029.0,13024975000000.0,13601304000000.0,13608637000000.0,13410818000000.0,13523833000000.0,13486272000000.0,13601716000000.0,13608795000000.0,13602297000000.0,13647373000000.0,13588604000000.0
2030.0,12934970000000.0,13590164000000.0,13593430000000.0,13355232000000.0,13505897000000.0,13462472000000.0,13581663000000.0,13588776000000.0,13572257000000.0,13623968000000.0,13562373000000.0
2031.0,12851803000000.0,13549649000000.0,13553516000000.0,13307844000000.0,13456036000000.0,13436835000000.0,13563028000000.0,13579185000000.0,13541394000000.0,13607270000000.0,13559408000000.0
2032.0,12774756000000.0,13534793000000.0,13530958000000.0,13265958000000.0,13413865000000.0,13421998000000.0,13547589000000.0,13555201000000.0,13520025000000.0,13606179000000.0,13547815000000.0
2033.0,12707097000000.0,13504030000000.0,13517652000000.0,13199760000000.0,13328523000000.0,13396790000000.0,13546899000000.0,13534711000000.0,13489460000000.0,13588136000000.0,13513478000000.0
2034.0,12650795000000.0,13485522000000.0,13521399000000.0,13126290000000.0,13282716000000.0,13365965000000.0,13534526000000.0,13512532000000.0,13459647000000.0,13581322000000.0,13499459000000.0
2035.0,12622604000000.0,13456247000000.0,13507276000000.0,13071084000000.0,13237603000000.0,13346074000000.0,13520803000000.0,13488247000000.0,13438839000000.0,13588549000000.0,13476159000000.0
2036.0,12557935000000.0,13415025000000.0,13499506000000.0,13009179000000.0,13182285000000.0,13331624000000.0,13438640000000.0,13462287000000.0,13399771000000.0,13579146000000.0,13459497000000.0
2037.0,12517878000000.0,13397319000000.0,13488451000000.0,12950952000000.0,13123280000000.0,13288043000000.0,13416246000000.0,13431536000000.0,13354670000000.0,13565851000000.0,13446232000000.0
2038.0,12468385000000.0,13344171000000.0,13465890000000.0,12898643000000.0,13089051000000.0,13251224000000.0,13374596000000.0,13400317000000.0,13328997000000.0,13563811000000.0,13444741000000.0
2039.0,12422867000000.0,13320000000000.0,13440713000000.0,12831911000000.0,12998838000000.0,13214700000000.0,13314818000000.0,13361254000000.0,13267559000000.0,13554017000000.0,13427957000000.0
2040.0,12353131000000.0,13286629000000.0,13434133000000.0,12785927000000.0,12959711000000.0,13186577000000.0,13270740000000.0,13331977000000.0,13190764000000.0,13527520000000.0,13418556000000.0
2041.0,12237618000000.0,13226662000000.0,13427631000000.0,12725891000000.0,12920366000000.0,13132740000000.0,13233700000000.0,13303199000000.0,13147437000000.0,13516870000000.0,13387535000000.0
2042.0,12127967000000.0,13201301000000.0,13410869000000.0,12685002000000.0,12881026000000.0,13079052000000.0,13176058000000.0,13270788000000.0,13097440000000.0,13496623000000.0,13367633000000.0
2043.0,12019136000000.0,13176599000000.0,13400639000000.0,12639483000000.0,12848359000000.0,13029130000000.0,13138121000000.0,13242621000000.0,12988259000000.0,13473136000000.0,13352653000000.0
2044.0,11915675000000.0,13130822000000.0,13389731000000.0,12547947000000.0,12784381000000.0,13003373000000.0,13085728000000.0,13193480000000.0,12915665000000.0,13449164000000.0,13318392000000.0
2045.0,11787015000000.0,13085871000000.0,13383392000000.0,12459886000000.0,12688142000000.0,12953290000000.0,13023783000000.0,13151465000000.0,12828250000000.0,13424347000000.0,13287917000000.0
2046.0,11676492000000.0,13061072000000.0,13371558000000.0,12383758000000.0,12560174000000.0,12882971000000.0,13007423000000.0,13107910000000.0,12771598000000.0,13430212000000.0,13266133000000.0
2047.0,11561408000000.0,13018581000000.0,13348899000000.0,12283294000000.0,12516838000000.0,12858425000000.0,12955568000000.0,13096154000000.0,12711664000000.0,13415543000000.0,13250918000000.0
2048.0,11434759000000.0,12975305000000.0,13328505000000.0,12205687000000.0,12485345000000.0,12807993000000.0,12931256000000.0,13073424000000.0,12642416000000.0,13406973000000.0,13231075000000.0
2049.0,11381395000000.0,12947460000000.0,13297087000000.0,12137238000000.0,12395999000000.0,12778717000000.0,12887011000000.0,13050446000000.0,12552500000000.0,13389384000000.0,13218352000000.0
2050.0,11333316000000.0,12911521000000.0,13274512000000.0,12047378000000.0,12338335000000.0,12746083000000.0,12871967000000.0,13028332000000.0,12494997000000.0,13379381000000.0,13197579000000.0
2051.0,11262526000000.0,12887307000000.0,13277119000000.0,11959540000000.0,12300243000000.0,12722936000000.0,12808049000000.0,13010778000000.0,12413739000000.0,13362990000000.0,13176554000000.0
2052.0,11228678000000.0,12866115000000.0,13259508000000.0,11851019000000.0,12278694000000.0,12678231000000.0,12779607000000.0,12970571000000.0,12310797000000.0,13356784000000.0,13169963000000.0
2053.0,11140992000000.0,12842738000000.0,13245904000000.0,11796774000000.0,12207699000000.0,12620635000000.0,12732643000000.0,12940308000000.0,12223081000000.0,13342594000000.0,13145140000000.0
2054.0,11034795000000.0,12816390000000.0,13239926000000.0,11712966000000.0,12130143000000.0,12581448000000.0,12711307000000.0,12916243000000.0,12098838000000.0,13343860000000.0,13122480000000.0
2055.0,10949721000000.0,12778107000000.0,13232707000000.0,11617377000000.0,12042533000000.0,12537759000000.0,12673151000000.0,12893376000000.0,11993064000000.0,13319571000000.0,13092073000000.0
2056.0,10876090000000.0,12748182000000.0,13201215000000.0,11529623000000.0,11996736000000.0,12490449000000.0,12600094000000.0,12873535000000.0,11906683000000.0,13310055000000.0,13075486000000.0
2057.0,10749562000000.0,12722559000000.0,13155158000000.0,11458862000000.0,11963166000000.0,12438803000000.0,12548800000000.0,12843456000000.0,11826802000000.0,13282721000000.0,13062092000000.0
2058.0,10651752000000.0,12683805000000.0,13156926000000.0,11402423000000.0,11914934000000.0,12393615000000.0,12515886000000.0,12809202000000.0,11745607000000.0,13257525000000.0,13033443000000.0
2059.0,10582601000000.0,12640738000000.0,13149150000000.0,11323506000000.0,11849069000000.0,12357685000000.0,12438731000000.0,12753931000000.0,11660417000000.0,13250413000000.0,13002425000000.0
2060.0,10455850000000.0,12629534000000.0,13140290000000.0,11211115000000.0,11813352000000.0,12320351000000.0,12366101000000.0,12707009000000.0,11575118000000.0,13243799000000.0,12994775000000.0
2061.0,10303724000000.0,12598094000000.0,13120257000000.0,11121855000000.0,11713200000000.0,12290273000000.0,12308732000000.0,12679517000000.0,11514118000000.0,13240698000000.0,12975747000000.0
2062.0,10150812000000.0,12576520000000.0,13106303000000.0,11028440000000.0,11655734000000.0,12245726000000.0,12272602000000.0,12675027000000.0,11411524000000.0,13237008000000.0,12938005000000.0
2063.0,10026059000000.0,12510200000000.0,13095643000000.0,10936410000000.0,11584419000000.0,12184862000000.0,12236277000000.0,12625002000000.0,11329219000000.0,13221562000000.0,12906140000000.0
2064.0,9914838000000.0,12466139000000.0,13099130000000.0,10861053000000.0,11510999000000.0,12142993000000.0,12214058000000.0,12593452000000.0,11236862000000.0,13216328000000.0,12887664000000.0
2065.0,9835150000000.0,12426801000000.0,13106358000000.0,10792743000000.0,11454645000000.0,12111504000000.0,12162759000000.0,12529538000000.0,11170386000000.0,13206736000000.0,12844394000000.0
2066.0,9779311000000.0,12391761000000.0,13081076000000.0,10711503000000.0,11406517000000.0,12062983000000.0,12104815000000.0,12491680000000.0,11066571000000.0,13194493000000.0,12821076000000.0
2067.0,9712681000000.0,12335032000000.0,13047033000000.0,10622441000000.0,11255556000000.0,12022164000000.0,12070404000000.0,12438808000000.0,10994863000000.0,13179716000000.0,12794075000000.0
2068.0,9634131000000.0,12283538000000.0,13030689000000.0,10511691000000.0,11195121000000.0,11938670000000.0,12007488000000.0,12402251000000.0,10924305000000.0,13171788000000.0,12746249000000.0
2069.0,9549406000000.0,12226508000000.0,13030635000000.0,10418761000000.0,11149851000000.0,11877919000000.0,11948543000000.0,12349343000000.0,10868542000000.0,13141435000000.0,12729901000000.0
2070.0,9461327000000.0,12200892000000.0,13002609000000.0,10329782000000.0,11061106000000.0,11839090000000.0,11876753000000.0,12296798000000.0,10763631000000.0,13131556000000.0,12701217000000.0
2071.0,9319362000000.0,12164421000000.0,12999079000000.0,10197922000000.0,10980859000000.0,11791990000000.0,11831063000000.0,12243784000000.0,10660825000000.0,13112109000000.0,12672826000000.0
2072.0,9189717000000.0,12132610000000.0,12997008000000.0,10097892000000.0,10897132000000.0,11724212000000.0,11785939000000.0,12193497000000.0,10589967000000.0,13092059000000.0,12642533000000.0
2073.0,9037732000000.0,12103505000000.0,12984120000000.0,10006146000000.0,10802994000000.0,11605114000000.0,11682297000000.0,12164607000000.0,10480296000000.0,13081684000000.0,12617234000000.0
2074.0,8890036000000.0,12059761000000.0,12947610000000.0,9867159000000.0,10709313000000.0,11524765000000.0,11639628000000.0,12122852000000.0,10396630000000.0,13060313000000.0,12591986000000.0
2075.0,8736984300000.0,12026892000000.0,12923427000000.0,9761759000000.0,10638633000000.0,11463948000000.0,11575648000000.0,12080723000000.0,10302788000000.0,13053350000000.0,12566616000000.0
2076.0,8588961000000.0,11978816000000.0,12892504000000.0,9645552000000.0,10521058000000.0,11409132000000.0,11542715000000.0,12018880000000.0,10169635000000.0,13038897000000.0,12532878000000.0
2077.0,8460023000000.0,11953532000000.0,12864330000000.0,9543669000000.0,10438958000000.0,11341828000000.0,11470968000000.0,11957407000000.0,10071309000000.0,13013058000000.0,12500293000000.0
2078.0,8329894000000.0,11903529000000.0,12848513000000.0,9445449000000.0,10332650000000.0,11283996000000.0,11385174000000.0,11905557000000.0,9987008000000.0,12983256000000.0,12477243000000.0
2079.0,8219709700000.0,11814104000000.0,12822899000000.0,9340707000000.0,10209088000000.0,11237320000000.0,11276089000000.0,11857276000000.0,9898681000000.0,12940479000000.0,12457969000000.0
2080.0,8145654000000.0,11724148000000.0,12777410000000.0,9258038000000.0,10114359000000.0,11189275000000.0,11245951000000.0,11816149000000.0,9808886000000.0,12897302000000.0,12438399000000.0
2081.0,8058502000000.0,11628455000000.0,12742987000000.0,9166210000000.0,9989971000000.0,11141537000000.0,11209056000000.0,11786529000000.0,9698338000000.0,12866392000000.0,12427971000000.0
2082.0,7998613000000.0,11588555000000.0,12714791000000.0,9088385000000.0,9945476000000.0,11090266000000.0,11147022000000.0,11742661000000.0,9604981000000.0,12853677000000.0,12386753000000.0
2083.0,7945138500000.0,11532194000000.0,12701142000000.0,8980913000000.0,9860901000000.0,11051578000000.0,11101341000000.0,11701159000000.0,9520203000000.0,12834960000000.0,12344957000000.0
2084.0,7869044400000.0,11491784000000.0,12684460000000.0,8869267000000.0,9751057000000.0,11018354000000.0,11068431000000.0,11646852000000.0,9440384000000.0,12817380000000.0,12327399000000.0
2085.0,7792064700000.0,11447904000000.0,12666967000000.0,8770044000000.0,9682016000000.0,10946312000000.0,11007571000000.0,11615938000000.0,9362305000000.0,12788850000000.0,12306364000000.0
2086.0,7686872000000.0,11407980000000.0,12662476000000.0,8686051300000.0,9606122000000.0,10866847000000.0,10970759000000.0,11574165000000.0,9280286000000.0,12748195000000.0,12274950000000.0
2087.0,7553386000000.0,11378940000000.0,12642842000000.0,8592509000000.0,9506933000000.0,10804938000000.0,10915549000000.0,11554310000000.0,9170577000000.0,12711002000000.0,12237464000000.0
2088.0,7428267000000.0,11349533000000.0,12621158000000.0,8492904000000.0,9408303000000.0,10761671000000.0,10875071000000.0,11530524000000.0,9076189000000.0,12682254000000.0,12212503000000.0
2089.0,7296308000000.0,11287854000000.0,12593199000000.0,8412413000000.0,9328550000000.0,10703466000000.0,10817029000000.0,11472103000000.0,9007155000000.0,12659996000000.0,12199661000000.0
2090.0,7173750400000.0,11236088000000.0,12568164000000.0,8304665000000.0,9196778000000.0,10651092000000.0,10763476000000.0,11433461000000.0,8914559000000.0,12627718000000.0,12155567000000.0
2091.0,7047458300000.0,11185549000000.0,12541269000000.0,8214115500000.0,9123693000000.0,10561080000000.0,10723508000000.0,11387506000000.0,8833035000000.0,12598047000000.0,12124340000000.0
2092.0,6940898400000.0,11161526000000.0,12509429000000.0,8124066400000.0,9033893000000.0,10481947000000.0,10704638000000.0,11342918000000.0,8756331500000.0,12577255000000.0,12092122000000.0
2093.0,6849820600000.0,11130934000000.0,12484625000000.0,8014926000000.0,8930796000000.0,10400626000000.0,10697831000000.0,11297193000000.0,8651458000000.0,12542941000000.0,12062950000000.0
2094.0,6759309600000.0,11092964000000.0,12458962000000.0,7907168500000.0,8808815000000.0,10321623000000.0,10652150000000.0,11259465000000.0,8582108500000.0,12532123000000.0,12038297000000.0
2095.0,6683111000000.0,11056168000000.0,12431946000000.0,7798175300000.0,8751180000000.0,10243614000000.0,10605050000000.0,11222593000000.0,8517372600000.0,12522242000000.0,12001346000000.0
2096.0,6606943700000.0,10999658000000.0,12411807000000.0,7688887000000.0,8663159300000.0,10166159000000.0,10529230000000.0,11179800000000.0,8429394000000.0,12507599000000.0,11967209000000.0
2097.0,6531969400000.0,10955650000000.0,12392611000000.0,7579585500000.0,8583917000000.0,10095618000000.0,10470593000000.0,11124776000000.0,8318729000000.0,12474634000000.0,11938412000000.0
2098.0,6453316300000.0,10881965000000.0,12382614000000.0,7487788400000.0,8474100000000.0,9976336000000.0,10424748000000.0,11075863000000.0,8220443700000.0,12460072000000.0,11914313000000.0
2099.0,6365595000000.0,10827333000000.0,12350523000000.0,7407057000000.0,8406760000000.0,9913931000000.0,10330836000000.0,11025446000000.0,8130539300000.0,12438634000000.0,11884203000000.0
2100.0,6254972000000.0,10774936000000.0,12329746000000.0,7329226400000.0,8314859000000.0,9844911000000.0,10287379000000.0,10978501000000.0,8043963600000.0,12426514000000.0,11864910000000.0
