time,GISS-E2-R,CCSM4,GFDL-CM3,NORESM1-M,CANESM2,CSIRO-MK3-6-0,GFDL-ESM2G,MPI-ESM-LR,IPSL-CM5A-LR,CNRM-CM5
2089.0,11580838000000.0,10231872000000.0,6603912000000.0,9157573000000.0,7747833000000.0,11142306000000.0,10254568000000.0,9604044000000.0,9119854000000.0,6689798000000.0
2090.0,11525107000000.0,10099755000000.0,6449848000000.0,9067069000000.0,7585444000000.0,11076033000000.0,10162525000000.0,9519107000000.0,9012408000000.0,6563184500000.0
2091.0,11483987000000.0,9987829000000.0,6274047000000.0,8981758000000.0,7443535000000.0,11004226000000.0,10035396000000.0,9427678000000.0,8900526000000.0,6398802000000.0
2092.0,11427650000000.0,9852380000000.0,6117429600000.0,8849036000000.0,7275357000000.0,10942911000000.0,9943954000000.0,9336722000000.0,8768511300000.0,6216760700000.0
2093.0,11364853000000.0,9697503000000.0,5966240700000.0,8753236000000.0,7085571400000.0,10881007000000.0,9863286000000.0,9243390000000.0,8659129600000.0,6072990400000.0
2094.0,11318237000000.0,9565832000000.0,5814680000000.0,8651794000000.0,6901728300000.0,10820101000000.0,9735875000000.0,9150924000000.0,8576896000000.0,5939483600000.0
2095.0,11280706000000.0,9470688000000.0,5652945600000.0,8538586000000.0,6719967600000.0,10772140000000.0,9648547000000.0,9040385000000.0,8485585600000.0,5799054000000.0
2096.0,11230556000000.0,9326493000000.0,5519015700000.0,8433684000000.0,6553510300000.0,10710440000000.0,9570493000000.0,8935345000000.0,8400883700000.0,5668080700000.0
2097.0,11166014000000.0,9188755000000.0,5369657000000.0,8333503000000.0,6381548600000.0,10649097000000.0,9482237000000.0,8839372000000.0,8305497300000.0,5520257000000.0
2098.0,11135722000000.0,9080213000000.0,5223117500000.0,8197724700000.0,6211836600000.0,10572743000000.0,9381870000000.0,8757788500000.0,8178220000000.0,5385442300000.0
2099.0,11083609000000.0,8923869000000.0,5070755700000.0,8067451000000.0,6034402300000.0,10506336000000.0,9306479000000.0,8658096000000.0,8097398000000.0,5243169400000.0
2100.0,11025778000000.0,8802347000000.0,4910709000000.0,7955711300000.0,5838058000000.0,10417345000000.0,9218457000000.0,8577305000000.0,7981912600000.0,5092840000000.0
