time,CESM1-CAM5,NORESM1-M,CNRM-CM5,CCSM4,GFDL-CM3,CSIRO-MK3-6-0,GFDL-ESM2G,IPSL-CM5A-LR,MPI-ESM-LR,GISS-E2-R,CANESM2
2045.0,80676670000.0,83840030000.0,87119840000.0,87522650000.0,80238125000.0,86071310000.0,85933890000.0,85412880000.0,84019210000.0,85734695000.0,84391920000.0
2046.0,80021320000.0,83381900000.0,86123310000.0,86938540000.0,79448980000.0,86018750000.0,85677105000.0,84600030000.0,83612330000.0,85566750000.0,84278485000.0
2047.0,79484230000.0,82814080000.0,85783880000.0,86451724000.0,78835880000.0,85576860000.0,85370430000.0,84253426000.0,83449790000.0,87046726000.0,83717140000.0
2048.0,78803420000.0,82473970000.0,85407800000.0,86419930000.0,78190174000.0,85208015000.0,85042995000.0,83897580000.0,82971574000.0,85652640000.0,83383690000.0
2049.0,78224020000.0,82020340000.0,85253430000.0,86022060000.0,77578950000.0,85163280000.0,84623220000.0,83498680000.0,82630885000.0,85303350000.0,83090770000.0
2050.0,77794760000.0,81564840000.0,84786350000.0,85936580000.0,77039985000.0,86371480000.0,84364850000.0,82956370000.0,82299350000.0,84761880000.0,82647840000.0
2051.0,77098460000.0,81062550000.0,84801085000.0,85742830000.0,76472890000.0,84943350000.0,84296294000.0,82568086000.0,81879750000.0,84517265000.0,82372930000.0
2052.0,76444810000.0,81245960000.0,84452200000.0,85583330000.0,75897430000.0,84825145000.0,84441150000.0,82800720000.0,81461180000.0,84170375000.0,81667810000.0
2053.0,75677210000.0,80582220000.0,84269965000.0,85455856000.0,75344590000.0,84460760000.0,83718080000.0,82908610000.0,81019390000.0,83908200000.0,81219270000.0
2054.0,74898220000.0,79883510000.0,84174725000.0,85400084000.0,74671290000.0,84189760000.0,83905970000.0,81811080000.0,80775860000.0,83529630000.0,80950900000.0
2055.0,74164175000.0,79652520000.0,84677000000.0,85094870000.0,74007400000.0,84055106000.0,83188260000.0,81898360000.0,80313450000.0,83285750000.0,80487630000.0
2056.0,73398200000.0,79235110000.0,84145270000.0,84878460000.0,73323860000.0,83717650000.0,82957990000.0,80891855000.0,79758610000.0,82890150000.0,80719210000.0
2057.0,72437990000.0,78668956000.0,85237700000.0,84537926000.0,73080480000.0,83278370000.0,82840130000.0,80829730000.0,79674030000.0,82548530000.0,79993184000.0
2058.0,71870220000.0,78153280000.0,83375710000.0,84381300000.0,72189714000.0,83209460000.0,82360100000.0,80155550000.0,79064510000.0,82283830000.0,79590400000.0
2059.0,71472865000.0,77565256000.0,82490830000.0,84262300000.0,71485190000.0,83223250000.0,82126640000.0,79891350000.0,78819844000.0,82534820000.0,78960990000.0
2060.0,70257340000.0,77286020000.0,82241920000.0,84229650000.0,70928630000.0,83212820000.0,82084580000.0,79393200000.0,78356950000.0,82232060000.0,78460750000.0
2061.0,69688074000.0,76716696000.0,82194400000.0,83658460000.0,70253900000.0,82660385000.0,81533305000.0,79042990000.0,77735690000.0,81720070000.0,77994350000.0
2062.0,68949970000.0,76255674000.0,83723444000.0,83444744000.0,69497570000.0,82352550000.0,82034340000.0,78610326000.0,77271080000.0,81723780000.0,77625065000.0
2063.0,68303905000.0,75974600000.0,84061380000.0,83366306000.0,68813140000.0,82066550000.0,81042540000.0,78403445000.0,76909650000.0,81226540000.0,77101430000.0
2064.0,67157385000.0,75342190000.0,84736710000.0,83065910000.0,68099125000.0,81760630000.0,80684140000.0,78648390000.0,76378640000.0,80892040000.0,76657040000.0
2065.0,66334482000.0,74972340000.0,83849500000.0,82778770000.0,67424113000.0,81627046000.0,80192010000.0,77660880000.0,76100580000.0,81049215000.0,75984970000.0
2066.0,65459126000.0,74483530000.0,84744560000.0,82689430000.0,66677260000.0,81073545000.0,80061850000.0,77062940000.0,75910790000.0,80506690000.0,75684070000.0
2067.0,64622970000.0,73955360000.0,82813714000.0,83233554000.0,65998340000.0,81319850000.0,79815120000.0,76536210000.0,75261980000.0,80905355000.0,75046870000.0
2068.0,63967015000.0,73607040000.0,82054370000.0,82825050000.0,65460662000.0,80885740000.0,79270920000.0,76174180000.0,74666840000.0,80557730000.0,74785410000.0
2069.0,62957800000.0,73163140000.0,81352080000.0,82432950000.0,64954946000.0,80423240000.0,79043805000.0,75735480000.0,74193084000.0,80273646000.0,74181526000.0
2070.0,62289048000.0,72500120000.0,81669630000.0,81770310000.0,64358736000.0,80243560000.0,78868880000.0,75564450000.0,73798550000.0,79627040000.0,73747370000.0
2071.0,61559960000.0,72086946000.0,80164570000.0,81453100000.0,63708496000.0,80076910000.0,78345585000.0,74892935000.0,73315620000.0,79357710000.0,73197400000.0
2072.0,60847010000.0,72229860000.0,79661390000.0,81217980000.0,62974060000.0,79871830000.0,78056650000.0,74457430000.0,73084080000.0,79400990000.0,72899180000.0
2073.0,60293526000.0,71267480000.0,79358060000.0,81121120000.0,62108344000.0,80607010000.0,77490030000.0,73954615000.0,72441635000.0,80946184000.0,72513490000.0
2074.0,59421643000.0,70762955000.0,79296400000.0,80846586000.0,61516345000.0,79684170000.0,77395616000.0,74672685000.0,71938470000.0,80829280000.0,72075840000.0
2075.0,58922287000.0,70223380000.0,78881740000.0,80540880000.0,60798120000.0,79517370000.0,76678770000.0,73453200000.0,71417560000.0,79389210000.0,71666260000.0
2076.0,58089210000.0,69890540000.0,79194670000.0,80619905000.0,60108520000.0,78754700000.0,76374670000.0,73096585000.0,70972820000.0,78889830000.0,71380730000.0
2077.0,57480060000.0,69325830000.0,78086790000.0,80412570000.0,59293127000.0,78349210000.0,76895355000.0,72474020000.0,70391400000.0,78239290000.0,70912020000.0
2078.0,56590270000.0,68780510000.0,78056050000.0,80443850000.0,58720915000.0,78019930000.0,75990925000.0,72530040000.0,69884620000.0,78601260000.0,70509900000.0
2079.0,55889347000.0,68197007000.0,77835060000.0,79990415000.0,58007704000.0,77692630000.0,75317395000.0,73594230000.0,69304934000.0,79608670000.0,70123200000.0
2080.0,55029547000.0,67868873000.0,76962636000.0,80669210000.0,57315066000.0,77349850000.0,76586280000.0,72251924000.0,68783940000.0,79624405000.0,69869355000.0
2081.0,54054520000.0,67313426000.0,76395045000.0,80458640000.0,56873460000.0,77550790000.0,74756235000.0,71187500000.0,68211260000.0,78622660000.0,69107440000.0
2082.0,53243093000.0,66835490000.0,76635390000.0,81203225000.0,56198140000.0,77263690000.0,75093200000.0,71728095000.0,68635330000.0,78607710000.0,68411720000.0
2083.0,52405110000.0,66236805000.0,77599180000.0,79594540000.0,55596278000.0,76801160000.0,74426340000.0,71284646000.0,67284760000.0,77658020000.0,68257964000.0
2084.0,51645590000.0,65710027000.0,75489600000.0,79312600000.0,54944506000.0,76362640000.0,73931506000.0,70258680000.0,66702803000.0,77307580000.0,67848745000.0
2085.0,50940980000.0,65229670000.0,74993600000.0,78510890000.0,54425735000.0,75983405000.0,73664905000.0,69635790000.0,66256052000.0,77222850000.0,68226940000.0
2086.0,50892694000.0,64926710000.0,75028680000.0,78139770000.0,53865220000.0,75703165000.0,73197960000.0,68991250000.0,66517893000.0,76693250000.0,66976090000.0
2087.0,49532084000.0,64218380000.0,76087170000.0,77868040000.0,53171220000.0,75290935000.0,72999610000.0,68549825000.0,67918540000.0,77357860000.0,66583920000.0
2088.0,48642593000.0,63783020000.0,75300880000.0,77491175000.0,52557300000.0,75011130000.0,72542920000.0,67983684000.0,65154860000.0,76395530000.0,65914260000.0
2089.0,47817486000.0,63339220000.0,74127245000.0,78454505000.0,52044630000.0,74634715000.0,72317980000.0,67599966000.0,64832000000.0,76030935000.0,65246994000.0
2090.0,47197917000.0,62809764000.0,74951730000.0,77050220000.0,51464217000.0,74418030000.0,71721206000.0,67019825000.0,64204804000.0,75666375000.0,64715395000.0
2091.0,46498570000.0,62320150000.0,74189095000.0,76530310000.0,50730807000.0,74225254000.0,71352680000.0,66593140000.0,64013873000.0,75511320000.0,64084107000.0
2092.0,45802320000.0,61783150000.0,74263980000.0,76337940000.0,50539426000.0,73769610000.0,70895575000.0,65994924000.0,63260865000.0,75498450000.0,63476486000.0
2093.0,45174833000.0,61139423000.0,74716970000.0,75912530000.0,49646600000.0,73399255000.0,71466975000.0,65863274000.0,63213230000.0,75057270000.0,65040454000.0
2094.0,44511750000.0,61197050000.0,73353240000.0,75568610000.0,48969760000.0,72986560000.0,70181460000.0,65167856000.0,62457380000.0,74723080000.0,62988796000.0
2095.0,45603475000.0,60394586000.0,72671600000.0,75493220000.0,48358904000.0,72853800000.0,69822170000.0,65102225000.0,61943034000.0,74652566000.0,63264293000.0
2096.0,43636960000.0,59910857000.0,72429535000.0,75451605000.0,48233484000.0,72465140000.0,69956100000.0,64631046000.0,61604460000.0,74127930000.0,61845815000.0
2097.0,42999013000.0,59495350000.0,74069510000.0,75348720000.0,47234433000.0,73839190000.0,69116305000.0,64017224000.0,61119037000.0,73860130000.0,61408390000.0
2098.0,42284347000.0,59056296000.0,72956070000.0,74921190000.0,46704673000.0,73292630000.0,68646470000.0,63536660000.0,61317878000.0,73743490000.0,61005345000.0
2099.0,41411020000.0,58412843000.0,72160670000.0,74545380000.0,46194130000.0,72245084000.0,69090200000.0,64449266000.0,61439287000.0,73613640000.0,60352440000.0
2100.0,40705230000.0,60278120000.0,72323880000.0,76563505000.0,45533610000.0,71892850000.0,67942433000.0,65217286000.0,60263653000.0,76097720000.0,59777405000.0
