time,CCSM4,GFDL-CM3,NORESM1-M,CNRM-CM5,GFDL-ESM2G,IPSL-CM5A-LR,CSIRO-MK3-6-0,MPI-ESM-LR,CANESM2,GISS-E2-R
2000.0,90413660000.0,90413660000.0,90413660000.0,90413660000.0,90413660000.0,90413660000.0,90413660000.0,90413660000.0,90413660000.0,90413660000.0
2001.0,90246180000.0,90246180000.0,90246180000.0,90246180000.0,90246180000.0,90246180000.0,90246180000.0,90246180000.0,90246180000.0,90246180000.0
2002.0,90192990000.0,90192990000.0,90192990000.0,90192990000.0,90192990000.0,90192990000.0,90192990000.0,90192990000.0,90192990000.0,90192990000.0
2003.0,89933700000.0,89933700000.0,89933700000.0,89933700000.0,89933700000.0,89933700000.0,89933700000.0,89933700000.0,89933700000.0,89933700000.0
2004.0,89744590000.0,89744590000.0,89744590000.0,89744590000.0,89744590000.0,89744590000.0,89744590000.0,89744590000.0,89744590000.0,89744590000.0
2005.0,89784790000.0,89784790000.0,89784790000.0,89784790000.0,89784790000.0,89784790000.0,89784790000.0,89784790000.0,89784790000.0,89784790000.0
2006.0,89880930000.0,89880930000.0,89880930000.0,89880930000.0,89880930000.0,89880930000.0,89880930000.0,89880930000.0,89880930000.0,89880930000.0
2007.0,90208840000.0,90208840000.0,90208840000.0,90208840000.0,90208840000.0,90208840000.0,90208840000.0,90208840000.0,90208840000.0,90208840000.0
2008.0,89853610000.0,89853610000.0,89853610000.0,89853610000.0,89853610000.0,89853610000.0,89853610000.0,89853610000.0,89853610000.0,89853610000.0
2009.0,89713000000.0,89713000000.0,89713000000.0,89713000000.0,89713000000.0,89713000000.0,89713000000.0,89713000000.0,89713000000.0,89713000000.0
2010.0,89345500000.0,89345500000.0,89345500000.0,89345500000.0,89345500000.0,89345500000.0,89345500000.0,89345500000.0,89345500000.0,89345500000.0
2011.0,89230610000.0,89230610000.0,89230610000.0,89230610000.0,89230610000.0,89230610000.0,89230610000.0,89230610000.0,89230610000.0,89230610000.0
2012.0,89465110000.0,89465110000.0,89465110000.0,89465110000.0,89465110000.0,89465110000.0,89465110000.0,89465110000.0,89465110000.0,89465110000.0
2013.0,89709640000.0,89709640000.0,89709640000.0,89709640000.0,89709640000.0,89709640000.0,89709640000.0,89709640000.0,89709640000.0,89709640000.0
2014.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0,90436930000.0
2015.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0,89560680000.0
2016.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0,90794930000.0
2017.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0,89558260000.0
2018.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0,89471260000.0
2019.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0,91231260000.0
2020.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0,89192840000.0
2021.0,89173066000.0,88895440000.0,88840150000.0,89179340000.0,88910480000.0,89251590000.0,88968856000.0,88844214000.0,89465810000.0,89200450000.0
2022.0,89099110000.0,88741405000.0,88759960000.0,89030435000.0,89298560000.0,88826150000.0,88694620000.0,89225260000.0,88974170000.0,88786840000.0
2023.0,89396040000.0,88464380000.0,88828690000.0,88804380000.0,88662250000.0,88939360000.0,88674400000.0,88694970000.0,88646255000.0,88622555000.0
2024.0,89129340000.0,88296554000.0,88798780000.0,89302010000.0,88613350000.0,88457980000.0,88768520000.0,88515640000.0,88608450000.0,88412815000.0
2025.0,88919106000.0,88108400000.0,88531300000.0,89058800000.0,88395610000.0,88758330000.0,88480950000.0,88528580000.0,88434220000.0,88286090000.0
2026.0,88988840000.0,87772920000.0,88478695000.0,89093410000.0,88338540000.0,88241770000.0,88293560000.0,88458400000.0,88356610000.0,88187404000.0
2027.0,88731660000.0,87495220000.0,88152924000.0,88349940000.0,88354144000.0,88465200000.0,88234205000.0,88162870000.0,88023700000.0,87969420000.0
2028.0,88529720000.0,87272930000.0,87899660000.0,88008050000.0,88269726000.0,88092690000.0,87930480000.0,88108474000.0,87830500000.0,87791485000.0
2029.0,88528626000.0,86897060000.0,87782720000.0,87871816000.0,88191615000.0,87871880000.0,87993590000.0,88031130000.0,87548520000.0,87669490000.0
2030.0,88261730000.0,86644670000.0,87499250000.0,87901970000.0,89300730000.0,87799340000.0,87821435000.0,87724220000.0,87366420000.0,87494920000.0
2031.0,88200480000.0,86282290000.0,87318530000.0,89527525000.0,88013960000.0,87403990000.0,87627930000.0,87308710000.0,87093700000.0,87458870000.0
2032.0,88206246000.0,85879640000.0,87164720000.0,87756055000.0,87803896000.0,87708620000.0,87797220000.0,87094510000.0,86910484000.0,87154565000.0
2033.0,87949550000.0,85522830000.0,86926810000.0,87314850000.0,87457640000.0,86963630000.0,88316440000.0,86910550000.0,86883380000.0,86889685000.0
2034.0,88684220000.0,85158090000.0,86728480000.0,87046810000.0,88643576000.0,86615700000.0,87420486000.0,86638150000.0,86497124000.0,86665490000.0
2035.0,88041540000.0,84666210000.0,86807660000.0,88347730000.0,87284490000.0,86204970000.0,87340490000.0,86420740000.0,86458720000.0,86475145000.0
2036.0,87710620000.0,84169110000.0,86274376000.0,86971670000.0,87142160000.0,86349136000.0,87324180000.0,86286246000.0,86018740000.0,86170330000.0
2037.0,87495250000.0,83615220000.0,86509930000.0,86617950000.0,86892700000.0,85573390000.0,87180000000.0,86145770000.0,85660810000.0,85900400000.0
2038.0,87369286000.0,83018460000.0,85971580000.0,86974550000.0,86564330000.0,85192330000.0,86799370000.0,85590310000.0,85312450000.0,85596720000.0
2039.0,87211200000.0,82442340000.0,85475160000.0,86205610000.0,86418230000.0,84691530000.0,86429300000.0,85361060000.0,85028676000.0,85532360000.0
2040.0,87360230000.0,81855170000.0,85163750000.0,86128075000.0,86121320000.0,84180940000.0,86163810000.0,84992490000.0,84587480000.0,84990290000.0
2041.0,87100610000.0,81208560000.0,84936850000.0,85866180000.0,85858930000.0,84094860000.0,86075600000.0,84659790000.0,84266360000.0,84715600000.0
2042.0,87731090000.0,80556680000.0,84716920000.0,85638070000.0,85807200000.0,83408675000.0,85984020000.0,84405780000.0,83955515000.0,84451840000.0
2043.0,86760096000.0,79872820000.0,84123220000.0,85252370000.0,85531420000.0,82900070000.0,85883630000.0,83985195000.0,83516230000.0,84090750000.0
2044.0,86425440000.0,79274390000.0,83746220000.0,85220840000.0,85279330000.0,82432066000.0,85469725000.0,83375060000.0,83124550000.0,83561710000.0
2045.0,86140895000.0,78616190000.0,83267950000.0,84651120000.0,85029220000.0,82215860000.0,84997470000.0,82998240000.0,82656220000.0,83134956000.0
2046.0,85934940000.0,77790540000.0,83016245000.0,84348450000.0,84845250000.0,81536640000.0,84679960000.0,82506105000.0,82092980000.0,82771050000.0
2047.0,85635210000.0,76962980000.0,82663000000.0,84278240000.0,84598610000.0,80737520000.0,84525520000.0,82043090000.0,81574730000.0,82244700000.0
2048.0,85323375000.0,76025690000.0,82277490000.0,83760500000.0,84151230000.0,80556700000.0,84180580000.0,81588610000.0,80960774000.0,82039760000.0
2049.0,84953860000.0,75163600000.0,81731250000.0,83621980000.0,83966120000.0,79777570000.0,83895910000.0,81211230000.0,80442360000.0,81544110000.0
2050.0,84789060000.0,74246060000.0,81306485000.0,84581065000.0,83454710000.0,79051080000.0,83700760000.0,80778160000.0,79904970000.0,81029050000.0
2051.0,84849885000.0,73487140000.0,80837370000.0,85275640000.0,83752090000.0,78578420000.0,83426520000.0,80137480000.0,79589910000.0,80482700000.0
2052.0,84175086000.0,72583590000.0,80273330000.0,84968500000.0,82789530000.0,78133850000.0,83447644000.0,79676230000.0,79116500000.0,80272490000.0
2053.0,83893930000.0,71728440000.0,79546515000.0,82844140000.0,83514680000.0,77340100000.0,82885165000.0,79156390000.0,78511776000.0,79747390000.0
2054.0,83521740000.0,70876480000.0,78961950000.0,81944930000.0,82838050000.0,76729390000.0,82487100000.0,78622286000.0,77987280000.0,79435645000.0
2055.0,83857230000.0,70088470000.0,78654810000.0,81651130000.0,81877870000.0,75967390000.0,82837774000.0,78208010000.0,77586020000.0,79049240000.0
2056.0,83258106000.0,69319790000.0,78095520000.0,81071660000.0,81551565000.0,75248400000.0,82191030000.0,77542330000.0,76862220000.0,78480800000.0
2057.0,82707580000.0,68459213000.0,77535355000.0,80694000000.0,81079950000.0,76818490000.0,81790690000.0,76873700000.0,76077130000.0,78162810000.0
2058.0,82770840000.0,67569450000.0,77005140000.0,80148100000.0,80564670000.0,75060520000.0,81431650000.0,76303114000.0,75552220000.0,77624940000.0
2059.0,81984850000.0,66628490000.0,76485450000.0,79795356000.0,80098460000.0,73587690000.0,81066890000.0,75686890000.0,74947850000.0,77547970000.0
2060.0,81639380000.0,65701960000.0,75969330000.0,79296135000.0,79673720000.0,72927355000.0,80805230000.0,75174040000.0,74281750000.0,76855660000.0
2061.0,81206290000.0,64843477000.0,75407750000.0,78950650000.0,79653070000.0,72511340000.0,80653960000.0,74555150000.0,73529565000.0,76358470000.0
2062.0,80693140000.0,63914066000.0,74889904000.0,78454096000.0,78923030000.0,71599120000.0,80446340000.0,73794770000.0,72765596000.0,76814250000.0
2063.0,80242120000.0,63039970000.0,74346865000.0,77993410000.0,78631280000.0,70934634000.0,80269820000.0,73134965000.0,72011590000.0,75823280000.0
2064.0,79690500000.0,62204230000.0,73583020000.0,77176990000.0,78031890000.0,70393220000.0,80323220000.0,72495230000.0,71277640000.0,75471176000.0
2065.0,79206060000.0,61190160000.0,72889980000.0,76625760000.0,77752990000.0,69618020000.0,79673565000.0,71822180000.0,70714690000.0,74894140000.0
2066.0,78694020000.0,60130780000.0,72416440000.0,76010390000.0,77582920000.0,69092720000.0,79490990000.0,71136444000.0,69797044000.0,74576765000.0
2067.0,78532170000.0,59204840000.0,71813470000.0,75375260000.0,76633260000.0,68606083000.0,78681880000.0,70569130000.0,69209170000.0,74140770000.0
2068.0,77618635000.0,58261550000.0,71093805000.0,74785186000.0,76814670000.0,67669750000.0,78317230000.0,69910720000.0,68466078000.0,74772240000.0
2069.0,76958210000.0,57286427000.0,70288980000.0,74389570000.0,76181290000.0,66941790000.0,77818030000.0,69276630000.0,67539610000.0,73984120000.0
2070.0,76676660000.0,56247103000.0,69581046000.0,73865404000.0,75528856000.0,66174250000.0,78938374000.0,68957890000.0,66758427000.0,73104550000.0
2071.0,75797190000.0,55216810000.0,68819100000.0,74602840000.0,75232630000.0,67336810000.0,77143820000.0,67919077000.0,66248820000.0,72701250000.0
2072.0,75209260000.0,54151074000.0,68041474000.0,73310044000.0,74660640000.0,65115370000.0,76856800000.0,67150455000.0,65505090000.0,75939890000.0
2073.0,74428010000.0,53333400000.0,67270780000.0,72411865000.0,73957384000.0,64207220000.0,76192410000.0,66390460000.0,64525808000.0,74609490000.0
2074.0,73841010000.0,52412522000.0,66416060000.0,71613950000.0,73502740000.0,63460220000.0,75670150000.0,65395687000.0,63800672000.0,73078570000.0
2075.0,73896150000.0,51441480000.0,65761587000.0,70758064000.0,72828900000.0,62975635000.0,75200455000.0,64612426000.0,62935200000.0,72991710000.0
2076.0,72805370000.0,50453123000.0,64955550000.0,70168855000.0,72264950000.0,61918440000.0,75088990000.0,63767437000.0,62452700000.0,73021550000.0
2077.0,72226470000.0,49548784000.0,64271426000.0,70144336000.0,71658400000.0,61128810000.0,74439370000.0,63023444000.0,61532475000.0,71137290000.0
2078.0,71555740000.0,48493937000.0,63474696000.0,70537060000.0,71057015000.0,60516413000.0,74105090000.0,62060250000.0,60722127000.0,70381110000.0
2079.0,70767600000.0,47413210000.0,62675448000.0,70724444000.0,70462740000.0,60602384000.0,73252820000.0,61277635000.0,59689220000.0,70224540000.0
2080.0,70066620000.0,46459367000.0,61624690000.0,68576720000.0,69744930000.0,59331420000.0,72474030000.0,60580786000.0,58730560000.0,69293270000.0
2081.0,69326980000.0,45578260000.0,60872540000.0,67219427000.0,69103624000.0,58498925000.0,71884990000.0,59627196000.0,57775420000.0,69129720000.0
2082.0,68573140000.0,44760916000.0,59970617000.0,66286887000.0,68348290000.0,57912283000.0,71121990000.0,58790280000.0,56936837000.0,68465450000.0
2083.0,67834410000.0,43871592000.0,59177943000.0,65292415000.0,67831046000.0,57464300000.0,70485220000.0,58171430000.0,56098005000.0,68058360000.0
2084.0,67330880000.0,42767258000.0,58205155000.0,65224557000.0,67145843000.0,56545830000.0,69740160000.0,57345163000.0,55119237000.0,67548180000.0
2085.0,66969920000.0,41650540000.0,57379705000.0,63639146000.0,66558382000.0,55848395000.0,68948660000.0,56286806000.0,54202315000.0,67916816000.0
2086.0,66483642000.0,40757146000.0,56407400000.0,65407177000.0,65720218000.0,54858610000.0,69171210000.0,55334220000.0,53242585000.0,66898130000.0
2087.0,65353572000.0,39831097000.0,55603896000.0,62505775000.0,65162895000.0,54077305000.0,68192092000.0,54657650000.0,52431127000.0,66439893000.0
2088.0,64535265000.0,38882450000.0,54454900000.0,61434626000.0,64408760000.0,53207114000.0,67651950000.0,53676850000.0,51603087000.0,65951293000.0
2089.0,63774044000.0,37893340000.0,53274456000.0,60405240000.0,63645520000.0,52295127000.0,66982695000.0,52727067000.0,50701980000.0,65569630000.0
2090.0,63175377000.0,37045750000.0,52259172000.0,59295416000.0,63291680000.0,51458200000.0,66087318000.0,51724415000.0,49679400000.0,65262334000.0
2091.0,62142837000.0,36199780000.0,51216593000.0,58728374000.0,62368170000.0,50786136000.0,65304367000.0,50891063000.0,48799674000.0,64561054000.0
2092.0,61483990000.0,35262630000.0,50277570000.0,57846256000.0,61528930000.0,50436960000.0,64375706000.0,50011177000.0,47898497000.0,64318992000.0
2093.0,60861250000.0,34502177000.0,49378034000.0,60231148000.0,60521767000.0,48926980000.0,63623836000.0,49184453000.0,46828343000.0,63647044000.0
2094.0,59979420000.0,33696369000.0,48544125000.0,56082014000.0,60132020000.0,48128130000.0,62788555000.0,48195920000.0,45876695000.0,63165104000.0
2095.0,59194710000.0,32688912000.0,47640293000.0,55358956000.0,59010613000.0,47117095000.0,62016643000.0,47543108000.0,44962560000.0,63085736000.0
2096.0,58355593000.0,31787956000.0,46674498000.0,54427345000.0,58725286000.0,46476420000.0,61151950000.0,46492710000.0,44307940000.0,62076166000.0
2097.0,57649320000.0,31019026000.0,45550520000.0,53722980000.0,57728262000.0,45998540000.0,60266537000.0,45623726000.0,43519740000.0,61582025000.0
2098.0,56958644000.0,30269084000.0,44557790000.0,52642845000.0,57856640000.0,44961030000.0,59483607000.0,44708960000.0,42585880000.0,61598910000.0
2099.0,56135262000.0,29527392000.0,43851320000.0,51801973000.0,56643850000.0,44164825000.0,58733540000.0,43892265000.0,41487274000.0,60824380000.0
2100.0,55468134000.0,28613702000.0,42844680000.0,52863730000.0,55798230000.0,44023607000.0,57658188000.0,42952884000.0,40796660000.0,60165628000.0
