time,MRI-ESM2-0
2000.0,712873980500.0
2001.0,712976132700.0
2002.0,711878026500.0
2003.0,711339485100.0
2004.0,711865512100.0
2005.0,711065531700.0
2006.0,711160268900.0
2007.0,710007796900.0
2008.0,709040832300.0
2009.0,709095686400.0
2010.0,707214251300.0
2011.0,708273214500.0
2012.0,706667527400.0
2013.0,706644659300.0
2014.0,707437442400.0
2015.0,705427737200.0
2016.0,706478475400.0
2017.0,702620950800.0
2018.0,702563006700.0
2019.0,703601981200.0
2020.0,700851283600.0
2021.0,698439272600.0
2022.0,700304726500.0
2023.0,696125512100.0
2024.0,694074018560.0
2025.0,692021065200.0
2026.0,690862802440.0
2027.0,689075212860.0
2028.0,687736227300.0
2029.0,685644544000.0
2030.0,683942707650.0
2031.0,681473407700.0
2032.0,678844375340.0
2033.0,677149482000.0
2034.0,674237645600.0
2035.0,672077917200.0
2036.0,668646940050.0
2037.0,665604886360.0
2038.0,663297061500.0
2039.0,661179306140.0
2040.0,658370320960.0
2041.0,654532062000.0
2042.0,651340647500.0
2043.0,648253393000.0
2044.0,644797026120.0
2045.0,641601481760.0
2046.0,637545269620.0
2047.0,634172141100.0
2048.0,630641539160.0
2049.0,626667026060.0
2050.0,624269210980.0
2051.0,619301689160.0
2052.0,615352298730.0
2053.0,611740831070.0
2054.0,607979383420.0
2055.0,604086002310.0
2056.0,600266134120.0
2057.0,596898786570.0
2058.0,593321471100.0
2059.0,589451795570.0
2060.0,586503802800.0
2061.0,582265878740.0
2062.0,578094138100.0
2063.0,574144008950.0
2064.0,569977986400.0
2065.0,566401018210.0
2066.0,562819767420.0
2067.0,559103429540.0
2068.0,555565947720.0
2069.0,553532858510.0
2070.0,548429744120.0
2071.0,544840085980.0
2072.0,542060101780.0
2073.0,537662623320.0
2074.0,534220661220.0
2075.0,530374222930.0
2076.0,526740240960.0
2077.0,523847250880.0
2078.0,519704731670.0
2079.0,515128999350.0
2080.0,512028597300.0
2081.0,509771153150.0
2082.0,505378091850.0
2083.0,502191582750.0
2084.0,498471678900.0
2085.0,494941693740.0
2086.0,491312874390.0
2087.0,489601069770.0
2088.0,484305373690.0
2089.0,479874223470.0
2090.0,476675612990.0
2091.0,472615580260.0
2092.0,468817472600.0
2093.0,466476300050.0
2094.0,466037643700.0
2095.0,459857280260.0
2096.0,456322834680.0
2097.0,453230239710.0
2098.0,450064282490.0
2099.0,446511998950.0
2100.0,443865978500.0
