time,CAMS-CSM1-0,EC-EARTH3-VEG,GFDL-ESM4,MRI-ESM2-0
2000.0,712873980500.0,712873980500.0,712873980500.0,712873980500.0
2001.0,712976132700.0,712976132700.0,712976132700.0,712976132700.0
2002.0,711878026500.0,711878026500.0,711878026500.0,711878026500.0
2003.0,711339485100.0,711339485100.0,711339485100.0,711339485100.0
2004.0,711865512100.0,711865512100.0,711865512100.0,711865512100.0
2005.0,711065531700.0,711065531700.0,711065531700.0,711065531700.0
2006.0,711160268900.0,711160268900.0,711160268900.0,711160268900.0
2007.0,710007796900.0,710007796900.0,710007796900.0,710007796900.0
2008.0,709040832300.0,709040832300.0,709040832300.0,709040832300.0
2009.0,709095686400.0,709095686400.0,709095686400.0,709095686400.0
2010.0,707214251300.0,707214251300.0,707214251300.0,707214251300.0
2011.0,708273214500.0,708273214500.0,708273214500.0,708273214500.0
2012.0,706667527400.0,706667527400.0,706667527400.0,706667527400.0
2013.0,706644659300.0,706644659300.0,706644659300.0,706644659300.0
2014.0,707437442400.0,707437442400.0,707437442400.0,707437442400.0
2015.0,705427737200.0,705427737200.0,705427737200.0,705427737200.0
2016.0,706478475400.0,706478475400.0,706478475400.0,706478475400.0
2017.0,702620950800.0,702620950800.0,702620950800.0,702620950800.0
2018.0,702563006700.0,702563006700.0,702563006700.0,702563006700.0
2019.0,703601981200.0,703601981200.0,703601981200.0,703601981200.0
2020.0,700851283600.0,700851283600.0,700851283600.0,700851283600.0
2021.0,700153727800.0,698136210200.0,699095507700.0,699362747700.0
2022.0,699955836100.0,697135949500.0,698644727500.0,697851981900.0
2023.0,698501250550.0,696123554000.0,696747664000.0,696057825660.0
2024.0,696385826000.0,694766188340.0,695556536300.0,694575297200.0
2025.0,694604821660.0,692328315200.0,693683200660.0,692330402800.0
2026.0,693385910840.0,690152418200.0,692135101700.0,692129496600.0
2027.0,692527756240.0,688812328310.0,690819792300.0,689305515070.0
2028.0,690486596500.0,685947263700.0,688826594450.0,687359672400.0
2029.0,688042272200.0,683875569340.0,687967674860.0,685834759830.0
2030.0,686876301000.0,681742324100.0,685486494850.0,683167810000.0
2031.0,685385882650.0,680178723240.0,684490487040.0,680987655100.0
2032.0,683317593400.0,678201910120.0,682991331850.0,678340026860.0
2033.0,682553588360.0,674946689700.0,680814356800.0,676327627700.0
2034.0,682692313700.0,671911943600.0,677983906100.0,673418552640.0
2035.0,680383826750.0,668950957400.0,676488191900.0,670894598100.0
2036.0,677869810840.0,667531028900.0,674488731900.0,669416807360.0
2037.0,677029439740.0,664507525160.0,672182444100.0,666515441640.0
2038.0,674336473840.0,662433563760.0,669539136500.0,662353494340.0
2039.0,672191707980.0,661275892750.0,668330924780.0,660113029770.0
2040.0,670941652830.0,658212471940.0,667193499130.0,656582189620.0
2041.0,670567894430.0,654636699840.0,664153799240.0,654325068700.0
2042.0,667362470040.0,652405625600.0,661959105960.0,651670345240.0
2043.0,665458921600.0,651162057260.0,659411487960.0,648245652040.0
2044.0,663708801100.0,648876642650.0,657154403000.0,646165584280.0
2045.0,664060242560.0,646398368490.0,655785602440.0,643755505940.0
2046.0,660459449440.0,643314659760.0,653444702240.0,641468665410.0
2047.0,658404670400.0,640513769560.0,651094624700.0,638503880730.0
2048.0,657103514250.0,638729494800.0,648551148040.0,636206431940.0
2049.0,657197321260.0,636059679370.0,647646468900.0,634561170480.0
2050.0,654952087560.0,635479232840.0,647741762860.0,632656924860.0
2051.0,652582466950.0,633229334560.0,644405510540.0,628760682800.0
2052.0,650538161800.0,629133753460.0,641931707540.0,626084400540.0
2053.0,648401432130.0,626340220910.0,639608806800.0,623139688600.0
2054.0,650193765020.0,624504681400.0,637213367740.0,621203287170.0
2055.0,649496729300.0,620500117400.0,634971414300.0,618759980560.0
2056.0,646321991050.0,617371312150.0,633637447000.0,615554125470.0
2057.0,643968745660.0,614337458910.0,632525765600.0,613256114180.0
2058.0,644053734900.0,612946570300.0,630100524730.0,610196420740.0
2059.0,642622738040.0,610005232660.0,627610236760.0,609043870060.0
2060.0,641059616400.0,608559983040.0,627445444200.0,605341405500.0
2061.0,638290566100.0,604902180890.0,625068434940.0,607834831170.0
2062.0,636815170240.0,602716012790.0,621517101750.0,604313240900.0
2063.0,636082262600.0,598589647990.0,620308615770.0,598913239020.0
2064.0,634364827820.0,596728512070.0,618689748750.0,602017146950.0
2065.0,633453835060.0,593246340050.0,616882197010.0,596067062600.0
2066.0,631155863200.0,591913933400.0,618375508800.0,594943830700.0
2067.0,630710466670.0,589112016910.0,614335369060.0,592881450820.0
2068.0,627767889060.0,588626932540.0,615380814000.0,591009310180.0
2069.0,628699748100.0,585685489300.0,612318887370.0,589917662170.0
2070.0,637529107240.0,586651005560.0,610987202760.0,585534509290.0
2071.0,629566874460.0,581888086430.0,611043968190.0,589741711260.0
2072.0,625912151700.0,581533239210.0,606194357300.0,586132193830.0
2073.0,624724426050.0,577160126000.0,603143661470.0,582958656390.0
2074.0,625251126370.0,576796710990.0,602355980050.0,581877398930.0
2075.0,629791672600.0,572190110560.0,605122577180.0,578360279930.0
2076.0,621972700800.0,570052237100.0,600277928490.0,577414308450.0
2077.0,622054046510.0,567915224570.0,598242835930.0,574450870610.0
2078.0,619478807800.0,570025743400.0,599606334940.0,573039156330.0
2079.0,617243189450.0,566388591760.0,597959615350.0,575234965710.0
2080.0,620505960140.0,562582438910.0,600727382900.0,570435224100.0
2081.0,616905729650.0,566186527740.0,597143026320.0,569363568630.0
2082.0,614910632040.0,561399388240.0,597453670940.0,565467833250.0
2083.0,614614846700.0,561625172100.0,594672391580.0,564468321340.0
2084.0,611816264030.0,555368995860.0,594816632010.0,562888967900.0
2085.0,613104140960.0,552663985190.0,592757097300.0,562252594210.0
2086.0,612467734440.0,549865259700.0,589287468540.0,562270897830.0
2087.0,610315639060.0,548136752940.0,592147455540.0,560610870870.0
2088.0,611041750170.0,551329345840.0,591472622890.0,558428848080.0
2089.0,610747674900.0,546008821340.0,590456868500.0,561744409610.0
2090.0,610937841550.0,545020053200.0,586775263470.0,558014909700.0
2091.0,608607898850.0,540028288100.0,586238843690.0,557401116740.0
2092.0,606210642800.0,538708078490.0,586506110940.0,554340527240.0
2093.0,605428154500.0,537570840900.0,583637799820.0,552656916520.0
2094.0,604494050350.0,533310800630.0,580832318930.0,550595933800.0
2095.0,608582479360.0,531360193730.0,582497946200.0,549634266920.0
2096.0,603779055460.0,530698725260.0,583220610960.0,549775275730.0
2097.0,601670735140.0,527391457660.0,578709033140.0,548165928670.0
2098.0,600036882340.0,525736059120.0,579720186640.0,551128357600.0
2099.0,600852401400.0,523493281860.0,578719776700.0,548257108260.0
2100.0,603749471150.0,521957435400.0,577667467110.0,547734973490.0
