time,ACCESS-CM2,CESM2-WACCM,IPSL-CM6A-LR,ACCESS-ESM1-5,MRI-ESM2-0,CANESM5
2277.0,5813982700000.0,6414592000000.0,3812968600000.0,5301944700000.0,6721360600000.0,1339024500000.0
2278.0,5804837000000.0,6395923500000.0,3797224300000.0,5292085500000.0,6722793500000.0,1331464000000.0
2279.0,5764398000000.0,6373762000000.0,3788954700000.0,5280578400000.0,6724355000000.0,1323515200000.0
2280.0,5759322000000.0,6361190500000.0,3780633700000.0,5276466400000.0,6737155300000.0,1313712900000.0
2281.0,5757570000000.0,6354799400000.0,3769607400000.0,5251254000000.0,6734285400000.0,1304849000000.0
2282.0,5746191000000.0,6336539000000.0,3761578400000.0,5245676600000.0,6742700700000.0,1295399600000.0
2283.0,5745329300000.0,6323799000000.0,3750224200000.0,5238367000000.0,6749256000000.0,1285286100000.0
2284.0,5716584700000.0,6323342700000.0,3740310700000.0,5234820000000.0,6752032500000.0,1275177500000.0
2285.0,5707305300000.0,6305875500000.0,3732127000000.0,5217502000000.0,6760673300000.0,1267976100000.0
2286.0,5688851000000.0,6272631000000.0,3726600000000.0,5204804600000.0,6763688000000.0,1263359800000.0
2287.0,5663280000000.0,6253917500000.0,3720278000000.0,5182135500000.0,6767224300000.0,1257305100000.0
2288.0,5636952700000.0,6247869000000.0,3707417100000.0,5180736000000.0,6767095300000.0,1252121900000.0
2289.0,5616176700000.0,6237250000000.0,3694395400000.0,5162996300000.0,6767255000000.0,1244968600000.0
2290.0,5598007500000.0,6229980000000.0,3684194600000.0,5155133600000.0,6772379600000.0,1237110600000.0
2291.0,5592308000000.0,6224697400000.0,3671268500000.0,5147974400000.0,6777683300000.0,1224506500000.0
2292.0,5591539400000.0,6208461700000.0,3664707800000.0,5142857000000.0,6784443000000.0,1215697800000.0
2293.0,5575539700000.0,6195654000000.0,3654435500000.0,5136781400000.0,6779817700000.0,1205254000000.0
2294.0,5577970000000.0,6190227500000.0,3644620500000.0,5133051000000.0,6787641600000.0,1197404300000.0
2295.0,5570234000000.0,6180977000000.0,3636166400000.0,5133490000000.0,6795198700000.0,1193274100000.0
2296.0,5569091500000.0,6148341600000.0,3623154400000.0,5119300600000.0,6791020700000.0,1189165100000.0
2297.0,5556081300000.0,6145864000000.0,3607755500000.0,5108411000000.0,6784293000000.0,1183238600000.0
2298.0,5548434500000.0,6139764300000.0,3595897000000.0,5107700700000.0,6786566000000.0,1176132500000.0
2299.0,5535487000000.0,6130234000000.0,3586695600000.0,5101109400000.0,6784141500000.0,1168913100000.0
2300.0,5527021000000.0,6107425700000.0,3574881800000.0,5092850300000.0,6784994500000.0,1165465600000.0
