time,MRI-ESM2-0,CANESM5,CESM2-WACCM,ACCESS-CM2,ACCESS-ESM1-5,IPSL-CM6A-LR
2022.0,13636644000000.0,13594196000000.0,13654171000000.0,13681914000000.0,13650839000000.0,13640201000000.0
2023.0,13586635000000.0,13539587000000.0,13632390000000.0,13657352000000.0,13641805000000.0,13626641000000.0
2024.0,13506465000000.0,13476548000000.0,13623547000000.0,13651371000000.0,13627904000000.0,13611355000000.0
2025.0,13485160000000.0,13416765000000.0,13602398000000.0,13624392000000.0,13623539000000.0,13582845000000.0
2026.0,13445381000000.0,13318200000000.0,13588194000000.0,13619396000000.0,13609095000000.0,13572222000000.0
2027.0,13404486000000.0,13209900000000.0,13570031000000.0,13612282000000.0,13583809000000.0,13547858000000.0
2028.0,13347332000000.0,13093766000000.0,13556323000000.0,13589563000000.0,13564074000000.0,13518521000000.0
2029.0,13285120000000.0,13004996000000.0,13535018000000.0,13587708000000.0,13560767000000.0,13499259000000.0
2030.0,13249339000000.0,12903084000000.0,13537052000000.0,13567531000000.0,13541910000000.0,13465114000000.0
2031.0,13182664000000.0,12781360000000.0,13527529000000.0,13561209000000.0,13531905000000.0,13411924000000.0
2032.0,13121665000000.0,12685122000000.0,13494694000000.0,13547667000000.0,13521647000000.0,13385148000000.0
2033.0,13048472000000.0,12575873000000.0,13475190000000.0,13526708000000.0,13520041000000.0,13350737000000.0
2034.0,12966547000000.0,12465196000000.0,13459872000000.0,13482710000000.0,13504869000000.0,13318764000000.0
2035.0,12907056000000.0,12337984000000.0,13447674000000.0,13441676000000.0,13491510000000.0,13276986000000.0
2036.0,12832222000000.0,12227772000000.0,13428723000000.0,13412867000000.0,13464376000000.0,13249441000000.0
2037.0,12745005000000.0,12097409000000.0,13399258000000.0,13377102000000.0,13446032000000.0,13217300000000.0
2038.0,12634262000000.0,11960391000000.0,13353866000000.0,13312310000000.0,13372542000000.0,13176870000000.0
2039.0,12555600000000.0,11805567000000.0,13330935000000.0,13266936000000.0,13324373000000.0,13128007000000.0
2040.0,12454062000000.0,11665460000000.0,13318570000000.0,13235366000000.0,13299721000000.0,13064712000000.0
2041.0,12352913000000.0,11543945000000.0,13278403000000.0,13224479000000.0,13257903000000.0,12990873000000.0
2042.0,12235723000000.0,11412185000000.0,13238362000000.0,13212255000000.0,13243595000000.0,12928496000000.0
2043.0,12113214000000.0,11278472000000.0,13160229000000.0,13184039000000.0,13228551000000.0,12834778000000.0
2044.0,11982352000000.0,11148867000000.0,13110352000000.0,13127150000000.0,13181026000000.0,12746147000000.0
2045.0,11871496000000.0,11037247000000.0,13090702000000.0,13109260000000.0,13100801000000.0,12674773000000.0
2046.0,11731554000000.0,10907497000000.0,13055906000000.0,13057416000000.0,12998293000000.0,12582840000000.0
2047.0,11651150000000.0,10783627000000.0,12993687000000.0,13032406000000.0,12939574000000.0,12485902000000.0
2048.0,11562100000000.0,10658733000000.0,12963069000000.0,12987610000000.0,12897295000000.0,12370664000000.0
2049.0,11457766000000.0,10543310000000.0,12912479000000.0,12881266000000.0,12831686000000.0,12286318000000.0
2050.0,11330899000000.0,10401684000000.0,12870206000000.0,12814335000000.0,12761889000000.0,12187942000000.0
2051.0,11226535000000.0,10255147000000.0,12810795000000.0,12779101000000.0,12691644000000.0,12057420000000.0
2052.0,11119105000000.0,10121062000000.0,12764638000000.0,12732589000000.0,12589973000000.0,11938526000000.0
2053.0,10997438000000.0,9988674000000.0,12689032000000.0,12698806000000.0,12454650000000.0,11844853000000.0
2054.0,10906200000000.0,9848252000000.0,12638322000000.0,12631952000000.0,12355416000000.0,11722854000000.0
2055.0,10800958000000.0,9715206000000.0,12603762000000.0,12554486000000.0,12257380000000.0,11600921000000.0
2056.0,10679270000000.0,9585954000000.0,12530608000000.0,12462068000000.0,12123987000000.0,11485862000000.0
2057.0,10580876000000.0,9443012000000.0,12474161000000.0,12381175000000.0,12015857000000.0,11360031000000.0
2058.0,10488438000000.0,9305793000000.0,12424006000000.0,12266255000000.0,11947991000000.0,11243063000000.0
2059.0,10375826000000.0,9175260000000.0,12368911000000.0,12185412000000.0,11876695000000.0,11127361000000.0
2060.0,10274210000000.0,9045156000000.0,12305699000000.0,12122347000000.0,11815819000000.0,11001638000000.0
2061.0,10165919000000.0,8904154000000.0,12237679000000.0,12075696000000.0,11749127000000.0,10893591000000.0
2062.0,10036900000000.0,8759407000000.0,12191845000000.0,12009127000000.0,11704919000000.0,10749360000000.0
2063.0,9918533000000.0,8605881300000.0,12101151000000.0,11937521000000.0,11649460000000.0,10620973000000.0
2064.0,9793644000000.0,8464949000000.0,12045326000000.0,11859133000000.0,11597332000000.0,10487797000000.0
2065.0,9706174000000.0,8321605600000.0,12004720000000.0,11814865000000.0,11532174000000.0,10361910000000.0
2066.0,9548822000000.0,8187815000000.0,11927495000000.0,11770996000000.0,11453100000000.0,10242208000000.0
2067.0,9455216000000.0,8054538500000.0,11815985000000.0,11669879000000.0,11383063000000.0,10119825000000.0
2068.0,9305431000000.0,7899178000000.0,11728748000000.0,11573824000000.0,11322957000000.0,9975308000000.0
2069.0,9180463000000.0,7748034000000.0,11656706000000.0,11465672000000.0,11219945000000.0,9848670000000.0
2070.0,9075806000000.0,7593366000000.0,11589881000000.0,11375177000000.0,11129282000000.0,9690437000000.0
2071.0,8952189000000.0,7461841000000.0,11544678000000.0,11294105000000.0,11010753000000.0,9541735000000.0
2072.0,8854896000000.0,7316139000000.0,11477761000000.0,11196515000000.0,10860601000000.0,9400341000000.0
2073.0,8743144000000.0,7189990700000.0,11371502000000.0,11038458000000.0,10747292000000.0,9234090000000.0
2074.0,8622101000000.0,7041181500000.0,11285370000000.0,10877080000000.0,10621780000000.0,9086492000000.0
2075.0,8501202000000.0,6914409000000.0,11183231000000.0,10734250000000.0,10497361000000.0,8928493000000.0
2076.0,8376936000000.0,6786429500000.0,11116397000000.0,10594662000000.0,10374992000000.0,8775431400000.0
2077.0,8250890000000.0,6640695000000.0,11004332000000.0,10449518000000.0,10216081000000.0,8637718700000.0
2078.0,8142236700000.0,6493489000000.0,10879011000000.0,10336759000000.0,10072787000000.0,8483390000000.0
2079.0,8017899700000.0,6343847000000.0,10790265000000.0,10255354000000.0,9956527000000.0,8337451000000.0
2080.0,7914626500000.0,6197130000000.0,10704945000000.0,10194365000000.0,9807730000000.0,8201065500000.0
2081.0,7797320000000.0,6057130700000.0,10564356000000.0,10103077000000.0,9661942000000.0,8033838600000.0
2082.0,7688689300000.0,5910934000000.0,10469353000000.0,10021526000000.0,9517063000000.0,7883544000000.0
2083.0,7541991400000.0,5769110500000.0,10330622000000.0,9947295000000.0,9324467000000.0,7736962000000.0
2084.0,7425740500000.0,5641257600000.0,10205565000000.0,9880651000000.0,9186868000000.0,7591233600000.0
2085.0,7300986000000.0,5507079700000.0,10096491000000.0,9733733000000.0,9043083000000.0,7450096000000.0
2086.0,7196541700000.0,5366904500000.0,9938352000000.0,9614838000000.0,8899950000000.0,7291986000000.0
2087.0,7081905000000.0,5235220700000.0,9818979000000.0,9492831000000.0,8722725000000.0,7152529000000.0
2088.0,6960286500000.0,5103962600000.0,9680932000000.0,9363034000000.0,8526858600000.0,6997868000000.0
2089.0,6841315000000.0,4968208700000.0,9526309000000.0,9172758000000.0,8331321000000.0,6838767600000.0
2090.0,6723351000000.0,4827255000000.0,9421801000000.0,8979887000000.0,8161940000000.0,6701338000000.0
2091.0,6600673000000.0,4688757000000.0,9308142000000.0,8812639000000.0,8013159000000.0,6544325000000.0
2092.0,6472944000000.0,4554048400000.0,9164885000000.0,8633293000000.0,7870673000000.0,6403169000000.0
2093.0,6356775500000.0,4426065500000.0,8997254000000.0,8492914000000.0,7719224300000.0,6268797300000.0
2094.0,6251371600000.0,4294752900000.0,8836377000000.0,8358908000000.0,7566375000000.0,6131107000000.0
2095.0,6141233000000.0,4142712200000.0,8696068300000.0,8207641000000.0,7422085000000.0,5984078000000.0
2096.0,6010581000000.0,4020237200000.0,8534271000000.0,8016803400000.0,7270879500000.0,5846637000000.0
2097.0,5869277300000.0,3885136000000.0,8421089000000.0,7838339400000.0,7081454000000.0,5717369000000.0
2098.0,5747041600000.0,3749052200000.0,8310176600000.0,7630386400000.0,6919037000000.0,5590380000000.0
2099.0,5629465000000.0,3627561500000.0,8205292000000.0,7437110000000.0,6766339300000.0,5461389000000.0
2100.0,5496986700000.0,3514406000000.0,8096540300000.0,7269774000000.0,6583470000000.0,5328820000000.0
2101.0,5353487000000.0,3387937800000.0,7976727300000.0,7082993000000.0,6419688500000.0,5200016000000.0
2102.0,5237833000000.0,3256555400000.0,7822850400000.0,6870840000000.0,6281226000000.0,5080429000000.0
2103.0,5115209600000.0,3131081200000.0,7691997000000.0,6663221000000.0,6112788600000.0,4965333500000.0
2104.0,4974664000000.0,3012968600000.0,7565918300000.0,6437081000000.0,5967457600000.0,4853434700000.0
2105.0,4843265600000.0,2884634000000.0,7403239600000.0,6228493000000.0,5803077500000.0,4736523000000.0
2106.0,4716859000000.0,2770273800000.0,7252739600000.0,6031155000000.0,5660167600000.0,4627885000000.0
2107.0,4582168600000.0,2657271700000.0,7106312000000.0,5829201000000.0,5492514000000.0,4513735400000.0
2108.0,4458604000000.0,2538628200000.0,6910527000000.0,5611483300000.0,5342468000000.0,4390653500000.0
2109.0,4340052000000.0,2427364300000.0,6707167000000.0,5396455500000.0,5195432000000.0,4290847000000.0
2110.0,4234176000000.0,2312840700000.0,6527056000000.0,5203033600000.0,5024868000000.0,4174170600000.0
2111.0,4111132800000.0,2208689300000.0,6370427400000.0,5002674000000.0,4857791000000.0,4084268300000.0
2112.0,3984807000000.0,2098851100000.0,6198356000000.0,4796470000000.0,4675176000000.0,3974410000000.0
2113.0,3868340000000.0,1986533800000.0,6024599000000.0,4607163000000.0,4494289500000.0,3885696300000.0
2114.0,3768245000000.0,1879289900000.0,5832841400000.0,4401158000000.0,4313890700000.0,3768474700000.0
2115.0,3648606400000.0,1784562500000.0,5640886400000.0,4199547400000.0,4133779100000.0,3674318600000.0
2116.0,3513205400000.0,1695995100000.0,5465615400000.0,4010220200000.0,3970442500000.0,3562298400000.0
2117.0,3395774300000.0,1605141500000.0,5302043300000.0,3826027600000.0,3816905800000.0,3463056200000.0
2118.0,3284062200000.0,1507426600000.0,5152807300000.0,3653960500000.0,3649526000000.0,3377309000000.0
2119.0,3180136500000.0,1421680800000.0,5004651000000.0,3498016200000.0,3497269700000.0,3292806800000.0
2120.0,3077483500000.0,1345036400000.0,4874604000000.0,3335815200000.0,3369768300000.0,3197782000000.0
2121.0,2976176700000.0,1268665200000.0,4674030000000.0,3150950400000.0,3223615000000.0,3118762000000.0
2122.0,2879367400000.0,1188012400000.0,4503109000000.0,2991148800000.0,3081625700000.0,3041230000000.0
2123.0,2775189800000.0,1112359700000.0,4306503200000.0,2826025600000.0,2931975300000.0,2961878500000.0
2124.0,2655616000000.0,1035488300000.0,4123405600000.0,2649705700000.0,2781701500000.0,2886247600000.0
2125.0,2542366400000.0,969175470000.0,3962303200000.0,2492649200000.0,2629667000000.0,2813641600000.0
2126.0,2445900500000.0,902159400000.0,3800256700000.0,2351087000000.0,2488511000000.0,2750825400000.0
2127.0,2345014000000.0,834543100000.0,3670359100000.0,2210538700000.0,2353600700000.0,2688442000000.0
2128.0,2246325000000.0,768746200000.0,3522212700000.0,2080524600000.0,2232541000000.0,2620808000000.0
2129.0,2155681800000.0,705457500000.0,3331352400000.0,1953098200000.0,2091902200000.0,2562441300000.0
2130.0,2059995400000.0,646181400000.0,3180572700000.0,1840177600000.0,1949901500000.0,2496023800000.0
2131.0,1957059800000.0,592064940000.0,3033194600000.0,1715756500000.0,1828402900000.0,2438689000000.0
2132.0,1869411400000.0,535509000000.0,2899378200000.0,1605276700000.0,1704744800000.0,2378330000000.0
2133.0,1767049700000.0,485307100000.0,2760109500000.0,1490924200000.0,1588291400000.0,2322198200000.0
2134.0,1679802500000.0,434301200000.0,2625125000000.0,1382391900000.0,1480499300000.0,2261361000000.0
2135.0,1592393700000.0,392037560000.0,2478186700000.0,1276248600000.0,1373957300000.0,2210283400000.0
2136.0,1501504900000.0,351603560000.0,2341950700000.0,1178701100000.0,1274956500000.0,2144321700000.0
2137.0,1413982800000.0,312067880000.0,2227065600000.0,1083551840000.0,1182186500000.0,2080227300000.0
2138.0,1328285700000.0,275525070000.0,2115457500000.0,1001149960000.0,1093735350000.0,2027689500000.0
2139.0,1249599800000.0,240540450000.0,1998275200000.0,916115000000.0,1011609900000.0,1973210800000.0
2140.0,1175265300000.0,209781500000.0,1873291600000.0,845415100000.0,937848000000.0,1917855000000.0
2141.0,1103877500000.0,181508310000.0,1754362500000.0,776803650000.0,863373160000.0,1876441800000.0
2142.0,1029982800000.0,156293530000.0,1624417000000.0,714387500000.0,794192300000.0,1827838400000.0
2143.0,964040260000.0,132743810000.0,1507033200000.0,662876850000.0,725028300000.0,1777407800000.0
2144.0,905678200000.0,112189510000.0,1406045300000.0,605857800000.0,659361760000.0,1730935500000.0
2145.0,844053150000.0,93968310000.0,1305736100000.0,547896300000.0,598509160000.0,1688003800000.0
2146.0,794819500000.0,78414725000.0,1214659200000.0,498829500000.0,539653100000.0,1643279500000.0
2147.0,745453700000.0,66153275000.0,1125601000000.0,449759670000.0,493881800000.0,1594560000000.0
2148.0,695193200000.0,54424910000.0,1028704440000.0,403385970000.0,447633620000.0,1555971800000.0
2149.0,646397800000.0,45143732000.0,938107200000.0,361589540000.0,401417300000.0,1521240100000.0
2150.0,599766900000.0,37927170000.0,881122000000.0,321191350000.0,357235500000.0,1487534400000.0
2151.0,556544950000.0,31222840000.0,811088540000.0,286744900000.0,314336020000.0,1449753200000.0
2152.0,516577170000.0,24950374000.0,741864900000.0,254620430000.0,273868500000.0,1410025300000.0
2153.0,475686930000.0,19859497000.0,682620900000.0,224739870000.0,238252900000.0,1375604400000.0
2154.0,441688800000.0,15695563000.0,623867000000.0,191997080000.0,208693260000.0,1340173500000.0
2155.0,403961540000.0,12193589000.0,571332600000.0,162915500000.0,181624080000.0,1304913400000.0
2156.0,370917670000.0,9267041000.0,523357750000.0,136932246000.0,152409960000.0,1272489700000.0
2157.0,339067400000.0,7238128600.0,478096400000.0,114868940000.0,128301280000.0,1246138000000.0
2158.0,307462900000.0,5307948000.0,435355650000.0,98872880000.0,106879370000.0,1221403700000.0
2159.0,282341740000.0,3949927700.0,397066440000.0,85941930000.0,89567280000.0,1194018100000.0
2160.0,253588720000.0,2853963000.0,362287040000.0,72758610000.0,75375720000.0,1167198400000.0
2161.0,229318790000.0,1945282300.0,337258450000.0,63101460000.0,63738500000.0,1140009600000.0
2162.0,206377580000.0,1231294800.0,312489570000.0,53195020000.0,52355604000.0,1111845100000.0
2163.0,185342970000.0,780439100.0,287331700000.0,43830034000.0,43092955000.0,1083068250000.0
2164.0,164506010000.0,475113950.0,263849200000.0,37058230000.0,35922410000.0,1058472260000.0
2165.0,147067160000.0,204842610.0,242158600000.0,30385582000.0,29470140000.0,1031574850000.0
2166.0,129268630000.0,43503624.0,217621050000.0,25728174000.0,24111096000.0,1006955860000.0
2167.0,113558660000.0,9638074.0,199181350000.0,21640489000.0,19299408000.0,982648900000.0
2168.0,99629740000.0,9175087.0,180846920000.0,18207437000.0,15473039000.0,954709800000.0
2169.0,85692830000.0,8807352.0,165115330000.0,15636707000.0,12397660000.0,932916900000.0
2170.0,74584800000.0,8540537.0,147350300000.0,13209264000.0,9815335000.0,908578260000.0
2171.0,64049525000.0,8465479.0,132293435000.0,11291237000.0,7872634000.0,884600600000.0
2172.0,53999608000.0,8340540.0,118721680000.0,9443854000.0,6244217300.0,862775900000.0
2173.0,45260263000.0,8370690.5,105274390000.0,8004545000.0,5121574000.0,841804400000.0
2174.0,37312500000.0,8377182.0,91586126000.0,6840182300.0,4245517800.0,821205140000.0
2175.0,31389770000.0,8354099.5,78588900000.0,5788531000.0,3460357400.0,802845900000.0
2176.0,26379704000.0,8274254.0,68268806000.0,4764757000.0,2743942700.0,777661100000.0
2177.0,22329942000.0,8257371.5,57967116000.0,3949172500.0,2084966000.0,757939960000.0
2178.0,18731483000.0,8230780.0,50311830000.0,3206823000.0,1518333400.0,733927440000.0
2179.0,15756268000.0,8166740.0,42991050000.0,2479832000.0,1067417540.0,712035140000.0
2180.0,13259623000.0,8177842.5,38437695000.0,1914270500.0,719792800.0,695652250000.0
2181.0,11166564000.0,8002849.0,33980346000.0,1342395000.0,448400060.0,676930450000.0
2182.0,9457164000.0,7972257.0,29034244000.0,916209100.0,209024960.0,656595750000.0
2183.0,7943020500.0,8045861.0,25396013000.0,567874800.0,44294510.0,637272060000.0
2184.0,6800887000.0,8004332.0,22714680000.0,333584600.0,12972705.0,615924100000.0
2185.0,5956179500.0,7975570.5,19475433000.0,139021680.0,13039535.0,602891800000.0
2186.0,5211119600.0,7927688.5,16972945000.0,14759085.0,12980128.0,586490100000.0
2187.0,4527479300.0,7920495.5,14595066000.0,0.0,12895881.0,570151300000.0
2188.0,3886728200.0,7908719.0,12506795000.0,0.0,12879343.0,554721150000.0
2189.0,3322021400.0,7928803.5,10088847000.0,0.0,12855916.0,538569870000.0
2190.0,2717998800.0,7903602.0,8024377300.0,0.0,12877862.0,522234460000.0
2191.0,2235079400.0,7852295.0,6024365600.0,0.0,12887066.0,504327700000.0
2192.0,1813075600.0,7772436.0,4519452700.0,0.0,12857572.0,489928920000.0
2193.0,1464539400.0,7736116.5,3492408000.0,0.0,12913591.0,472437980000.0
2194.0,1133125000.0,7643453.5,2609590000.0,0.0,12877932.0,460375650000.0
2195.0,812005250.0,7479201.0,1901777700.0,0.0,12869590.0,448150830000.0
2196.0,565427260.0,7429781.5,1312489200.0,0.0,12804630.0,435913980000.0
2197.0,383504580.0,7405729.0,975797760.0,0.0,12806038.0,422773460000.0
2198.0,200578480.0,7400673.5,628482940.0,0.0,12745638.0,408454660000.0
2199.0,75165064.0,7308394.0,413746430.0,0.0,12758627.0,396267160000.0
2200.0,13484191.0,7188700.5,313983260.0,0.0,12795846.0,384179860000.0
2201.0,13519947.0,7115616.0,229340020.0,0.0,12813494.0,371160970000.0
2202.0,13451076.0,6929863.0,158260200.0,0.0,12707529.0,358406620000.0
2203.0,13453585.0,6751699.0,93132780.0,0.0,12685379.0,347985100000.0
2204.0,13442175.0,6542600.5,50173110.0,0.0,12742610.0,337337970000.0
2205.0,13466104.0,6340157.5,23058728.0,0.0,12723815.0,328775300000.0
2206.0,13535746.0,5913735.0,10791823.0,0.0,12648014.0,317117240000.0
2207.0,13528625.0,5443521.5,7900253.5,0.0,12540979.0,305416860000.0
2208.0,13479897.0,4814083.5,7880541.0,0.0,12595708.0,293915070000.0
2209.0,13469880.0,4132760.5,7930411.5,0.0,12520365.0,284705820000.0
2210.0,13495553.0,3255294.5,7979538.5,0.0,12672773.0,274573410000.0
2211.0,13511071.0,2571238.2,7949032.5,0.0,12650343.0,263421980000.0
2212.0,13454933.0,1821651.6,7952633.5,0.0,12668679.0,254035870000.0
2213.0,13478259.0,914612.0,8033133.0,0.0,12662911.0,245206520000.0
2214.0,13436368.0,0.0,7912921.5,0.0,12715502.0,234924100000.0
2215.0,13475732.0,0.0,7968939.5,0.0,12750222.0,225824340000.0
2216.0,13606475.0,0.0,7835981.0,0.0,12816844.0,217362760000.0
2217.0,13530219.0,0.0,7666879.0,0.0,12822036.0,209068260000.0
2218.0,13495529.0,0.0,7405996.0,0.0,12806009.0,200804860000.0
2219.0,13491968.0,0.0,7342545.5,0.0,12765201.0,194264880000.0
2220.0,13394732.0,0.0,7239068.5,0.0,12745742.0,186269430000.0
2221.0,13466664.0,0.0,7148961.0,0.0,12766560.0,179650870000.0
2222.0,13441263.0,0.0,6985447.0,0.0,12853829.0,172459130000.0
2223.0,13536310.0,0.0,6760967.0,0.0,12838361.0,165832850000.0
2224.0,13513954.0,0.0,6413538.0,0.0,12878061.0,158884380000.0
2225.0,13526694.0,0.0,6182629.5,0.0,12735721.0,151537400000.0
2226.0,13485762.0,0.0,5956818.0,0.0,12665498.0,143997080000.0
2227.0,13476403.0,0.0,5574689.0,0.0,12660655.0,137030500000.0
2228.0,13445856.0,0.0,4940208.5,0.0,12666095.0,131263960000.0
2229.0,13384611.0,0.0,4044726.2,0.0,12687477.0,124021375000.0
2230.0,13458196.0,0.0,3009977.0,0.0,12699474.0,116760170000.0
2231.0,13503485.0,0.0,2294474.8,0.0,12736556.0,110978640000.0
2232.0,13403931.0,0.0,1513226.0,0.0,12766860.0,105282080000.0
2233.0,13438123.0,0.0,570854.06,0.0,12699841.0,99297000000.0
2234.0,13488329.0,0.0,0.0,0.0,12646993.0,94588550000.0
2235.0,13501205.0,0.0,0.0,0.0,12536760.0,88587120000.0
2236.0,13461014.0,0.0,0.0,0.0,12548917.0,83730040000.0
2237.0,13447273.0,0.0,0.0,0.0,12585940.0,78859730000.0
2238.0,13459551.0,0.0,0.0,0.0,12593120.0,74501520000.0
2239.0,13377927.0,0.0,0.0,0.0,12625996.0,69721735000.0
2240.0,13462153.0,0.0,0.0,0.0,12701493.0,64632967000.0
2241.0,13452986.0,0.0,0.0,0.0,12689126.0,60456657000.0
2242.0,13464860.0,0.0,0.0,0.0,12718029.0,56998175000.0
2243.0,13454600.0,0.0,0.0,0.0,12777169.0,53213897000.0
2244.0,13439894.0,0.0,0.0,0.0,12764539.0,49630330000.0
2245.0,13484008.0,0.0,0.0,0.0,12821399.0,46184137000.0
2246.0,13394137.0,0.0,0.0,0.0,12793044.0,43128754000.0
2247.0,13388921.0,0.0,0.0,0.0,12841847.0,40148860000.0
2248.0,13395444.0,0.0,0.0,0.0,12801836.0,36736300000.0
2249.0,13343444.0,0.0,0.0,0.0,12725151.0,34152129000.0
2250.0,13347084.0,0.0,0.0,0.0,12637963.0,30617380000.0
2251.0,13424569.0,0.0,0.0,0.0,12559931.0,27935867000.0
2252.0,13486729.0,0.0,0.0,0.0,12604451.0,24973240000.0
2253.0,13458300.0,0.0,0.0,0.0,12558982.0,22116571000.0
2254.0,13463883.0,0.0,0.0,0.0,12541070.0,19870378000.0
2255.0,13504803.0,0.0,0.0,0.0,12521006.0,17635994000.0
2256.0,13467063.0,0.0,0.0,0.0,12545877.0,15750216000.0
2257.0,13489238.0,0.0,0.0,0.0,12503301.0,13885472000.0
2258.0,13509525.0,0.0,0.0,0.0,12519074.0,12267750000.0
2259.0,13527447.0,0.0,0.0,0.0,12524284.0,11122116000.0
2260.0,13515106.0,0.0,0.0,0.0,12470031.0,9769616000.0
2261.0,13514524.0,0.0,0.0,0.0,12432026.0,8727507000.0
2262.0,13612622.0,0.0,0.0,0.0,12363586.0,7751831000.0
2263.0,13567805.0,0.0,0.0,0.0,12317415.0,6969774000.0
2264.0,13530108.0,0.0,0.0,0.0,12290688.0,6310781400.0
2265.0,13482844.0,0.0,0.0,0.0,12346974.0,5472030700.0
2266.0,13431387.0,0.0,0.0,0.0,12372777.0,4843899400.0
2267.0,13395598.0,0.0,0.0,0.0,12359375.0,4068772400.0
2268.0,13398273.0,0.0,0.0,0.0,12397052.0,3436003600.0
2269.0,13395301.0,0.0,0.0,0.0,12425393.0,2802943700.0
2270.0,13456447.0,0.0,0.0,0.0,12401962.0,2159510500.0
2271.0,13418447.0,0.0,0.0,0.0,12330944.0,1635784400.0
2272.0,13387346.0,0.0,0.0,0.0,12401118.0,1071484100.0
2273.0,13495861.0,0.0,0.0,0.0,12556224.0,642672200.0
2274.0,13412166.0,0.0,0.0,0.0,12528139.0,270451040.0
2275.0,13421592.0,0.0,0.0,0.0,12590454.0,8340553.5
2276.0,13383670.0,0.0,0.0,0.0,12612713.0,0.0
2277.0,13332006.0,0.0,0.0,0.0,12745456.0,0.0
2278.0,13373189.0,0.0,0.0,0.0,12726537.0,0.0
2279.0,13353429.0,0.0,0.0,0.0,12699453.0,0.0
2280.0,13386910.0,0.0,0.0,0.0,12722962.0,0.0
2281.0,13341452.0,0.0,0.0,0.0,12742424.0,0.0
2282.0,13378225.0,0.0,0.0,0.0,12846197.0,0.0
2283.0,13463376.0,0.0,0.0,0.0,12796167.0,0.0
2284.0,13434120.0,0.0,0.0,0.0,12741135.0,0.0
2285.0,13415747.0,0.0,0.0,0.0,12660013.0,0.0
2286.0,13455365.0,0.0,0.0,0.0,12600529.0,0.0
2287.0,13515377.0,0.0,0.0,0.0,12550576.0,0.0
2288.0,13458955.0,0.0,0.0,0.0,12531595.0,0.0
2289.0,13396693.0,0.0,0.0,0.0,12589576.0,0.0
2290.0,13444679.0,0.0,0.0,0.0,12570991.0,0.0
2291.0,13491526.0,0.0,0.0,0.0,12539894.0,0.0
2292.0,13469252.0,0.0,0.0,0.0,12479785.0,0.0
2293.0,13457272.0,0.0,0.0,0.0,12452234.0,0.0
2294.0,13481749.0,0.0,0.0,0.0,12307960.0,0.0
2295.0,13386465.0,0.0,0.0,0.0,12216996.0,0.0
2296.0,13451951.0,0.0,0.0,0.0,12266886.0,0.0
2297.0,13412337.0,0.0,0.0,0.0,12202803.0,0.0
2298.0,13377453.0,0.0,0.0,0.0,12187927.0,0.0
2299.0,13320932.0,0.0,0.0,0.0,12202675.0,0.0
2300.0,13330570.0,0.0,0.0,0.0,12152249.0,0.0
