time,GFDL-ESM4,UKESM1-0-LL,IPSL-CM6A-LR,MRI-ESM2-0
2032.0,2574944000000.0,2354858200000.0,2482232000000.0,2511456000000.0
2033.0,2556572200000.0,2311427500000.0,2461666400000.0,2495919000000.0
2034.0,2511084700000.0,2273305200000.0,2432474500000.0,2461060000000.0
2035.0,2465936000000.0,2217727500000.0,2393508000000.0,2426321500000.0
2036.0,2438416300000.0,2174580300000.0,2367616500000.0,2413655000000.0
2037.0,2422111000000.0,2117209400000.0,2319898000000.0,2373598800000.0
2038.0,2392826300000.0,2076618300000.0,2292710400000.0,2324451000000.0
2039.0,2396474300000.0,2035607700000.0,2248731300000.0,2299302200000.0
2040.0,2393370000000.0,2001179100000.0,2229310300000.0,2248109700000.0
2041.0,2364972700000.0,1972341800000.0,2196816900000.0,2231903500000.0
2042.0,2341719800000.0,1925859800000.0,2153619000000.0,2211599400000.0
2043.0,2321820200000.0,1900241600000.0,2125105300000.0,2186471100000.0
2044.0,2302521000000.0,1854732900000.0,2086713400000.0,2165438700000.0
2045.0,2280589600000.0,1836739700000.0,2078909500000.0,2147252300000.0
2046.0,2263276600000.0,1805162600000.0,2064475400000.0,2147663100000.0
2047.0,2252919800000.0,1767001800000.0,2037824700000.0,2134889700000.0
2048.0,2246542600000.0,1771337300000.0,2021071300000.0,2134436600000.0
2049.0,2202075000000.0,1755203500000.0,2005625900000.0,2117536600000.0
2050.0,2178281800000.0,1728831600000.0,1977293900000.0,2094720200000.0
2051.0,2167271600000.0,1697520500000.0,1939538000000.0,2072297900000.0
2052.0,2134236600000.0,1676371400000.0,1910827100000.0,2052530500000.0
2053.0,2110325800000.0,1639894900000.0,1875927000000.0,2025966000000.0
2054.0,2073369800000.0,1603794500000.0,1849342400000.0,2017148700000.0
2055.0,2054409300000.0,1567735400000.0,1840965500000.0,2004079000000.0
2056.0,2016650000000.0,1544261600000.0,1811168200000.0,1990413000000.0
2057.0,1979044100000.0,1523368600000.0,1783141000000.0,1969164600000.0
2058.0,1959404800000.0,1500547900000.0,1766918200000.0,1951287700000.0
2059.0,1933605500000.0,1477856300000.0,1757835400000.0,1920314000000.0
2060.0,1923332200000.0,1444527000000.0,1718860400000.0,1884816300000.0
2061.0,1915756900000.0,1417417600000.0,1698738100000.0,1862832400000.0
2062.0,1890743000000.0,1396858400000.0,1674038700000.0,1845099500000.0
2063.0,1884248100000.0,1371456800000.0,1660239500000.0,1832017700000.0
2064.0,1856839900000.0,1346446300000.0,1656073000000.0,1824132200000.0
2065.0,1832910200000.0,1318846100000.0,1645345100000.0,1811335700000.0
2066.0,1818315500000.0,1308542200000.0,1657089600000.0,1804096500000.0
2067.0,1793358700000.0,1272243700000.0,1636844800000.0,1792608400000.0
2068.0,1803326500000.0,1254611100000.0,1616510000000.0,1776621300000.0
2069.0,1802331600000.0,1240324100000.0,1609497800000.0,1772777600000.0
2070.0,1792357300000.0,1220465400000.0,1591340800000.0,1759159300000.0
2071.0,1777766000000.0,1235251000000.0,1564279000000.0,1755602200000.0
2072.0,1736875400000.0,1207731100000.0,1548902000000.0,1754156100000.0
2073.0,1702108300000.0,1185341800000.0,1546627000000.0,1749601400000.0
2074.0,1697084700000.0,1159199500000.0,1537962700000.0,1745711000000.0
2075.0,1685580500000.0,1140461500000.0,1538690100000.0,1728054700000.0
2076.0,1667959000000.0,1133840000000.0,1534440600000.0,1725803400000.0
2077.0,1654374500000.0,1122727400000.0,1535350000000.0,1730345000000.0
2078.0,1645801200000.0,1102298200000.0,1521790500000.0,1722896900000.0
2079.0,1647856800000.0,1081304100000.0,1498098800000.0,1708893500000.0
2080.0,1657591000000.0,1068095700000.0,1480963900000.0,1707351100000.0
2081.0,1670857800000.0,1051077250000.0,1458444300000.0,1694025600000.0
2082.0,1666676600000.0,1033662600000.0,1468714500000.0,1667651200000.0
2083.0,1663969000000.0,1021656500000.0,1463656800000.0,1650891700000.0
2084.0,1640227800000.0,1015803900000.0,1454969700000.0,1649513200000.0
2085.0,1641368600000.0,1000151840000.0,1448284500000.0,1630254000000.0
2086.0,1632233200000.0,982143400000.0,1438173600000.0,1619931800000.0
2087.0,1623999300000.0,965422700000.0,1422645100000.0,1610921500000.0
2088.0,1621482400000.0,952480370000.0,1425600500000.0,1609745000000.0
2089.0,1631645700000.0,943645100000.0,1422432400000.0,1604278600000.0
2090.0,1619612300000.0,925130750000.0,1417790100000.0,1595572600000.0
2091.0,1603763200000.0,917329150000.0,1412108500000.0,1596107900000.0
2092.0,1599977600000.0,917194740000.0,1409194100000.0,1604639300000.0
2093.0,1591271200000.0,910606900000.0,1394582700000.0,1592895000000.0
2094.0,1569636000000.0,898631600000.0,1383359300000.0,1584515100000.0
2095.0,1563584400000.0,888775250000.0,1385301300000.0,1572053300000.0
2096.0,1545524300000.0,868244400000.0,1385620000000.0,1570187500000.0
2097.0,1529574900000.0,858095800000.0,1382074700000.0,1569709900000.0
2098.0,1518346200000.0,857296300000.0,1387549300000.0,1572341200000.0
2099.0,1521917900000.0,848440200000.0,1371126600000.0,1583134000000.0
2100.0,1512905000000.0,838310100000.0,1354190300000.0,1577505700000.0
