time,GFDL-ESM4,MRI-ESM2-0,EC-EARTH3-VEG,CAMS-CSM1-0
2050.0,30817165000.0,29952080000.0,30870680000.0,31187128000.0
2051.0,30705640000.0,29760748000.0,30584064000.0,31099212000.0
2052.0,30463482000.0,29702578000.0,30037870000.0,30896716000.0
2053.0,30258500000.0,29402655000.0,29868910000.0,30723430000.0
2054.0,30006827000.0,29218783000.0,29789907000.0,30946052000.0
2055.0,29849516000.0,29116990000.0,29565297000.0,30696958000.0
2056.0,29559685000.0,28928330000.0,29341084000.0,30446103000.0
2057.0,29285556000.0,28741315000.0,29070696000.0,30297217000.0
2058.0,29075923000.0,28538770000.0,28819266000.0,31789089000.0
2059.0,28877992000.0,28340918000.0,29088616000.0,31221086000.0
2060.0,28830263000.0,28083075000.0,28272347000.0,30358550000.0
2061.0,28627993000.0,27890401000.0,28108268000.0,30141280000.0
2062.0,28365713000.0,27737150000.0,28009757000.0,30194480000.0
2063.0,28295143000.0,27659311000.0,27819645000.0,30008832000.0
2064.0,27997300000.0,27565593000.0,27586413000.0,29753385000.0
2065.0,27798321000.0,27320234000.0,27378295000.0,29563044000.0
2066.0,27628253000.0,27291510000.0,27697175000.0,29613918000.0
2067.0,27421231000.0,27121037000.0,27157810000.0,29651360000.0
2068.0,27980930000.0,26906943000.0,26896740000.0,29296423000.0
2069.0,27787932000.0,26759700000.0,27719746000.0,29158940000.0
2070.0,27335084000.0,26600215000.0,26716623000.0,29863526000.0
2071.0,27181208000.0,26483250000.0,26644302000.0,29120279000.0
2072.0,26719418000.0,26421027000.0,27534789000.0,28886790000.0
2073.0,26439186000.0,26310859000.0,26327407000.0,28953190000.0
2074.0,26433850000.0,26607997000.0,26179756000.0,28717537000.0
2075.0,26191059000.0,26111205000.0,26210521000.0,29485322000.0
2076.0,25991246000.0,25980799000.0,26365032000.0,28650418000.0
2077.0,25858816000.0,25976918000.0,25915513000.0,28597481000.0
2078.0,26054530000.0,25757129000.0,26572114000.0,28619127000.0
2079.0,26461106000.0,25607064000.0,26452474000.0,28567708000.0
2080.0,26834164000.0,25791853000.0,25713381000.0,29518293000.0
2081.0,26958553000.0,25459850000.0,26402400000.0,28645212000.0
2082.0,26256531000.0,25245080000.0,25533897000.0,28432896000.0
2083.0,26169320000.0,25167647000.0,25281380000.0,28445487000.0
2084.0,25669194000.0,25192448000.0,25548452000.0,28212285000.0
2085.0,26091416000.0,24950522000.0,25082388000.0,28114532000.0
2086.0,25572297000.0,24915390000.0,24957770000.0,27958766000.0
2087.0,25435793000.0,24781513000.0,25232656000.0,28077642000.0
2088.0,25522490000.0,25273336000.0,26729270000.0,28285514000.0
2089.0,26042210000.0,24851237000.0,25197009000.0,28839936000.0
2090.0,25250288000.0,24589250000.0,24736444000.0,28320684000.0
2091.0,25083032000.0,24955906000.0,24633655000.0,29719065000.0
2092.0,25361064000.0,24984881000.0,24955020000.0,28153985000.0
2093.0,25018649000.0,24564382000.0,24400996000.0,27888770000.0
2094.0,24700471000.0,24505584000.0,24293860000.0,27821030000.0
2095.0,24660636000.0,24305115000.0,24495729000.0,27784432000.0
2096.0,24461806000.0,24472830000.0,24553865000.0,28001751000.0
2097.0,24423057000.0,24705170000.0,24491872000.0,27632810000.0
2098.0,24430651000.0,25108228000.0,24539093000.0,27625853000.0
2099.0,24735857000.0,25489256000.0,24403966000.0,27984368000.0
2100.0,24391295000.0,24755878000.0,23896377000.0,28857864000.0
