time,NORESM2-MM,INM-CM4-8,INM-CM5-0,EC-EARTH3,CESM2,CAMS-CSM1-0,ACCESS-CM2,CESM2-WACCM,CANESM5,EC-EARTH3-VEG,ACCESS-ESM1-5,IPSL-CM6A-LR,MRI-ESM2-0,MPI-ESM1-2-HR,GFDL-ESM4,FGOALS-F3-L,BCC-CSM2-MR
2000.0,34404925000.0,34404925000.0,34404925000.0,34404925000.0,34404925000.0,34404925000.0,34404925000.0,34404925000.0,34404925000.0,34404925000.0,34404925000.0,34404925000.0,34404925000.0,34404925000.0,34404925000.0,34404925000.0,34404925000.0
2001.0,34003677000.0,34003677000.0,34003677000.0,34003677000.0,34003677000.0,34003677000.0,34003677000.0,34003677000.0,34003677000.0,34003677000.0,34003677000.0,34003677000.0,34003677000.0,34003677000.0,34003677000.0,34003677000.0,34003677000.0
2002.0,33861126000.0,33861126000.0,33861126000.0,33861126000.0,33861126000.0,33861126000.0,33861126000.0,33861126000.0,33861126000.0,33861126000.0,33861126000.0,33861126000.0,33861126000.0,33861126000.0,33861126000.0,33861126000.0,33861126000.0
2003.0,33831154000.0,33831154000.0,33831154000.0,33831154000.0,33831154000.0,33831154000.0,33831154000.0,33831154000.0,33831154000.0,33831154000.0,33831154000.0,33831154000.0,33831154000.0,33831154000.0,33831154000.0,33831154000.0,33831154000.0
2004.0,34238032000.0,34238032000.0,34238032000.0,34238032000.0,34238032000.0,34238032000.0,34238032000.0,34238032000.0,34238032000.0,34238032000.0,34238032000.0,34238032000.0,34238032000.0,34238032000.0,34238032000.0,34238032000.0,34238032000.0
2005.0,34221998000.0,34221998000.0,34221998000.0,34221998000.0,34221998000.0,34221998000.0,34221998000.0,34221998000.0,34221998000.0,34221998000.0,34221998000.0,34221998000.0,34221998000.0,34221998000.0,34221998000.0,34221998000.0,34221998000.0
2006.0,34368803000.0,34368803000.0,34368803000.0,34368803000.0,34368803000.0,34368803000.0,34368803000.0,34368803000.0,34368803000.0,34368803000.0,34368803000.0,34368803000.0,34368803000.0,34368803000.0,34368803000.0,34368803000.0,34368803000.0
2007.0,34094338000.0,34094338000.0,34094338000.0,34094338000.0,34094338000.0,34094338000.0,34094338000.0,34094338000.0,34094338000.0,34094338000.0,34094338000.0,34094338000.0,34094338000.0,34094338000.0,34094338000.0,34094338000.0,34094338000.0
2008.0,33877320000.0,33877320000.0,33877320000.0,33877320000.0,33877320000.0,33877320000.0,33877320000.0,33877320000.0,33877320000.0,33877320000.0,33877320000.0,33877320000.0,33877320000.0,33877320000.0,33877320000.0,33877320000.0,33877320000.0
2009.0,33916482000.0,33916482000.0,33916482000.0,33916482000.0,33916482000.0,33916482000.0,33916482000.0,33916482000.0,33916482000.0,33916482000.0,33916482000.0,33916482000.0,33916482000.0,33916482000.0,33916482000.0,33916482000.0,33916482000.0
2010.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0,34059723000.0
2011.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0,34391646000.0
2012.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0,33925440000.0
2013.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0,33831766000.0
2014.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0,33800829000.0
2015.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0,33834640000.0
2016.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0,34797175000.0
2017.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0,33815650000.0
2018.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0,33812302000.0
2019.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0,33778313000.0
2020.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0,33945980000.0
2021.0,34554565000.0,33582092000.0,33627714000.0,33553304000.0,33751583000.0,33888868000.0,33599140000.0,33646293000.0,33719548000.0,33854573000.0,33853895000.0,33921192000.0,33647288000.0,33693096000.0,33926453000.0,33724953000.0,33779872000.0
2022.0,33931320000.0,33502644000.0,33577785000.0,33544657000.0,33659122000.0,34035280000.0,33541173000.0,33775170000.0,35037580000.0,33648843000.0,33679309000.0,33641208000.0,33605010000.0,33645308000.0,33634691000.0,33598603000.0,33721463000.0
2023.0,33799297000.0,33489332000.0,33492769000.0,33370724000.0,33647217000.0,33764618000.0,33524154000.0,33704272000.0,33541060000.0,33752640000.0,33603004000.0,33578047000.0,33494750000.0,33933736000.0,33647268000.0,33573882000.0,33676851000.0
2024.0,33658835000.0,33380137000.0,33380104000.0,33244877000.0,33553981000.0,34004763000.0,33403656000.0,33539041000.0,33401223000.0,33593074000.0,33495750000.0,33495128000.0,33395542000.0,33731203000.0,33553875000.0,33468295000.0,33550117000.0
2025.0,33527386000.0,33415897000.0,33300179000.0,33142739000.0,33434190000.0,33648566000.0,33336926000.0,33489795000.0,33247437000.0,33835125000.0,33426643000.0,33454762000.0,33326598000.0,33678518000.0,33504453000.0,33400440000.0,33613758000.0
2026.0,33818743000.0,33278603000.0,33215510000.0,32984035000.0,33414318000.0,33568629000.0,33239718000.0,33395577000.0,33160544000.0,33569931000.0,33327487000.0,33517701000.0,33283752000.0,33533856000.0,33438250000.0,33329280000.0,33528906000.0
2027.0,33785426000.0,33180406000.0,33105050000.0,32816250000.0,33390172000.0,34011240000.0,33088358000.0,33242837000.0,33052838000.0,33537940000.0,33244471000.0,33322920000.0,33174120000.0,33476897000.0,33317718000.0,33341490000.0,33491687000.0
2028.0,33601841000.0,33038619000.0,33125263000.0,32572242000.0,33228288000.0,33578793000.0,32952010000.0,33129103000.0,32938928000.0,33406685000.0,33156854000.0,33199843000.0,33031260000.0,33402526000.0,33247773000.0,33224160000.0,33386574000.0
2029.0,33480028000.0,32967913000.0,32933059000.0,32354243000.0,33119648000.0,33880859000.0,32842078000.0,33063588000.0,32876917000.0,33305797000.0,33095390000.0,33075444000.0,32903287000.0,33315224000.0,33181684000.0,33132800000.0,33357173000.0
2030.0,33319084000.0,33039563000.0,32771756000.0,32112523000.0,33068464000.0,33903274000.0,32951673000.0,32976955000.0,32674204000.0,33195799000.0,33027858000.0,32976253000.0,32851626000.0,33247062000.0,33132446000.0,33064002000.0,33284338000.0
2031.0,33249730000.0,32998343000.0,32657610000.0,31829273000.0,32964581000.0,33564789000.0,32688245000.0,32890577000.0,32797925000.0,33445839000.0,32930361000.0,32843768000.0,32727730000.0,33156076000.0,33146798000.0,33022476000.0,33178920000.0
2032.0,33329530000.0,32781646000.0,32518312000.0,31511652000.0,32891195000.0,33483039000.0,32547787000.0,32735955000.0,33445083000.0,33062797000.0,32797815000.0,32690990000.0,32605624000.0,33088193000.0,32988195000.0,32915050000.0,33087672000.0
2033.0,33263837000.0,33303894000.0,32420796000.0,31194866000.0,32785590000.0,33364873000.0,32391934000.0,32823040000.0,32909105000.0,32903287000.0,32670738000.0,32593586000.0,32442620000.0,33008790000.0,33027414000.0,32798527000.0,33175691000.0
2034.0,33077262000.0,32768887000.0,32428546000.0,30959866000.0,32651114000.0,33350689000.0,32163475000.0,32575439000.0,32605735000.0,32823704000.0,32530315000.0,32471613000.0,32377280000.0,32912314000.0,32987587000.0,32699170000.0,33189716000.0
2035.0,33011126000.0,33011755000.0,32343894000.0,30543198000.0,32488510000.0,33206972000.0,32067623000.0,32500048000.0,32261046000.0,32704844000.0,32404138000.0,32214032000.0,32201984000.0,32903758000.0,32866064000.0,32524952000.0,33001406000.0
2036.0,32892785000.0,32566012000.0,32222734000.0,30164044000.0,32313758000.0,33158808000.0,31886162000.0,32350431000.0,32004932000.0,32570722000.0,32289456000.0,31940657000.0,31958426000.0,33572917000.0,32726331000.0,32331307000.0,32958607000.0
2037.0,32821398000.0,32515256000.0,32050915000.0,29822910000.0,32138953000.0,33223625000.0,32036868000.0,32522807000.0,31837483000.0,32647956000.0,32135287000.0,31865313000.0,31789607000.0,32900727000.0,32772010000.0,32179876000.0,32939665000.0
2038.0,32719358000.0,32496800000.0,32195623000.0,29477540000.0,32071242000.0,33056774000.0,31642706000.0,32134679000.0,31464264000.0,32395635000.0,31956042000.0,31635960000.0,31597953000.0,32682930000.0,32705022000.0,31960940000.0,32779729000.0
2039.0,32688110000.0,32372693000.0,31874961000.0,28999723000.0,31860340000.0,33029490000.0,31482712000.0,32065171000.0,31445316000.0,32238002000.0,31872449000.0,31692850000.0,31566545000.0,32548649000.0,32542722000.0,31868930000.0,32671082000.0
2040.0,32504646000.0,32800520000.0,31657955000.0,28481864000.0,31658623000.0,33007618000.0,31353047000.0,31868264000.0,31005678000.0,32011737000.0,31698440000.0,31288870000.0,31168936000.0,32535070000.0,32407325000.0,31617432000.0,32542003000.0
2041.0,33261107000.0,32286239000.0,31490292000.0,28039377000.0,31486503000.0,32878680000.0,31073397000.0,31657925000.0,30691684000.0,32222073000.0,31476462000.0,31156875000.0,30897578000.0,32621208000.0,32380735000.0,31391883000.0,32424964000.0
2042.0,32455854000.0,32069925000.0,31198036000.0,27530870000.0,31334308000.0,32861086000.0,30884040000.0,31605682000.0,30376878000.0,32185635000.0,31321944000.0,31066526000.0,30652360000.0,32374284000.0,33164749000.0,31157758000.0,32329906000.0
2043.0,32301257000.0,31921293000.0,31123538000.0,26991850000.0,31059175000.0,33093036000.0,30849827000.0,31283260000.0,30002303000.0,31858764000.0,31046345000.0,30726738000.0,31342447000.0,32200026000.0,32755448000.0,30976539000.0,32257620000.0
2044.0,32295719000.0,31831642000.0,30840828000.0,26632700000.0,30857904000.0,32817609000.0,30563370000.0,31109822000.0,29693172000.0,31544914000.0,30859637000.0,30604235000.0,30779030000.0,32105157000.0,32339665000.0,30718292000.0,32354062000.0
2045.0,32023247000.0,31677180000.0,30869053000.0,26167847000.0,30578954000.0,32933904000.0,30358660000.0,31002206000.0,29159526000.0,31344552000.0,30585090000.0,30362143000.0,30307322000.0,32154784000.0,32281821000.0,30586302000.0,32265460000.0
2046.0,31826227000.0,31509002000.0,30553776000.0,25634860000.0,30405320000.0,32577987000.0,30043010000.0,30700276000.0,28797374000.0,31306588000.0,30411520000.0,30292249000.0,30061574000.0,31982647000.0,32052580000.0,30559072000.0,31949971000.0
2047.0,31663278000.0,31369900000.0,30361620000.0,25195737000.0,30308143000.0,32475224000.0,29700758000.0,30588130000.0,28693934000.0,31117552000.0,30240117000.0,30160722000.0,29771692000.0,31913484000.0,31823520000.0,30158782000.0,31807890000.0
2048.0,31552618000.0,31265886000.0,30173480000.0,24705485000.0,29894103000.0,33116758000.0,29446754000.0,30340696000.0,28124228000.0,30952910000.0,29955721000.0,29974610000.0,29540743000.0,31657030000.0,31707450000.0,29915355000.0,31590779000.0
2049.0,31506328000.0,31021056000.0,30010728000.0,24146970000.0,29706360000.0,32603617000.0,29211496000.0,30167914000.0,27821343000.0,30729810000.0,29714024000.0,29748503000.0,29327370000.0,31495252000.0,31728712000.0,29711460000.0,31429590000.0
2050.0,31308773000.0,30787551000.0,29813438000.0,23820597000.0,29439787000.0,32652620000.0,28814020000.0,30012190000.0,27996291000.0,30540737000.0,29497991000.0,29474600000.0,29024362000.0,31380988000.0,31664888000.0,29293887000.0,31202695000.0
2051.0,31139774000.0,31383536000.0,29616194000.0,23487586000.0,29284618000.0,32246198000.0,28434729000.0,29988934000.0,27312990000.0,30349636000.0,29237148000.0,29211458000.0,28765958000.0,31215493000.0,31349565000.0,29332818000.0,31036900000.0
2052.0,30948033000.0,30673449000.0,29460158000.0,23199838000.0,29010344000.0,32140675000.0,28230578000.0,29675030000.0,26964754000.0,30021431000.0,28968276000.0,29105721000.0,28488948000.0,31191708000.0,31214502000.0,29155025000.0,30918337000.0
2053.0,30746923000.0,30473495000.0,29121923000.0,22779208000.0,28735017000.0,32040227000.0,27977966000.0,29436109000.0,26828130000.0,29833748000.0,28651110000.0,28827746000.0,28194763000.0,30940082000.0,31236418000.0,28766802000.0,30678082000.0
2054.0,30575614000.0,31025932000.0,28834623000.0,22306038000.0,28579744000.0,32046488000.0,27696787000.0,29201700000.0,26404450000.0,29629356000.0,28517138000.0,28700918000.0,27991405000.0,30923854000.0,30871286000.0,28533002000.0,30585276000.0
2055.0,30368940000.0,30329903000.0,28673835000.0,21965318000.0,28193812000.0,32057385000.0,27424588000.0,29018563000.0,25980703000.0,29405645000.0,28174004000.0,28458504000.0,27692415000.0,30601450000.0,30655400000.0,28442229000.0,30357450000.0
2056.0,30262710000.0,30297944000.0,28487115000.0,21564707000.0,27945828000.0,31835486000.0,27111586000.0,28935709000.0,25788100000.0,29434438000.0,27932150000.0,28939140000.0,27515675000.0,30497325000.0,30516441000.0,28155853000.0,30195270000.0
2057.0,30006936000.0,30106038000.0,28309346000.0,21190937000.0,27659657000.0,32545845000.0,26988468000.0,28535196000.0,25487380000.0,29674383000.0,27754189000.0,28135905000.0,27307958000.0,30361596000.0,30379753000.0,27938443000.0,29946073000.0
2058.0,29945197000.0,29905885000.0,28352969000.0,20965669000.0,27416463000.0,31928754000.0,26695592000.0,28385430000.0,26582405000.0,29222600000.0,27540013000.0,27765119000.0,27006290000.0,30179463000.0,30143947000.0,27694084000.0,29681822000.0
2059.0,29682160000.0,29666927000.0,27977441000.0,20605184000.0,27174371000.0,31699796000.0,26464754000.0,28093368000.0,25176867000.0,28835125000.0,27683062000.0,28136241000.0,26877075000.0,29933883000.0,29942163000.0,27535160000.0,29372959000.0
2060.0,29525168000.0,29671680000.0,28080300000.0,20314696000.0,27001424000.0,31544302000.0,26016119000.0,27720016000.0,24628898000.0,28538960000.0,27178557000.0,27561691000.0,26611763000.0,30241937000.0,29845950000.0,27269464000.0,29305205000.0
2061.0,29434262000.0,29434724000.0,27688032000.0,19978578000.0,26743097000.0,31400067000.0,25711067000.0,27511003000.0,26052934000.0,28719544000.0,26925494000.0,27227988000.0,26364180000.0,29738693000.0,29534753000.0,27186820000.0,29061073000.0
2062.0,29271900000.0,29389683000.0,27472108000.0,19626180000.0,26416108000.0,31173415000.0,25467093000.0,27297333000.0,24701512000.0,28117516000.0,26862197000.0,27028271000.0,26976449000.0,29487737000.0,29369096000.0,26927710000.0,28817480000.0
2063.0,29037896000.0,29367840000.0,27288846000.0,19252142000.0,26356027000.0,31015959000.0,25281548000.0,27046603000.0,24091830000.0,27818682000.0,26704090000.0,26839056000.0,26110175000.0,29312602000.0,29083650000.0,26754820000.0,28885543000.0
2064.0,28868225000.0,29025794000.0,27146418000.0,18992996000.0,26048078000.0,30966979000.0,25070735000.0,27171222000.0,23793426000.0,27596456000.0,26422320000.0,26566100000.0,25885608000.0,29211845000.0,28905368000.0,26610713000.0,28461310000.0
2065.0,28590858000.0,28822299000.0,26985837000.0,19692853000.0,25801930000.0,30838460000.0,24804207000.0,26768742000.0,23481831000.0,27414060000.0,26150515000.0,26603305000.0,25769368000.0,29087461000.0,28678957000.0,26338445000.0,28354916000.0
2066.0,28348785000.0,28732370000.0,26860440000.0,18898203000.0,25671942000.0,30698125000.0,24490981000.0,26645072000.0,23301736000.0,29025036000.0,26436274000.0,26212475000.0,25508342000.0,28956613000.0,28393124000.0,26136860000.0,28105038000.0
2067.0,28103694000.0,28650790000.0,26940865000.0,18505955000.0,25419401000.0,31536595000.0,24208845000.0,26332353000.0,23129336000.0,27518798000.0,26029167000.0,25963575000.0,25249862000.0,29010612000.0,28204804000.0,26016532000.0,27774714000.0
2068.0,27879492000.0,28442600000.0,26597378000.0,18324173000.0,25167920000.0,30574592000.0,24093592000.0,26201380000.0,22832080000.0,26973831000.0,25875149000.0,25800350000.0,25166981000.0,28676336000.0,28026905000.0,25789549000.0,27491213000.0
2069.0,27539462000.0,28368288000.0,26560666000.0,17954517000.0,25000315000.0,30389412000.0,23710484000.0,26095743000.0,22632909000.0,26919756000.0,25591871000.0,25664780000.0,25347736000.0,29195800000.0,27860304000.0,25667213000.0,27185494000.0
2070.0,27307983000.0,28095605000.0,26281415000.0,17713394000.0,24892473000.0,30413695000.0,23438785000.0,25908620000.0,22632747000.0,26555810000.0,25340210000.0,25629934000.0,24879163000.0,28578236000.0,27577720000.0,25586200000.0,26981767000.0
2071.0,27214690000.0,28417485000.0,26119467000.0,17617540000.0,24700545000.0,30211090000.0,23235135000.0,25615870000.0,23791784000.0,26338290000.0,25132830000.0,25409602000.0,24694585000.0,28354064000.0,27367879000.0,25620886000.0,26776930000.0
2072.0,27022180000.0,28094228000.0,26311473000.0,17273145000.0,24524626000.0,30100520000.0,23043965000.0,25401694000.0,22369923000.0,26492582000.0,24868950000.0,25213065000.0,24699870000.0,28330020000.0,27107545000.0,25322623000.0,26575790000.0
2073.0,26782069000.0,27914870000.0,26557118000.0,16999384000.0,24365945000.0,29992843000.0,22687103000.0,25775694000.0,22118010000.0,26974822000.0,24678937000.0,25044080000.0,24470796000.0,28458189000.0,26966012000.0,25160600000.0,26331738000.0
2074.0,26606156000.0,28383662000.0,25885911000.0,16815662000.0,24063947000.0,30101088000.0,22465272000.0,25088809000.0,22120227000.0,26026000000.0,24468773000.0,24886634000.0,24367729000.0,28138355000.0,26636106000.0,24897143000.0,26095480000.0
2075.0,26366757000.0,27703947000.0,25676360000.0,16962603000.0,24270799000.0,29832331000.0,22576820000.0,24876720000.0,23772660000.0,25717185000.0,24334430000.0,24715452000.0,24132571000.0,28252097000.0,26583833000.0,24918751000.0,26275478000.0
2076.0,26392830000.0,27457944000.0,25899256000.0,16653309000.0,24756881000.0,29670545000.0,22171445000.0,24695240000.0,22144092000.0,25579158000.0,24106195000.0,24516750000.0,23899242000.0,27835048000.0,26240889000.0,25405295000.0,25685258000.0
2077.0,26345714000.0,27423066000.0,25578914000.0,16391483000.0,23797199000.0,29538750000.0,22059086000.0,24539462000.0,21840998000.0,25934070000.0,23910152000.0,24385245000.0,23751315000.0,27732822000.0,26457092000.0,24934517000.0,25436533000.0
2078.0,25992454000.0,27476128000.0,25338528000.0,16097057000.0,23537881000.0,29456580000.0,21738902000.0,24456735000.0,21276535000.0,25307558000.0,23736093000.0,24194087000.0,23576087000.0,27558810000.0,26996818000.0,25999290000.0,25213110000.0
2079.0,25854714000.0,27106525000.0,25171919000.0,16082204000.0,23248722000.0,29330340000.0,21546010000.0,24194972000.0,21038993000.0,25009023000.0,23569064000.0,24040560000.0,23594994000.0,27630590000.0,26781284000.0,24989550000.0,25013694000.0
2080.0,25615598000.0,26988650000.0,25018590000.0,16148388000.0,23042068000.0,29348422000.0,21419536000.0,24174731000.0,20871954000.0,24741130000.0,23381228000.0,23946940000.0,23330347000.0,27361876000.0,26043576000.0,24532361000.0,24847614000.0
2081.0,25427507000.0,26816831000.0,24864852000.0,15682707000.0,22937328000.0,29182476000.0,21167393000.0,23893015000.0,20732720000.0,24649476000.0,23280610000.0,23785935000.0,23335115000.0,27197530000.0,27528344000.0,24873535000.0,24883644000.0
2082.0,25217655000.0,26671299000.0,24716657000.0,15461325000.0,22786863000.0,29058005000.0,20923044000.0,23672228000.0,20915325000.0,24685038000.0,23117883000.0,23607419000.0,23021914000.0,27069710000.0,26063032000.0,24315947000.0,24483903000.0
2083.0,25106895000.0,27569134000.0,24565076000.0,16358229000.0,22587675000.0,28925817000.0,20735414000.0,23470901000.0,20502910000.0,24468281000.0,23009636000.0,23455805000.0,22846343000.0,26932048000.0,25801503000.0,24192820000.0,24320776000.0
2084.0,24855194000.0,26980147000.0,24437938000.0,16050668000.0,22428820000.0,29492304000.0,20555470000.0,23869817000.0,20273302000.0,24085390000.0,22845805000.0,23549985000.0,22774387000.0,26798643000.0,25479606000.0,24038488000.0,24320897000.0
2085.0,25581636000.0,26674655000.0,25722872000.0,15121299000.0,22481260000.0,28769434000.0,20321597000.0,23570305000.0,21617258000.0,23843293000.0,22716890000.0,23231654000.0,22967431000.0,26700001000.0,25105365000.0,24168790000.0,23984427000.0
2086.0,24970020000.0,26431158000.0,24542398000.0,14890643000.0,22126418000.0,29189763000.0,20058730000.0,23366732000.0,21993978000.0,23640547000.0,22779450000.0,23076114000.0,22787758000.0,26915736000.0,24959103000.0,24452858000.0,23796056000.0
2087.0,24474935000.0,26274755000.0,24259574000.0,14768459000.0,22138206000.0,28675002000.0,19839744000.0,23172297000.0,23310815000.0,23402484000.0,22481270000.0,22898004000.0,22579014000.0,26615943000.0,24827181000.0,23785875000.0,23671149000.0
2088.0,24255734000.0,26137448000.0,24182292000.0,14750973000.0,21887338000.0,28529273000.0,19654253000.0,22998882000.0,20838450000.0,23141044000.0,22298750000.0,22800722000.0,22369845000.0,26537636000.0,25092990000.0,23629146000.0,23454919000.0
2089.0,24124813000.0,26113923000.0,23980726000.0,15576485000.0,21774340000.0,28465865000.0,19528718000.0,22778570000.0,20474220000.0,23125676000.0,22067567000.0,22699629000.0,22253902000.0,26366013000.0,24966914000.0,23739638000.0,23601248000.0
2090.0,23994763000.0,26024690000.0,25280672000.0,15217300000.0,21631046000.0,28317643000.0,19392637000.0,23242607000.0,20379482000.0,22795633000.0,21891318000.0,22569773000.0,22823330000.0,26686370000.0,25063410000.0,23687363000.0,23152384000.0
2091.0,23792865000.0,26074374000.0,24330713000.0,14678126000.0,21621470000.0,28246956000.0,19105767000.0,22525604000.0,19993426000.0,22614810000.0,21726500000.0,22658679000.0,22481623000.0,26916850000.0,24600938000.0,23359103000.0,22888460000.0
2092.0,23952933000.0,25789204000.0,23759366000.0,14594326000.0,21636116000.0,28233978000.0,18944852000.0,22759344000.0,19793187000.0,22438433000.0,21595324000.0,22287237000.0,22650872000.0,26191202000.0,24260140000.0,23270486000.0,23177040000.0
2093.0,23566360000.0,25686544000.0,23721360000.0,14311479000.0,21225834000.0,28101966000.0,18811556000.0,22519937000.0,19584426000.0,22337985000.0,21436068000.0,22167906000.0,22013508000.0,26094303000.0,24178737000.0,24042367000.0,22918080000.0
2094.0,23361133000.0,25886908000.0,24115644000.0,14191427000.0,21074560000.0,28498893000.0,19017191000.0,22243336000.0,20379408000.0,21964397000.0,21262980000.0,22216063000.0,22074454000.0,26012477000.0,24059680000.0,23306805000.0,22685235000.0
2095.0,23243074000.0,25543047000.0,23505480000.0,14053469000.0,21538500000.0,28552913000.0,18567762000.0,22882218000.0,19598123000.0,21693624000.0,21117846000.0,22019860000.0,21821920000.0,26629798000.0,23830469000.0,23119442000.0,22370710000.0
2096.0,23031280000.0,25570982000.0,23351108000.0,14851523000.0,20989708000.0,28834318000.0,18513408000.0,21992016000.0,20120450000.0,21719840000.0,21882140000.0,21848779000.0,22069901000.0,26090973000.0,23772174000.0,23633385000.0,22259220000.0
