time,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0,IPSL-CM6A-LR
2000.0,91040694000.0,91040694000.0,91040694000.0,91040694000.0
2001.0,91299620000.0,91299620000.0,91299620000.0,91299620000.0
2002.0,93018735000.0,93018735000.0,93018735000.0,93018735000.0
2003.0,92291140000.0,92291140000.0,92291140000.0,92291140000.0
2004.0,91113980000.0,91113980000.0,91113980000.0,91113980000.0
2005.0,88897960000.0,88897960000.0,88897960000.0,88897960000.0
2006.0,88075480000.0,88075480000.0,88075480000.0,88075480000.0
2007.0,87227030000.0,87227030000.0,87227030000.0,87227030000.0
2008.0,87708790000.0,87708790000.0,87708790000.0,87708790000.0
2009.0,88776510000.0,88776510000.0,88776510000.0,88776510000.0
2010.0,87095540000.0,87095540000.0,87095540000.0,87095540000.0
2011.0,84674490000.0,84674490000.0,84674490000.0,84674490000.0
2012.0,85593720000.0,85593720000.0,85593720000.0,85593720000.0
2013.0,85085725000.0,85085725000.0,85085725000.0,85085725000.0
2014.0,85391790000.0,85391790000.0,85391790000.0,85391790000.0
2015.0,84753610000.0,84753610000.0,84753610000.0,84753610000.0
2016.0,80958230000.0,80958230000.0,80958230000.0,80958230000.0
2017.0,76211600000.0,76211600000.0,76211600000.0,76211600000.0
2018.0,74589220000.0,74589220000.0,74589220000.0,74589220000.0
2019.0,74972900000.0,74972900000.0,74972900000.0,74972900000.0
2020.0,73364600000.0,73364600000.0,73364600000.0,73364600000.0
2021.0,66051686000.0,71486200000.0,70614380000.0,67447947000.0
2022.0,59838087000.0,68012050000.0,67189860000.0,64630755000.0
2023.0,54600802000.0,62098166000.0,66539078000.0,61165134000.0
2024.0,49162740000.0,60526305000.0,64685690000.0,57903220000.0
2025.0,41314464000.0,59691004000.0,62368720000.0,54670914000.0
2026.0,35594555000.0,57140180000.0,61491220000.0,50142690000.0
2027.0,33636747000.0,53744240000.0,59866090000.0,47546620000.0
2028.0,31100754000.0,52517155000.0,58283460000.0,46552760000.0
2029.0,30826336000.0,50666377000.0,54703604000.0,44124856000.0
2030.0,30358362000.0,49654178000.0,54618480000.0,40599350000.0
2031.0,28145367000.0,48468230000.0,53447350000.0,38491025000.0
2032.0,27618286000.0,44857962000.0,49452057000.0,36279740000.0
2033.0,28204122000.0,43619803000.0,49275486000.0,36480418000.0
2034.0,27667167000.0,43550150000.0,48765112000.0,35555013000.0
2035.0,26246048000.0,43654205000.0,45635215000.0,34537200000.0
2036.0,26016307000.0,40917475000.0,42177315000.0,34625830000.0
2037.0,25153235000.0,37942730000.0,41969406000.0,33441360000.0
2038.0,23589884000.0,38792280000.0,41808590000.0,30869076000.0
2039.0,22897766000.0,38150447000.0,39101895000.0,29472102000.0
2040.0,21585540000.0,36139950000.0,38779900000.0,28173427000.0
2041.0,19445074000.0,35107810000.0,37619212000.0,26977900000.0
2042.0,19180407000.0,35256693000.0,35450413000.0,27438754000.0
2043.0,19057347000.0,34992603000.0,35357184000.0,27223222000.0
2044.0,18615749000.0,34815767000.0,35543347000.0,27605756000.0
2045.0,17414355000.0,34567210000.0,34809086000.0,27682470000.0
2046.0,16511988000.0,34731848000.0,33567724000.0,27987320000.0
2047.0,16139013000.0,34003102000.0,31584582000.0,27134638000.0
2048.0,14755690000.0,32568508000.0,31878142000.0,26623201000.0
2049.0,12951906000.0,33751917000.0,30889038000.0,24768571000.0
2050.0,13577298000.0,34568122000.0,30767229000.0,24768115000.0
2051.0,14058792000.0,34419356000.0,31227120000.0,25217008000.0
2052.0,13780563000.0,32323037000.0,30358520000.0,26045788000.0
2053.0,13074042000.0,31807880000.0,28496546000.0,26471946000.0
2054.0,13627972000.0,31813876000.0,28720600000.0,25840286000.0
2055.0,14396366000.0,31632804000.0,29368830000.0,26139859000.0
2056.0,13909972000.0,32371984000.0,29120756000.0,26549918000.0
2057.0,12721845000.0,33550363000.0,28785689000.0,26343614000.0
2058.0,13465197000.0,34428473000.0,28676210000.0,25138262000.0
2059.0,14411943000.0,34478730000.0,28241180000.0,24805132000.0
2060.0,14879475000.0,33381808000.0,27919288000.0,24685468000.0
2061.0,14668034000.0,33709378000.0,28914162000.0,23864537000.0
2062.0,14170325000.0,34096691000.0,29392087000.0,24157798000.0
2063.0,14375099000.0,33289100000.0,28530604000.0,24646267000.0
2064.0,14569261000.0,33235614000.0,28540174000.0,24424913000.0
2065.0,14441149000.0,34084352000.0,28582597000.0,25239630000.0
2066.0,14843859000.0,34872308000.0,28509379000.0,26301757000.0
2067.0,14834855000.0,35451880000.0,28765108000.0,26079630000.0
2068.0,14551060000.0,36679770000.0,29647139000.0,25033122000.0
2069.0,14596529000.0,36696437000.0,29174442000.0,25065124000.0
2070.0,14370892000.0,37281853000.0,28585306000.0,25392198000.0
2071.0,13628397000.0,36468957000.0,28808964000.0,25553035000.0
2072.0,13694490000.0,34604360000.0,29270559000.0,25206920000.0
2073.0,14406540000.0,36098007000.0,30084164000.0,24898626000.0
2074.0,14965172000.0,36225892000.0,29897662000.0,25640585000.0
2075.0,15065558000.0,34844647000.0,29524337000.0,25700895000.0
2076.0,14863186000.0,36204163000.0,29837726000.0,26147437000.0
2077.0,15009503000.0,37726640000.0,29225679000.0,25372307000.0
2078.0,15468090000.0,37551260000.0,30160458000.0,25613814000.0
2079.0,15508969000.0,38355345000.0,30720246000.0,26689747000.0
2080.0,15015796000.0,38141743000.0,30056694000.0,27479542000.0
2081.0,14009538000.0,37150224000.0,29178920000.0,28164575000.0
2082.0,14288881000.0,37229842000.0,30059012000.0,28524724000.0
2083.0,14424944000.0,37377370000.0,30241913000.0,28481458000.0
2084.0,13782774000.0,37857750000.0,29327167000.0,27752645000.0
