time,CNRM-CM5,CANESM2,IPSL-CM5A-LR,CCSM4,NORESM1-M,CSIRO-MK3-6-0,MPI-ESM-LR,GISS-E2-R,GFDL-ESM2G,GFDL-CM3
2019.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0
2020.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0
2021.0,2774232000000.0,2793426400000.0,2758702500000.0,2752924600000.0,2778855400000.0,2755516400000.0,2777181600000.0,2753764500000.0,2752964000000.0,2768106200000.0
2022.0,2757482500000.0,2772081800000.0,2739629200000.0,2739998000000.0,2748643800000.0,2753542200000.0,2771291700000.0,2725625700000.0,2740417200000.0,2749163000000.0
2023.0,2745945600000.0,2754692800000.0,2733027600000.0,2730396000000.0,2747640000000.0,2775955000000.0,2740838700000.0,2709026200000.0,2749804800000.0,2733591500000.0
2024.0,2737099500000.0,2757594400000.0,2729484700000.0,2717503500000.0,2742870000000.0,2769968000000.0,2741934500000.0,2682196900000.0,2735518300000.0,2708610000000.0
2025.0,2728998700000.0,2735804000000.0,2705790600000.0,2689420500000.0,2735861100000.0,2769755600000.0,2724801000000.0,2657166300000.0,2726284500000.0,2685152000000.0
2026.0,2716969200000.0,2732777300000.0,2703606200000.0,2668455500000.0,2719672000000.0,2759648300000.0,2704521300000.0,2635870200000.0,2726180000000.0,2652813100000.0
2027.0,2691014600000.0,2716632600000.0,2673134300000.0,2646036700000.0,2715728500000.0,2759349200000.0,2690534600000.0,2617000000000.0,2704905600000.0,2630472700000.0
2028.0,2669049500000.0,2687672800000.0,2668256300000.0,2611772400000.0,2699657200000.0,2743008200000.0,2677157100000.0,2600334800000.0,2680080300000.0,2612070700000.0
2029.0,2658129700000.0,2650381200000.0,2677580200000.0,2598012700000.0,2683801000000.0,2724994200000.0,2655841700000.0,2582252600000.0,2677205000000.0,2586476800000.0
2030.0,2647372300000.0,2645794500000.0,2641683300000.0,2596044300000.0,2657729000000.0,2698975000000.0,2638149800000.0,2568391800000.0,2672030000000.0,2551821600000.0
2031.0,2652753600000.0,2622803000000.0,2655929500000.0,2589667400000.0,2628158500000.0,2686486000000.0,2623294100000.0,2540418600000.0,2657662800000.0,2525692400000.0
2032.0,2628184200000.0,2581500000000.0,2661067500000.0,2544968700000.0,2601549800000.0,2667588000000.0,2605028000000.0,2534023600000.0,2660822000000.0,2488947200000.0
2033.0,2585366600000.0,2549385800000.0,2644377000000.0,2524162600000.0,2573378300000.0,2663154700000.0,2578854000000.0,2511314000000.0,2641354800000.0,2452814300000.0
2034.0,2566385800000.0,2539970400000.0,2626520400000.0,2501240000000.0,2561305700000.0,2658914500000.0,2561380200000.0,2511506200000.0,2631315500000.0,2416899500000.0
2035.0,2550291800000.0,2509055700000.0,2585905900000.0,2478648300000.0,2540392700000.0,2626531400000.0,2550440100000.0,2500749400000.0,2609941000000.0,2374007000000.0
2036.0,2522013500000.0,2479035800000.0,2552699000000.0,2458443800000.0,2515730000000.0,2625345200000.0,2537466400000.0,2489418800000.0,2576817600000.0,2333324600000.0
2037.0,2505277200000.0,2462989000000.0,2511368000000.0,2452197200000.0,2506098500000.0,2598741700000.0,2521879800000.0,2483883000000.0,2548243400000.0,2299961000000.0
2038.0,2485024700000.0,2445863000000.0,2503220100000.0,2437910400000.0,2480511400000.0,2579102400000.0,2510230400000.0,2469404300000.0,2513234600000.0,2258254200000.0
2039.0,2448551000000.0,2419969200000.0,2523759400000.0,2422982000000.0,2460837700000.0,2556884700000.0,2495531200000.0,2457245300000.0,2480043500000.0,2223835000000.0
2040.0,2427819400000.0,2395198200000.0,2559701400000.0,2420767200000.0,2432085300000.0,2562608900000.0,2471324800000.0,2440930000000.0,2497809200000.0,2183854800000.0
2041.0,2409682200000.0,2370001700000.0,2580997700000.0,2407949100000.0,2417005400000.0,2542559300000.0,2448178000000.0,2424577000000.0,2474101200000.0,2148791700000.0
2042.0,2394606000000.0,2344290600000.0,2577185600000.0,2386819300000.0,2411392700000.0,2539969300000.0,2419871400000.0,2410766700000.0,2465945000000.0,2107976500000.0
2043.0,2365374900000.0,2320589000000.0,2571797800000.0,2380545700000.0,2391905100000.0,2521212400000.0,2430169500000.0,2382565000000.0,2436444700000.0,2060463600000.0
2044.0,2347485000000.0,2307595700000.0,2543421000000.0,2355250600000.0,2374391800000.0,2504674200000.0,2425959700000.0,2354168200000.0,2424767000000.0,2004109600000.0
2045.0,2324237000000.0,2307182600000.0,2520751000000.0,2345077600000.0,2364638200000.0,2475758000000.0,2408630200000.0,2332843600000.0,2430785300000.0,1971390600000.0
2046.0,2304391000000.0,2270226300000.0,2507393200000.0,2333338800000.0,2354199100000.0,2473389700000.0,2373165800000.0,2316767600000.0,2422385100000.0,1931250900000.0
2047.0,2284298200000.0,2248758000000.0,2513653500000.0,2312458200000.0,2340081000000.0,2463831200000.0,2359553200000.0,2310129000000.0,2412482400000.0,1879540400000.0
2048.0,2292800600000.0,2219247700000.0,2497099300000.0,2285825700000.0,2317715800000.0,2421504600000.0,2360319000000.0,2293925000000.0,2400018500000.0,1836709800000.0
2049.0,2277159500000.0,2194363900000.0,2474359400000.0,2258061200000.0,2315653500000.0,2396774000000.0,2324842400000.0,2270647800000.0,2369079200000.0,1783138600000.0
2050.0,2257653600000.0,2198483400000.0,2467618000000.0,2241872300000.0,2292410000000.0,2380175500000.0,2305558800000.0,2243621300000.0,2358058700000.0,1733296900000.0
2051.0,2234776000000.0,2201203800000.0,2446715300000.0,2243030700000.0,2268996300000.0,2345604700000.0,2284443000000.0,2228795200000.0,2345396600000.0,1693764400000.0
2052.0,2227009000000.0,2180295400000.0,2417801300000.0,2234509400000.0,2262055000000.0,2316940600000.0,2268136200000.0,2224235700000.0,2323027000000.0,1661248900000.0
2053.0,2215910000000.0,2153285700000.0,2399598800000.0,2222939000000.0,2257162600000.0,2294299500000.0,2244527800000.0,2221496000000.0,2306128500000.0,1631047400000.0
2054.0,2210021200000.0,2140110200000.0,2369977800000.0,2201338800000.0,2238966000000.0,2273037300000.0,2227088400000.0,2197016700000.0,2300927000000.0,1584868600000.0
2055.0,2195423000000.0,2123085500000.0,2341685000000.0,2189785600000.0,2216924500000.0,2259521600000.0,2200500400000.0,2183844500000.0,2282220700000.0,1540409500000.0
2056.0,2178010000000.0,2100280600000.0,2316865000000.0,2169141100000.0,2216819200000.0,2240125300000.0,2198914900000.0,2158854900000.0,2269934800000.0,1494038300000.0
2057.0,2177072600000.0,2085001500000.0,2327199400000.0,2160948200000.0,2199761200000.0,2217472000000.0,2185538600000.0,2143832900000.0,2264470700000.0,1460774500000.0
2058.0,2159609500000.0,2048658800000.0,2314241600000.0,2154816700000.0,2186270200000.0,2204536100000.0,2174020600000.0,2143311200000.0,2261760900000.0,1429600300000.0
2059.0,2154140800000.0,2037701100000.0,2292227200000.0,2133396600000.0,2166008700000.0,2183345900000.0,2152031500000.0,2141054400000.0,2247580200000.0,1394196900000.0
2060.0,2130672100000.0,2017315300000.0,2254547500000.0,2129447500000.0,2154147500000.0,2166944200000.0,2143084600000.0,2120071400000.0,2242832200000.0,1354179000000.0
2061.0,2113604600000.0,1981033900000.0,2251726300000.0,2128495000000.0,2150114900000.0,2161744200000.0,2125353600000.0,2118538000000.0,2241279600000.0,1326945800000.0
2062.0,2099938000000.0,1958185700000.0,2226380900000.0,2122674100000.0,2130245300000.0,2157627700000.0,2127710300000.0,2113307400000.0,2213877400000.0,1300807400000.0
2063.0,2076302800000.0,1920917000000.0,2220693400000.0,2114483900000.0,2120598000000.0,2158251200000.0,2127318400000.0,2112071400000.0,2218534000000.0,1274858000000.0
2064.0,2064383600000.0,1892391000000.0,2211061200000.0,2109752000000.0,2099728700000.0,2181128300000.0,2133063400000.0,2111105900000.0,2222141700000.0,1252061900000.0
2065.0,2057809600000.0,1877050800000.0,2213507200000.0,2097308600000.0,2089320600000.0,2184206900000.0,2116130300000.0,2105709300000.0,2210776700000.0,1230250600000.0
2066.0,2053833400000.0,1857948700000.0,2195773700000.0,2082570000000.0,2076508800000.0,2164340600000.0,2110312000000.0,2101932300000.0,2201180700000.0,1201807800000.0
2067.0,2046315000000.0,1838882400000.0,2180336000000.0,2091319400000.0,2063710700000.0,2153625400000.0,2104069700000.0,2089480400000.0,2229804000000.0,1182621500000.0
2068.0,2022499400000.0,1849412800000.0,2163855700000.0,2079645000000.0,2046011000000.0,2130132000000.0,2097691100000.0,2075062800000.0,2228746500000.0,1156152400000.0
2069.0,2015801600000.0,1824080400000.0,2144518500000.0,2081908600000.0,2049985500000.0,2104425700000.0,2105106900000.0,2060677700000.0,2226925900000.0,1131157800000.0
2070.0,2012970200000.0,1800806700000.0,2129229600000.0,2082376800000.0,2037627100000.0,2106996800000.0,2081609500000.0,2048470300000.0,2223676900000.0,1110432300000.0
2071.0,1990353100000.0,1787619000000.0,2107302100000.0,2066584600000.0,2018014500000.0,2105034800000.0,2074966000000.0,2044133800000.0,2233236700000.0,1092816600000.0
2072.0,1984691800000.0,1771196900000.0,2100941000000.0,2054713800000.0,2009603800000.0,2081889000000.0,2080620300000.0,2039571700000.0,2228257300000.0,1065541900000.0
2073.0,1995740800000.0,1762329100000.0,2103177100000.0,2057128900000.0,2017155400000.0,2086694800000.0,2070318400000.0,2035063600000.0,2237746400000.0,1046480160000.0
2074.0,1995616800000.0,1758061800000.0,2091383100000.0,2044914400000.0,2009819100000.0,2072237800000.0,2085500200000.0,2028939200000.0,2242195000000.0,1023916800000.0
2075.0,1999168900000.0,1732098400000.0,2073495200000.0,2043538200000.0,1995860600000.0,2068030400000.0,2080211300000.0,2019036100000.0,2246460600000.0,1005640600000.0
2076.0,1984346800000.0,1729480800000.0,2048989500000.0,2036656800000.0,1987353200000.0,2057170300000.0,2069814300000.0,2020972200000.0,2241987300000.0,986825950000.0
2077.0,1979534000000.0,1720904600000.0,2046861200000.0,2022601900000.0,1974813900000.0,2053559300000.0,2056098800000.0,2008723800000.0,2232002000000.0,963318700000.0
2078.0,1973369300000.0,1701654700000.0,2031280200000.0,2015663400000.0,1964340700000.0,2053993700000.0,2059119400000.0,2010612400000.0,2238267300000.0,949950500000.0
2079.0,1964905700000.0,1681652700000.0,2014124600000.0,2019196700000.0,1957511000000.0,2042620800000.0,2064692500000.0,2024233900000.0,2244809900000.0,930392240000.0
2080.0,1947631100000.0,1680898400000.0,1998805100000.0,1992774100000.0,1939593500000.0,2029959400000.0,2065433200000.0,2011490000000.0,2235129700000.0,915477800000.0
2081.0,1936391900000.0,1676427300000.0,1973737900000.0,1974359200000.0,1932030500000.0,2018795800000.0,2075983000000.0,2005814100000.0,2234558700000.0,896878200000.0
2082.0,1926992900000.0,1663564800000.0,1985882400000.0,1982505500000.0,1926559600000.0,2010187700000.0,2087006800000.0,2018922000000.0,2225382600000.0,878021050000.0
2083.0,1916617000000.0,1653309200000.0,1967639200000.0,1979864800000.0,1924421100000.0,1996932300000.0,2088762500000.0,2030091400000.0,2239005500000.0,864080040000.0
2084.0,1921641700000.0,1640829800000.0,1988487400000.0,1979027600000.0,1922063000000.0,1980358200000.0,2085985200000.0,2034659800000.0,2239762300000.0,846629960000.0
2085.0,1906037900000.0,1633510500000.0,1991478300000.0,1965969600000.0,1891714600000.0,1965997300000.0,2076157500000.0,2033857700000.0,2246466600000.0,835543560000.0
2086.0,1888252600000.0,1626887200000.0,1980380600000.0,1967534600000.0,1876633200000.0,1947984700000.0,2074777000000.0,2024915600000.0,2249848800000.0,827131100000.0
2087.0,1885544500000.0,1602086900000.0,1968070600000.0,1954175600000.0,1869519100000.0,1940639700000.0,2086270700000.0,2019823600000.0,2245260500000.0,813679640000.0
2088.0,1874073900000.0,1588435500000.0,1970327700000.0,1944300400000.0,1859949600000.0,1945020000000.0,2103880500000.0,2029610500000.0,2253337100000.0,799843500000.0
2089.0,1865548000000.0,1583441600000.0,1967496800000.0,1958019200000.0,1850612400000.0,1936859300000.0,2120754000000.0,2035171600000.0,2254058800000.0,785758600000.0
2090.0,1862297000000.0,1566535300000.0,1967248000000.0,1946377300000.0,1847136000000.0,1922531700000.0,2106853600000.0,2032307100000.0,2274549800000.0,773203030000.0
2091.0,1849347000000.0,1573916100000.0,1950021600000.0,1926800600000.0,1824371500000.0,1911019400000.0,2111516800000.0,2025286000000.0,2274577000000.0,758024300000.0
2092.0,1843891500000.0,1551864400000.0,1943604200000.0,1914080700000.0,1813528200000.0,1903872600000.0,2110115200000.0,2038143900000.0,2283915000000.0,743534200000.0
2093.0,1834543900000.0,1550327100000.0,1943285400000.0,1908099900000.0,1807042500000.0,1893231500000.0,2124380100000.0,2034664300000.0,2288418000000.0,734671300000.0
2094.0,1830817600000.0,1539233700000.0,1949763400000.0,1906391000000.0,1790092100000.0,1899050700000.0,2118428400000.0,2045424000000.0,2288876000000.0,725833350000.0
2095.0,1818122300000.0,1532308500000.0,1950391700000.0,1907472500000.0,1783117600000.0,1888651600000.0,2116058600000.0,2057507000000.0,2294569800000.0,715123600000.0
2096.0,1814183500000.0,1545374300000.0,1939742100000.0,1901253000000.0,1777827300000.0,1879875100000.0,2118915900000.0,2068308700000.0,2304772400000.0,704138400000.0
2097.0,1813296000000.0,1532903600000.0,1917729600000.0,1900634000000.0,1755462600000.0,1860023500000.0,2123324700000.0,2069081400000.0,2301794000000.0,691932040000.0
2098.0,1806931000000.0,1534401300000.0,1947982600000.0,1901862200000.0,1754480500000.0,1851588200000.0,2126704700000.0,2064945800000.0,2307728300000.0,680533700000.0
2099.0,1811718200000.0,1523375700000.0,1932389600000.0,1897808500000.0,1738065700000.0,1838826300000.0,2135346900000.0,2068584600000.0,2306124800000.0,670865160000.0
2100.0,1822921300000.0,1529400900000.0,1939279200000.0,1884620200000.0,1733843400000.0,1823680500000.0,2131639300000.0,2074020500000.0,2295391600000.0,658544850000.0
