time,NORESM1-M,IPSL-CM5A-LR,CCSM4,GISS-E2-R,GFDL-ESM2G,GFDL-CM3,CESM1-CAM5,CSIRO-MK3-6-0
2000.0,2882533900000.0,2882533900000.0,2882533900000.0,2882533900000.0,2882533900000.0,2882533900000.0,2882533900000.0,2882533900000.0
2001.0,2865905300000.0,2865905300000.0,2865905300000.0,2865905300000.0,2865905300000.0,2865905300000.0,2865905300000.0,2865905300000.0
2002.0,2846266000000.0,2846266000000.0,2846266000000.0,2846266000000.0,2846266000000.0,2846266000000.0,2846266000000.0,2846266000000.0
2003.0,2834000800000.0,2834000800000.0,2834000800000.0,2834000800000.0,2834000800000.0,2834000800000.0,2834000800000.0,2834000800000.0
2004.0,2844200300000.0,2844200300000.0,2844200300000.0,2844200300000.0,2844200300000.0,2844200300000.0,2844200300000.0,2844200300000.0
2005.0,2840838300000.0,2840838300000.0,2840838300000.0,2840838300000.0,2840838300000.0,2840838300000.0,2840838300000.0,2840838300000.0
2006.0,2847630000000.0,2847630000000.0,2847630000000.0,2847630000000.0,2847630000000.0,2847630000000.0,2847630000000.0,2847630000000.0
2007.0,2846337500000.0,2846337500000.0,2846337500000.0,2846337500000.0,2846337500000.0,2846337500000.0,2846337500000.0,2846337500000.0
2008.0,2823548000000.0,2823548000000.0,2823548000000.0,2823548000000.0,2823548000000.0,2823548000000.0,2823548000000.0,2823548000000.0
2009.0,2821906500000.0,2821906500000.0,2821906500000.0,2821906500000.0,2821906500000.0,2821906500000.0,2821906500000.0,2821906500000.0
2010.0,2812574400000.0,2812574400000.0,2812574400000.0,2812574400000.0,2812574400000.0,2812574400000.0,2812574400000.0,2812574400000.0
2011.0,2826203600000.0,2826203600000.0,2826203600000.0,2826203600000.0,2826203600000.0,2826203600000.0,2826203600000.0,2826203600000.0
2012.0,2815774400000.0,2815774400000.0,2815774400000.0,2815774400000.0,2815774400000.0,2815774400000.0,2815774400000.0,2815774400000.0
2013.0,2798656000000.0,2798656000000.0,2798656000000.0,2798656000000.0,2798656000000.0,2798656000000.0,2798656000000.0,2798656000000.0
2014.0,2786356400000.0,2786356400000.0,2786356400000.0,2786356400000.0,2786356400000.0,2786356400000.0,2786356400000.0,2786356400000.0
2015.0,2787170300000.0,2787170300000.0,2787170300000.0,2787170300000.0,2787170300000.0,2787170300000.0,2787170300000.0,2787170300000.0
2016.0,2809785700000.0,2809785700000.0,2809785700000.0,2809785700000.0,2809785700000.0,2809785700000.0,2809785700000.0,2809785700000.0
2017.0,2787470000000.0,2787470000000.0,2787470000000.0,2787470000000.0,2787470000000.0,2787470000000.0,2787470000000.0,2787470000000.0
2018.0,2786664000000.0,2786664000000.0,2786664000000.0,2786664000000.0,2786664000000.0,2786664000000.0,2786664000000.0,2786664000000.0
2019.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0,2773815400000.0
2020.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0,2778681300000.0
2021.0,2798864300000.0,2762885300000.0,2750422200000.0,2776963700000.0,2781756500000.0,2761353000000.0,2776464400000.0,2768452200000.0
2022.0,2784684100000.0,2747665500000.0,2738189000000.0,2768005500000.0,2782980700000.0,2744662400000.0,2742681000000.0,2757388700000.0
2023.0,2776003200000.0,2761539500000.0,2741819700000.0,2755794600000.0,2785273400000.0,2716439200000.0,2714659500000.0,2754888300000.0
2024.0,2777395000000.0,2745514000000.0,2717806000000.0,2748304300000.0,2766273800000.0,2690277000000.0,2697282000000.0,2745994800000.0
2025.0,2770007200000.0,2736680300000.0,2700207500000.0,2726420000000.0,2741747800000.0,2657536700000.0,2698285200000.0,2738579300000.0
2026.0,2743225500000.0,2729700800000.0,2694804700000.0,2699907000000.0,2725023000000.0,2640192200000.0,2687222700000.0,2715313500000.0
2027.0,2731962800000.0,2714152500000.0,2699522500000.0,2675774300000.0,2689430500000.0,2594445000000.0,2675959700000.0,2705597400000.0
2028.0,2726572300000.0,2695286500000.0,2684645000000.0,2666730000000.0,2667964000000.0,2560743000000.0,2667815600000.0,2701838300000.0
2029.0,2707958800000.0,2673382300000.0,2676804600000.0,2674088200000.0,2656872400000.0,2524433600000.0,2645599200000.0,2712710000000.0
2030.0,2715231000000.0,2650925400000.0,2675613000000.0,2664165000000.0,2618863600000.0,2496506400000.0,2626424100000.0,2697916600000.0
2031.0,2714766400000.0,2640414800000.0,2684555600000.0,2651133600000.0,2610747400000.0,2451156000000.0,2616468400000.0,2673196100000.0
2032.0,2720218200000.0,2631894800000.0,2683991500000.0,2625700600000.0,2604040200000.0,2409298400000.0,2605060500000.0,2652930000000.0
2033.0,2702867700000.0,2646028000000.0,2668282800000.0,2609169600000.0,2592275200000.0,2387301600000.0,2607637900000.0,2643665600000.0
2034.0,2692754000000.0,2610233000000.0,2646765000000.0,2597642000000.0,2563144200000.0,2353444200000.0,2585705600000.0,2625853200000.0
2035.0,2677216000000.0,2561437300000.0,2639021500000.0,2576330300000.0,2556625400000.0,2319184300000.0,2556256800000.0,2612446000000.0
2036.0,2675762500000.0,2537321400000.0,2628555600000.0,2552831000000.0,2528673300000.0,2276844600000.0,2543259500000.0,2612254200000.0
2037.0,2665993500000.0,2513373800000.0,2618616400000.0,2545840000000.0,2540817000000.0,2243528800000.0,2516232700000.0,2604634500000.0
2038.0,2642900700000.0,2493496400000.0,2589716400000.0,2515406400000.0,2536076200000.0,2200879000000.0,2509230300000.0,2590825300000.0
2039.0,2625951000000.0,2458794900000.0,2566779600000.0,2498669300000.0,2524430000000.0,2158549900000.0,2505295000000.0,2568456800000.0
2040.0,2604177600000.0,2404120300000.0,2553088000000.0,2490529000000.0,2516612000000.0,2125466300000.0,2504465600000.0,2570592000000.0
2041.0,2591417400000.0,2409533800000.0,2535435500000.0,2448346000000.0,2499363700000.0,2084377500000.0,2490346200000.0,2557425700000.0
2042.0,2556011500000.0,2388139400000.0,2523345200000.0,2419250700000.0,2458399000000.0,2044421100000.0,2459343800000.0,2554541400000.0
2043.0,2540398400000.0,2373932300000.0,2507240400000.0,2401451400000.0,2444600800000.0,2007759200000.0,2443100800000.0,2563095000000.0
2044.0,2524747100000.0,2339226000000.0,2510600500000.0,2390513000000.0,2417772000000.0,1951638100000.0,2416329400000.0,2551160200000.0
2045.0,2507727700000.0,2315689000000.0,2471924000000.0,2383081000000.0,2392593000000.0,1912439300000.0,2398563300000.0,2535035800000.0
2046.0,2482082000000.0,2276582500000.0,2451218600000.0,2364355600000.0,2380760400000.0,1872917200000.0,2392632000000.0,2521908600000.0
2047.0,2466202000000.0,2253130000000.0,2437114000000.0,2337233400000.0,2377498000000.0,1845571900000.0,2362187000000.0,2515851300000.0
2048.0,2449349500000.0,2215111300000.0,2427593400000.0,2313612700000.0,2346723800000.0,1815033500000.0,2346364000000.0,2504839400000.0
2049.0,2425355000000.0,2143206600000.0,2409042000000.0,2299134200000.0,2338582000000.0,1771212000000.0,2313263300000.0,2499876000000.0
2050.0,2408452000000.0,2120573500000.0,2374701000000.0,2273438600000.0,2318773300000.0,1746258200000.0,2287896000000.0,2513583200000.0
2051.0,2373143800000.0,2094899300000.0,2345876000000.0,2255122300000.0,2308851600000.0,1716490200000.0,2275960000000.0,2500217300000.0
2052.0,2343498000000.0,2086283600000.0,2331444000000.0,2241315200000.0,2297658000000.0,1682812200000.0,2264990700000.0,2482223000000.0
2053.0,2328978800000.0,2060807800000.0,2312200800000.0,2219541500000.0,2276142600000.0,1645216300000.0,2240874000000.0,2462315400000.0
2054.0,2330504000000.0,2037651300000.0,2284267200000.0,2204664900000.0,2250589900000.0,1623142400000.0,2216983800000.0,2436298200000.0
2055.0,2295846100000.0,2007151400000.0,2266928800000.0,2183745500000.0,2229304600000.0,1587310900000.0,2205433200000.0,2423728000000.0
2056.0,2255118000000.0,1970125400000.0,2261263300000.0,2168452300000.0,2217460400000.0,1553538000000.0,2220187500000.0,2419100700000.0
2057.0,2236484200000.0,1936437800000.0,2243374600000.0,2145475600000.0,2193606700000.0,1517961600000.0,2201923600000.0,2377708700000.0
2058.0,2200775700000.0,1915463300000.0,2228071200000.0,2130588300000.0,2161674300000.0,1485975200000.0,2172447200000.0,2352702800000.0
2059.0,2193105600000.0,1909381300000.0,2201359700000.0,2124297700000.0,2146003500000.0,1459544800000.0,2177811700000.0,2333252000000.0
2060.0,2173393800000.0,1892614900000.0,2165990000000.0,2108530800000.0,2106388000000.0,1428654900000.0,2162492400000.0,2306189000000.0
2061.0,2160521600000.0,1867348400000.0,2136777600000.0,2089110900000.0,2072095900000.0,1390798800000.0,2145296400000.0,2272535800000.0
2062.0,2141929500000.0,1833237300000.0,2116123500000.0,2080334300000.0,2051480700000.0,1361790900000.0,2109727800000.0,2233789000000.0
2063.0,2136143800000.0,1808906700000.0,2094687300000.0,2065532500000.0,2035170500000.0,1327491400000.0,2089151500000.0,2205905800000.0
2064.0,2121059900000.0,1789628400000.0,2077921900000.0,2052439900000.0,2005014700000.0,1288024100000.0,2082789500000.0,2181034800000.0
2065.0,2102275300000.0,1761180600000.0,2054790800000.0,2037092800000.0,1987033600000.0,1260201200000.0,2062689800000.0,2156187500000.0
2066.0,2096909100000.0,1734859300000.0,2027820000000.0,2030001700000.0,1966092300000.0,1235216000000.0,2041058000000.0,2140146200000.0
2067.0,2058262500000.0,1712189700000.0,2004599800000.0,2013782300000.0,1951312500000.0,1201588800000.0,2023188900000.0,2111238200000.0
2068.0,2050783400000.0,1695435700000.0,1974055700000.0,1998592400000.0,1928214300000.0,1167715000000.0,1994019600000.0,2076074300000.0
2069.0,2020486300000.0,1668310600000.0,1946827500000.0,1985849500000.0,1898119400000.0,1138951600000.0,1969539400000.0,2057114400000.0
2070.0,1986765300000.0,1634467400000.0,1926275100000.0,1960456200000.0,1884764200000.0,1099170100000.0,1944219500000.0,2019198800000.0
2071.0,1962561000000.0,1616358500000.0,1903365200000.0,1950848000000.0,1856154200000.0,1074008300000.0,1919945300000.0,1971518800000.0
2072.0,1938092500000.0,1589744900000.0,1877852800000.0,1935331400000.0,1829725400000.0,1044000340000.0,1892215800000.0,1949693400000.0
2073.0,1912076900000.0,1560136600000.0,1845926700000.0,1912052900000.0,1793195900000.0,1012469860000.0,1874861600000.0,1947680400000.0
2074.0,1896885300000.0,1528805300000.0,1831879700000.0,1903730100000.0,1789071300000.0,982486350000.0,1854837400000.0,1923179900000.0
2075.0,1865833800000.0,1494833400000.0,1812757700000.0,1884833600000.0,1768601700000.0,953032900000.0,1827064300000.0,1885703200000.0
2076.0,1817372800000.0,1456239700000.0,1775852300000.0,1857927900000.0,1748157100000.0,919683100000.0,1788061300000.0,1852501300000.0
2077.0,1796256200000.0,1432949400000.0,1748256800000.0,1836717600000.0,1721820900000.0,881013000000.0,1759579600000.0,1841329100000.0
2078.0,1778701000000.0,1394391600000.0,1728096200000.0,1821507600000.0,1704472600000.0,851570200000.0,1737443100000.0,1816350400000.0
2079.0,1752169800000.0,1352763000000.0,1702402300000.0,1814366100000.0,1670271100000.0,816079630000.0,1715282900000.0,1799692700000.0
2080.0,1719280200000.0,1321679600000.0,1691636000000.0,1792264600000.0,1638966800000.0,786526200000.0,1674940300000.0,1780932000000.0
2081.0,1685357200000.0,1301899100000.0,1676856500000.0,1774109700000.0,1607152700000.0,754416800000.0,1646144300000.0,1754061500000.0
2082.0,1661195900000.0,1278751700000.0,1642164400000.0,1735382700000.0,1595935000000.0,724983400000.0,1613472900000.0,1724382700000.0
2083.0,1631869700000.0,1256536900000.0,1623836100000.0,1711839100000.0,1569468200000.0,691180300000.0,1584398600000.0,1698419000000.0
2084.0,1608397800000.0,1226072900000.0,1602205900000.0,1692330100000.0,1530877700000.0,668107300000.0,1554477000000.0,1693680300000.0
2085.0,1584597200000.0,1200912000000.0,1569246800000.0,1666527900000.0,1521707800000.0,633784800000.0,1511369700000.0,1679794600000.0
2086.0,1578934200000.0,1168861300000.0,1559493700000.0,1638790900000.0,1504273800000.0,605681600000.0,1476884800000.0,1665459200000.0
2087.0,1547521900000.0,1145001700000.0,1538753800000.0,1624832200000.0,1489899500000.0,584260060000.0,1464422400000.0,1659033500000.0
2088.0,1518573500000.0,1124008200000.0,1518353500000.0,1603953000000.0,1473656900000.0,559212270000.0,1443332600000.0,1632845000000.0
2089.0,1501947600000.0,1102949900000.0,1509823900000.0,1578522200000.0,1454212600000.0,533302380000.0,1416477100000.0,1606853600000.0
2090.0,1484233500000.0,1075873100000.0,1486440600000.0,1563005400000.0,1443929800000.0,509108520000.0,1389617900000.0,1586244400000.0
2091.0,1457679900000.0,1054887000000.0,1465861400000.0,1530066600000.0,1418875100000.0,481099580000.0,1378610000000.0,1543764400000.0
2092.0,1443937100000.0,1030402740000.0,1443840100000.0,1505845300000.0,1407343000000.0,462330760000.0,1353137500000.0,1518929400000.0
2093.0,1423133600000.0,997168700000.0,1424194500000.0,1484648900000.0,1393290400000.0,434107300000.0,1318648300000.0,1489628600000.0
2094.0,1407135000000.0,966929400000.0,1402294400000.0,1485532200000.0,1356535800000.0,413510370000.0,1295051800000.0,1475756300000.0
2095.0,1381545300000.0,941825800000.0,1383093000000.0,1459663900000.0,1340470300000.0,394733000000.0,1278362100000.0,1451059800000.0
2096.0,1361414000000.0,911211900000.0,1366123700000.0,1441188000000.0,1341155200000.0,376078730000.0,1248655700000.0,1431681400000.0
2097.0,1337100300000.0,888607900000.0,1348501100000.0,1427835800000.0,1333923500000.0,354603170000.0,1210747500000.0,1412400300000.0
2098.0,1308913300000.0,870730100000.0,1324392300000.0,1404948300000.0,1321216500000.0,337363660000.0,1179092600000.0,1389687500000.0
2099.0,1286965200000.0,866488750000.0,1309244400000.0,1383373900000.0,1300633900000.0,318865050000.0,1160467000000.0,1375473400000.0
2100.0,1269876500000.0,835633100000.0,1291312000000.0,1365245400000.0,1294194700000.0,303324630000.0,1144272000000.0,1352173500000.0
