time,GFDL-ESM2G,MPI-ESM-LR,NORESM1-M,GFDL-CM3,CCSM4,CNRM-CM5,GISS-E2-R,CANESM2,CSIRO-MK3-6-0,IPSL-CM5A-LR
2058.0,31643970000.0,31379687000.0,30592913000.0,31097065000.0,32312121000.0,28688190000.0,32430588000.0,31368473000.0,32333218000.0,26619982000.0
2059.0,31502449000.0,31201806000.0,30450446000.0,30882994000.0,32203147000.0,28201302000.0,32305914000.0,31283933000.0,32284960000.0,25918317000.0
2060.0,31327910000.0,31077850000.0,30195708000.0,30645510000.0,32056654000.0,27696605000.0,32233601000.0,31100527000.0,32172405000.0,25228386000.0
2061.0,31163648000.0,30927438000.0,29881436000.0,30393990000.0,31978860000.0,27288005000.0,32086536000.0,30942499000.0,32044933000.0,24593177000.0
2062.0,30925020000.0,30749098000.0,29723980000.0,30095092000.0,31861220000.0,26846640000.0,32002804000.0,30782028000.0,31841368000.0,23982055000.0
2063.0,30641748000.0,30536050000.0,29386461000.0,29827758000.0,31715938000.0,26395025000.0,31835576000.0,30550870000.0,31757906000.0,23252097000.0
2064.0,30463613000.0,30375457000.0,29049082000.0,29469153000.0,31585935000.0,25926883000.0,31741921000.0,30364807000.0,31619998000.0,22460461000.0
2065.0,30185177000.0,30184425000.0,28780558000.0,29199157000.0,31452975000.0,25326055000.0,31646851000.0,30098391000.0,31470166000.0,21831408000.0
2066.0,30005674000.0,29976019000.0,28521280000.0,28979761000.0,31322583000.0,24875727000.0,31518114000.0,29816955000.0,31209355000.0,21289270000.0
2067.0,29806916000.0,29809410000.0,28326988000.0,28703566000.0,31152847000.0,24312596000.0,31431210000.0,29495319000.0,31063466000.0,20669442000.0
2068.0,29620754000.0,29609753000.0,28081363000.0,28457736000.0,30917034000.0,23777510000.0,31270162000.0,29176863000.0,30866987000.0,19886130000.0
2069.0,29390143000.0,29322746000.0,27787997000.0,28145234000.0,30640626000.0,23176475000.0,31174775000.0,28837794000.0,30636468000.0,19245961000.0
2070.0,29165255000.0,29090124000.0,27524977000.0,27887012000.0,30384990000.0,22741561000.0,31046914000.0,28570173000.0,30406615000.0,18657251000.0
2071.0,28901798000.0,28899303000.0,27211428000.0,27513448000.0,30198980000.0,22262546000.0,30825499000.0,28331246000.0,30206210000.0,17822218000.0
2072.0,28692597000.0,28706734000.0,26931978000.0,27209122000.0,30015021000.0,21734009000.0,30692973000.0,28102020000.0,29786216000.0,17160423000.0
2073.0,28450998000.0,28509053000.0,26585827000.0,26947391000.0,29828528000.0,21086845000.0,30580578000.0,27790289000.0,29487190000.0,16608258000.0
2074.0,28139198000.0,28249502000.0,26215227000.0,26675087000.0,29604624000.0,20521409000.0,30428688000.0,27455790000.0,29060966000.0,15978446000.0
2075.0,27874062000.0,28040194000.0,25816523000.0,26372162000.0,29279654000.0,19951405000.0,30262230000.0,27196496000.0,28695964000.0,15348523000.0
2076.0,27682068000.0,27795704000.0,25501890000.0,26080182000.0,29050544000.0,19406014000.0,29986998000.0,26795518000.0,28208036000.0,14769013000.0
2077.0,27405033000.0,27577715000.0,24990104000.0,25744300000.0,28771426000.0,18688965000.0,29803332000.0,26505925000.0,27868172000.0,14269832000.0
2078.0,27142056000.0,27311852000.0,24496222000.0,25492185000.0,28467593000.0,17900517000.0,29588187000.0,26178607000.0,27469680000.0,13763660000.0
2079.0,26814691000.0,27036453000.0,23965485000.0,25125194000.0,28009857000.0,16833035000.0,29354086000.0,25892514000.0,27016948000.0,13320047000.0
2080.0,26605097000.0,26815332000.0,23562033000.0,24726469000.0,27543548000.0,15962960000.0,29116805000.0,25578450000.0,26603612000.0,12810612000.0
2081.0,26396422000.0,26538187000.0,23286389000.0,24297183000.0,27085870000.0,14898468000.0,28867090000.0,25341155000.0,26137209000.0,12202769000.0
2082.0,26092251000.0,26337622000.0,22761320000.0,23825707000.0,26667866000.0,13995119000.0,28687768000.0,25012322000.0,25769445000.0,11693046000.0
2083.0,25796274000.0,26124012000.0,22212741000.0,23438402000.0,26221360000.0,12922037000.0,28461510000.0,24739025000.0,25255596000.0,11240191000.0
2084.0,25410351000.0,25831068000.0,21629125000.0,23045034000.0,25778024000.0,12021936000.0,28268472000.0,24313670000.0,24680428000.0,10802607000.0
2085.0,25068845000.0,25516014000.0,21148635000.0,22682851000.0,25378947000.0,11375761000.0,27949117000.0,24044161000.0,24261820000.0,10224860000.0
2086.0,24786020000.0,25228716000.0,20660154000.0,22332473000.0,25035583000.0,10651671000.0,27672433000.0,23676766000.0,23670446000.0,9549269000.0
2087.0,24322550000.0,24942770000.0,20153000000.0,21992772000.0,24395536000.0,9952555000.0,27420203000.0,23354743000.0,23144915000.0,8911185000.0
2088.0,23805900000.0,24665299000.0,19821834000.0,21621367000.0,23762264000.0,9238770000.0,27215413000.0,23041720000.0,22703577000.0,8621312000.0
2089.0,23455033000.0,24402596000.0,19311880000.0,21243447000.0,23195904000.0,8651141000.0,27023841000.0,22674582000.0,22262487000.0,8410451000.0
2090.0,22913399000.0,24124045000.0,18871669000.0,20858776000.0,22626644000.0,8128044000.0,26763913000.0,22331050000.0,21810230000.0,8139628000.0
2091.0,22178769000.0,23886250000.0,18301217000.0,20416328000.0,22099022000.0,7701210600.0,26593286000.0,21984913000.0,21284905000.0,7892363300.0
2092.0,21765591000.0,23587709000.0,17757407000.0,19996930000.0,21547078000.0,7238526000.0,26359446000.0,21678465000.0,20617533000.0,7508702700.0
2093.0,21314101000.0,23321522000.0,17187584000.0,19637844000.0,20907817000.0,6689198000.0,26125126000.0,21368232000.0,20150616000.0,7168324000.0
2094.0,20971630000.0,23033901000.0,16672617000.0,19175795000.0,20341690000.0,6321035000.0,25931788000.0,21060920000.0,19705674000.0,6748796000.0
2095.0,20547793000.0,22733165000.0,16102281000.0,18661999000.0,19881054000.0,5896512000.0,25771745000.0,20751796000.0,19186740000.0,6253930500.0
2096.0,20193645000.0,22402183000.0,15593537000.0,18168482000.0,19349625000.0,5569252400.0,25569092000.0,20403520000.0,18722329000.0,5896578600.0
2097.0,19701189000.0,22102470000.0,15166370000.0,17706297000.0,18830014000.0,5125855700.0,25356227000.0,20070343000.0,18264030000.0,5545303000.0
2098.0,19049366000.0,21810004000.0,14686621000.0,17281497000.0,18282787000.0,4749383700.0,25189513000.0,19670602000.0,17899680000.0,5230620700.0
2099.0,18395754000.0,21506937000.0,14085358000.0,16824325000.0,17608544000.0,4306734600.0,24977635000.0,19339442000.0,17481933000.0,4895573000.0
2100.0,17883010000.0,21214145000.0,13377960000.0,16307957000.0,16984558000.0,3890564000.0,24767904000.0,18945630000.0,16966457000.0,4600678400.0
