time,CNRM-CM5,GFDL-CM3,CSIRO-MK3-6-0,CANESM2,IPSL-CM5A-LR,MPI-ESM-LR,GISS-E2-R,CCSM4,GFDL-ESM2G,NORESM1-M
2032.0,45038660000.0,52771900000.0,48651170000.0,41959395000.0,41302450000.0,50908766000.0,43755217000.0,49033980000.0,52295344000.0,47727845000.0
2033.0,45484720000.0,52508852000.0,47466123000.0,41932400000.0,41786528000.0,50090370000.0,43046535000.0,49906598000.0,52347765000.0,45635920000.0
2034.0,44683100000.0,52054570000.0,46115025000.0,40243310000.0,40373002000.0,50928046000.0,43075950000.0,49262952000.0,52962280000.0,43878973000.0
2035.0,43822710000.0,51212200000.0,44663693000.0,38617800000.0,38702465000.0,51733287000.0,41815167000.0,47806020000.0,52573020000.0,42557230000.0
2036.0,43235537000.0,51845240000.0,43049970000.0,37534140000.0,37662945000.0,50108080000.0,41432637000.0,48128487000.0,52494655000.0,41796130000.0
2037.0,43083158000.0,52128334000.0,41534850000.0,36523524000.0,37320598000.0,48778256000.0,40759005000.0,47009817000.0,53793485000.0,41038324000.0
2038.0,42550590000.0,52114317000.0,41605743000.0,35503137000.0,36026122000.0,47873327000.0,39657150000.0,45845893000.0,53534188000.0,41230480000.0
2039.0,41962316000.0,52044317000.0,41171923000.0,33649238000.0,34475670000.0,48216710000.0,38406185000.0,45265097000.0,52574142000.0,40268763000.0
2040.0,41269000000.0,51684426000.0,40090160000.0,32241373000.0,33176046000.0,49180530000.0,36903027000.0,44122173000.0,52750627000.0,40039244000.0
2041.0,39920660000.0,49824846000.0,38474514000.0,31638166000.0,31844420000.0,49671135000.0,36148134000.0,42040635000.0,51905835000.0,40323015000.0
2042.0,38671840000.0,49120285000.0,38091882000.0,31287290000.0,30941819000.0,48710947000.0,35548914000.0,40634720000.0,50295470000.0,39156060000.0
2043.0,38907888000.0,48518800000.0,37699460000.0,31064551000.0,30223786000.0,47738870000.0,34455960000.0,40312357000.0,50405564000.0,37921886000.0
2044.0,38468410000.0,47990910000.0,36062278000.0,30254944000.0,30586573000.0,47438720000.0,33584170000.0,39946600000.0,49205318000.0,37580350000.0
2045.0,38875656000.0,47920026000.0,35739394000.0,29561856000.0,31257616000.0,45906160000.0,32611250000.0,38632200000.0,47968215000.0,36547834000.0
2046.0,38750437000.0,47873980000.0,35632820000.0,28333361000.0,31294851000.0,44791290000.0,33911972000.0,38870053000.0,47110287000.0,34994373000.0
2047.0,38435123000.0,47223435000.0,35812454000.0,27245089000.0,31159708000.0,43400970000.0,33882335000.0,37268600000.0,46749800000.0,33407980000.0
2048.0,38055110000.0,47299793000.0,35818775000.0,26234640000.0,30178210000.0,40635994000.0,33951558000.0,36173750000.0,47446467000.0,32843340000.0
2049.0,37621748000.0,48115732000.0,34927477000.0,25912377000.0,29641409000.0,39426396000.0,33687240000.0,35205554000.0,45873700000.0,32860035000.0
2050.0,36629930000.0,47199780000.0,34566890000.0,25061114000.0,29436213000.0,37907116000.0,34139693000.0,34049425000.0,44961310000.0,32506118000.0
2051.0,36286650000.0,45485400000.0,34502130000.0,24866610000.0,29465358000.0,37228683000.0,33515975000.0,33340269000.0,44590973000.0,31883330000.0
2052.0,36572780000.0,45343990000.0,33845916000.0,24731767000.0,28998566000.0,37245886000.0,33352946000.0,32787515000.0,44515594000.0,30998065000.0
2053.0,35535176000.0,45312565000.0,34330173000.0,23527550000.0,28130600000.0,36116718000.0,31934093000.0,31466588000.0,44731520000.0,29634430000.0
2054.0,35375250000.0,44932610000.0,34422710000.0,22788320000.0,26744578000.0,35447267000.0,31992482000.0,30247262000.0,44870005000.0,29375052000.0
2055.0,34895790000.0,44412023000.0,34933694000.0,22552625000.0,24825477000.0,34991360000.0,31191669000.0,29874310000.0,45033562000.0,29097080000.0
2056.0,34372200000.0,45001888000.0,34930487000.0,22513460000.0,23744850000.0,33797132000.0,31331740000.0,29713041000.0,43673890000.0,28668510000.0
2057.0,33293328000.0,45157183000.0,34704208000.0,22092716000.0,23363768000.0,32321140000.0,31137500000.0,29343429000.0,42567475000.0,28565000000.0
2058.0,32650540000.0,44196217000.0,34304459000.0,21390150000.0,22341714000.0,31506690000.0,31279057000.0,28696824000.0,41562840000.0,27466710000.0
2059.0,31733084000.0,43139207000.0,32892391000.0,21159502000.0,21655656000.0,31573780000.0,31142404000.0,27763003000.0,40754980000.0,26166170000.0
2060.0,30792760000.0,41846882000.0,32106689000.0,20365988000.0,20981305000.0,30770852000.0,30188913000.0,27938400000.0,39782520000.0,26104154000.0
2061.0,30249755000.0,41358148000.0,32121516000.0,19920560000.0,19458843000.0,29362577000.0,30178950000.0,27188738000.0,39322090000.0,25572452000.0
2062.0,29152063000.0,41995137000.0,31072297000.0,19168125000.0,18124106000.0,29264607000.0,29510380000.0,26831268000.0,38057026000.0,24938230000.0
2063.0,27718818000.0,40528730000.0,30520950000.0,18878824000.0,17215617000.0,29304154000.0,29265295000.0,26679660000.0,37256765000.0,23983182000.0
2064.0,26471987000.0,40297816000.0,29922882000.0,18605748000.0,16800209000.0,29083420000.0,28394023000.0,25929531000.0,35847426000.0,23126657000.0
2065.0,25695791000.0,38719394000.0,28721007000.0,17794658000.0,16233048000.0,28870435000.0,28592360000.0,25091318000.0,36094500000.0,22853693000.0
2066.0,25687503000.0,36296230000.0,28204464000.0,17315840000.0,15856902000.0,27404210000.0,29048752000.0,24408281000.0,35978610000.0,23026897000.0
2067.0,25225728000.0,35800605000.0,27865594000.0,17218843000.0,15170513000.0,26657653000.0,29138108000.0,23873516000.0,35706626000.0,22932226000.0
2068.0,24846045000.0,34782896000.0,26509687000.0,17204126000.0,14285850000.0,24928322000.0,28483350000.0,22648193000.0,34847050000.0,22404140000.0
2069.0,23997438000.0,33364450000.0,25509296000.0,17087422000.0,13421938000.0,24643836000.0,28089938000.0,21711745000.0,35342537000.0,21912455000.0
2070.0,23506616000.0,32426623000.0,25263636000.0,16389375000.0,12439409000.0,24339830000.0,28508640000.0,21032026000.0,34548180000.0,21741992000.0
2071.0,22451804000.0,31526914000.0,24849506000.0,15869103000.0,12097441000.0,23085652000.0,27765660000.0,20724646000.0,33108906000.0,21463206000.0
2072.0,21582344000.0,30467211000.0,24597672000.0,14938099000.0,11740517000.0,21943870000.0,27560090000.0,19893002000.0,33154603000.0,20828156000.0
2073.0,21164542000.0,29032151000.0,24514384000.0,14528055000.0,11417784000.0,21306112000.0,27599305000.0,18686300000.0,32733470000.0,19917270000.0
2074.0,20344650000.0,27240557000.0,24998180000.0,14294672000.0,11248077000.0,21490588000.0,27554351000.0,18014972000.0,32474780000.0,18865682000.0
2075.0,19796568000.0,25902721000.0,24689684000.0,13906163000.0,11110578000.0,20343304000.0,28232360000.0,17140077000.0,31415050000.0,18225260000.0
2076.0,19077990000.0,24845603000.0,24022590000.0,13406078000.0,11087990000.0,19739335000.0,27620860000.0,16316313000.0,31194528000.0,18081667000.0
2077.0,18324929000.0,24009552000.0,22955813000.0,12603454000.0,10759960000.0,19660680000.0,26263278000.0,15372232000.0,30687089000.0,17692332000.0
2078.0,17955738000.0,22841328000.0,22307640000.0,11800613000.0,10179274000.0,19654720000.0,26082339000.0,14510124000.0,29529455000.0,17080139000.0
2079.0,17169783000.0,21315801000.0,22071486000.0,11293844000.0,9883980000.0,19567772000.0,25370296000.0,13723514000.0,28249983000.0,16532890000.0
2080.0,16591864000.0,20149295000.0,21980858000.0,10744112000.0,9287881000.0,18781403000.0,24369420000.0,13037831000.0,27916544000.0,16103552000.0
2081.0,15789271000.0,19302961000.0,21233267000.0,10232012000.0,8739725000.0,17790415000.0,23958909000.0,12715735000.0,28106004000.0,15608488000.0
2082.0,14763346000.0,18388249000.0,20676650000.0,9690413000.0,8223390700.0,16632656000.0,23758305000.0,12193837000.0,28073748000.0,15518593000.0
2083.0,13993893000.0,16929701000.0,20257264000.0,8927234000.0,7640562700.0,16571230000.0,23506508000.0,11735859000.0,28201243000.0,14926143000.0
2084.0,13625361000.0,16258692000.0,19904205000.0,8546965000.0,7266670000.0,15663716000.0,23309810000.0,10919026000.0,27889486000.0,14677268000.0
2085.0,13254156000.0,15135580000.0,19226997000.0,8022132000.0,7182501400.0,15192007000.0,22859210000.0,10584612000.0,27415350000.0,14724285000.0
2086.0,12736678000.0,14459547000.0,19012460000.0,7700320000.0,6578197500.0,14604667000.0,22339566000.0,9855162000.0,27130634000.0,14670003000.0
2087.0,12142924000.0,13945062000.0,19146725000.0,7576514600.0,5871417300.0,14150962000.0,21708218000.0,9405948000.0,27514102000.0,14229863000.0
2088.0,11861566000.0,13239675000.0,19138888000.0,7501780000.0,5308011000.0,14020068000.0,21361613000.0,8895305000.0,27186072000.0,14184883000.0
2089.0,11223914000.0,12699868000.0,19006611000.0,7199780400.0,4763122700.0,13747147000.0,21291442000.0,8547329000.0,27118936000.0,14676951000.0
2090.0,11079125000.0,12009223000.0,18510504000.0,6985884700.0,4189265700.0,12976293000.0,20392870000.0,8049367000.0,26728905000.0,14484066000.0
2091.0,10532302000.0,11542140000.0,18412673000.0,6718047700.0,3798224000.0,12642198000.0,20177244000.0,7538397000.0,26774739000.0,14392247000.0
2092.0,10316805000.0,11181108000.0,17441642000.0,6663808500.0,3360771600.0,12269432000.0,19593425000.0,7164944400.0,26422223000.0,13840139000.0
2093.0,9762559000.0,10602808000.0,17116799000.0,6578723000.0,3033437200.0,12033436000.0,19268844000.0,6842286000.0,26273360000.0,13902586000.0
2094.0,9503570000.0,10290026000.0,17017087000.0,6537396700.0,2795934700.0,11795491000.0,19172168000.0,6635188000.0,25740665000.0,13417316000.0
2095.0,9082674000.0,9765404000.0,16278921000.0,6264623000.0,2669354000.0,11288882000.0,18731220000.0,6477709300.0,25273210000.0,13219711000.0
2096.0,8452468700.0,9594574000.0,16053772000.0,6009601500.0,2629004000.0,10560927000.0,18749104000.0,6459863600.0,25115433000.0,13114885000.0
2097.0,7903414300.0,9078500000.0,15177983000.0,5959248400.0,2608372500.0,10291368000.0,18530410000.0,6234912000.0,24823507000.0,12805367000.0
2098.0,7490689500.0,8700906000.0,14651845000.0,5784035000.0,2731431700.0,9727826000.0,18027930000.0,6109791700.0,24408412000.0,12534066000.0
2099.0,7225253400.0,8401334000.0,13629225000.0,5599139000.0,2679560400.0,9205450000.0,17866535000.0,6021925000.0,24184451000.0,12166869000.0
2100.0,7093219000.0,7993661000.0,13042829000.0,5393429500.0,2685365200.0,8589136000.0,17282013000.0,5998561300.0,23605905000.0,11853745000.0
