time,EC-EARTH3,IPSL-CM6A-LR,CNRM-CM6-1,CESM2-WACCM,GFDL-ESM4,CNRM-ESM2-1,UKESM1-0-LL,CANESM5,MIROC6,KACE-1-0-G,MRI-ESM2-0,TAIESM1,MPI-ESM1-2-HR
2048.0,730030850.0,1074195500.0,1560291100.0,1235475800.0,1576162600.0,1641932200.0,598083500.0,810715900.0,1277165300.0,594046400.0,1114319500.0,922118900.0,1325950300.0
2049.0,660681150.0,1059576960.0,1507698000.0,1289204400.0,1514617200.0,1448095400.0,618157600.0,753778000.0,1223460700.0,533892500.0,1057853300.0,854866600.0,1310124400.0
2050.0,640936600.0,987682200.0,1445095200.0,1120844900.0,1463531300.0,1480082600.0,514075940.0,703646400.0,1184502000.0,494304770.0,1036122430.0,790812100.0,1271585800.0
2051.0,619282050.0,931017500.0,1431642200.0,1065954050.0,1526256800.0,1332856800.0,471001600.0,651667600.0,1125965700.0,460686940.0,985118000.0,757950400.0,1195290800.0
2052.0,569635260.0,898853400.0,1432981200.0,1060466750.0,1434353800.0,1344254000.0,429380670.0,603896800.0,1088787600.0,426478850.0,919883200.0,692804300.0,1147578900.0
2053.0,522472900.0,826537860.0,1429405200.0,968819100.0,1445426000.0,1366713100.0,401178620.0,571400260.0,1052750000.0,395682800.0,890839100.0,657342400.0,1103673600.0
2054.0,505561150.0,767624800.0,1320344000.0,917087000.0,1409648900.0,1289189100.0,376799940.0,527672320.0,1025262500.0,370983170.0,846334500.0,627492350.0,1048076400.0
2055.0,466612300.0,721327740.0,1262134100.0,867394700.0,1367853200.0,1239763700.0,334420300.0,503264220.0,987282400.0,352507300.0,833318100.0,595450100.0,1029441000.0
2056.0,432999500.0,681164300.0,1228053200.0,826116000.0,1344153900.0,1178895200.0,306256580.0,475304670.0,936393860.0,332199970.0,825573800.0,554743360.0,970763100.0
2057.0,411711260.0,653319400.0,1215621000.0,784257600.0,1270539500.0,1184432900.0,287614200.0,453298900.0,919288260.0,318768060.0,760515700.0,515477700.0,931407900.0
2058.0,388879330.0,624418240.0,1229016300.0,743195400.0,1261814300.0,1141568100.0,270493950.0,428619420.0,871250370.0,294907800.0,714566600.0,491326180.0,905629950.0
2059.0,374904200.0,595077760.0,1128753200.0,725212500.0,1249888300.0,1095489400.0,246986110.0,411272640.0,847611200.0,272000350.0,680996500.0,470988740.0,862040400.0
2060.0,344450880.0,548793800.0,1065261440.0,688296100.0,1181369500.0,1051040450.0,226111890.0,388282850.0,824932100.0,256978460.0,665522000.0,453494800.0,814183550.0
2061.0,327267550.0,521474750.0,1159416300.0,652999500.0,1150721500.0,1114693200.0,216296030.0,366915200.0,776740860.0,234149260.0,630776000.0,421897060.0,775493600.0
2062.0,308485570.0,495537540.0,1044975040.0,617307460.0,1122499100.0,1023890900.0,208604320.0,345094200.0,773364350.0,226034110.0,676315140.0,405201020.0,739502300.0
2063.0,285380400.0,466656540.0,994840770.0,587804200.0,1104036400.0,995244600.0,198394270.0,322072100.0,748936100.0,211933760.0,589678850.0,380116000.0,708060300.0
2064.0,264510290.0,436228540.0,955958340.0,553837500.0,1156931000.0,950496260.0,185784510.0,284977250.0,703778900.0,203141780.0,565148800.0,371473470.0,676041150.0
2065.0,245645710.0,404197340.0,962293100.0,525551970.0,1107058000.0,918719800.0,172889230.0,262146130.0,681053200.0,194797360.0,540418050.0,363692930.0,638106500.0
2066.0,229745870.0,390342600.0,919458300.0,507950800.0,1039236030.0,902415700.0,163829380.0,245396640.0,654732200.0,183011580.0,528536740.0,320806600.0,615320600.0
2067.0,220743950.0,352827330.0,881128450.0,506101500.0,997339100.0,879666050.0,155866160.0,231902960.0,644328600.0,174979460.0,503722050.0,289803700.0,639555650.0
2068.0,203516910.0,332874430.0,852366340.0,468791300.0,996801860.0,861065300.0,147792620.0,217422560.0,648201300.0,165939700.0,482699780.0,267388290.0,588911500.0
2069.0,191633120.0,318853280.0,810986300.0,444322600.0,946017500.0,855750140.0,141997950.0,207240600.0,586491100.0,158367840.0,461154500.0,252783660.0,549916740.0
2070.0,179809740.0,302468400.0,800360900.0,424289800.0,908273860.0,809341800.0,135971360.0,198475460.0,564559400.0,150688450.0,445567400.0,233792510.0,525200450.0
2071.0,172532110.0,295760800.0,755212860.0,395694400.0,876615800.0,781129100.0,130290840.0,187632290.0,543783360.0,143915230.0,435974400.0,219236780.0,508017900.0
2072.0,163220210.0,262809570.0,720178940.0,363995230.0,852666940.0,744517950.0,123807650.0,177997950.0,573501300.0,139895900.0,418279940.0,208599650.0,500162560.0
2073.0,158339840.0,244416800.0,707808800.0,343639970.0,870523600.0,726848400.0,119020010.0,171071410.0,516710900.0,136507760.0,390673920.0,199498370.0,480013860.0
2074.0,149672540.0,235002050.0,668260900.0,325405700.0,823273200.0,698530240.0,113991840.0,164013500.0,493368580.0,132639160.0,377105800.0,191881800.0,452470980.0
2075.0,143229810.0,221842370.0,647227260.0,339130530.0,804565700.0,681926400.0,110837176.0,158091440.0,477193340.0,129670740.0,376065860.0,181748830.0,425620580.0
2076.0,134228960.0,208243710.0,625532600.0,290935900.0,780387400.0,647917760.0,105301720.0,156435250.0,476613200.0,126647250.0,411486820.0,171718540.0,428244800.0
2077.0,135061360.0,197298500.0,597417600.0,286459870.0,779943700.0,623287100.0,100870540.0,147868480.0,441966100.0,124291300.0,347868580.0,164996110.0,387182000.0
2078.0,124471440.0,190746350.0,555664400.0,260952850.0,755743300.0,593797900.0,98347520.0,140352260.0,419538660.0,120824620.0,332335800.0,157463870.0,365916580.0
2079.0,119637540.0,181870050.0,530853400.0,252165040.0,721265600.0,579890500.0,94255360.0,135710420.0,411579740.0,118621450.0,329989630.0,150827000.0,351308300.0
2080.0,115812480.0,173940820.0,497075140.0,237944160.0,691013950.0,557964700.0,89854184.0,129213460.0,384518660.0,116640104.0,302678600.0,143705870.0,385828600.0
2081.0,111913170.0,166120670.0,469166660.0,232529660.0,705180200.0,528515780.0,87895260.0,124483840.0,367563100.0,119904200.0,291787420.0,138301620.0,336968600.0
2082.0,108239064.0,160550960.0,492449570.0,214856900.0,645673200.0,505546200.0,85133496.0,120439544.0,349243970.0,121391900.0,280396640.0,133645736.0,318960480.0
2083.0,103660590.0,153284820.0,437130530.0,201173100.0,627272700.0,485571040.0,83859280.0,116516904.0,330051870.0,112180720.0,268163200.0,130548536.0,297535870.0
2084.0,99271260.0,147154220.0,405950560.0,192236300.0,613928700.0,448852450.0,82879360.0,113243970.0,316093280.0,109182120.0,309008320.0,130375610.0,361820830.0
2085.0,98426420.0,144615620.0,385985280.0,186483460.0,588270460.0,419430340.0,81025240.0,110176710.0,309512160.0,127496300.0,268396580.0,122340260.0,303577400.0
2086.0,94225220.0,141629630.0,366708100.0,178968780.0,568613600.0,395731260.0,77463110.0,107634980.0,294505000.0,109320250.0,254842080.0,120625810.0,264258140.0
2087.0,91543416.0,134813680.0,347755200.0,172448510.0,546537700.0,382566940.0,74736820.0,105306720.0,287656260.0,104480720.0,235946460.0,115920810.0,257834240.0
2088.0,88722500.0,128585730.0,324454100.0,167391000.0,535943420.0,364073860.0,73050344.0,102360984.0,278677200.0,102320590.0,224509060.0,111744610.0,246805730.0
2089.0,85345224.0,125126744.0,313051740.0,160150500.0,512781700.0,349919040.0,68434010.0,99834410.0,282809280.0,100469930.0,220598270.0,109429930.0,238388380.0
2090.0,83517290.0,121683860.0,291353400.0,158172740.0,506931600.0,333654080.0,66935476.0,97495224.0,258099310.0,99042650.0,211930600.0,105419210.0,233417040.0
2091.0,80035040.0,117699680.0,270520540.0,154833100.0,481925380.0,318191400.0,64340556.0,95713016.0,245028560.0,96289190.0,205878670.0,103101864.0,222319840.0
2092.0,77486900.0,113637840.0,247109400.0,153075170.0,464045540.0,325486400.0,61530524.0,91884180.0,245478130.0,94694350.0,195117810.0,102273816.0,210783340.0
2093.0,73923250.0,110596400.0,264644620.0,143840620.0,442989700.0,283524800.0,58592536.0,89203096.0,229640480.0,94378040.0,191796880.0,99576180.0,204614930.0
2094.0,72892744.0,107433870.0,225102050.0,146779090.0,424815260.0,266199800.0,56770750.0,86813250.0,223679580.0,92770136.0,188315090.0,98194640.0,196519300.0
2095.0,70959040.0,104294930.0,212301570.0,138678700.0,410834560.0,252288980.0,54145188.0,84256376.0,239402420.0,91996370.0,182095180.0,95825370.0,209947100.0
2096.0,68690584.0,100686140.0,199756110.0,133057410.0,397504400.0,243440930.0,51601264.0,82430050.0,209196290.0,90386120.0,176556690.0,93985730.0,191326130.0
2097.0,65286004.0,96907010.0,192054130.0,131042216.0,379590370.0,231064270.0,49090250.0,80880780.0,200497500.0,92571896.0,171956820.0,93304600.0,181022290.0
2098.0,61802490.0,94934720.0,180514420.0,126894824.0,365970850.0,225847760.0,48601824.0,78481400.0,198271220.0,87973290.0,169111820.0,91407224.0,176537940.0
2099.0,60485240.0,92230150.0,173537860.0,122952120.0,359321500.0,209965250.0,47207180.0,75240800.0,197063180.0,86005640.0,168355340.0,89191620.0,194988530.0
2100.0,59386188.0,89452650.0,163838750.0,120064670.0,353766500.0,206809570.0,46404828.0,72260090.0,191088050.0,83856600.0,165051730.0,87172570.0,169461060.0
