time,UKESM1-0-LL,MPI-ESM1-2-HR,TAIESM1,IITM-ESM,KACE-1-0-G,MRI-ESM2-0,IPSL-CM6A-LR,CESM2-WACCM,GFDL-ESM4
2036.0,1503875600.0,1785476600.0,1620540500.0,2064782000.0,1168437600.0,1663291300.0,1780450700.0,1792019000.0,1931557800.0
2037.0,1433057800.0,1779541100.0,1591451100.0,2042756500.0,1101929600.0,1613312100.0,1761190100.0,1752849000.0,1902444200.0
2038.0,1349650200.0,1705117700.0,1532738200.0,2002687700.0,1037883700.0,1565768700.0,1701207000.0,1780542000.0,1873614100.0
2039.0,1262744300.0,1675196000.0,1456565800.0,2023374100.0,992202600.0,1507875200.0,1658999800.0,1695154200.0,1827087500.0
2040.0,1182367200.0,1697955100.0,1395340400.0,2042444300.0,911313300.0,1473748700.0,1597361800.0,1678916600.0,1794472800.0
2041.0,1122964000.0,1624236900.0,1363026800.0,1960502100.0,839001400.0,1431319400.0,1528036100.0,1614555100.0,1821079600.0
2042.0,1058674560.0,1523191200.0,1300184800.0,1934914000.0,785169700.0,1385173000.0,1470982800.0,1562482600.0,1755719400.0
2043.0,997327360.0,1471263000.0,1245906400.0,2000121200.0,799285500.0,1310670700.0,1435469000.0,1630130000.0,1749572000.0
2044.0,932816900.0,1474518000.0,1193319400.0,1916754800.0,689906050.0,1252944500.0,1370465500.0,1421888300.0,1737328400.0
2045.0,883679900.0,1433985900.0,1147314200.0,1927027800.0,624994240.0,1186576900.0,1302995800.0,1354738700.0,1633481200.0
2046.0,851100400.0,1440692100.0,1085265800.0,1962946700.0,583619600.0,1139108100.0,1255729400.0,1291129100.0,1593228400.0
2047.0,776163800.0,1333719800.0,1036900000.0,1900600800.0,539039900.0,1100716000.0,1207695900.0,1252725600.0,1669484700.0
2048.0,727819260.0,1248090200.0,972428200.0,1884215900.0,501144350.0,1061207000.0,1146998400.0,1198432500.0,1624000000.0
2049.0,681351740.0,1234660100.0,962797440.0,1853595400.0,471056220.0,1028060000.0,1086843800.0,1152868000.0,1616451100.0
2050.0,624443460.0,1168643100.0,912203500.0,1870745100.0,436020220.0,980878300.0,1038368800.0,1097846900.0,1481468000.0
2051.0,587205600.0,1127289100.0,862383900.0,1793359900.0,401347940.0,908796300.0,1024374200.0,1062237600.0,1420105600.0
2052.0,538491140.0,1241260300.0,815015400.0,1839034400.0,376269220.0,876468860.0,980673100.0,1009032260.0,1379815300.0
2053.0,505829400.0,1085223000.0,782405700.0,1762303900.0,351146140.0,1024618600.0,924399300.0,962086900.0,1349633000.0
2054.0,479774460.0,1106972900.0,739654200.0,1770995600.0,327104300.0,818491300.0,896059500.0,916906430.0,1342247200.0
2055.0,455735230.0,1008005060.0,696238340.0,1724737500.0,308585340.0,794629600.0,829888800.0,909085630.0,1338862800.0
2056.0,417878980.0,956526660.0,667135740.0,1700198900.0,296017760.0,757693200.0,771753150.0,842790660.0,1278133600.0
2057.0,395727360.0,927976640.0,624554750.0,1665352800.0,275067680.0,716013950.0,732456300.0,802289900.0,1231056000.0
2058.0,362890500.0,904379100.0,599868540.0,1635222800.0,256882050.0,724279700.0,713356200.0,801490050.0,1178484100.0
2059.0,331773980.0,864718500.0,555592000.0,1613903600.0,236816740.0,679340600.0,664748400.0,794016000.0,1248843900.0
2060.0,311833280.0,833488260.0,528023520.0,1579991000.0,214444770.0,636391500.0,675022500.0,736200700.0,1187446500.0
2061.0,300525950.0,791987000.0,500030140.0,1570863200.0,250221620.0,602661950.0,613792060.0,686937150.0,1129399700.0
2062.0,285649380.0,832029000.0,478582000.0,1537631900.0,220406510.0,600516740.0,609540800.0,650555140.0,1071974850.0
2063.0,277007100.0,801530100.0,447843780.0,1508659100.0,203966270.0,572659140.0,551658300.0,620754500.0,1069929300.0
2064.0,259656850.0,803333950.0,426821980.0,1497476700.0,193629940.0,528037630.0,551800260.0,601480260.0,1023699000.0
2065.0,244935330.0,752406700.0,394945280.0,1466623000.0,182998820.0,545553150.0,495172350.0,616385300.0,991569400.0
2066.0,243228270.0,695475000.0,373509950.0,1453951000.0,175943330.0,540639000.0,478234750.0,593451100.0,1098911900.0
2067.0,224542420.0,665555600.0,352782340.0,1507475300.0,169586830.0,518552500.0,464624930.0,557620400.0,1093852000.0
2068.0,215939170.0,672588000.0,338022500.0,1494012900.0,162723330.0,492489760.0,432796300.0,547685760.0,971273400.0
2069.0,220070200.0,646261500.0,320163780.0,1445665300.0,155536320.0,472940700.0,398283740.0,523653220.0,939124400.0
2070.0,197736960.0,618589760.0,306315040.0,1425833000.0,148146220.0,457918530.0,376953540.0,499434500.0,895161500.0
2071.0,186777070.0,600066370.0,285051400.0,1394419200.0,142637400.0,437348060.0,353527400.0,478815840.0,895069500.0
2072.0,178692050.0,603254140.0,272304300.0,1371789700.0,139889420.0,426095300.0,334710340.0,460695100.0,922485440.0
2073.0,170720660.0,598437400.0,257061380.0,1399827300.0,134409120.0,407279140.0,321493700.0,457606050.0,869146940.0
2074.0,162540480.0,570922000.0,245230370.0,1385821300.0,132038650.0,394470340.0,302301800.0,431654460.0,884832900.0
2075.0,157813650.0,604869950.0,239462190.0,1366175700.0,129227480.0,415411260.0,284210940.0,425538750.0,839572740.0
2076.0,149607100.0,537858900.0,230691790.0,1405515600.0,124845760.0,409962000.0,304215520.0,400984400.0,810272500.0
2077.0,145628460.0,538003000.0,220210620.0,1437656300.0,122414450.0,386737730.0,267070800.0,379568700.0,782729700.0
2078.0,137089800.0,518143070.0,210653630.0,1308910200.0,140107340.0,360428000.0,251422700.0,391375800.0,767327400.0
2079.0,133978264.0,535170600.0,199720080.0,1309649500.0,137130190.0,348193380.0,242266850.0,381587970.0,765629440.0
2080.0,131532450.0,712992100.0,188600540.0,1296673500.0,123180420.0,349450020.0,238447090.0,360981760.0,742285300.0
2081.0,126797890.0,464169100.0,181833380.0,1258068400.0,127318110.0,404921470.0,226593810.0,345940540.0,710699300.0
2082.0,123525176.0,532264580.0,176692830.0,1246840600.0,120548930.0,352150850.0,215254340.0,323865280.0,690741950.0
2083.0,120729640.0,432778780.0,169834940.0,1229679400.0,118268720.0,364236830.0,212548080.0,311478850.0,667577600.0
2084.0,118011700.0,467037400.0,163006620.0,1251427500.0,117335250.0,328790820.0,208283870.0,298089800.0,651229440.0
2085.0,115745190.0,419471230.0,157601620.0,1232316800.0,116828360.0,322462850.0,206793020.0,290704160.0,634650300.0
2086.0,114627940.0,414976670.0,152665260.0,1188996700.0,115380070.0,294634720.0,198503250.0,280828740.0,654633340.0
2087.0,111837440.0,417338400.0,146903940.0,1192026900.0,114376140.0,339253400.0,193059820.0,332387620.0,625194400.0
2088.0,109888270.0,424070500.0,145356510.0,1281384600.0,114217490.0,340980740.0,180440210.0,263244600.0,623380800.0
2089.0,105377070.0,385198340.0,140357740.0,1174866300.0,125447630.0,308330200.0,179550620.0,253428560.0,591016700.0
2090.0,103628600.0,386116960.0,135809150.0,1169652700.0,116647120.0,318589660.0,170394420.0,244047760.0,569694600.0
2091.0,101070504.0,398871500.0,132863860.0,1159989800.0,117085490.0,284840000.0,168503330.0,234731970.0,598167740.0
2092.0,97410490.0,384080900.0,128354510.0,1126726500.0,114589550.0,302200320.0,162112560.0,235898190.0,577498300.0
2093.0,94693500.0,381157800.0,126419870.0,1146266500.0,115107430.0,275953540.0,157897980.0,240363380.0,553621440.0
2094.0,116989260.0,358234400.0,124500450.0,1117664400.0,111579480.0,328152500.0,155041520.0,217475230.0,538924540.0
2095.0,88793020.0,343607550.0,121590710.0,1089062900.0,108664184.0,274020300.0,154027280.0,213074080.0,535522560.0
2096.0,85743580.0,343152030.0,119479080.0,1071499260.0,116990776.0,266754420.0,150225710.0,220724240.0,519952300.0
2097.0,84366060.0,324170050.0,117152830.0,1067148350.0,118365750.0,257582690.0,148574190.0,200834770.0,516740060.0
2098.0,82093670.0,393794430.0,115257256.0,1076802800.0,109774990.0,256806460.0,147119440.0,200441810.0,510156160.0
2099.0,80292320.0,318734270.0,113314180.0,1101726500.0,108882700.0,300244670.0,144732930.0,195379000.0,515797340.0
2100.0,77659520.0,317941730.0,111624200.0,1142882800.0,111575380.0,325201470.0,141629380.0,191469730.0,526309220.0
