time,UKESM1-0-LL,MPI-ESM1-2-HR,TAIESM1,IITM-ESM,KACE-1-0-G,MRI-ESM2-0,IPSL-CM6A-LR,CESM2-WACCM,GFDL-ESM4
2000.0,2504233500.0,2504233500.0,2504233500.0,2504233500.0,2504233500.0,2504233500.0,2504233500.0,2504233500.0,2504233500.0
2001.0,2479431000.0,2479431000.0,2479431000.0,2479431000.0,2479431000.0,2479431000.0,2479431000.0,2479431000.0,2479431000.0
2002.0,2541280500.0,2541280500.0,2541280500.0,2541280500.0,2541280500.0,2541280500.0,2541280500.0,2541280500.0,2541280500.0
2003.0,2512269800.0,2512269800.0,2512269800.0,2512269800.0,2512269800.0,2512269800.0,2512269800.0,2512269800.0,2512269800.0
2004.0,2454784500.0,2454784500.0,2454784500.0,2454784500.0,2454784500.0,2454784500.0,2454784500.0,2454784500.0,2454784500.0
2005.0,2492032500.0,2492032500.0,2492032500.0,2492032500.0,2492032500.0,2492032500.0,2492032500.0,2492032500.0,2492032500.0
2006.0,2441659600.0,2441659600.0,2441659600.0,2441659600.0,2441659600.0,2441659600.0,2441659600.0,2441659600.0,2441659600.0
2007.0,2432421000.0,2432421000.0,2432421000.0,2432421000.0,2432421000.0,2432421000.0,2432421000.0,2432421000.0,2432421000.0
2008.0,2410318800.0,2410318800.0,2410318800.0,2410318800.0,2410318800.0,2410318800.0,2410318800.0,2410318800.0,2410318800.0
2009.0,2399686400.0,2399686400.0,2399686400.0,2399686400.0,2399686400.0,2399686400.0,2399686400.0,2399686400.0,2399686400.0
2010.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0,2440679700.0
2011.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0,2421937700.0
2012.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0,2364135700.0
2013.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0,2383841800.0
2014.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0,2376230700.0
2015.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0,2347583200.0
2016.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0,2321596000.0
2017.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0,2279298300.0
2018.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0,2311956000.0
2019.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0
2020.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0
2021.0,2307089000.0,2316876000.0,2226095000.0,2341880300.0,2195331300.0,2205582800.0,2275459300.0,2242183400.0,2331582000.0
2022.0,2236070400.0,2381886500.0,2195616000.0,2336043500.0,2157985800.0,2170214000.0,2305998800.0,2248409600.0,2318693400.0
2023.0,2167446800.0,2305298000.0,2238646300.0,2280826000.0,2104954200.0,2144840100.0,2205683700.0,2235270000.0,2268023800.0
2024.0,2121783800.0,2282218000.0,2143242100.0,2318142500.0,2040365400.0,2109562500.0,2171295500.0,2185575700.0,2298913000.0
2025.0,2089682600.0,2217037600.0,2107478400.0,2336044800.0,1977742100.0,2112110500.0,2180532500.0,2147228200.0,2357160400.0
2026.0,2068678500.0,2173433000.0,2087031900.0,2298599000.0,1903435800.0,2070094200.0,2144633900.0,2165049300.0,2255341800.0
2027.0,1973486300.0,2129321700.0,2030079900.0,2193458000.0,1826904200.0,2052999600.0,2092025000.0,2136541600.0,2202071000.0
2028.0,2015304400.0,2109036300.0,1977283000.0,2256317400.0,1737372200.0,2055344000.0,2282614300.0,2053904300.0,2163374300.0
2029.0,1972999200.0,2155462700.0,1927355900.0,2251337000.0,1669668600.0,2098190100.0,2236859100.0,2020298500.0,2132865200.0
2030.0,1932321300.0,2030623100.0,1954810800.0,2207790300.0,1614585600.0,1938354600.0,2034815000.0,1981338600.0,2107922200.0
2031.0,1840924400.0,2101385900.0,1879078000.0,2203166500.0,1537295100.0,1895298000.0,2023885600.0,1969463300.0,2086171800.0
2032.0,1800928400.0,1974746000.0,1798185300.0,2202212000.0,1488598400.0,1853446500.0,1967676900.0,1986092800.0,2178082600.0
2033.0,1743470100.0,1916545700.0,1751189600.0,2203937800.0,1397295100.0,1796247200.0,1920922900.0,1890364500.0,2050975000.0
2034.0,1674054900.0,1895879600.0,1726334600.0,2095431000.0,1345484500.0,1762212100.0,1857613600.0,1865200000.0,2009890600.0
2035.0,1591915900.0,1835476900.0,1669753600.0,2059869700.0,1317119400.0,1715476500.0,1807606500.0,1866006500.0,1995726200.0
