time,MRI-ESM2-0,KACE-1-0-G,MIROC6,IITM-ESM,TAIESM1,MPI-ESM1-2-HR,UKESM1-0-LL,CNRM-ESM2-1,CANESM5,GFDL-ESM4,CESM2-WACCM,IPSL-CM6A-LR,EC-EARTH3,CNRM-CM6-1
2035.0,1727391900.0,1331944400.0,1794898700.0,2150292500.0,1651230300.0,1994053200.0,1573662300.0,1894587800.0,1593606300.0,1925953200.0,1739268200.0,1850528600.0,1379127200.0,1896924300.0
2036.0,1661056000.0,1264917800.0,1743280000.0,2080110200.0,1597994600.0,1970375400.0,1507911800.0,1902980600.0,1546788100.0,1908597500.0,1667617700.0,1802832800.0,1337868300.0,1887781400.0
2037.0,1625306800.0,1181261600.0,1711122300.0,2034678300.0,1536495400.0,1906534100.0,1414716800.0,1920867100.0,1472264000.0,1971312500.0,1687975400.0,1798120200.0,1210668900.0,1890670000.0
2038.0,1564841600.0,1119771100.0,1642203500.0,2031020700.0,1468155800.0,1840393000.0,1332836600.0,1870003500.0,1402379400.0,1881443100.0,1572901600.0,1749359000.0,1109398300.0,1815576600.0
2039.0,1525688600.0,1084384800.0,1631224700.0,2279517700.0,1414566500.0,1811933600.0,1252281600.0,1809394600.0,1327614700.0,1833404800.0,1552935000.0,1702980600.0,1039769340.0,1785906000.0
2040.0,1458818700.0,1004478340.0,1531809500.0,2133451300.0,1323953300.0,1812117200.0,1169852300.0,1813068800.0,1268867300.0,1790723800.0,1464066800.0,1660234400.0,975234560.0,1766667300.0
2041.0,1442698400.0,944348700.0,1527386800.0,2065735800.0,1252013400.0,1773365200.0,1162537500.0,1770003000.0,1227136000.0,1733598700.0,1417316000.0,1698779900.0,925360700.0,1714267300.0
2042.0,1393982800.0,893061900.0,1442634900.0,1975355500.0,1227513300.0,1705933000.0,1042817660.0,1714310500.0,1154895600.0,1689660800.0,1358562000.0,1606347800.0,886941400.0,1695097200.0
2043.0,1330014000.0,822874800.0,1399591600.0,1974692100.0,1152978200.0,1704074000.0,997689200.0,1661853700.0,1191263000.0,1676348700.0,1375515800.0,1566883500.0,811008500.0,1663548700.0
2044.0,1281532500.0,767464700.0,1375600600.0,1946751700.0,1105217400.0,1695852800.0,930889200.0,1639952800.0,1110657200.0,1771235800.0,1309638500.0,1504063900.0,738945150.0,1635253400.0
2045.0,1239250800.0,723692500.0,1431251300.0,1941597800.0,1071101400.0,1652219900.0,866305800.0,1717253500.0,1037754800.0,1694675300.0,1229044100.0,1484789000.0,676246900.0,1635933000.0
2046.0,1177125500.0,673083900.0,1338975500.0,1900211500.0,1001403650.0,1623005800.0,806335900.0,1593157500.0,994277570.0,1587833200.0,1206691800.0,1392722800.0,617766700.0,1646587100.0
2047.0,1175044700.0,627834900.0,1270310000.0,1893003600.0,970127940.0,1592015400.0,763382200.0,1522705200.0,950135040.0,1576722700.0,1197108700.0,1382207500.0,595141400.0,1602943900.0
2048.0,1191732700.0,583449200.0,1264803600.0,1884675700.0,895601500.0,1533127600.0,717359550.0,1508615600.0,889287300.0,1501158500.0,1141886800.0,1302555100.0,557192700.0,1552502900.0
2049.0,1141531600.0,545088000.0,1203427100.0,1880052900.0,838139300.0,1523435100.0,674387260.0,1500324900.0,849362100.0,1489128300.0,1069092900.0,1233092600.0,522740900.0,1511327900.0
2050.0,1074293900.0,526081380.0,1200440300.0,1861589100.0,788600450.0,1478618200.0,670981900.0,1522274600.0,800470460.0,1534808200.0,1037751200.0,1218737900.0,495398600.0,1464739700.0
2051.0,1009868600.0,484904100.0,1146405100.0,1947406100.0,734558500.0,1432504600.0,607189400.0,1457400000.0,767268300.0,1461937900.0,1015874400.0,1183779100.0,474432220.0,1458842800.0
2052.0,1015556300.0,477943460.0,1109049900.0,1798489300.0,703016700.0,1413298300.0,566592060.0,1412092900.0,772188800.0,1393852000.0,947102800.0,1098562000.0,453954020.0,1412353400.0
2053.0,943988100.0,427914340.0,1096615800.0,1749843200.0,681387800.0,1599854800.0,529273200.0,1605385300.0,711242940.0,1409847400.0,922201540.0,1133658600.0,429882180.0,1415324500.0
2054.0,893447200.0,406474400.0,1071276400.0,1733448600.0,639245300.0,1418410900.0,536788260.0,1388021200.0,665943940.0,1390376400.0,883981630.0,1022159900.0,401287500.0,1326482400.0
2055.0,868765440.0,393490700.0,1009529500.0,1707328100.0,605009000.0,1329732600.0,493807330.0,1394179200.0,652810200.0,1389036200.0,864302660.0,1028457340.0,464894750.0,1326013400.0
2056.0,834199300.0,370031460.0,1012773700.0,1685674400.0,574629700.0,1299162000.0,490160930.0,1410139400.0,631789900.0,1496018700.0,820087600.0,950561860.0,471156260.0,1281405400.0
2057.0,870446600.0,354516700.0,1007276900.0,1670359000.0,544599600.0,1268050400.0,423926460.0,1305976300.0,598214460.0,1309333200.0,803544400.0,919978750.0,428575700.0,1305846800.0
2058.0,794240500.0,346405440.0,941192300.0,1654981600.0,519600770.0,1225336800.0,402051400.0,1213014400.0,564831100.0,1529507000.0,760489540.0,870844350.0,346733950.0,1239784200.0
2059.0,776052800.0,339045470.0,928651900.0,1685946400.0,499892670.0,1177251700.0,393899330.0,1276732500.0,537931140.0,1287440600.0,730154700.0,843471550.0,460405380.0,1188400400.0
2060.0,730507650.0,320212500.0,888079800.0,1628199600.0,470342200.0,1175810000.0,357375520.0,1194763500.0,529211420.0,1227356300.0,695609000.0,860366850.0,339690000.0,1155179500.0
2061.0,700840800.0,303781220.0,894460160.0,1824050200.0,441978850.0,1131393800.0,337254850.0,1204142800.0,505907520.0,1184715900.0,664207000.0,805720900.0,320860580.0,1138015100.0
2062.0,683746400.0,293401440.0,852063100.0,1699123000.0,416182850.0,1127737200.0,311672480.0,1140116900.0,493023580.0,1154967900.0,641563300.0,764007360.0,392247460.0,1080398300.0
2063.0,640624260.0,278145060.0,813183940.0,1685406800.0,390717820.0,1178432900.0,304690750.0,1136474600.0,471583700.0,1137934300.0,615792000.0,743113660.0,398180060.0,1130862100.0
2064.0,635267260.0,278122180.0,782252740.0,1781057900.0,381348130.0,1139558300.0,335580450.0,1154065000.0,458657500.0,1104845800.0,617132200.0,701674800.0,303997760.0,1044458300.0
2065.0,646476900.0,249712980.0,767690430.0,1743459100.0,338086240.0,1112827400.0,358350620.0,1112017400.0,447449950.0,1190063200.0,596205300.0,672259260.0,283317630.0,1043409860.0
2066.0,588010600.0,238647600.0,739765100.0,1674107100.0,320067620.0,1224044700.0,318155780.0,1031239000.0,444451420.0,1166064600.0,631596400.0,671142660.0,280959800.0,1030018900.0
2067.0,568172500.0,224096300.0,702612200.0,1667086600.0,306986900.0,1225541400.0,263553780.0,1070621400.0,417464160.0,1142823700.0,577039170.0,636447040.0,241012140.0,1083654000.0
2068.0,566201200.0,221421680.0,690294400.0,1724824600.0,288106180.0,1036312600.0,254739550.0,1128842500.0,399438620.0,1046470600.0,547994240.0,671414700.0,233365170.0,992247500.0
2069.0,533115500.0,291514660.0,699515700.0,1601075000.0,278745000.0,1024842750.0,248341940.0,1079146200.0,408495000.0,1180172900.0,531152450.0,676446200.0,243182800.0,926366900.0
2070.0,535727170.0,208792130.0,681902200.0,1657325700.0,301009470.0,1174572200.0,245127570.0,1003285100.0,364038460.0,1058504000.0,499007000.0,629076800.0,229061000.0,911376830.0
2071.0,509280160.0,203614930.0,724821200.0,1555307400.0,267019790.0,1007294800.0,231956320.0,961566300.0,384127200.0,1019005500.0,473483420.0,592071550.0,226103170.0,861872450.0
2072.0,517453860.0,196838020.0,646708200.0,1875758700.0,252463700.0,1005846800.0,222280430.0,925261700.0,347804670.0,993422000.0,497749250.0,566065700.0,216888380.0,847528060.0
2073.0,611994940.0,197292080.0,627604860.0,1686708200.0,239723800.0,1053254660.0,218503420.0,1356951300.0,349745760.0,1117047400.0,446574500.0,531425760.0,216482240.0,886757760.0
2074.0,539756500.0,219679860.0,623482600.0,1561473500.0,228841860.0,990388000.0,212782220.0,946858900.0,326206140.0,1088548000.0,459253760.0,499698980.0,204592590.0,971505300.0
2075.0,627364030.0,230479380.0,606300800.0,1510396000.0,219947580.0,937563260.0,202879330.0,904359000.0,310389150.0,1004835800.0,418501920.0,483355700.0,199986780.0,876296100.0
2076.0,520944130.0,175649940.0,588580300.0,1495744800.0,219991740.0,1148256300.0,197867980.0,898451900.0,304257280.0,984419600.0,407224100.0,505185470.0,208474200.0,791559040.0
2077.0,499457440.0,174572430.0,580627800.0,1539566600.0,220409360.0,928485600.0,188688820.0,880550600.0,302703580.0,1023267400.0,485272450.0,534868030.0,192806480.0,785393100.0
2078.0,470069700.0,170299200.0,563524600.0,1497964200.0,202309540.0,925786600.0,182401400.0,883039200.0,303675970.0,1025093400.0,401033630.0,489475000.0,189475090.0,871865860.0
2079.0,487327870.0,170038720.0,546882300.0,1506289900.0,196209330.0,944320830.0,209078960.0,963485600.0,297690940.0,1060849700.0,393013600.0,467698270.0,221881710.0,759610100.0
2080.0,448693760.0,167237360.0,553063100.0,1596485500.0,201699070.0,869973300.0,211015900.0,826083140.0,303354370.0,1057609400.0,450577060.0,448330370.0,204207580.0,865382300.0
2081.0,431088800.0,166025040.0,625153150.0,1529441400.0,219303730.0,916867000.0,170476940.0,847054400.0,282900600.0,998291300.0,369627400.0,436687200.0,182237420.0,770305700.0
2082.0,478240000.0,164433550.0,569951000.0,1549915600.0,183691780.0,998344960.0,166290620.0,798850240.0,275543970.0,1009879230.0,475035900.0,424550900.0,190332900.0,723512600.0
2083.0,516286300.0,159656500.0,518502000.0,1456645200.0,180092560.0,887690000.0,162821150.0,869704900.0,272030530.0,1009577100.0,395935700.0,414221120.0,204522380.0,739666100.0
2084.0,440721300.0,185252980.0,495757470.0,1450738800.0,175778190.0,958771650.0,160023020.0,798236300.0,261391340.0,925717950.0,369394270.0,406078240.0,278737180.0,749574460.0
2085.0,406180160.0,180403490.0,501228930.0,1534866000.0,172673920.0,837204500.0,156956050.0,823000770.0,257427970.0,887721660.0,341245980.0,389480800.0,222728960.0,900434750.0
2086.0,436910720.0,154716320.0,479237020.0,1490491500.0,173924320.0,910238460.0,156018300.0,802016830.0,252248560.0,866629400.0,369241250.0,397368160.0,179033860.0,726813100.0
2087.0,494077000.0,154498180.0,484331520.0,1579393800.0,169147420.0,1005140350.0,155148530.0,759622600.0,248803460.0,1034595400.0,323901280.0,374574370.0,273123940.0,745263360.0
2088.0,427414750.0,151366190.0,479856740.0,1473043600.0,166386320.0,1035801000.0,150954830.0,853515840.0,252935520.0,960131400.0,346595170.0,374548500.0,185518530.0,686271600.0
2089.0,426110720.0,189534620.0,496174000.0,1476687500.0,163646320.0,816222340.0,195089150.0,816634240.0,253680500.0,853467800.0,315451840.0,376727970.0,186091310.0,725516540.0
2090.0,452535330.0,149856380.0,461955460.0,1492542500.0,162878780.0,795105700.0,148097300.0,810867140.0,239999740.0,826726460.0,309904960.0,349949700.0,208521020.0,700794600.0
2091.0,406784160.0,175163920.0,496706020.0,1449070800.0,159711000.0,893981630.0,147201180.0,704018800.0,244621950.0,867914200.0,298710560.0,341250940.0,171823310.0,657169860.0
2092.0,435475680.0,146620400.0,450833340.0,1624213200.0,158483920.0,828206850.0,143239280.0,693765760.0,242078660.0,882504770.0,310821220.0,333123330.0,169626160.0,682100800.0
2093.0,377524350.0,144617540.0,460467170.0,1426384300.0,158753620.0,788655500.0,143381440.0,776544830.0,238677150.0,854274050.0,294576400.0,332469340.0,198105680.0,623400200.0
2094.0,506856930.0,149003260.0,453987700.0,1397519900.0,156104910.0,842498600.0,147596750.0,710326200.0,235674050.0,814992960.0,362887780.0,328034050.0,230576110.0,608956540.0
2095.0,550398100.0,144815550.0,430981440.0,1399710000.0,155440050.0,829218500.0,139354750.0,680292200.0,233916800.0,815737100.0,282471520.0,391103800.0,172613180.0,592373400.0
2096.0,583346400.0,143229660.0,487495840.0,1388723700.0,154212220.0,775643700.0,136688370.0,751170400.0,234788400.0,781046500.0,282024700.0,445960030.0,210176640.0,596402750.0
2097.0,719904260.0,148302640.0,421782270.0,1387126900.0,149033340.0,840838460.0,134364030.0,666909000.0,230579420.0,805100500.0,279415330.0,429119500.0,176035230.0,598807200.0
2098.0,687747140.0,142532700.0,414483740.0,1412699100.0,149729200.0,721219840.0,145961840.0,704660860.0,278092320.0,761191900.0,273014270.0,372744450.0,180516770.0,570842750.0
2099.0,582133570.0,145228300.0,405011070.0,1388597400.0,145308620.0,891711100.0,134279950.0,675608700.0,354607940.0,797796200.0,270889600.0,341858660.0,236147870.0,571027650.0
2100.0,507118270.0,141560160.0,391797470.0,1395531900.0,153251360.0,773802500.0,131135680.0,679053630.0,267967820.0,762146050.0,270719550.0,312355800.0,659214140.0,749216500.0
