time,CANESM5,ACCESS-ESM1-5,MRI-ESM2-0,IPSL-CM6A-LR,ACCESS-CM2,CESM2-WACCM
2105.0,8752793000.0,22372954000.0,14960975000.0,5696124400.0,14420200000.0,8624067000.0
2106.0,8374824000.0,21939403000.0,14503342000.0,5435413500.0,13878197000.0,8214891000.0
2107.0,7910827500.0,21644884000.0,14079727000.0,5116044300.0,13471343000.0,7519514000.0
2108.0,7476172000.0,21220690000.0,13662177000.0,4815614500.0,12970249000.0,6845934600.0
2109.0,6951629300.0,20676977000.0,13190650000.0,4477680600.0,12378920000.0,6196749000.0
2110.0,6488829000.0,20388125000.0,12750663000.0,4019320800.0,11854948000.0,5648448000.0
2111.0,5986621400.0,19874984000.0,12283955000.0,3646846200.0,11333374000.0,5166082600.0
2112.0,5609163300.0,19384666000.0,11845961000.0,3294066000.0,10852867000.0,4833574400.0
2113.0,5272625000.0,18911023000.0,11426586000.0,2832488700.0,10368972000.0,4413141000.0
2114.0,4785541000.0,18459025000.0,11039022000.0,2650337300.0,9958360000.0,4028063000.0
2115.0,4411324400.0,18003560000.0,10734298000.0,2498046200.0,9522241000.0,3647950800.0
2116.0,4008335400.0,17526080000.0,10407556000.0,2324734000.0,9107619000.0,3274786600.0
2117.0,3732334800.0,16997425000.0,10088022000.0,2118057600.0,8623729000.0,2935336400.0
2118.0,3343889200.0,16317315000.0,9650218000.0,1941578500.0,7952681500.0,2323428400.0
2119.0,2991029200.0,15794378000.0,9155079000.0,1619770200.0,7396086300.0,1750971800.0
2120.0,2728244000.0,15335438000.0,8766287000.0,1433012700.0,6890075600.0,1361492600.0
2121.0,2453118700.0,14882726000.0,8164898300.0,1329594400.0,6353148400.0,1242631300.0
2122.0,2207203300.0,14392541000.0,7824198000.0,1278468600.0,5760838700.0,1075519700.0
2123.0,1961834800.0,13936045000.0,7425293000.0,1256014700.0,5358348000.0,876223600.0
2124.0,1810308600.0,13364833000.0,7016839700.0,1206197600.0,4858523600.0,692938000.0
2125.0,1516480800.0,12780256000.0,6618877000.0,1156228100.0,4508214000.0,471189920.0
2126.0,1334459800.0,12156967000.0,6164208600.0,1093982500.0,4141924400.0,339111100.0
2127.0,1033486000.0,11608837000.0,5794236400.0,1087203500.0,3803549400.0,284581020.0
2128.0,873708700.0,10989500000.0,5443921400.0,1047519740.0,3556929000.0,265179070.0
2129.0,715453440.0,10448121000.0,5097537500.0,998527170.0,3268666600.0,231119260.0
2130.0,444461400.0,9961069000.0,4810748000.0,964920260.0,2956995800.0,147479700.0
2131.0,386099550.0,9402362000.0,4498831000.0,913884400.0,2604025300.0,105774260.0
2132.0,294801060.0,8812221000.0,4207975200.0,820888200.0,2251322600.0,89808776.0
2133.0,253456980.0,8225646000.0,3958199600.0,811336450.0,1894300000.0,69161560.0
2134.0,248560300.0,7470990300.0,3690745600.0,793269400.0,1325225600.0,64124704.0
2135.0,221825860.0,6853408000.0,3447593700.0,722978300.0,1155344300.0,60670428.0
2136.0,205069730.0,6358321700.0,3193882000.0,694521540.0,987930100.0,48702668.0
2137.0,177784800.0,5937577000.0,2856016600.0,652862850.0,855457660.0,35284264.0
2138.0,144983600.0,5522196500.0,2622074000.0,579618300.0,757064900.0,29778426.0
2139.0,124336020.0,5088378400.0,2221865000.0,577917700.0,560205900.0,17029020.0
2140.0,122805840.0,4690831400.0,1875930200.0,551147500.0,445143970.0,3386076.5
2141.0,97447300.0,4313559000.0,1574356500.0,544576260.0,393825630.0,3130287.2
2142.0,91731460.0,3851346700.0,1450578300.0,508634660.0,315294100.0,2998134.8
2143.0,68848930.0,3451611100.0,1316945700.0,500301100.0,240655630.0,2886790.8
2144.0,56452044.0,3094857500.0,1217180500.0,481110800.0,172912800.0,2717142.5
2145.0,29716944.0,2617872000.0,1084159700.0,437062460.0,154709360.0,2597471.2
2146.0,29577276.0,2238372900.0,987959000.0,385160400.0,43086784.0,2569413.0
2147.0,16185673.0,1797730300.0,907691840.0,328609630.0,38705280.0,2449960.8
2148.0,9110979.0,1592748200.0,799781500.0,265015310.0,34152936.0,2399908.2
2149.0,8925865.0,1476396900.0,729021300.0,185602600.0,9417477.0,2284874.8
2150.0,8846574.0,1324085400.0,653106300.0,134028110.0,6348997.5,2246680.0
2151.0,7837284.0,1215046400.0,617006800.0,130067420.0,3802448.5,2044064.5
2152.0,4232322.0,1117884300.0,535809400.0,126132960.0,2608427.8,1971368.1
2153.0,4030113.8,961972740.0,465052350.0,102999020.0,2439190.8,1869861.8
2154.0,3605714.5,878174460.0,381842340.0,88239180.0,2295806.8,1791231.0
2155.0,3450246.0,808030900.0,267783100.0,21380150.0,2285584.8,1752873.0
2156.0,3397266.5,693721540.0,234962960.0,3705545.8,2249767.5,1746624.0
2157.0,2761623.2,541667650.0,200441740.0,1487555.6,2223784.2,1707020.0
2158.0,2675087.5,405856580.0,184512060.0,1321288.9,2167955.2,1667965.6
2159.0,2515403.8,336182720.0,175151760.0,1263549.4,2144165.5,1630656.4
2160.0,2494414.8,275280450.0,82363624.0,1255337.8,2102887.8,1553076.8
2161.0,2476177.0,253522450.0,51959440.0,1250151.6,2047311.0,1524962.4
2162.0,2423260.5,233150240.0,18473536.0,1246426.8,2026525.9,1518659.5
2163.0,2397650.2,214408240.0,8643576.0,1232593.1,1931599.1,1497838.2
2164.0,2364479.0,115509070.0,7368466.5,1228146.1,1897774.9,1475912.1
2165.0,2311752.8,27218464.0,5227587.5,1220248.9,1860491.0,1455637.8
2166.0,2303426.2,9219261.0,4660691.5,1194104.9,1792398.1,1448784.8
2167.0,2285097.8,6679970.5,4536085.0,1173071.5,1706494.5,1444329.2
2168.0,2274869.2,4206153.0,4359715.5,1160093.4,1697272.4,1429279.9
2169.0,2264542.0,4044136.2,4276812.0,1134293.6,1686363.0,1303434.2
2170.0,2158010.5,3866562.2,4210176.5,1103948.2,1636347.5,1299042.0
2171.0,2153506.2,3776633.2,4168678.0,1086887.6,1628616.9,1267916.2
2172.0,2149070.8,3528543.5,4054378.0,1083905.9,1610578.4,1260435.0
2173.0,2135047.2,3381591.8,3926592.5,1064741.1,1576460.2,1221964.9
2174.0,2129987.2,3226055.0,3747964.5,1061296.1,1548639.0,1217125.5
2175.0,2122202.2,3134541.0,3692872.2,1057675.2,1543162.2,1209993.4
2176.0,2097427.2,3007171.8,3599036.2,1045596.94,1454313.1,1202377.9
2177.0,2086622.0,2972674.5,3500499.5,1042935.3,1448005.8,1189418.2
2178.0,2058806.2,2938912.0,3417036.0,1021633.75,1445462.8,1169467.9
2179.0,2040542.5,2913924.5,3314266.5,1017375.2,1419642.9,1153670.8
2180.0,2032821.2,2876049.0,3205614.2,1013918.2,1417555.1,1126749.8
2181.0,1936375.5,2857872.5,3041580.5,1006864.7,1414634.6,1110330.5
2182.0,1928870.5,2835031.2,2888643.5,999254.44,1409571.1,1090874.8
2183.0,1838484.8,2819683.0,2849495.8,977669.4,1406999.2,1048678.6
2184.0,1830734.5,2807259.2,2824550.8,972716.44,1404678.5,1010385.1
2185.0,1774264.5,2769647.5,2814514.0,965513.7,1388495.4,995956.06
2186.0,1725614.2,2734535.2,2798562.5,938213.94,1374150.8,964856.25
2187.0,1708245.1,2709832.0,2763319.5,937785.56,1360564.8,941319.3
2188.0,1508006.9,2692329.2,2749023.8,936441.7,1336172.0,922697.4
2189.0,1344872.0,2660747.2,2716506.0,932820.94,1333347.1,917245.56
2190.0,1200305.6,2641146.0,2702913.5,931546.5,1327120.9,911962.3
2191.0,1184993.6,2627281.0,2670326.2,929834.44,1277843.6,895344.44
2192.0,1177515.6,2601029.5,2635695.5,903953.06,1250021.8,889456.75
2193.0,1127525.2,2537483.2,2620402.2,903516.56,1219481.0,886222.0
2194.0,1123102.5,2515158.8,2607384.0,904226.1,1214732.5,856457.9
2195.0,1108323.5,2508160.5,2569242.0,902246.8,1212343.5,831411.6
2196.0,1101604.6,2479814.0,2532410.5,901191.4,1210374.9,812012.25
2197.0,1073597.4,2434614.8,2508799.8,900413.0,1181386.6,778965.0
2198.0,1067068.0,2428279.5,2472044.8,899386.6,1175283.8,742734.0
2199.0,1059684.5,2418398.0,2450819.2,894641.2,1172536.2,711891.56
2200.0,951456.94,2333337.5,2422099.8,891376.44,1168555.6,710679.44
2201.0,943965.0,2330502.5,2387345.5,888816.75,1159231.9,692908.0
2202.0,935145.5,2318384.0,2381203.0,764538.8,1153981.0,691369.7
2203.0,826688.0,2314398.0,2376097.5,750577.8,1150469.8,682924.44
2204.0,822733.5,2222953.5,2363131.5,736317.06,1147479.4,681285.6
2205.0,798060.25,2193827.0,2357625.5,714668.5,1143043.8,677933.0
2206.0,747514.3,2192221.5,2266640.8,701055.06,1138003.6,662897.9
2207.0,744020.25,2184058.8,2214735.0,701394.1,1129246.2,659305.2
2208.0,714734.1,2178186.0,2181190.5,701873.44,1124514.1,641788.5
2209.0,711004.94,2176363.2,2179787.5,701059.44,1095416.1,551601.8
2210.0,707082.2,2149627.0,2178991.8,700530.0,1082865.0,551592.06
2211.0,703377.56,2146344.5,2165031.8,700053.25,1076695.4,551795.1
2212.0,699616.6,2143261.5,2164869.0,700051.94,1063784.5,551065.3
2213.0,696027.56,2141352.5,2163155.8,697505.0,1058884.8,550950.8
2214.0,692629.1,2120766.5,2159536.5,698060.7,964395.1,549917.5
2215.0,688937.3,2110093.8,2139307.8,698035.9,960020.0,550533.9
2216.0,685165.3,2107561.0,2128056.0,697196.7,948485.94,549490.4
2217.0,681507.75,2102997.8,2126893.0,696898.06,920156.0,550089.8
2218.0,677633.1,2097746.2,2117771.0,685694.75,904470.25,548758.9
2219.0,672965.06,2098393.2,2105484.5,685203.56,901647.75,546262.0
2220.0,669296.5,2079311.0,2101671.2,685587.4,910382.9,546823.6
2221.0,642355.06,2077135.1,2072548.9,686157.44,906723.5,546013.8
2222.0,638919.6,2072088.8,2067323.1,685872.44,891802.9,546078.6
2223.0,634517.8,2069176.9,2064908.1,684739.06,888808.75,545266.6
2224.0,630194.8,2056770.8,2059079.9,685579.7,881131.1,544593.75
2225.0,601680.1,2050515.2,2025618.8,685308.5,878732.06,542653.9
2226.0,597741.25,2044843.8,2020922.0,685669.75,870983.0,531182.9
2227.0,593075.6,2031321.8,2008472.5,685434.6,867842.8,529006.06
2228.0,589729.1,2029255.1,2008706.0,684597.3,859287.1,516132.1
2229.0,585157.9,2024298.1,2008012.8,684526.25,849462.3,515478.8
2230.0,581357.2,2015261.4,1999277.0,683634.3,836591.44,515052.84
2231.0,577594.6,2007128.8,1993419.1,684044.9,824985.44,514947.2
2232.0,573927.0,2002048.8,1982984.6,683373.3,811268.75,514294.75
2233.0,568162.4,1999843.4,1985179.1,682990.6,782352.44,514255.06
2234.0,563556.9,2008950.9,1981045.0,679617.75,749413.25,514231.44
2235.0,559355.4,1978491.5,1976462.5,678339.5,744521.75,514149.4
2236.0,553148.0,1942267.6,1972093.1,678656.4,739368.9,513079.44
2237.0,545792.94,1911719.4,1965267.4,678262.3,735075.06,512568.66
2238.0,542197.5,1881056.2,1961404.9,678301.9,730516.0,512514.78
2239.0,533187.25,1876239.6,1926807.1,677685.2,642856.6,511128.12
2240.0,523513.9,1858732.2,1903665.6,676939.4,614621.25,510306.8
2241.0,504508.56,1827576.9,1875715.4,677233.6,596099.44,509306.03
2242.0,469292.75,1824669.6,1874189.0,677897.7,595325.75,508267.8
2243.0,424095.6,1798946.6,1871944.5,677449.2,595492.25,506050.0
2244.0,419594.8,1773127.0,1867384.0,676191.0,595510.7,498032.9
2245.0,414649.3,1765504.8,1816271.9,675564.2,591395.1,492831.62
2246.0,346002.12,1761465.1,1816169.2,675832.1,592559.75,392682.53
2247.0,295301.94,1756632.4,1814880.1,674562.0,592135.75,386716.0
2248.0,281904.5,1731617.1,1812290.8,674498.7,582199.0,382431.06
2249.0,278652.44,1716432.1,1810573.8,673804.3,591892.94,279173.06
2250.0,278656.12,1715489.8,1785862.4,672319.25,592513.3,279170.1
2251.0,278789.16,1728823.5,1809794.5,669879.9,592245.9,279026.47
2252.0,278794.7,1712521.5,1810309.1,667111.1,591500.0,279089.6
2253.0,278949.75,1701171.9,1785346.1,663156.9,592005.5,278919.47
2254.0,278823.25,1700707.1,1783115.1,562788.2,596337.1,279004.3
2255.0,278829.5,1688406.8,1782992.5,559454.06,592835.25,278827.34
2256.0,278708.62,1683323.5,1757232.8,555328.9,591788.75,279106.06
2257.0,278845.66,1672155.8,1743972.0,450988.4,590302.25,278943.9
2258.0,278967.03,1683745.2,1740916.2,450775.75,589614.25,278971.38
2259.0,278972.25,1679536.9,1739348.1,450644.1,581005.9,279124.25
2260.0,278780.12,1705442.2,1736734.2,450170.75,579943.9,279140.84
2261.0,278509.34,1701198.6,1734218.8,450180.34,578929.2,278906.47
2262.0,276563.7,1678759.2,1735085.9,450222.5,578182.4,278781.56
2263.0,275006.97,1675868.2,1707790.0,450158.44,578192.5,278991.75
2264.0,274941.72,1648937.8,1703273.2,449709.03,576683.56,278843.8
2265.0,274888.56,1644192.4,1701135.6,449662.8,575240.75,278999.25
2266.0,274866.3,1630200.6,1700433.1,449899.06,562244.1,278858.5
2267.0,274987.38,1627468.2,1699572.6,450225.28,561088.7,278798.06
2268.0,275273.28,1626021.6,1700251.6,450100.3,559597.75,278898.34
2269.0,275179.4,1627149.5,1697021.2,449848.12,545413.56,278985.12
2270.0,274867.3,1674887.0,1694106.9,427541.38,544698.75,278811.22
2271.0,274714.06,1632264.6,1673893.0,427552.78,544022.5,278837.0
2272.0,274495.06,1629144.4,1672758.2,427580.06,542543.6,278900.9
2273.0,274339.28,1619184.0,1670086.9,427789.97,541322.94,279008.62
2274.0,274073.16,1616668.2,1669452.8,427421.56,539677.1,278859.06
2275.0,272929.6,1615359.1,1663757.1,427378.38,536143.4,278756.94
2276.0,272963.75,1628021.5,1662066.8,427758.66,531535.8,279129.3
2277.0,272893.78,1595561.6,1659296.9,427386.16,432120.75,279145.03
2278.0,272909.2,1555300.9,1648155.5,427627.47,429316.38,279021.75
2279.0,272879.84,1547948.6,1646327.6,427528.22,424807.28,278947.62
2280.0,272944.97,1536808.4,1646632.8,426749.5,319965.97,278871.4
2281.0,272984.56,1535134.6,1656879.6,426533.34,320260.12,278824.97
2282.0,272358.34,1508032.0,1655011.4,426465.5,319994.3,279046.44
2283.0,272239.72,1521830.9,1653561.0,426124.1,318813.84,278928.47
2284.0,272248.84,1533569.9,1650279.2,425954.7,318766.3,278936.7
2285.0,272223.12,1532274.8,1646367.2,425983.8,318941.8,278685.62
2286.0,272140.75,1530542.8,1645038.2,416517.53,319018.56,278929.9
2287.0,272095.28,1525875.6,1644224.2,416001.06,318966.5,279164.22
2288.0,272343.7,1509660.0,1624122.4,416331.28,319068.06,279110.44
2289.0,273649.4,1496553.9,1620202.8,415940.78,319040.6,278975.6
2290.0,271685.34,1506897.6,1593664.4,415060.2,319032.9,278907.12
2291.0,271341.56,1504676.1,1568088.9,415392.7,319187.2,278849.3
2292.0,271013.28,1501877.6,1569734.1,414626.66,318973.56,279015.2
2293.0,270506.25,1498105.4,1563690.8,414667.3,318928.06,278889.03
2294.0,269548.88,1484319.5,1566312.6,413600.78,318584.28,278795.66
2295.0,268364.8,1482528.4,1566859.5,404609.16,319136.53,278811.03
2296.0,266630.16,1479773.0,1536435.6,404542.16,319030.7,277690.47
2297.0,264364.97,1481308.9,1532744.8,414128.56,318854.9,277714.44
2298.0,260537.56,1477566.6,1532194.9,413935.44,318528.25,277860.16
2299.0,260538.78,1476542.2,1530675.8,424570.25,318774.3,277739.62
2300.0,260473.19,1475094.9,1524293.5,414295.8,318874.38,277631.7
