time,IITM-ESM,IPSL-CM6A-LR,MPI-ESM1-2-HR,MRI-ESM2-0,TAIESM1,KACE-1-0-G,CESM2-WACCM,GFDL-ESM4,UKESM1-0-LL
2059.0,74587910000.0,74557570000.0,79173760000.0,73319290000.0,63532585000.0,70794950000.0,72810504000.0,77160900000.0,62400442000.0
2060.0,74117310000.0,73932030000.0,78910990000.0,72663650000.0,62210007000.0,70072310000.0,71894810000.0,77186850000.0,61262684000.0
2061.0,73436470000.0,73187040000.0,78631080000.0,72616804000.0,61114454000.0,69277630000.0,71105225000.0,76569400000.0,60447326000.0
2062.0,72883000000.0,72571494000.0,78343774000.0,71890530000.0,59709260000.0,68655546000.0,70232875000.0,76183220000.0,59598950000.0
2063.0,72359220000.0,71732130000.0,77924860000.0,71321936000.0,58451427000.0,67964450000.0,69587180000.0,75661700000.0,58702176000.0
2064.0,71838070000.0,71777900000.0,77847490000.0,70769160000.0,57236427000.0,67306627000.0,68876394000.0,75028700000.0,57640563000.0
2065.0,71396610000.0,70871820000.0,78468440000.0,70553490000.0,56377970000.0,66494140000.0,68313494000.0,74696204000.0,56853422000.0
2066.0,70814740000.0,70369300000.0,77200270000.0,69765890000.0,55266607000.0,66048233000.0,68357427000.0,74308300000.0,55815557000.0
2067.0,70332080000.0,70096495000.0,76942730000.0,69159680000.0,54241698000.0,65289056000.0,69148510000.0,73954886000.0,54849640000.0
2068.0,70019070000.0,70178700000.0,76778240000.0,69015550000.0,53387460000.0,64778420000.0,67006845000.0,73554770000.0,54006210000.0
2069.0,69485260000.0,69010950000.0,76628450000.0,70932840000.0,52277895000.0,64230780000.0,66308747000.0,73010100000.0,52851433000.0
2070.0,69119310000.0,68183900000.0,76248680000.0,67844300000.0,51264670000.0,63785730000.0,65826316000.0,72873620000.0,51654860000.0
2071.0,68534530000.0,69213000000.0,75789100000.0,67715720000.0,50193630000.0,63030505000.0,65047460000.0,72368760000.0,50931556000.0
2072.0,68166275000.0,67587050000.0,75380340000.0,66788258000.0,48755114000.0,62476510000.0,64146227000.0,72188370000.0,49741484000.0
2073.0,67683480000.0,66663207000.0,75102080000.0,69214585000.0,47567254000.0,61656592000.0,63752372000.0,71667330000.0,48887312000.0
2074.0,67339006000.0,66192384000.0,74676490000.0,66163960000.0,46483673000.0,60895760000.0,62797484000.0,72333110000.0,47966446000.0
2075.0,66817570000.0,65479750000.0,74301190000.0,65580098000.0,45053910000.0,60281364000.0,63098196000.0,71285060000.0,46933410000.0
2076.0,66334370000.0,65221587000.0,74107700000.0,65426465000.0,43998925000.0,59609710000.0,61679325000.0,70853960000.0,46083850000.0
2077.0,65876787000.0,64880020000.0,73864090000.0,64463335000.0,42967790000.0,59070435000.0,61238084000.0,70288835000.0,45105193000.0
2078.0,65374114000.0,64404767000.0,73430360000.0,63968068000.0,41409434000.0,58284397000.0,60394385000.0,71554600000.0,43969032000.0
2079.0,64847420000.0,63124484000.0,73042570000.0,63238770000.0,39977804000.0,57596035000.0,59707163000.0,69590540000.0,43175547000.0
2080.0,64286100000.0,62456386000.0,73933720000.0,62727033000.0,38814220000.0,56911250000.0,59086283000.0,69198440000.0,43604620000.0
2081.0,63697510000.0,61916684000.0,72395990000.0,62052630000.0,37521570000.0,56182210000.0,58536927000.0,68685040000.0,41814410000.0
2082.0,63290835000.0,61299134000.0,72040750000.0,61405864000.0,36670845000.0,55600280000.0,57837306000.0,68463727000.0,40874357000.0
2083.0,62693736000.0,60551717000.0,71666390000.0,60959994000.0,35416320000.0,55088787000.0,57244170000.0,68054140000.0,39878517000.0
2084.0,62182867000.0,60104258000.0,71420850000.0,60378096000.0,34574310000.0,54530310000.0,56507990000.0,67529000000.0,39082963000.0
2085.0,61705056000.0,59217027000.0,71341510000.0,59744450000.0,33631713000.0,53765650000.0,56012243000.0,67100594000.0,38425060000.0
2086.0,61220970000.0,58538740000.0,71291350000.0,69320690000.0,32850465000.0,53041115000.0,55351316000.0,66957234000.0,37559316000.0
2087.0,60703410000.0,58094035000.0,71739310000.0,60628730000.0,32150497000.0,52388356000.0,55408685000.0,66287210000.0,36635857000.0
2088.0,60142457000.0,57254986000.0,70502820000.0,60848357000.0,31233837000.0,52111536000.0,54247117000.0,66055905000.0,35535190000.0
2089.0,59586474000.0,56683766000.0,70021950000.0,59084360000.0,30520672000.0,51520844000.0,53463867000.0,65426166000.0,34526070000.0
2090.0,59157725000.0,56934740000.0,69638710000.0,58874393000.0,29686718000.0,50818056000.0,52720420000.0,65120543000.0,33678131000.0
2091.0,58399834000.0,56103416000.0,69400840000.0,57502870000.0,28875815000.0,50245550000.0,52032330000.0,64522842000.0,33076140000.0
2092.0,57685780000.0,55044990000.0,68942310000.0,56690190000.0,28099207000.0,50081333000.0,51324916000.0,64532607000.0,32152766000.0
2093.0,57119764000.0,54268203000.0,70780510000.0,56379978000.0,27683670000.0,49414705000.0,51108890000.0,63663284000.0,31382168000.0
2094.0,56424730000.0,53725610000.0,68499440000.0,57219010000.0,26773570000.0,48627200000.0,49999626000.0,63202790000.0,30801072000.0
2095.0,55859413000.0,53040615000.0,67837430000.0,55059050000.0,26064770000.0,48169624000.0,50656133000.0,62934733000.0,30014100000.0
2096.0,55296990000.0,52199494000.0,67865890000.0,56416260000.0,25854510000.0,47493087000.0,49451640000.0,62445600000.0,29232070000.0
2097.0,54783850000.0,51453510000.0,67609367000.0,54263652000.0,25121649000.0,46845907000.0,48597810000.0,62014247000.0,28681437000.0
2098.0,54133300000.0,51208868000.0,67042460000.0,53482852000.0,24413536000.0,46288146000.0,47792497000.0,61659290000.0,28146470000.0
2099.0,53693444000.0,50343825000.0,69396250000.0,54884635000.0,23598232000.0,45712527000.0,47259083000.0,61943767000.0,27509395000.0
2100.0,53151216000.0,49835823000.0,67810165000.0,53412143000.0,23057195000.0,45494470000.0,46594110000.0,61393660000.0,27101407000.0
