time,IITM-ESM,IPSL-CM6A-LR,MPI-ESM1-2-HR,MRI-ESM2-0,TAIESM1,KACE-1-0-G,CESM2-WACCM,GFDL-ESM4,UKESM1-0-LL
2000.0,88838410000.0,88838410000.0,88838410000.0,88838410000.0,88838410000.0,88838410000.0,88838410000.0,88838410000.0,88838410000.0
2001.0,88640190000.0,88640190000.0,88640190000.0,88640190000.0,88640190000.0,88640190000.0,88640190000.0,88640190000.0,88640190000.0
2002.0,88593090000.0,88593090000.0,88593090000.0,88593090000.0,88593090000.0,88593090000.0,88593090000.0,88593090000.0,88593090000.0
2003.0,88412310000.0,88412310000.0,88412310000.0,88412310000.0,88412310000.0,88412310000.0,88412310000.0,88412310000.0,88412310000.0
2004.0,88255430000.0,88255430000.0,88255430000.0,88255430000.0,88255430000.0,88255430000.0,88255430000.0,88255430000.0,88255430000.0
2005.0,88266670000.0,88266670000.0,88266670000.0,88266670000.0,88266670000.0,88266670000.0,88266670000.0,88266670000.0,88266670000.0
2006.0,88353330000.0,88353330000.0,88353330000.0,88353330000.0,88353330000.0,88353330000.0,88353330000.0,88353330000.0,88353330000.0
2007.0,88695500000.0,88695500000.0,88695500000.0,88695500000.0,88695500000.0,88695500000.0,88695500000.0,88695500000.0,88695500000.0
2008.0,88360540000.0,88360540000.0,88360540000.0,88360540000.0,88360540000.0,88360540000.0,88360540000.0,88360540000.0,88360540000.0
2009.0,88158750000.0,88158750000.0,88158750000.0,88158750000.0,88158750000.0,88158750000.0,88158750000.0,88158750000.0,88158750000.0
2010.0,87876870000.0,87876870000.0,87876870000.0,87876870000.0,87876870000.0,87876870000.0,87876870000.0,87876870000.0,87876870000.0
2011.0,87776550000.0,87776550000.0,87776550000.0,87776550000.0,87776550000.0,87776550000.0,87776550000.0,87776550000.0,87776550000.0
2012.0,87978420000.0,87978420000.0,87978420000.0,87978420000.0,87978420000.0,87978420000.0,87978420000.0,87978420000.0,87978420000.0
2013.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0,88050020000.0
2014.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0,88733460000.0
2015.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0,87949115000.0
2016.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0,89161200000.0
2017.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0,87986230000.0
2018.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0,87848485000.0
2019.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0,89603490000.0
2020.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0,87657500000.0
2021.0,87860740000.0,87549580000.0,87392380000.0,87220350000.0,87349764000.0,87382810000.0,87423025000.0,87526150000.0,87597640000.0
2022.0,87617220000.0,87510480000.0,87338080000.0,87054070000.0,87218160000.0,87069830000.0,87277670000.0,87379804000.0,87096440000.0
2023.0,87263660000.0,87173670000.0,87220230000.0,87072730000.0,86918550000.0,86883770000.0,87133310000.0,87121084000.0,87102380000.0
2024.0,87195525000.0,87106770000.0,87020740000.0,86788870000.0,86641205000.0,86639110000.0,86874760000.0,87058850000.0,86816920000.0
2025.0,86947996000.0,86796670000.0,86968164000.0,86502660000.0,86551900000.0,86453210000.0,86730670000.0,86754820000.0,86519550000.0
2026.0,86819070000.0,87195780000.0,86904280000.0,86354850000.0,86198575000.0,86549450000.0,86482354000.0,86621760000.0,86046210000.0
2027.0,86730830000.0,86548040000.0,86869280000.0,86133850000.0,85901525000.0,86077840000.0,86293850000.0,86853390000.0,86080360000.0
2028.0,86620070000.0,86378970000.0,86563365000.0,86008880000.0,85650530000.0,85845434000.0,86092840000.0,86302820000.0,85646115000.0
2029.0,86357160000.0,86363580000.0,86351086000.0,85789475000.0,85412135000.0,85630030000.0,85792320000.0,86252870000.0,85502980000.0
2030.0,86139360000.0,85915280000.0,86623470000.0,85702600000.0,85139660000.0,85793600000.0,85461270000.0,85908360000.0,85058480000.0
2031.0,85867280000.0,85815430000.0,86119090000.0,85626585000.0,84777910000.0,85725090000.0,85269780000.0,85670850000.0,84760420000.0
2032.0,85594980000.0,85524455000.0,86099665000.0,85206530000.0,84357415000.0,84965790000.0,85020620000.0,85367630000.0,84315005000.0
2033.0,85561160000.0,85412890000.0,86222450000.0,84761090000.0,83876225000.0,84402545000.0,84589890000.0,85373740000.0,83820970000.0
2034.0,85199140000.0,85039080000.0,85770650000.0,85105280000.0,83633210000.0,84050756000.0,84311960000.0,85066080000.0,83339420000.0
2035.0,85082980000.0,85229530000.0,85480260000.0,84716730000.0,82966950000.0,83702710000.0,85319795000.0,84768800000.0,82724550000.0
2036.0,84857080000.0,84589840000.0,85365620000.0,84064680000.0,82339450000.0,83134145000.0,84138700000.0,84652520000.0,82183050000.0
2037.0,84483600000.0,84351480000.0,85094160000.0,83781400000.0,81886904000.0,83119350000.0,84137525000.0,84735710000.0,81703940000.0
2038.0,84018495000.0,83889650000.0,84834980000.0,83115840000.0,81239070000.0,82561910000.0,83540330000.0,84572190000.0,80848180000.0
2039.0,84110565000.0,83551945000.0,84634520000.0,82806120000.0,80594230000.0,81944715000.0,82992720000.0,83801920000.0,80198100000.0
2040.0,83518840000.0,83159130000.0,84428460000.0,82341570000.0,80214060000.0,81200275000.0,82634646000.0,83603760000.0,79370805000.0
2041.0,83332930000.0,83317090000.0,84178400000.0,81994110000.0,79263000000.0,80816260000.0,82399160000.0,83210860000.0,78650350000.0
2042.0,82808365000.0,82637775000.0,83871590000.0,81355874000.0,78576255000.0,80303450000.0,82240030000.0,83162960000.0,77950020000.0
2043.0,82433480000.0,82139120000.0,84288870000.0,80822040000.0,77881450000.0,79799090000.0,81894310000.0,82584090000.0,77049850000.0
2044.0,82119860000.0,81639400000.0,83485690000.0,80580060000.0,77024110000.0,79270220000.0,81552710000.0,82351740000.0,76173330000.0
2045.0,81802410000.0,81180080000.0,83349370000.0,80024500000.0,76452676000.0,78786390000.0,81453515000.0,82298495000.0,75352200000.0
2046.0,81415200000.0,80898515000.0,83248400000.0,79668210000.0,75680760000.0,78467760000.0,80601055000.0,81851000000.0,74425926000.0
2047.0,81141810000.0,80354760000.0,82834990000.0,78979380000.0,74832660000.0,77907560000.0,80407720000.0,81599840000.0,73765060000.0
2048.0,80634440000.0,80813290000.0,82459740000.0,78517270000.0,73998655000.0,77254090000.0,79856030000.0,80992870000.0,72980020000.0
2049.0,79941350000.0,79607520000.0,82162794000.0,78234520000.0,73129940000.0,76748670000.0,79261300000.0,80633370000.0,72074540000.0
2050.0,79519770000.0,79597250000.0,83104510000.0,77730540000.0,72201630000.0,76511150000.0,78779480000.0,81153450000.0,71191510000.0
2051.0,79141970000.0,78571660000.0,82084100000.0,76987670000.0,71392166000.0,75620400000.0,78150560000.0,80204380000.0,70261830000.0
2052.0,78552950000.0,78121830000.0,81455750000.0,76589744000.0,70468480000.0,74886570000.0,77369120000.0,79581315000.0,69228570000.0
2053.0,77842130000.0,77599875000.0,80986520000.0,76781260000.0,69839454000.0,74254750000.0,76817340000.0,79177000000.0,68381667000.0
2054.0,77358570000.0,77059710000.0,81137360000.0,76174070000.0,68603130000.0,73637780000.0,75985715000.0,78923710000.0,67250170000.0
2055.0,76863594000.0,76476870000.0,80656160000.0,75570954000.0,67811385000.0,72959470000.0,75721564000.0,78330570000.0,66127598000.0
2056.0,76380670000.0,76083030000.0,80199160000.0,75172360000.0,67040320000.0,72400020000.0,75111520000.0,77990216000.0,65123960000.0
2057.0,75789830000.0,75489526000.0,80042810000.0,74820300000.0,65711727000.0,71695080000.0,74288220000.0,77870660000.0,64641196000.0
2058.0,75101995000.0,74728540000.0,79590020000.0,73867846000.0,64374075000.0,71418905000.0,73632710000.0,77720370000.0,63402226000.0
