time,CANESM2,CNRM-CM5,GFDL-CM3,MPI-ESM-LR,NORESM1-M,GFDL-ESM2G,GISS-E2-R,CSIRO-MK3-6-0,CCSM4,CESM1-CAM5,IPSL-CM5A-LR
2020.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0,33941078000.0
2021.0,33925560000.0,33933089000.0,33923252000.0,33928772000.0,33921942000.0,33944810000.0,33935858000.0,33925298000.0,33928888000.0,33917782000.0,33924990000.0
2022.0,33915048000.0,33917137000.0,33906575000.0,33917233000.0,33922718000.0,33946302000.0,33914876000.0,33917334000.0,33913840000.0,33907737000.0,33907306000.0
2023.0,33893600000.0,33911001000.0,33893890000.0,33910968000.0,33910413000.0,33942880000.0,33920905000.0,33902764000.0,33894027000.0,33896450000.0,33888390000.0
2024.0,33868548000.0,33894693000.0,33874786000.0,33891211000.0,33890853000.0,33934180000.0,33912476000.0,33886747000.0,33878594000.0,33882782000.0,33860395000.0
2025.0,33851374000.0,33904306000.0,33858730000.0,33872388000.0,33865910000.0,33921466000.0,33890832000.0,33870723000.0,33874164000.0,33872292000.0,33831748000.0
2026.0,33831926000.0,33872116000.0,33839910000.0,33847366000.0,33842262000.0,33905600000.0,33880682000.0,33853954000.0,33862842000.0,33850431000.0,33804210000.0
2027.0,33820297000.0,33859516000.0,33828469000.0,33818597000.0,33831873000.0,33882843000.0,33896964000.0,33836138000.0,33835573000.0,33833216000.0,33779337000.0
2028.0,33803028000.0,33857331000.0,33809314000.0,33786896000.0,33819617000.0,33879276000.0,33862574000.0,33816515000.0,33823700000.0,33812322000.0,33729855000.0
2029.0,33769185000.0,33828008000.0,33784355000.0,33750288000.0,33778366000.0,33860870000.0,33844916000.0,33806676000.0,33802062000.0,33784607000.0,33692250000.0
2030.0,33749778000.0,33830801000.0,33758580000.0,33721550000.0,33754986000.0,33838008000.0,33802945000.0,33779495000.0,33763348000.0,33755420000.0,33652597000.0
2031.0,33807354000.0,33794089000.0,33740405000.0,33685189000.0,33749821000.0,33816304000.0,33784963000.0,33774143000.0,33740091000.0,33726233000.0,33623230000.0
2032.0,33731674000.0,33783673000.0,33699443000.0,33662437000.0,33715886000.0,33798849000.0,33768968000.0,33759396000.0,33708206000.0,33699160000.0,33615135000.0
2033.0,33706926000.0,33766765000.0,33669080000.0,33649867000.0,33673670000.0,33770303000.0,33752720000.0,33751992000.0,33681134000.0,33655482000.0,33553664000.0
2034.0,33690862000.0,33752158000.0,33640300000.0,33614842000.0,33594872000.0,33763052000.0,33725792000.0,33712255000.0,33656488000.0,33625958000.0,33487686000.0
2035.0,33661559000.0,33729403000.0,33599779000.0,33586729000.0,33555302000.0,33751917000.0,33717041000.0,33685756000.0,33618622000.0,33575862000.0,33395010000.0
2036.0,33648183000.0,33690155000.0,33573642000.0,33516055000.0,33524020000.0,33706637000.0,33699557000.0,33663547000.0,33593880000.0,33499957000.0,33331352000.0
2037.0,33607950000.0,33674332000.0,33540530000.0,33495083000.0,33495517000.0,33670260000.0,33673636000.0,33618254000.0,33559032000.0,33455670000.0,33273235000.0
2038.0,33584187000.0,33656332000.0,33471120000.0,33456343000.0,33468811000.0,33648763000.0,33639027000.0,33546668000.0,33533704000.0,33400343000.0,33197347000.0
2039.0,33563451000.0,33614799000.0,33442513000.0,33415606000.0,33437830000.0,33623032000.0,33624359000.0,33530292000.0,33474560000.0,33348852000.0,33119519000.0
2040.0,33545860000.0,33576776000.0,33391292000.0,33369848000.0,33414105000.0,33586067000.0,33595748000.0,33515952000.0,33413394000.0,33279270000.0,33033270000.0
2041.0,33473235000.0,33544348000.0,33352186000.0,33322992000.0,33359993000.0,33536317000.0,33532811000.0,33493367000.0,33379461000.0,33205370000.0,32903125000.0
2042.0,33424058000.0,33506093000.0,33303026000.0,33213204000.0,33302702000.0,33516618000.0,33510844000.0,33462782000.0,33314961000.0,33064140000.0,32803518000.0
2043.0,33356091000.0,33489936000.0,33251770000.0,33185047000.0,33257240000.0,33551389000.0,33490082000.0,33409268000.0,33246427000.0,32991834000.0,32733813000.0
2044.0,33326674000.0,33405774000.0,33178032000.0,33128590000.0,33226635000.0,33504944000.0,33476608000.0,33352583000.0,33184793000.0,32877457000.0,32618007000.0
2045.0,33308176000.0,33372600000.0,33110768000.0,33070842000.0,33163698000.0,33467984000.0,33430088000.0,33308340000.0,33076085000.0,32769206000.0,32500201000.0
2046.0,33271260000.0,33312678000.0,32998769000.0,32995324000.0,33118075000.0,33426270000.0,33396703000.0,33225257000.0,33026345000.0,32643078000.0,32385660000.0
2047.0,33239341000.0,33275085000.0,32927648000.0,32934607000.0,33066668000.0,33416870000.0,33359251000.0,33188332000.0,32971117000.0,32480035000.0,32214127000.0
2048.0,33191358000.0,33218550000.0,32859914000.0,32864647000.0,33012994000.0,33398448000.0,33313882000.0,33143103000.0,32915714000.0,32346866000.0,32090505000.0
2049.0,33128330000.0,33140089000.0,32758882000.0,32755261000.0,32912222000.0,33328607000.0,33285988000.0,33087386000.0,32876528000.0,32215760000.0,31951442000.0
2050.0,33033947000.0,33084334000.0,32608039000.0,32710520000.0,32834048000.0,33295067000.0,33263395000.0,33024608000.0,32815524000.0,32042269000.0,31845026000.0
2051.0,32986532000.0,33022382000.0,32491600000.0,32627896000.0,32786973000.0,33234203000.0,33251789000.0,32990690000.0,32759534000.0,31965942000.0,31654945000.0
2052.0,32940192000.0,32911890000.0,32369870000.0,32547832000.0,32740500000.0,33194813000.0,33201322000.0,32913668000.0,32699240000.0,31793375000.0,31495307000.0
2053.0,32887005000.0,32849867000.0,32276312000.0,32497347000.0,32665256000.0,33151689000.0,33135038000.0,32869022000.0,32606320000.0,31649397000.0,31371440000.0
2054.0,32810134000.0,32764246000.0,32181486000.0,32440904000.0,32580207000.0,33139943000.0,33087617000.0,32814703000.0,32524564000.0,31483490000.0,31262410000.0
2055.0,32761213000.0,32684587000.0,32075327000.0,32323377000.0,32526238000.0,33159799000.0,33033490000.0,32723792000.0,32476000000.0,31235584000.0,31144864000.0
2056.0,32661811000.0,32599818000.0,31923374000.0,32182550000.0,32459917000.0,33114436000.0,32967678000.0,32692533000.0,32412895000.0,31071902000.0,30989752000.0
2057.0,32577417000.0,32563675000.0,31813544000.0,32114006000.0,32336144000.0,33052615000.0,32920986000.0,32615330000.0,32322680000.0,30880096000.0,30869336000.0
2058.0,32498022000.0,32426613000.0,31702321000.0,32065556000.0,32252380000.0,33011900000.0,32995416000.0,32561140000.0,32259664000.0,30768153000.0,30742094000.0
2059.0,32416870000.0,32278868000.0,31564403000.0,31982078000.0,32137017000.0,32933110000.0,32889704000.0,32524829000.0,32151523000.0,30587554000.0,30513572000.0
2060.0,32291437000.0,32185213000.0,31476152000.0,31882117000.0,32037159000.0,32891101000.0,32860680000.0,32449296000.0,32101868000.0,30407197000.0,30358727000.0
2061.0,32237095000.0,32097606000.0,31316492000.0,31751460000.0,31912899000.0,32859195000.0,32805413000.0,32397820000.0,32063982000.0,30198678000.0,30206968000.0
2062.0,32175178000.0,31985110000.0,31198028000.0,31703198000.0,31751145000.0,32824973000.0,32781818000.0,32352080000.0,31985840000.0,29997462000.0,30087268000.0
2063.0,32131533000.0,31845906000.0,31084102000.0,31610724000.0,31640100000.0,32787438000.0,32742365000.0,32286580000.0,31868418000.0,29833160000.0,29966553000.0
2064.0,32020982000.0,31800918000.0,31005362000.0,31534723000.0,31567710000.0,32659753000.0,32688691000.0,32229990000.0,31870562000.0,29719736000.0,29751605000.0
2065.0,32000827000.0,31601572000.0,30876928000.0,31468485000.0,31494980000.0,32580725000.0,32665125000.0,32179862000.0,31847120000.0,29557182000.0,29629910000.0
2066.0,31893211000.0,31497360000.0,30748772000.0,31372005000.0,31392426000.0,32539193000.0,32615952000.0,32069157000.0,31855704000.0,29387766000.0,29439824000.0
2067.0,31796398000.0,31389917000.0,30632251000.0,31303537000.0,31288541000.0,32542886000.0,32589990000.0,32020697000.0,31638884000.0,29210591000.0,29169377000.0
2068.0,31730768000.0,31228619000.0,30515114000.0,31219243000.0,31108063000.0,32441320000.0,32585095000.0,31928513000.0,31589308000.0,29027285000.0,28992117000.0
2069.0,31653448000.0,31097917000.0,30311330000.0,31114312000.0,30988046000.0,32408410000.0,32515290000.0,31879938000.0,31597140000.0,28893723000.0,28844962000.0
2070.0,31526451000.0,30941760000.0,30154002000.0,31042040000.0,30866063000.0,32352657000.0,32470300000.0,31765486000.0,31521786000.0,28719410000.0,28637643000.0
2071.0,31446436000.0,30854027000.0,30004750000.0,30929857000.0,30775245000.0,32306162000.0,32427360000.0,31707597000.0,31431592000.0,28516979000.0,28386683000.0
2072.0,31365691000.0,30724714000.0,29765325000.0,30854625000.0,30655085000.0,32257090000.0,32391737000.0,31610038000.0,31352658000.0,28371261000.0,28179526000.0
2073.0,31258608000.0,30528573000.0,29644685000.0,30798320000.0,30503266000.0,32212945000.0,32335254000.0,31516682000.0,31281190000.0,28262810000.0,28015026000.0
2074.0,31166018000.0,30391658000.0,29423966000.0,30683000000.0,30341399000.0,32154671000.0,32236620000.0,31458892000.0,31183522000.0,28129845000.0,27759184000.0
2075.0,31093560000.0,30269647000.0,29305227000.0,30576574000.0,30213636000.0,32095764000.0,32196248000.0,31380402000.0,31091659000.0,27976729000.0,27524028000.0
2076.0,31019810000.0,30093080000.0,29107374000.0,30493820000.0,30042770000.0,32080505000.0,32181600000.0,31235707000.0,31031812000.0,27787799000.0,27332205000.0
2077.0,30933991000.0,29955033000.0,28941236000.0,30367087000.0,29965007000.0,32004037000.0,32128236000.0,31081908000.0,30957388000.0,27674280000.0,27154026000.0
2078.0,30756528000.0,29824880000.0,28746193000.0,30271508000.0,29779696000.0,31919081000.0,32151935000.0,30975203000.0,30898580000.0,27597378000.0,27007984000.0
2079.0,30641324000.0,29708059000.0,28532218000.0,30204393000.0,29701933000.0,31881880000.0,32090698000.0,30906000000.0,30840742000.0,27301830000.0,26853163000.0
2080.0,30533570000.0,29569024000.0,28362620000.0,30133346000.0,29519067000.0,31776030000.0,32008475000.0,30814435000.0,30720033000.0,27136072000.0,26739320000.0
2081.0,30390352000.0,29433205000.0,28138450000.0,30011200000.0,29370028000.0,31725967000.0,31985640000.0,30716969000.0,30666805000.0,26937640000.0,26550942000.0
2082.0,30263673000.0,29322130000.0,27978134000.0,29921192000.0,29254556000.0,31680408000.0,31933127000.0,30563314000.0,30563369000.0,26778307000.0,26483673000.0
2083.0,30207025000.0,29220628000.0,27957869000.0,29851160000.0,29105711000.0,31626230000.0,31886895000.0,30491482000.0,30469114000.0,26632796000.0,26318200000.0
2084.0,30086488000.0,29111280000.0,27747555000.0,29717522000.0,28937265000.0,31582446000.0,31899982000.0,30412714000.0,30424980000.0,26404614000.0,26118582000.0
2085.0,29978520000.0,28895711000.0,27571149000.0,29615094000.0,28839203000.0,31526197000.0,31821527000.0,30304109000.0,30309515000.0,26240266000.0,25983090000.0
2086.0,29833060000.0,28728193000.0,27394290000.0,29579082000.0,28699658000.0,31489550000.0,31769526000.0,30160000000.0,30227593000.0,26066571000.0,25819636000.0
2087.0,29695488000.0,28576764000.0,27223935000.0,29479283000.0,28519184000.0,31458322000.0,31739412000.0,30035263000.0,30170240000.0,25933146000.0,25607285000.0
2088.0,29539375000.0,28566893000.0,27045695000.0,29409737000.0,28367516000.0,31384408000.0,31685601000.0,29948568000.0,30074096000.0,25659250000.0,25463894000.0
2089.0,29420753000.0,28344795000.0,26868115000.0,29486486000.0,28201128000.0,31330933000.0,31594360000.0,29761997000.0,29979388000.0,25493481000.0,25402905000.0
2090.0,29262055000.0,28269257000.0,26692917000.0,29265834000.0,28028733000.0,31330738000.0,31526853000.0,29710447000.0,29799977000.0,25459393000.0,25137603000.0
2091.0,29143794000.0,28095347000.0,26514514000.0,29123350000.0,27869135000.0,31257997000.0,31493532000.0,29573868000.0,29724293000.0,25207552000.0,24905939000.0
2092.0,29109318000.0,27907820000.0,26289625000.0,29043958000.0,27701910000.0,31217156000.0,31446831000.0,29466073000.0,29610865000.0,25039317000.0,24912366000.0
2093.0,29009678000.0,27763606000.0,26043679000.0,28935913000.0,27662887000.0,31182625000.0,31393102000.0,29328712000.0,29449083000.0,24813146000.0,24718914000.0
2094.0,28936997000.0,27633455000.0,25895363000.0,28817514000.0,27434224000.0,31103267000.0,31474141000.0,29196868000.0,29388080000.0,24659472000.0,24470590000.0
2095.0,28830730000.0,27501263000.0,25697155000.0,28742142000.0,27262843000.0,30993363000.0,31337658000.0,29120272000.0,29296708000.0,24436326000.0,24336513000.0
2096.0,28703700000.0,27311602000.0,25505681000.0,28630026000.0,27112108000.0,30955184000.0,31248079000.0,28959746000.0,29210780000.0,24234201000.0,24096483000.0
2097.0,28562215000.0,27168524000.0,25230557000.0,28473129000.0,27130253000.0,30966401000.0,31180329000.0,28875580000.0,29123810000.0,24034753000.0,23915300000.0
2098.0,28430911000.0,27036875000.0,25085160000.0,28370008000.0,26924753000.0,30931003000.0,31101075000.0,28730356000.0,29061145000.0,23792374000.0,24057979000.0
2099.0,28299060000.0,26780393000.0,24939876000.0,28245688000.0,26848973000.0,30849632000.0,31069172000.0,28544135000.0,28966646000.0,23670487000.0,23816227000.0
2100.0,28232962000.0,26986959000.0,24769624000.0,28160092000.0,26755400000.0,30816442000.0,31018162000.0,28399649000.0,28900220000.0,23458384000.0,23610958000.0
