time,ACCESS-CM2,CESM2-WACCM,IPSL-CM6A-LR,CANESM5,MRI-ESM2-0,ACCESS-ESM1-5
2141.0,10715579000.0,19818058000.0,17541102000.0,16652842000.0,31207113000.0,14141032000.0
2142.0,10665126000.0,19713389000.0,17294232000.0,16734193000.0,31582452000.0,13988742000.0
2143.0,10650877000.0,19592819000.0,17385116000.0,16801564000.0,31672095000.0,13995665000.0
2144.0,10535477000.0,19768777000.0,17437899000.0,16749792000.0,32025692000.0,14015572000.0
2145.0,10547555000.0,19827528000.0,17492023000.0,16711596000.0,32862048000.0,14010883000.0
2146.0,10465342000.0,20019206000.0,17514793000.0,16854531000.0,32589510000.0,13971395000.0
2147.0,10424374000.0,20489490000.0,17587470000.0,16852327000.0,32985856000.0,13908488000.0
2148.0,10472025000.0,20647893000.0,17624340000.0,16981047000.0,33461453000.0,13961220000.0
2149.0,10364771000.0,20600183000.0,17679708000.0,17097173000.0,34243230000.0,14042680000.0
2150.0,10345776000.0,21085544000.0,17841566000.0,17160147000.0,35076430000.0,14103280000.0
2151.0,10351790000.0,21230662000.0,17801726000.0,17166603000.0,35471626000.0,14134213000.0
2152.0,10375023000.0,21356857000.0,17958115000.0,17005668000.0,35748057000.0,14195885000.0
2153.0,10441716000.0,21390445000.0,17951220000.0,17016666000.0,35970613000.0,14329766000.0
2154.0,10377345000.0,21419354000.0,17946989000.0,17013185000.0,35945144000.0,14298946000.0
2155.0,10391248000.0,21743766000.0,17941445000.0,17211714000.0,36205117000.0,14346458000.0
2156.0,10246899000.0,22108764000.0,17759857000.0,17258110000.0,36264640000.0,14448827000.0
2157.0,10297585000.0,22066860000.0,17823460000.0,17140839000.0,36513374000.0,14587887000.0
2158.0,10399748000.0,22128585000.0,17776173000.0,17236052000.0,36687745000.0,14767237000.0
2159.0,10496558000.0,22069455000.0,17743016000.0,17280713000.0,36755110000.0,14834125000.0
2160.0,10520334000.0,21827746000.0,17895350000.0,17365189000.0,36995838000.0,14904589000.0
2161.0,10566478000.0,21828295000.0,17980387000.0,17514842000.0,37423890000.0,14924368000.0
2162.0,10822183000.0,21888188000.0,18395904000.0,17548542000.0,37306823000.0,14987249000.0
2163.0,10816091000.0,21824696000.0,18451552000.0,17585265000.0,38082490000.0,14942343000.0
2164.0,10853156000.0,21919072000.0,18519400000.0,17543875000.0,38498210000.0,15098343000.0
2165.0,10910506000.0,22085792000.0,18832286000.0,17836368000.0,38889554000.0,14965131000.0
2166.0,10884187000.0,22371738000.0,18927878000.0,17858116000.0,39283100000.0,15021090000.0
2167.0,10891383000.0,22366200000.0,19024568000.0,18095600000.0,39582060000.0,14919892000.0
2168.0,10785236000.0,22339987000.0,19232098000.0,18098231000.0,40127885000.0,14819442000.0
2169.0,10796968000.0,22433251000.0,19114002000.0,18252310000.0,40484053000.0,14872007000.0
2170.0,10906781000.0,22571002000.0,19179653000.0,18339920000.0,40914297000.0,14736525000.0
2171.0,11066643000.0,22596063000.0,19017090000.0,18468741000.0,41504588000.0,14790052000.0
2172.0,11118508000.0,22638242000.0,19066968000.0,18534056000.0,41798586000.0,14826194000.0
2173.0,11205443000.0,22926490000.0,19092814000.0,18632823000.0,42235752000.0,14855781000.0
2174.0,11269433000.0,22908733000.0,19116788000.0,18706235000.0,42222383000.0,14876989000.0
2175.0,11265861000.0,23062856000.0,18888378000.0,18820782000.0,42552373000.0,14875515000.0
2176.0,11278552000.0,23095028000.0,18806096000.0,18821704000.0,43180626000.0,14765759000.0
2177.0,11249371000.0,23340390000.0,18861523000.0,18798199000.0,44009206000.0,14744166000.0
2178.0,11333091000.0,23554090000.0,18967253000.0,18830768000.0,44198486000.0,14658057000.0
2179.0,11473978000.0,23690062000.0,18986316000.0,18919578000.0,44316580000.0,14574383000.0
2180.0,11508405000.0,23984800000.0,18919410000.0,18878956000.0,44948360000.0,14673664000.0
2181.0,11377763000.0,24097501000.0,18805980000.0,18964610000.0,45474644000.0,14663138000.0
2182.0,11416573000.0,23975457000.0,18930410000.0,19040788000.0,46049990000.0,14735397000.0
2183.0,11399429000.0,24064720000.0,19083575000.0,19163574000.0,46508413000.0,14867089000.0
2184.0,11371158000.0,23974494000.0,19022633000.0,19422350000.0,46796755000.0,14726724000.0
2185.0,11261398000.0,23842510000.0,19285789000.0,19452666000.0,46692630000.0,14800407000.0
2186.0,11262503000.0,23900580000.0,19503655000.0,19670508000.0,46657323000.0,14936932000.0
2187.0,11370093000.0,23968231000.0,19568413000.0,19695143000.0,47492930000.0,14827957000.0
2188.0,11442059000.0,24504517000.0,19569086000.0,19890385000.0,47829120000.0,14719209000.0
2189.0,11359151000.0,24479517000.0,19649337000.0,20039086000.0,48947980000.0,14868223000.0
2190.0,11480274000.0,23991405000.0,19595710000.0,20300282000.0,49356240000.0,14873896000.0
2191.0,11364713000.0,24064240000.0,19596489000.0,20366426000.0,50513805000.0,14735895000.0
2192.0,11340280000.0,24336130000.0,19498934000.0,20485323000.0,50346950000.0,14670105000.0
2193.0,11366352000.0,24743762000.0,19544990000.0,20500790000.0,50349023000.0,14757482000.0
2194.0,11403035000.0,24753164000.0,19636535000.0,20749982000.0,50509410000.0,14888464000.0
2195.0,11475848000.0,24877940000.0,19605242000.0,20909967000.0,51236872000.0,14953817000.0
2196.0,11432207000.0,24760744000.0,19523924000.0,20957477000.0,51957744000.0,15124434000.0
2197.0,11454612000.0,24717697000.0,19476072000.0,20935772000.0,51902360000.0,15124273000.0
2198.0,11338740000.0,24570522000.0,19432251000.0,21096468000.0,51797470000.0,15211488000.0
2199.0,11328952000.0,24701450000.0,19340495000.0,21161302000.0,52208500000.0,15254550000.0
2200.0,11386672000.0,24584520000.0,19364246000.0,21321370000.0,52358200000.0,15316660000.0
2201.0,11404500000.0,24392210000.0,19429444000.0,21274694000.0,52792484000.0,15426742000.0
2202.0,11428141000.0,24395225000.0,19176002000.0,21322897000.0,52841787000.0,15419927000.0
2203.0,11424694000.0,24500933000.0,19196068000.0,21278927000.0,53548933000.0,15479432000.0
2204.0,11324114000.0,24662546000.0,19009264000.0,21349636000.0,53433630000.0,15539021000.0
2205.0,11281938000.0,24645087000.0,19045442000.0,21375863000.0,54387610000.0,15580755000.0
2206.0,11274319000.0,24471968000.0,18975120000.0,21641112000.0,55123170000.0,15537889000.0
2207.0,11318432000.0,24595601000.0,19093303000.0,21436946000.0,55756427000.0,15541189000.0
2208.0,11263261000.0,24370643000.0,18974929000.0,21513890000.0,56472007000.0,15594327000.0
2209.0,11249141000.0,24441678000.0,18890041000.0,21463486000.0,56548585000.0,15642141000.0
2210.0,11209801000.0,24630735000.0,18847955000.0,21407566000.0,57600020000.0,15706240000.0
2211.0,11204628000.0,24739873000.0,18861430000.0,21440550000.0,57722434000.0,15760624000.0
2212.0,11182296000.0,25082292000.0,18875040000.0,21491732000.0,57420902000.0,15780431000.0
2213.0,11102747000.0,24883150000.0,18904738000.0,21332408000.0,58342543000.0,15658083000.0
2214.0,11067003000.0,24933356000.0,18909745000.0,21469125000.0,59272520000.0,15531049000.0
2215.0,11038583000.0,24879876000.0,18891753000.0,21435240000.0,59566957000.0,15441297000.0
2216.0,11102799000.0,25058957000.0,18905063000.0,21377380000.0,60500820000.0,15425547000.0
2217.0,11120175000.0,25312518000.0,18960781000.0,21435263000.0,60601560000.0,15347121000.0
2218.0,11164961000.0,25815753000.0,18815523000.0,21507222000.0,60186130000.0,15291649000.0
2219.0,11271864000.0,25832757000.0,18717604000.0,21676665000.0,61365350000.0,15264072000.0
2220.0,11442675000.0,26009055000.0,18707667000.0,21743946000.0,61750530000.0,15058294000.0
2221.0,11428092000.0,25998238000.0,18661777000.0,21621144000.0,62523187000.0,15096682000.0
2222.0,11492949000.0,25894597000.0,18737615000.0,21608145000.0,62940344000.0,15273116000.0
2223.0,11379611000.0,25970895000.0,18866995000.0,21824276000.0,63238980000.0,15429961000.0
2224.0,11438742000.0,26354285000.0,18601574000.0,21898025000.0,63486620000.0,15368358000.0
2225.0,11341395000.0,26319628000.0,18505345000.0,21892057000.0,63194833000.0,15490592000.0
2226.0,11287732000.0,26580270000.0,18367773000.0,22112698000.0,64445207000.0,15420180000.0
2227.0,11304899000.0,26550650000.0,18539702000.0,22102280000.0,64938920000.0,15331897000.0
2228.0,11367166000.0,26553442000.0,18289078000.0,22077964000.0,65082520000.0,15341541000.0
2229.0,11408459000.0,26827577000.0,18253464000.0,21917039000.0,65532723000.0,15414114000.0
2230.0,11560460000.0,27145996000.0,18155282000.0,21893427000.0,65421726000.0,15466714000.0
2231.0,11561965000.0,27029846000.0,18155043000.0,21912800000.0,65311154000.0,15485049000.0
2232.0,11567049000.0,26957610000.0,18055205000.0,21864090000.0,65419817000.0,15665579000.0
2233.0,11585261000.0,27183800000.0,18213014000.0,22056253000.0,65763460000.0,15837835000.0
2234.0,11635378000.0,26767673000.0,18095630000.0,21986658000.0,66045310000.0,16092879000.0
2235.0,11523347000.0,26601410000.0,17913203000.0,21941300000.0,66579980000.0,16003747000.0
2236.0,11617249000.0,26931964000.0,17867237000.0,22155117000.0,66947120000.0,15925547000.0
2237.0,11759649000.0,26894670000.0,17833337000.0,22190117000.0,66441794000.0,16108297000.0
2238.0,11708809000.0,26803714000.0,17846573000.0,22098647000.0,66119262000.0,16144376000.0
2239.0,11698937000.0,26989076000.0,17789856000.0,22143429000.0,67018953000.0,16170510000.0
2240.0,11726846000.0,26884360000.0,17673114000.0,22209798000.0,66750226000.0,16264743000.0
2241.0,11761459000.0,26819707000.0,17885377000.0,22214541000.0,67158348000.0,16215644000.0
2242.0,11670451000.0,26610430000.0,18018079000.0,22116446000.0,67495715000.0,16296496000.0
2243.0,11704456000.0,26493633000.0,18222086000.0,22215010000.0,67588616000.0,16388543000.0
2244.0,11781086000.0,26034910000.0,18687453000.0,22159796000.0,67481203000.0,16560660000.0
2245.0,11824960000.0,25916103000.0,18745810000.0,22478340000.0,67283653000.0,16644253000.0
2246.0,11800532000.0,26085159000.0,18712138000.0,22575798000.0,67533816000.0,16608791000.0
2247.0,11816974000.0,26126258000.0,18590568000.0,22558675000.0,67388285000.0,16538907000.0
2248.0,11700926000.0,26540696000.0,18777203000.0,22528428000.0,67939410000.0,16532073000.0
2249.0,11715671000.0,26555417000.0,18867851000.0,22714755000.0,67944157000.0,16554425000.0
2250.0,11694122000.0,26381283000.0,19245190000.0,22939600000.0,67903607000.0,16501086000.0
2251.0,11650149000.0,26387067000.0,19306992000.0,23095855000.0,68440960000.0,16532069000.0
2252.0,11669699000.0,26669486000.0,19247815000.0,23109526000.0,69099135000.0,16691757000.0
2253.0,11657413000.0,26976360000.0,19421745000.0,23119098000.0,69199225000.0,16735531000.0
2254.0,11625854000.0,27153370000.0,19591220000.0,23124871000.0,69929340000.0,16575855000.0
2255.0,11778269000.0,27188280000.0,19836744000.0,23272884000.0,70693440000.0,16609600000.0
2256.0,11685019000.0,27632536000.0,19909378000.0,23411708000.0,70729960000.0,16839592000.0
2257.0,11662227000.0,27804254000.0,19968203000.0,23440810000.0,71745680000.0,17027224000.0
2258.0,11788138000.0,28046336000.0,19997655000.0,23584092000.0,72784420000.0,16977377000.0
2259.0,11847139000.0,28249661000.0,20207070000.0,23527995000.0,72893030000.0,17094612000.0
2260.0,11902704000.0,28337244000.0,20674742000.0,23563436000.0,72889550000.0,17141437000.0
2261.0,11863341000.0,28458690000.0,20810197000.0,23631622000.0,73796230000.0,16985709000.0
2262.0,11941422000.0,28235923000.0,20808724000.0,23508025000.0,73695150000.0,17039692000.0
2263.0,11893745000.0,28385454000.0,21579315000.0,23374238000.0,74055385000.0,17022061000.0
2264.0,11874974000.0,28656701000.0,21541753000.0,23426589000.0,73964290000.0,17123933000.0
2265.0,11993516000.0,28451810000.0,21507363000.0,23544105000.0,74917840000.0,17072425000.0
2266.0,12019146000.0,28621005000.0,21395251000.0,23539780000.0,75650850000.0,16989787000.0
2267.0,11989045000.0,28425036000.0,21433258000.0,23710685000.0,75709520000.0,16947814000.0
2268.0,12296571000.0,28369785000.0,21366258000.0,23835204000.0,76510060000.0,16894714000.0
2269.0,12311748000.0,28700822000.0,21668712000.0,23892072000.0,77331120000.0,16983831000.0
2270.0,12472107000.0,28627444000.0,21968355000.0,24112503000.0,77343244000.0,17077688000.0
2271.0,12350320000.0,28466043000.0,22297383000.0,24121740000.0,78236400000.0,17321492000.0
2272.0,12174385000.0,28691956000.0,22377798000.0,24159270000.0,78816720000.0,17158449000.0
2273.0,12077434000.0,28608768000.0,22662846000.0,24293337000.0,79984500000.0,17196470000.0
2274.0,11978745000.0,28752892000.0,22493753000.0,24334800000.0,80311040000.0,17174638000.0
2275.0,11958114000.0,28453786000.0,22525010000.0,24125950000.0,80666714000.0,17203681000.0
2276.0,11956654000.0,28411816000.0,22525424000.0,24200129000.0,80592320000.0,17304326000.0
2277.0,11891334000.0,28581122000.0,22527850000.0,24495772000.0,81383920000.0,17147225000.0
2278.0,11785022000.0,28694675000.0,22580533000.0,24573682000.0,82154815000.0,17170162000.0
2279.0,11796624000.0,29027844000.0,22740042000.0,24682152000.0,82982355000.0,16982200000.0
2280.0,11771491000.0,29058255000.0,22959127000.0,24604348000.0,83183090000.0,17027518000.0
2281.0,11701153000.0,29226050000.0,23228300000.0,24481999000.0,83041485000.0,17154330000.0
2282.0,11737382000.0,29602791000.0,23056806000.0,24592350000.0,83803410000.0,17219883000.0
2283.0,11705268000.0,29551137000.0,22771466000.0,24715475000.0,83879190000.0,17268765000.0
2284.0,11786324000.0,29143840000.0,23054041000.0,24757256000.0,83901160000.0,17208529000.0
2285.0,11742355000.0,29015867000.0,23232633000.0,24718199000.0,84776150000.0,17060326000.0
2286.0,11642683000.0,28747973000.0,22953620000.0,24760332000.0,85284400000.0,17373639000.0
2287.0,11475327000.0,28780670000.0,23089072000.0,24924142000.0,85112685000.0,17430990000.0
2288.0,11348883000.0,28957786000.0,23102802000.0,24855837000.0,85454810000.0,17370510000.0
2289.0,11324542000.0,28793754000.0,22942622000.0,24567357000.0,85767500000.0,17589752000.0
2290.0,11273795000.0,28923453000.0,22907270000.0,24829053000.0,86034060000.0,17672976000.0
2291.0,11160461000.0,28635007000.0,23062102000.0,24792180000.0,86653630000.0,17834013000.0
2292.0,11149708000.0,28782815000.0,22947160000.0,24801671000.0,86848810000.0,17854433000.0
2293.0,11014841000.0,28557236000.0,22857892000.0,24864043000.0,87143170000.0,17969121000.0
2294.0,11016518000.0,28502338000.0,23017898000.0,24949008000.0,87424190000.0,17917819000.0
