time,CANESM5,ACCESS-ESM1-5,MRI-ESM2-0,CESM2-WACCM,IPSL-CM6A-LR,ACCESS-CM2
2143.0,162111890.0,586648300.0,2062500900.0,319257860.0,85074536.0,35847796.0
2144.0,155913200.0,552824000.0,1965650800.0,284650900.0,77465080.0,34596550.0
2145.0,143643360.0,527955420.0,1875147600.0,255307920.0,74926640.0,33029204.0
2146.0,134096720.0,490028260.0,1781803100.0,231263470.0,70455870.0,31955780.0
2147.0,123371600.0,459985340.0,1696883200.0,205043440.0,65530708.0,30790838.0
2148.0,114361370.0,432297920.0,1608980000.0,180284380.0,60252532.0,29798096.0
2149.0,102799560.0,405523140.0,1503803900.0,163307870.0,56661156.0,29386220.0
2150.0,96224400.0,366912200.0,1451619300.0,153877010.0,54687344.0,29068248.0
2151.0,87845384.0,336445660.0,1381094100.0,142763310.0,50525390.0,28839944.0
2152.0,79065460.0,300843460.0,1310112000.0,131745050.0,46168470.0,28657088.0
2153.0,74272136.0,287593120.0,1257737200.0,125858680.0,42874736.0,28357032.0
2154.0,70778400.0,269742270.0,1198726100.0,114920680.0,40746372.0,28168786.0
2155.0,68233070.0,248914700.0,1113488300.0,107207350.0,38463264.0,28100666.0
2156.0,61987864.0,235691460.0,1065230700.0,102261360.0,36412470.0,27933482.0
2157.0,57803936.0,231030690.0,984605760.0,95198910.0,33875204.0,27779034.0
2158.0,53323610.0,218639330.0,914165400.0,86302290.0,32411294.0,27844316.0
2159.0,49252564.0,206540320.0,857760800.0,79574240.0,31531346.0,27667460.0
2160.0,44918540.0,195647220.0,819714400.0,74177990.0,30676790.0,27371662.0
2161.0,41917640.0,184449810.0,778380900.0,70992536.0,30002356.0,27288900.0
2162.0,39293544.0,174518480.0,743673500.0,67567540.0,29327144.0,27221984.0
2163.0,35633850.0,164782260.0,718544450.0,66023028.0,28585670.0,27113454.0
2164.0,33625784.0,150027040.0,676063550.0,64024772.0,27977442.0,26891468.0
2165.0,31638748.0,138996160.0,652320800.0,62367132.0,27832788.0,26701280.0
2166.0,29505446.0,130478040.0,611464400.0,60848676.0,27669016.0,26486152.0
2167.0,27632004.0,123325650.0,576642200.0,57192110.0,27774084.0,26507260.0
2168.0,27048054.0,116606540.0,545284030.0,55846450.0,27072370.0,26277430.0
2169.0,26320070.0,109673096.0,523736130.0,53000356.0,26851260.0,25880898.0
2170.0,25930088.0,102400696.0,520442370.0,48949332.0,26492512.0,25650636.0
2171.0,25251022.0,97127750.0,502888300.0,46675056.0,26541446.0,25580498.0
2172.0,24925672.0,93466856.0,471229760.0,44509784.0,26089270.0,25705252.0
2173.0,24169436.0,90330024.0,447102560.0,43547010.0,25879362.0,25537524.0
2174.0,23656844.0,84225544.0,434949900.0,41023724.0,25672204.0,25205608.0
2175.0,23370708.0,79246590.0,417588350.0,39358290.0,25532862.0,25162848.0
2176.0,22775274.0,74752390.0,400737820.0,37737116.0,25552186.0,24984770.0
2177.0,22353914.0,70286880.0,380507550.0,36287388.0,25394006.0,25164180.0
2178.0,21877124.0,68397384.0,364590180.0,35152612.0,25467688.0,24989910.0
2179.0,21265080.0,66476180.0,354129100.0,34487704.0,25383318.0,24996736.0
2180.0,21000446.0,62537830.0,339343000.0,33656640.0,25270650.0,24863004.0
2181.0,20886298.0,58826370.0,328846080.0,33733772.0,25165902.0,24636598.0
2182.0,20679204.0,57019136.0,311626800.0,33285960.0,24899788.0,24739642.0
2183.0,20240570.0,56668988.0,297496800.0,33070584.0,24606608.0,24608148.0
2184.0,19815028.0,54118970.0,294416740.0,33159346.0,24674284.0,24267882.0
2185.0,19339600.0,50925156.0,277538460.0,32686922.0,24531620.0,24145964.0
2186.0,19152774.0,48029290.0,273710180.0,32531326.0,24474640.0,24070056.0
2187.0,19158638.0,46450570.0,263060340.0,31935848.0,24440614.0,24076044.0
2188.0,19049608.0,44147890.0,255593100.0,31533380.0,24318696.0,23651656.0
2189.0,18856866.0,42743880.0,245647000.0,31577076.0,24297000.0,23542732.0
2190.0,18777994.0,41863044.0,234680100.0,31100504.0,24056188.0,23263872.0
2191.0,18723594.0,41195010.0,225384530.0,30363448.0,23800610.0,23361026.0
2192.0,18444558.0,41064730.0,216269940.0,29793524.0,23776478.0,23358894.0
2193.0,18454768.0,40585480.0,210184800.0,29635426.0,24054416.0,23314928.0
2194.0,18468700.0,39804908.0,206713740.0,29450478.0,23974996.0,22698930.0
2195.0,18500946.0,38360532.0,203123860.0,29226958.0,23730282.0,22562696.0
2196.0,18127764.0,38021156.0,196964220.0,29047092.0,23764580.0,22430528.0
2197.0,17826648.0,37012656.0,184135570.0,28955906.0,23624274.0,22156014.0
2198.0,17543912.0,36802820.0,178827250.0,28596152.0,23399468.0,22127712.0
2199.0,17156034.0,36037260.0,173339470.0,28420842.0,23162828.0,21898832.0
2200.0,17100416.0,35926636.0,163531180.0,28387292.0,23141650.0,21704478.0
2201.0,17179580.0,35538508.0,158277170.0,28136534.0,23050554.0,21299804.0
2202.0,17133068.0,35073364.0,153336480.0,27920454.0,22855040.0,21202378.0
2203.0,17109542.0,34564940.0,148283900.0,27923424.0,22751624.0,21192642.0
2204.0,17151982.0,33726936.0,146024290.0,27889222.0,22689492.0,20831798.0
2205.0,17158576.0,33876350.0,146292320.0,27749348.0,22419998.0,20723362.0
2206.0,17072978.0,34015984.0,139886460.0,27492980.0,22166686.0,20519230.0
2207.0,17075428.0,33519348.0,134413620.0,27486604.0,21951376.0,20349338.0
2208.0,17046268.0,33673910.0,134002050.0,27219086.0,21661876.0,19991468.0
2209.0,17059606.0,34167532.0,130546230.0,27255718.0,21433790.0,19543970.0
2210.0,16981890.0,33764360.0,128252660.0,27052860.0,20989876.0,19313708.0
2211.0,17071912.0,33840890.0,125050200.0,26878044.0,20587018.0,19197232.0
2212.0,16965412.0,34090820.0,121769750.0,26743386.0,20266464.0,19231402.0
2213.0,16989222.0,33727050.0,120365590.0,26652588.0,19908774.0,19239916.0
2214.0,16976840.0,33505600.0,115744480.0,26455386.0,19701718.0,19113132.0
2215.0,16857432.0,33514498.0,110701384.0,26238924.0,19375078.0,19135556.0
2216.0,16902436.0,33537160.0,108560350.0,26138588.0,18974234.0,19248734.0
2217.0,16978822.0,33178522.0,106775270.0,26173396.0,18649564.0,19094046.0
2218.0,16910296.0,33312000.0,105744000.0,26069526.0,18452700.0,19143532.0
2219.0,16873614.0,33063522.0,103043600.0,25905958.0,18456928.0,19292020.0
2220.0,16960060.0,32809266.0,100819130.0,26085480.0,18409786.0,19269900.0
2221.0,17015416.0,32719322.0,96524400.0,26070012.0,18419552.0,19250006.0
2222.0,16930098.0,32567374.0,94535940.0,26252544.0,18458400.0,18938634.0
2223.0,16860300.0,32488492.0,93816696.0,26150478.0,18371590.0,19073530.0
2224.0,16851498.0,32581230.0,91335150.0,26042418.0,18459378.0,19007866.0
2225.0,16804518.0,32516774.0,90896260.0,25715698.0,18563740.0,19117154.0
2226.0,16704856.0,32489724.0,90685360.0,25610700.0,18411682.0,19090734.0
2227.0,16727146.0,32592854.0,88905450.0,25680446.0,18282122.0,19092642.0
2228.0,16807652.0,32600760.0,86511420.0,25651272.0,18153810.0,19067090.0
2229.0,16707660.0,32495020.0,86178376.0,25417102.0,18348882.0,19065182.0
2230.0,16736583.0,32492376.0,84790530.0,25372924.0,18320282.0,19081680.0
2231.0,16533054.0,32227744.0,84702320.0,25541896.0,18177426.0,19060550.0
2232.0,16543305.0,31790842.0,82188240.0,25376924.0,18172322.0,18834528.0
2233.0,16710150.0,31734900.0,80393736.0,25344584.0,18296278.0,18798162.0
2234.0,16576290.0,31915716.0,78591680.0,25176460.0,18136592.0,19001046.0
2235.0,16560754.0,31993262.0,76596280.0,25050608.0,18056822.0,19001212.0
2236.0,16688676.0,31653806.0,76586040.0,25052012.0,18040876.0,18776394.0
2237.0,16710776.0,31502214.0,74418990.0,25233492.0,18167752.0,18961112.0
2238.0,16696292.0,31475786.0,73469750.0,25152508.0,18180278.0,18880902.0
2239.0,16592608.0,31155812.0,73201256.0,24984466.0,17986934.0,18816086.0
2240.0,16496590.0,30939782.0,72992320.0,24982772.0,18134206.0,18698862.0
2241.0,16450089.0,30672608.0,74601530.0,25138838.0,18174740.0,18934310.0
2242.0,16437708.0,30259596.0,74432690.0,25180700.0,18241556.0,18862478.0
2243.0,16403595.0,29672862.0,72837140.0,25026518.0,18200724.0,18804184.0
2244.0,16495623.0,29652376.0,73156380.0,24798784.0,18198556.0,18566040.0
2245.0,16406838.0,29323072.0,72208930.0,24998958.0,18116672.0,18553242.0
2246.0,16571609.0,29548868.0,71001690.0,25022626.0,18196964.0,18449492.0
2247.0,16568885.0,29365526.0,70389780.0,25064096.0,18210146.0,18343194.0
2248.0,16558324.0,29365036.0,69924620.0,24951858.0,18234078.0,18133830.0
2249.0,16527064.0,29390668.0,69406570.0,24914170.0,18187968.0,17870338.0
2250.0,16512992.0,29473844.0,67805580.0,24834672.0,18320384.0,17641104.0
2251.0,16356159.0,29297412.0,67825400.0,24657332.0,18211640.0,17605912.0
2252.0,16241922.0,29148178.0,67104292.0,24626490.0,18241608.0,17468834.0
2253.0,16273903.0,29158748.0,66889244.0,24752232.0,18344328.0,17333410.0
2254.0,16272746.0,29255404.0,66088464.0,24617606.0,18348384.0,17416676.0
2255.0,16133956.0,29140558.0,65649570.0,24557040.0,18321050.0,17249822.0
2256.0,16409965.0,28797260.0,64943108.0,24641312.0,18182188.0,17236148.0
2257.0,16189744.0,28767046.0,64361172.0,24360356.0,18309968.0,17247978.0
2258.0,16311896.0,28949096.0,65652410.0,24401796.0,18228274.0,17410546.0
2259.0,16345876.0,28811610.0,66391396.0,24334282.0,18104996.0,17449748.0
2260.0,16285449.0,28764366.0,64662924.0,24135786.0,18092350.0,17338914.0
2261.0,16178016.0,28621012.0,64027132.0,24149290.0,18130120.0,17360616.0
2262.0,15982422.0,28856994.0,62818484.0,24077848.0,18139804.0,17331112.0
2263.0,16198416.0,28769726.0,62984216.0,23738428.0,18160544.0,17297108.0
2264.0,16396416.0,29060232.0,62611236.0,23753572.0,18071086.0,17467424.0
2265.0,16285707.0,28884656.0,63359324.0,23476580.0,18197104.0,17406212.0
2266.0,16353902.0,28959636.0,63211004.0,23452248.0,18091936.0,17548378.0
2267.0,16331224.0,28874370.0,63484436.0,22956632.0,18015716.0,17501206.0
2268.0,16268135.0,28822770.0,64199280.0,22768392.0,18062536.0,17435370.0
2269.0,16329666.0,28695340.0,64286148.0,22580658.0,17991304.0,17495770.0
2270.0,16158279.0,28791336.0,63503388.0,22412598.0,18150036.0,17460218.0
2271.0,16115614.0,28797746.0,63417984.0,22128670.0,18136956.0,17587338.0
2272.0,15944777.0,28793770.0,63602828.0,21951072.0,18271652.0,17416616.0
2273.0,16042945.0,28774546.0,64050268.0,21900594.0,18104422.0,17309272.0
2274.0,15966191.0,28728150.0,62829736.0,21633778.0,18175314.0,17337342.0
2275.0,16127618.0,28485152.0,62283690.0,21559796.0,18170904.0,17268536.0
2276.0,16054769.0,28288180.0,62517628.0,21177720.0,18228054.0,17424654.0
2277.0,15965131.0,28352632.0,62203324.0,21078436.0,18224672.0,17411226.0
2278.0,15965310.0,28534896.0,61072184.0,20814642.0,18340150.0,17255858.0
2279.0,16093224.0,28392094.0,60671864.0,20884656.0,18206532.0,17437020.0
2280.0,16046219.0,28374652.0,60220268.0,20757464.0,18195542.0,17570088.0
2281.0,16098279.0,28397394.0,59415210.0,20764888.0,18238718.0,17708516.0
2282.0,16298189.0,28525774.0,59955690.0,20797472.0,18256732.0,17540940.0
2283.0,16254695.0,28274218.0,59833424.0,20857122.0,18121988.0,17480830.0
2284.0,16160949.0,28446792.0,59027224.0,20927060.0,18056802.0,17811526.0
2285.0,16202050.0,28521784.0,58454756.0,20858832.0,18087234.0,17826452.0
2286.0,16223432.0,28563382.0,58561810.0,20814586.0,18110260.0,17741724.0
2287.0,16091285.0,28656488.0,57382252.0,20799178.0,18097566.0,17701234.0
2288.0,16128047.0,28796096.0,56765810.0,20859208.0,18029704.0,17540596.0
2289.0,16270689.0,28589806.0,56588964.0,20891654.0,17896710.0,17713454.0
2290.0,16169581.0,28666594.0,56176170.0,20858954.0,18003958.0,17724224.0
2291.0,16015416.0,28495760.0,55049656.0,20990674.0,17970696.0,17818632.0
2292.0,16014356.0,28289362.0,54561210.0,20959134.0,17803340.0,17573140.0
2293.0,15867102.0,28435784.0,54177996.0,20925982.0,17796844.0,17486358.0
2294.0,15854994.0,28521514.0,54638404.0,21026416.0,17697666.0,17544564.0
2295.0,15692058.0,28538444.0,54114948.0,21049568.0,17698664.0,17576440.0
2296.0,15576889.0,28502040.0,53203540.0,20921832.0,17667260.0,17549258.0
2297.0,15857491.0,28518650.0,52309628.0,20684420.0,17427070.0,17422680.0
2298.0,15843794.0,28524234.0,51917796.0,20497244.0,17240754.0,17392328.0
2299.0,15897716.0,28497288.0,52505220.0,20607452.0,17088018.0,17263768.0
2300.0,15838630.0,28717060.0,51341864.0,20742948.0,16798662.0,17243212.0
