time,CANESM5,ACCESS-ESM1-5,MRI-ESM2-0,CESM2-WACCM,IPSL-CM6A-LR,ACCESS-CM2
2000.0,131304230000.0,131304230000.0,131304230000.0,131304230000.0,131304230000.0,131304230000.0
2001.0,130346880000.0,130346880000.0,130346880000.0,130346880000.0,130346880000.0,130346880000.0
2002.0,129411645000.0,129411645000.0,129411645000.0,129411645000.0,129411645000.0,129411645000.0
2003.0,128004370000.0,128004370000.0,128004370000.0,128004370000.0,128004370000.0,128004370000.0
2004.0,127008735000.0,127008735000.0,127008735000.0,127008735000.0,127008735000.0,127008735000.0
2005.0,126133970000.0,126133970000.0,126133970000.0,126133970000.0,126133970000.0,126133970000.0
2006.0,124815330000.0,124815330000.0,124815330000.0,124815330000.0,124815330000.0,124815330000.0
2007.0,123317410000.0,123317410000.0,123317410000.0,123317410000.0,123317410000.0,123317410000.0
2008.0,121628836000.0,121628836000.0,121628836000.0,121628836000.0,121628836000.0,121628836000.0
2009.0,119481300000.0,119481300000.0,119481300000.0,119481300000.0,119481300000.0,119481300000.0
2010.0,118691050000.0,118691050000.0,118691050000.0,118691050000.0,118691050000.0,118691050000.0
2011.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0,117225490000.0
2012.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0,115359320000.0
2013.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0,113967370000.0
2014.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0,113221870000.0
2015.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0,111624380000.0
2016.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0,109898950000.0
2017.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0,107600806000.0
2018.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0,105859360000.0
2019.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0,104676240000.0
2020.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0,103749860000.0
2021.0,102096720000.0,102136160000.0,101578230000.0,102063530000.0,102486910000.0,101717120000.0
2022.0,99797310000.0,98754540000.0,98917564000.0,101941230000.0,100526420000.0,98998125000.0
2023.0,97683040000.0,96874620000.0,95951030000.0,100624820000.0,99377090000.0,97563100000.0
2024.0,95972540000.0,94587410000.0,93909460000.0,99229790000.0,96486860000.0,96073240000.0
2025.0,93589960000.0,91428405000.0,90678320000.0,97389265000.0,95297356000.0,93382940000.0
2026.0,91108650000.0,88215260000.0,87104660000.0,94307080000.0,92924610000.0,90275290000.0
2027.0,88832680000.0,85633475000.0,83773820000.0,91886190000.0,90865770000.0,87276500000.0
2028.0,86428164000.0,82976450000.0,81069646000.0,89267560000.0,87781850000.0,84427230000.0
2029.0,83497600000.0,80599440000.0,77663460000.0,87191540000.0,85441400000.0,81728670000.0
2030.0,80625400000.0,77934960000.0,75359580000.0,85189920000.0,83047140000.0,79462010000.0
2031.0,77468240000.0,75783340000.0,72681760000.0,83574120000.0,80991000000.0,76242570000.0
2032.0,74263020000.0,72773860000.0,69140650000.0,81766785000.0,79560130000.0,72694120000.0
2033.0,71204800000.0,69910890000.0,66302878000.0,80272180000.0,77110755000.0,69864690000.0
2034.0,68435976000.0,67304133000.0,63798407000.0,77315555000.0,73877045000.0,67615265000.0
2035.0,66625770000.0,64083870000.0,61174784000.0,74610070000.0,70665310000.0,64699175000.0
2036.0,64486590000.0,61383250000.0,59743957000.0,71970790000.0,68561396000.0,61694783000.0
2037.0,61029278000.0,59857100000.0,57245190000.0,69137270000.0,66637128000.0,59122786000.0
2038.0,57843620000.0,56839630000.0,54024510000.0,67406250000.0,64994226000.0,55964020000.0
2039.0,55755900000.0,54339617000.0,50805674000.0,65126154000.0,62493688000.0,52662702000.0
2040.0,53219172000.0,51220020000.0,48713978000.0,62442990000.0,59824726000.0,50382717000.0
2041.0,50394186000.0,48256467000.0,46957640000.0,59844796000.0,57000268000.0,47689626000.0
2042.0,47572230000.0,46132896000.0,45608840000.0,57084430000.0,54813745000.0,45498425000.0
2043.0,45869445000.0,43209732000.0,43534810000.0,54935134000.0,52636602000.0,43230890000.0
2044.0,43541490000.0,41296750000.0,42017360000.0,51894133000.0,49945145000.0,41376944000.0
2045.0,41660076000.0,39037297000.0,40352547000.0,49138180000.0,48001260000.0,39271166000.0
2046.0,39999873000.0,37175840000.0,38299963000.0,46405680000.0,45589414000.0,38176154000.0
2047.0,37818530000.0,35351196000.0,36385014000.0,44316668000.0,43539415000.0,36033126000.0
2048.0,35151868000.0,33485700000.0,34803590000.0,41871675000.0,41672282000.0,34328850000.0
2049.0,33301561000.0,31623401000.0,33553603000.0,39822770000.0,39102104000.0,32236860000.0
2050.0,31682270000.0,29882495000.0,32527071000.0,37714964000.0,36934690000.0,30704812000.0
2051.0,29940924000.0,28527196000.0,31672100000.0,35794227000.0,34628284000.0,28977832000.0
2052.0,28157491000.0,27386896000.0,30689155000.0,33942366000.0,32682424000.0,26964167000.0
2053.0,26497102000.0,26044586000.0,29929020000.0,31822752000.0,31055389000.0,25744988000.0
2054.0,25036155000.0,24622772000.0,29273643000.0,30230708000.0,29289322000.0,24585660000.0
2055.0,23671798000.0,23598707000.0,28603470000.0,28439452000.0,27598660000.0,23260664000.0
2056.0,22393242000.0,22265156000.0,27873743000.0,26862744000.0,25863610000.0,21841238000.0
2057.0,20994515000.0,21299548000.0,26868595000.0,25534917000.0,24177179000.0,20540068000.0
2058.0,19577756000.0,20445030000.0,26127593000.0,23982348000.0,22757822000.0,19391445000.0
2059.0,18488914000.0,19551099000.0,24940628000.0,22594367000.0,21203250000.0,18360228000.0
2060.0,17238000000.0,18528457000.0,23890840000.0,21571156000.0,19961113000.0,17434745000.0
2061.0,16140292000.0,17581328000.0,23075959000.0,20493085000.0,18673404000.0,16320885000.0
2062.0,15303869000.0,16656090000.0,22107646000.0,19405179000.0,17689303000.0,15334338000.0
2063.0,14396549000.0,15842262000.0,21258105000.0,18427488000.0,16319610000.0,14340152000.0
2064.0,13478901000.0,14910761000.0,20650338000.0,17214718000.0,15243972000.0,13663777000.0
2065.0,12775077000.0,14307520000.0,20163700000.0,16077674000.0,14469210000.0,12787756000.0
2066.0,12307094000.0,13667395000.0,19572324000.0,15393624000.0,13825689000.0,12049648000.0
2067.0,11624239000.0,13107668000.0,18881400000.0,14549765000.0,12981201000.0,11353178000.0
2068.0,11280346000.0,12579680000.0,18118222000.0,13829264000.0,12226190000.0,10711630000.0
2069.0,10868693000.0,12202482000.0,17657805000.0,12983420000.0,11321409000.0,10408104000.0
2070.0,10454253000.0,11797418000.0,16918571000.0,12369688000.0,10688690000.0,9873151000.0
2071.0,10047887000.0,11211992000.0,16329270000.0,11879069000.0,10034121000.0,9419538000.0
2072.0,9675479000.0,10764078000.0,16062276000.0,11281826000.0,9538967000.0,8988914000.0
2073.0,9237293000.0,10124496000.0,15553715000.0,10801435000.0,8970704000.0,8683105000.0
2074.0,8833373000.0,9677334000.0,15091084000.0,10271802000.0,8541854000.0,8403281000.0
2075.0,8480723000.0,9197736000.0,14646136000.0,9772216000.0,8186057000.0,8060592000.0
2076.0,8148216300.0,8853822000.0,14373576000.0,9248072000.0,7819746300.0,7828285400.0
2077.0,7894010400.0,8586443300.0,13943714000.0,8827765000.0,7475027000.0,7638434000.0
2078.0,7659729000.0,8220815400.0,13459575000.0,8535954400.0,7170358000.0,7388216300.0
2079.0,7443988000.0,7946383000.0,13049935000.0,8293073000.0,6842335000.0,7212290600.0
2080.0,7192605000.0,7756187000.0,12576967000.0,7981472000.0,6552347600.0,6939347000.0
2081.0,7001699000.0,7588916000.0,12056902000.0,7675904000.0,6299921000.0,6767964000.0
2082.0,6668887600.0,7270588000.0,11657724000.0,7380195000.0,6098418700.0,6589573000.0
2083.0,6451243500.0,7087760400.0,11263068000.0,7123421700.0,5831790000.0,6420739600.0
2084.0,6155471400.0,6874623000.0,10866332000.0,6888515000.0,5583494000.0,6249599000.0
2085.0,6007684000.0,6761529300.0,10494494000.0,6772239400.0,5378466000.0,5930985500.0
2086.0,5749662000.0,6577310700.0,10200090000.0,6522253000.0,5161254000.0,5785764000.0
2087.0,5532796000.0,6385488000.0,9823795000.0,6310551600.0,4958335000.0,5617322000.0
2088.0,5333016600.0,6175563300.0,9546256000.0,6105052700.0,4713885700.0,5366838300.0
2089.0,5126975000.0,6121595000.0,9483894000.0,5888905000.0,4535765000.0,5161369000.0
2090.0,4942162000.0,6035300400.0,9275298000.0,5683766300.0,4272394200.0,5010245000.0
2091.0,4792057000.0,5914775600.0,9072779000.0,5466813000.0,4074990800.0,4862603300.0
2092.0,4626813000.0,5721956000.0,8761566000.0,5291515000.0,3894760000.0,4748685300.0
2093.0,4423072300.0,5520310300.0,8604707000.0,5106390000.0,3738207500.0,4557036000.0
2094.0,4196394500.0,5340291000.0,8396586500.0,4935029000.0,3578925800.0,4360763400.0
2095.0,4005227800.0,5258178600.0,8151335000.0,4778434600.0,3424747800.0,4216072700.0
2096.0,3867787500.0,5124147000.0,7963487000.0,4577711600.0,3313853400.0,4096538000.0
2097.0,3701813500.0,5010344400.0,7734447600.0,4431533000.0,3128190200.0,3943401200.0
2098.0,3592911400.0,4900193300.0,7504466400.0,4306580000.0,2985235500.0,3771382300.0
2099.0,3399417900.0,4787385300.0,7331676000.0,4156252700.0,2869156000.0,3559474200.0
2100.0,3246044200.0,4614323700.0,7267903000.0,4020855800.0,2781531600.0,3358393300.0
2101.0,3106765800.0,4445685000.0,7147213000.0,3883790300.0,2628521500.0,3147571700.0
2102.0,2922826500.0,4273927400.0,6901234000.0,3754063600.0,2506857000.0,2971957500.0
2103.0,2778596400.0,4208136400.0,6661961700.0,3654938600.0,2424368400.0,2834827300.0
2104.0,2663540700.0,4123365600.0,6488793600.0,3556363800.0,2299143700.0,2653777000.0
2105.0,2551056400.0,3947517000.0,6377617400.0,3420648400.0,2184191700.0,2508504600.0
2106.0,2454217000.0,3825143600.0,6195752000.0,3305940500.0,2090894200.0,2342629000.0
2107.0,2334932700.0,3698962700.0,6011426300.0,3174236000.0,1980537600.0,2217657900.0
2108.0,2213407000.0,3570349300.0,5864210400.0,3065681200.0,1903026800.0,2054396700.0
2109.0,2106945000.0,3463775200.0,5762658300.0,2909032200.0,1829709600.0,1925747100.0
2110.0,1974012800.0,3314620700.0,5578226000.0,2833523700.0,1750132100.0,1782969900.0
2111.0,1883145000.0,3207518000.0,5407621600.0,2721269500.0,1651182000.0,1622157700.0
2112.0,1765426800.0,3087870500.0,5275503000.0,2628362800.0,1562604000.0,1510086100.0
2113.0,1686852700.0,2964673800.0,5084489700.0,2508271600.0,1421219200.0,1403612300.0
2114.0,1558246000.0,2876782300.0,4892197000.0,2398471700.0,1349111200.0,1281637900.0
2115.0,1423838600.0,2775947800.0,4762163000.0,2292977400.0,1264951300.0,1169229700.0
2116.0,1330641000.0,2656050700.0,4687277600.0,2195965000.0,1176352900.0,1091249800.0
2117.0,1237510700.0,2558453800.0,4526081000.0,2098152700.0,1103019000.0,976936100.0
2118.0,1158843600.0,2462696700.0,4380710400.0,2049019000.0,1019445000.0,886144100.0
2119.0,1104287500.0,2334301000.0,4264083700.0,1956042600.0,957159200.0,816357250.0
2120.0,1019871900.0,2217816800.0,4144885000.0,1857863400.0,892404160.0,732410200.0
2121.0,964793200.0,2107231400.0,3995260000.0,1759224000.0,826619200.0,669027600.0
2122.0,919922050.0,2023363000.0,3884559000.0,1652963600.0,773080060.0,607232000.0
2123.0,864884600.0,1954737900.0,3768870000.0,1556261500.0,707985150.0,546551600.0
2124.0,820862660.0,1871815600.0,3679066400.0,1436799600.0,655076800.0,498739780.0
2125.0,755531260.0,1806577500.0,3584815900.0,1346774800.0,598527200.0,437652740.0
2126.0,698286850.0,1708221200.0,3493743900.0,1222131300.0,542859260.0,378621920.0
2127.0,633607230.0,1580975200.0,3426339300.0,1136189700.0,478181980.0,323446400.0
2128.0,581216500.0,1490149000.0,3339716400.0,1070113100.0,428752100.0,274737700.0
2129.0,525027550.0,1403078100.0,3275929900.0,1005793660.0,387828670.0,237646380.0
2130.0,482814180.0,1321170700.0,3183085600.0,949597300.0,357449250.0,210715260.0
2131.0,443814370.0,1251767000.0,3103886800.0,883284900.0,315049950.0,176348050.0
2132.0,408190430.0,1217487100.0,3009246200.0,819639900.0,283140900.0,149228160.0
2133.0,385064900.0,1161118200.0,2920148000.0,756431300.0,253527380.0,123286440.0
2134.0,346207420.0,1090516000.0,2808499700.0,698137000.0,225022930.0,103466216.0
2135.0,324580030.0,1017297540.0,2727908400.0,631971500.0,200542200.0,79607330.0
2136.0,282128260.0,950104260.0,2665628200.0,589494100.0,171615840.0,55356330.0
2137.0,261538030.0,897443500.0,2561310700.0,540043970.0,155318770.0,49030150.0
2138.0,239342530.0,841529860.0,2483021600.0,488356580.0,138386690.0,45785970.0
2139.0,214309180.0,771022600.0,2437265700.0,451381500.0,127973190.0,43600150.0
2140.0,202270020.0,710508300.0,2331951000.0,420519260.0,119462430.0,41392460.0
2141.0,190346430.0,673360500.0,2213477400.0,390317570.0,106313064.0,39333524.0
2142.0,179394000.0,620181500.0,2158491400.0,353190000.0,94620790.0,37850730.0
