time,IPSL-CM5A-LR,CNRM-CM5,GFDL-CM3,GISS-E2-R,MPI-ESM-LR,CSIRO-MK3-6-0,CCSM4,GFDL-ESM2G,CANESM2,CESM1-CAM5,NORESM1-M
2030.0,1978706200.0,2124090500.0,1819434000.0,2067568600.0,1973914600.0,1996554200.0,2106152700.0,2067241000.0,1976979700.0,2020484600.0,2025308200.0
2031.0,1948250900.0,2078597400.0,1758295300.0,2147939000.0,1950835300.0,1963306500.0,2083341300.0,2045124500.0,1935431800.0,1968673200.0,2030527400.0
2032.0,1921737100.0,2016450300.0,1708736400.0,2069168000.0,1921491300.0,1958205800.0,2053725700.0,2014858200.0,1906376600.0,1941848200.0,1923443600.0
2033.0,1903583100.0,2033471900.0,1642365400.0,2008506100.0,1892394400.0,1903605800.0,2035618800.0,1948747000.0,1886167400.0,1890207700.0,1890051700.0
2034.0,1861251600.0,1990908000.0,1579450200.0,1959511800.0,1874419300.0,1909086000.0,2001364000.0,1967566000.0,1852593900.0,1862883100.0,1847504100.0
2035.0,1820962400.0,1968344700.0,1541473200.0,1908120600.0,1816171300.0,1847335300.0,1995140700.0,1966927500.0,1825310600.0,1822739300.0,1843763300.0
2036.0,1797857500.0,1974561400.0,1510296000.0,1890980700.0,1782505200.0,1813615200.0,2000663400.0,1979695900.0,1777333500.0,1775282200.0,1799024000.0
2037.0,1773266600.0,1942295700.0,1443339900.0,1867371500.0,1777331500.0,1760356100.0,1966339600.0,1987705600.0,1741445900.0,1756735500.0,1748502700.0
2038.0,1749961700.0,1894468900.0,1385322600.0,1885126900.0,1731545900.0,1875223000.0,1923052300.0,1897215000.0,1703647600.0,1752287600.0,1707884800.0
2039.0,1687243000.0,1849605400.0,1329145900.0,1862358100.0,1711346400.0,1724975400.0,1939329900.0,1895479800.0,1690032600.0,1741696300.0,1673983900.0
2040.0,1633098200.0,1814360600.0,1262975200.0,1849599000.0,1651780700.0,1723894700.0,1856502400.0,1854895200.0,1619205400.0,1671485000.0,1692129200.0
2041.0,1576318600.0,1762348400.0,1201207300.0,1786970900.0,1638674000.0,1690679800.0,1843286100.0,1793996900.0,1602038500.0,1691834800.0,1612781600.0
2042.0,1547911000.0,1753635700.0,1146347800.0,1857464700.0,1587049600.0,1643496000.0,1796846200.0,1817499500.0,1558934800.0,1604010500.0,1581303200.0
2043.0,1511999400.0,1727982500.0,1089705900.0,1794235900.0,1554648800.0,1610949400.0,1759613800.0,1760300300.0,1534273300.0,1579377300.0,1546308600.0
2044.0,1495264100.0,1688492800.0,1056224100.0,1775616600.0,1503250600.0,1564369900.0,1779979500.0,1736643800.0,1504424700.0,1565531800.0,1541921800.0
2045.0,1446577900.0,1662284500.0,1004526500.0,1702283400.0,1484043500.0,1530929800.0,1712665900.0,1692888400.0,1437046500.0,1527720700.0,1535211100.0
2046.0,1416013200.0,1631108400.0,941524800.0,1683826400.0,1430171600.0,1491855900.0,1679816200.0,1690167000.0,1468164700.0,1460532100.0,1448357100.0
2047.0,1352694500.0,1586799700.0,876221400.0,1775872300.0,1392955600.0,1452942100.0,1664415100.0,1630738200.0,1364001200.0,1427271800.0,1427432400.0
2048.0,1312138400.0,1568080300.0,818623100.0,1655536600.0,1353516500.0,1415586700.0,1642438900.0,1603220200.0,1356112400.0,1424807000.0,1416930700.0
2049.0,1274496400.0,1645091700.0,773727000.0,1780211700.0,1319916300.0,1410545900.0,1587526700.0,1628987300.0,1284903200.0,1367111300.0,1383447300.0
2050.0,1229860400.0,1590115200.0,738635900.0,1658580900.0,1311134600.0,1368372000.0,1626834400.0,1591964500.0,1267530900.0,1360413600.0,1343400700.0
2051.0,1181528400.0,1511251800.0,698162300.0,1770162400.0,1276648100.0,1334865200.0,1571079700.0,1539121000.0,1207810200.0,1315883400.0,1308557000.0
2052.0,1150136600.0,1502444500.0,669625340.0,1669523700.0,1231456400.0,1301740900.0,1516525800.0,1768212000.0,1176362400.0,1281911300.0,1270854300.0
2053.0,1180916000.0,1413605400.0,637576960.0,1595683600.0,1258972900.0,1288804900.0,1504945700.0,1855287300.0,1179005700.0,1254850800.0,1237113700.0
2054.0,1130764300.0,1387543800.0,589712500.0,1556896300.0,1177807400.0,1262524200.0,1513495400.0,1694015000.0,1127058400.0,1202865800.0,1199671700.0
2055.0,1241664800.0,1349265900.0,565948540.0,1684515100.0,1194878200.0,1210328400.0,1459956500.0,1877328100.0,1106875500.0,1172548200.0,1208535600.0
2056.0,1057262700.0,1376479000.0,546003700.0,1774284900.0,1124433200.0,1222957800.0,1427401500.0,1766635000.0,1072943700.0,1158354700.0,1166010600.0
2057.0,1024447360.0,1312989700.0,520946400.0,1726147600.0,1223526100.0,1174891100.0,1414894500.0,1814270300.0,1042069000.0,1123979900.0,1146556300.0
2058.0,989164800.0,1375902800.0,502206620.0,1619359000.0,1128264800.0,1174014700.0,1421862100.0,1676021800.0,1015557950.0,1115832600.0,1150022400.0
2059.0,976900600.0,1259739400.0,481411740.0,1558895200.0,1126935600.0,1186270800.0,1544304300.0,1607978800.0,1009776400.0,1065826600.0,1061996900.0
2060.0,960293950.0,1243294800.0,466535600.0,1517218800.0,1153032100.0,1149974000.0,1424635500.0,1548318700.0,949413600.0,1041554940.0,1069148300.0
2061.0,924510900.0,1202102700.0,450341440.0,1602862300.0,1051695900.0,1080888200.0,1356144300.0,1533442800.0,920152260.0,1027230400.0,1018424200.0
2062.0,924762400.0,1226555500.0,425997540.0,1458214700.0,1036829760.0,1045690400.0,1391501800.0,1535218700.0,879581440.0,982037900.0,989022400.0
2063.0,917984450.0,1279439200.0,413106750.0,1450050700.0,1018159740.0,1032164800.0,1391363000.0,1501188600.0,851227650.0,1000113700.0,1036998460.0
2064.0,874213100.0,1230965900.0,395081150.0,1419175000.0,984938700.0,1057986300.0,1298123400.0,1489417300.0,846974600.0,933309500.0,951274100.0
2065.0,853430500.0,1176719600.0,382355230.0,1387660500.0,1035755100.0,984619200.0,1263533600.0,1546940300.0,845391900.0,941177200.0,973344900.0
2066.0,869310000.0,1130476300.0,364302270.0,1392314000.0,1030624640.0,985804860.0,1231327900.0,1523257000.0,791578200.0,897004500.0,967324300.0
2067.0,815324900.0,1089483400.0,351206660.0,1344101800.0,950364700.0,1001684030.0,1361165400.0,1425388800.0,782372350.0,878684800.0,910814700.0
2068.0,780399550.0,1138170900.0,337903680.0,1316311000.0,996042200.0,921924800.0,1383692000.0,1620753800.0,765372900.0,873695400.0,888405600.0
2069.0,791500000.0,1078544800.0,324431970.0,1375466900.0,979028300.0,963851200.0,1224755000.0,1490075000.0,783761400.0,1021816960.0,870110460.0
2070.0,751697500.0,1063090900.0,310287650.0,1339396500.0,941003200.0,948742850.0,1259143300.0,1407509000.0,728444000.0,813762100.0,870822000.0
2071.0,731669760.0,1059372160.0,301469470.0,1511971500.0,961971500.0,919357100.0,1244687700.0,1459241200.0,736158900.0,800551940.0,843552830.0
2072.0,724512960.0,1050675100.0,292330700.0,1299242600.0,944026600.0,915463360.0,1243175300.0,1402164400.0,798549250.0,835198100.0,951469440.0
2073.0,711882500.0,1051903500.0,278765150.0,1459097100.0,1140323700.0,964905000.0,1169106800.0,1385596000.0,824975200.0,792123800.0,860569400.0
2074.0,717222400.0,998759900.0,274836380.0,1362427300.0,954098700.0,881729500.0,1147507600.0,1371495700.0,701441860.0,755888830.0,808848500.0
2075.0,730098400.0,969570200.0,265247580.0,1257769500.0,917242100.0,933526340.0,1181001100.0,1322552700.0,692320060.0,756672640.0,798962600.0
2076.0,724110100.0,968290560.0,256138820.0,1233530600.0,914383100.0,849554050.0,1123185700.0,1387460900.0,698731000.0,746085400.0,797554000.0
2077.0,685594050.0,944690240.0,258191760.0,1221480800.0,981696450.0,821289700.0,1203012500.0,1321096400.0,679509570.0,739592500.0,777267700.0
2078.0,735400800.0,932985900.0,250733680.0,1408176500.0,920514100.0,913734200.0,1217836800.0,1303711200.0,663050050.0,724170560.0,765983000.0
2079.0,667545300.0,927078000.0,243285260.0,1403566100.0,934046400.0,811714300.0,1129233700.0,1320483000.0,701169100.0,718461700.0,775513000.0
2080.0,665996400.0,902631200.0,235524130.0,1302746100.0,985264700.0,782388100.0,1132768800.0,1300898800.0,665399300.0,841689900.0,765321600.0
2081.0,646003260.0,962310500.0,235959070.0,1268129800.0,865741200.0,807180600.0,1092869900.0,1342504800.0,653749100.0,689755300.0,797826700.0
2082.0,635240770.0,918567230.0,228398130.0,1229234700.0,895502000.0,817453600.0,1086942600.0,1365955600.0,629775600.0,725585900.0,728090100.0
2083.0,651941440.0,924610600.0,223287200.0,1213505800.0,980171400.0,792596030.0,1044438000.0,1285098800.0,625933100.0,695422400.0,728733060.0
2084.0,623934660.0,976788800.0,223648700.0,1353470500.0,842877950.0,775723460.0,1088578200.0,1368987000.0,604839740.0,663303100.0,706041150.0
2085.0,607479400.0,848080960.0,234483700.0,1258504200.0,860246300.0,776599360.0,1119083500.0,1834511700.0,609306560.0,734640300.0,693220500.0
2086.0,600954050.0,974230140.0,221152450.0,1271178000.0,837406500.0,796725400.0,1324455700.0,1359733500.0,603298200.0,708621200.0,685876900.0
2087.0,598918340.0,969641500.0,212886000.0,1545421600.0,808844400.0,802571460.0,1158658600.0,1333061900.0,583109700.0,664294500.0,675656600.0
2088.0,683804200.0,908564160.0,210716270.0,1336156400.0,952644200.0,839369660.0,1225520900.0,1293336600.0,565224770.0,709948300.0,702741000.0
2089.0,681512300.0,840554900.0,204241460.0,1192567000.0,873510800.0,727932300.0,1305202300.0,1266264700.0,578874240.0,689706900.0,702147800.0
2090.0,1103348400.0,810358500.0,202089600.0,1186900200.0,843461200.0,741274300.0,1184722700.0,1235074400.0,555226100.0,646799360.0,671146000.0
2091.0,831261060.0,856213900.0,198184910.0,1666966300.0,813123200.0,703011200.0,1177712500.0,1275384400.0,560959300.0,614125600.0,759286850.0
2092.0,673095100.0,829678800.0,196106850.0,1412433800.0,782445800.0,727730750.0,1086959200.0,1248442100.0,560184600.0,595917600.0,667665700.0
2093.0,586446850.0,871892200.0,194171230.0,1260774800.0,803876740.0,877515300.0,1098272900.0,1362317300.0,548467260.0,585369700.0,652284540.0
2094.0,565450700.0,815363900.0,192421890.0,1311607900.0,765371100.0,733431550.0,1211056300.0,1507595600.0,533122050.0,650524350.0,632449340.0
2095.0,565977000.0,799705400.0,189387940.0,1222523800.0,768494300.0,674286600.0,1116107800.0,1373306900.0,521544930.0,617903040.0,636750500.0
2096.0,582267260.0,847566600.0,189585580.0,1206945000.0,785058500.0,838058800.0,1088538200.0,1354339800.0,529197440.0,576178000.0,620634050.0
2097.0,551101600.0,920131800.0,187636900.0,1194436200.0,769306940.0,704311800.0,1198385700.0,1520006700.0,516195500.0,575105300.0,632592300.0
2098.0,555370800.0,931565500.0,186920300.0,1224030700.0,952526660.0,658599800.0,1126421000.0,1402948900.0,505367680.0,559863360.0,648836600.0
2099.0,625397800.0,867812800.0,183714480.0,1140591000.0,821000060.0,653202000.0,1166085800.0,1436614700.0,516214100.0,648538750.0,662379460.0
2100.0,561046500.0,981195300.0,181528590.0,1112864600.0,842132200.0,662292000.0,1043819000.0,1338934700.0,495943600.0,664732100.0,607336900.0
