time,MPI-ESM-LR,IPSL-CM5A-LR,CNRM-CM5,GFDL-CM3,GISS-E2-R,NORESM1-M,CCSM4,CSIRO-MK3-6-0,CANESM2,GFDL-ESM2G
2019.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0,2272512500.0
2020.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0,2291943400.0
2021.0,2277771500.0,2225482500.0,2292554200.0,2212071200.0,2240395500.0,2243654400.0,2272928800.0,2262286300.0,2230852900.0,2259050800.0
2022.0,2275397600.0,2244230700.0,2236944100.0,2178727400.0,2260684500.0,2206367700.0,2264456700.0,2224990000.0,2210824000.0,2221957000.0
2023.0,2198670600.0,2222755600.0,2193943000.0,2144058000.0,2195999500.0,2233839400.0,2225390800.0,2237660000.0,2185471700.0,2230597400.0
2024.0,2233117000.0,2156684300.0,2202282200.0,2120601600.0,2213250600.0,2179945000.0,2192164900.0,2256575500.0,2155686000.0,2190391600.0
2025.0,2224220000.0,2145649000.0,2214908400.0,2080472600.0,2192597200.0,2139431600.0,2160862000.0,2183732700.0,2111694000.0,2173585200.0
2026.0,2233103600.0,2185038600.0,2182801200.0,2047186800.0,2193015000.0,2094618200.0,2125218300.0,2147683300.0,2077222500.0,2182956000.0
2027.0,2181541000.0,2142751100.0,2140584100.0,2021093000.0,2146201000.0,2030782100.0,2128294100.0,2116831500.0,2031225600.0,2167687700.0
2028.0,2135744400.0,2051073700.0,2101727900.0,1971957500.0,2158386200.0,2013507800.0,2112362000.0,2110754800.0,2027446800.0,2137471100.0
2029.0,2115802400.0,2012332300.0,2097519500.0,1928617600.0,2104540200.0,1950167300.0,2040152000.0,2126982400.0,1963612300.0,2075447600.0
2030.0,2148573400.0,1971177600.0,2076377100.0,1886209000.0,2070798800.0,1935730600.0,2027494500.0,2064073500.0,1926352300.0,2039446000.0
2031.0,2200853200.0,1919373600.0,2072655400.0,1832743200.0,2043319800.0,1866290600.0,1959857300.0,2060832100.0,1889027800.0,2012626000.0
2032.0,2132767400.0,1881466000.0,2179737600.0,1784236200.0,2017235800.0,1795699100.0,1925370200.0,2085338200.0,1838655900.0,2027726500.0
2033.0,2132537200.0,1861714800.0,2036813700.0,1738648600.0,2007014900.0,1750614800.0,1914541200.0,2014183400.0,1793487100.0,1968716200.0
2034.0,2011729700.0,1797522300.0,2006913300.0,1684756100.0,1959216900.0,1704829000.0,1864320500.0,1970417200.0,1751264800.0,1925832200.0
2035.0,1995693200.0,1779946100.0,1956663400.0,1630828900.0,1900928500.0,1654048800.0,1833045100.0,1937317000.0,1701189400.0,1912649300.0
2036.0,1929908900.0,1712523900.0,1908621800.0,1568651100.0,1864740200.0,1618453400.0,1780446700.0,1978440100.0,1649624200.0,1895402900.0
2037.0,1926979800.0,1679456400.0,1875847200.0,1530716500.0,1833355900.0,1551729200.0,1762797600.0,1865988500.0,1603382800.0,1862422500.0
2038.0,1864541800.0,1622866400.0,1844272500.0,1468036400.0,1819965700.0,1506843500.0,1722129700.0,1840077300.0,1568980400.0,1828372100.0
2039.0,1805325400.0,1579589400.0,1852402400.0,1400785400.0,1792471400.0,1461444700.0,1697253200.0,1832758400.0,1509311700.0,1837421400.0
2040.0,1781467000.0,1528553600.0,1814139300.0,1342297600.0,1723889800.0,1403533400.0,1669829500.0,1782667100.0,1471900700.0,1810684200.0
2041.0,1760372400.0,1479768400.0,1767399800.0,1276915300.0,1722039600.0,1351152300.0,1603854200.0,1753676900.0,1407447900.0,1726375800.0
2042.0,1745537000.0,1416375400.0,1768814200.0,1218599700.0,1680086800.0,1286922600.0,1537282300.0,1718554500.0,1350996200.0,1687015000.0
2043.0,1700527000.0,1363834800.0,1696392000.0,1161999600.0,1620698100.0,1229046800.0,1493228800.0,1698652300.0,1294896100.0,1654696000.0
2044.0,1626316800.0,1306960300.0,1696075900.0,1099279100.0,1574770000.0,1180797800.0,1453189100.0,1634478200.0,1235799400.0,1657838200.0
2045.0,1628038100.0,1243846700.0,1636354700.0,1037293300.0,1524685800.0,1134826200.0,1400935000.0,1650823300.0,1188689400.0,1561652200.0
2046.0,1550484400.0,1177371100.0,1605848200.0,981369100.0,1489650000.0,1066164500.0,1340552100.0,1599545000.0,1122536700.0,1519347700.0
2047.0,1521924100.0,1132876000.0,1551333500.0,920937400.0,1456944000.0,1021923460.0,1297569500.0,1529804300.0,1059305900.0,1495265800.0
2048.0,1461858000.0,1127564000.0,1512693100.0,863926600.0,1422541700.0,986449540.0,1228756100.0,1489075100.0,995373200.0,1429431000.0
2049.0,1412755500.0,1037153860.0,1482591400.0,803106800.0,1359422200.0,939325200.0,1190732300.0,1480870400.0,937274900.0,1401137800.0
2050.0,1374437200.0,984876400.0,1420768900.0,760505300.0,1326417400.0,898322050.0,1145158400.0,1419571200.0,884634700.0,1361965400.0
2051.0,1359830800.0,927818100.0,1379787400.0,698685900.0,1300277000.0,870578050.0,1095914500.0,1376434400.0,836887740.0,1334127000.0
2052.0,1323819100.0,879658800.0,1348772000.0,648432300.0,1241938400.0,837055900.0,1053716200.0,1351795200.0,792304600.0,1301233900.0
2053.0,1276004700.0,829326850.0,1339441200.0,609669440.0,1176324900.0,794234940.0,999649660.0,1308871600.0,753723650.0,1258166100.0
2054.0,1245538000.0,779761300.0,1274644900.0,568930800.0,1132058600.0,766734600.0,961723200.0,1258608100.0,712858100.0,1234670100.0
2055.0,1208029000.0,743923260.0,1223005300.0,529554560.0,1085129300.0,740710100.0,932788300.0,1205473900.0,670448800.0,1188398800.0
2056.0,1158046200.0,693287500.0,1191151500.0,489196480.0,1065508100.0,707484540.0,869692350.0,1180149600.0,633882700.0,1150843900.0
2057.0,1134883600.0,652687300.0,1141454200.0,454850600.0,1033091200.0,673338800.0,825162560.0,1142201200.0,602221100.0,1098207700.0
2058.0,1137729200.0,618238600.0,1113506400.0,417752400.0,1005242000.0,648406900.0,783554000.0,1096222700.0,570965800.0,1069547300.0
2059.0,1069146100.0,585965060.0,1102340200.0,393843360.0,963490900.0,614723840.0,745065340.0,1054597950.0,535482530.0,1042051500.0
2060.0,1012468600.0,556122050.0,1042577200.0,359234200.0,919118000.0,592955260.0,709301300.0,1014371200.0,508657060.0,1015020200.0
2061.0,996957760.0,528978560.0,997406400.0,336915680.0,891581950.0,576656900.0,672770400.0,980712500.0,481050780.0,981574900.0
2062.0,952695400.0,503441280.0,973043100.0,309305820.0,858163460.0,542883900.0,642730940.0,948945000.0,443599040.0,951886660.0
2063.0,912166660.0,475439550.0,908319500.0,277856600.0,811677900.0,517834300.0,613298800.0,912195260.0,418377760.0,918085100.0
2064.0,886760450.0,456386850.0,866787200.0,249335860.0,804137600.0,489726140.0,586042600.0,866573500.0,396218700.0,894589760.0
2065.0,860042560.0,430995260.0,821670400.0,225995180.0,770075500.0,469021250.0,554808960.0,829643700.0,365325760.0,860338900.0
2066.0,833033540.0,410429440.0,778558900.0,209622600.0,736758400.0,441818370.0,523499500.0,775820740.0,341200830.0,857319400.0
2067.0,813694460.0,384444350.0,740211800.0,197214130.0,711731000.0,409091680.0,504668400.0,749697800.0,326522180.0,801259200.0
2068.0,781588500.0,355739680.0,711605570.0,180573620.0,705352200.0,389478080.0,488848860.0,708863900.0,301578560.0,770696600.0
2069.0,754763300.0,335563330.0,678451260.0,170588480.0,712402050.0,363540670.0,454076830.0,670881000.0,289538000.0,740330200.0
2070.0,734915000.0,312517280.0,644386050.0,159760660.0,661281800.0,348076400.0,434756500.0,645031900.0,274014620.0,706490940.0
2071.0,707078300.0,294220770.0,611839040.0,149861400.0,637650000.0,333679700.0,403568640.0,619371800.0,256694660.0,679792260.0
2072.0,685234700.0,275662980.0,617509440.0,140174930.0,635141600.0,314829250.0,378899330.0,589547600.0,243907600.0,657980600.0
2073.0,661266700.0,265767740.0,566548600.0,132707850.0,611280450.0,300574800.0,363552640.0,568963500.0,233584200.0,637941570.0
2074.0,637423600.0,246441230.0,541023550.0,126116344.0,605517900.0,280771900.0,342480800.0,546914700.0,216647280.0,612161100.0
2075.0,615237800.0,235515760.0,511734600.0,120614840.0,588672700.0,266197260.0,322679170.0,519510620.0,201899090.0,592881660.0
2076.0,595211400.0,220939260.0,489193700.0,115635784.0,575612900.0,249325260.0,305070850.0,486519500.0,192657980.0,566397900.0
2077.0,565990140.0,206334160.0,449713380.0,110649620.0,558183100.0,232548200.0,285519070.0,450877150.0,183308600.0,552631740.0
2078.0,545726140.0,191335470.0,430018270.0,107365620.0,561456060.0,218916240.0,265889950.0,428113400.0,176457380.0,530312100.0
2079.0,516666400.0,177667820.0,407760100.0,103566584.0,512795680.0,210523170.0,251736210.0,404904400.0,171249950.0,514430940.0
2080.0,489252100.0,169734530.0,377901500.0,100833080.0,510752060.0,201715150.0,240155400.0,379829060.0,164386140.0,495376030.0
2081.0,471434140.0,162857120.0,354992580.0,95919510.0,482114780.0,191236350.0,228184900.0,361079040.0,158432130.0,477417280.0
2082.0,451823330.0,154781070.0,335328100.0,92932210.0,470113630.0,179513710.0,216984420.0,345576930.0,150430540.0,447307100.0
2083.0,433100740.0,147402910.0,314800500.0,91131816.0,465319520.0,171799540.0,206992750.0,329165060.0,145701540.0,427341630.0
2084.0,414108260.0,140553520.0,305598080.0,89265576.0,453080900.0,168567550.0,197008080.0,302425120.0,141895090.0,409756540.0
2085.0,396306080.0,134179020.0,273154000.0,85771656.0,440531870.0,159525000.0,185378260.0,289165380.0,136085220.0,385654600.0
2086.0,372364580.0,128429050.0,261525380.0,82572490.0,430391040.0,154918860.0,178807020.0,271938270.0,132536424.0,372023000.0
2087.0,357918980.0,122422850.0,248368460.0,80045976.0,421948450.0,149646320.0,172552270.0,257339790.0,126843500.0,365512960.0
2088.0,339037280.0,116566690.0,235932350.0,77950550.0,412890100.0,144813140.0,165223660.0,242688660.0,122730340.0,342484740.0
2089.0,325816450.0,111073400.0,231042160.0,76220510.0,397733060.0,139863550.0,160275040.0,230091600.0,118523210.0,320562600.0
2090.0,308248900.0,107223016.0,215197600.0,72892050.0,384953760.0,133662570.0,154443600.0,218945360.0,114635656.0,310598560.0
2091.0,288480930.0,104512690.0,202095570.0,72067300.0,374493900.0,128081420.0,149119070.0,211213500.0,110260344.0,298816260.0
2092.0,267006560.0,99478430.0,190563970.0,68684350.0,361893900.0,122049700.0,143962820.0,197497780.0,106966760.0,289792220.0
2093.0,252023970.0,97235090.0,181229400.0,67569770.0,349735700.0,119746584.0,137820530.0,189266560.0,103548424.0,274088830.0
2094.0,241359000.0,93876100.0,175145000.0,65523790.0,340677660.0,114102290.0,133347384.0,183085230.0,100596780.0,259219380.0
2095.0,229991680.0,90429500.0,173338500.0,62869084.0,335918750.0,110709450.0,129133420.0,173596100.0,97246990.0,248773250.0
2096.0,213584750.0,89029730.0,163259490.0,60981070.0,323457380.0,107733090.0,125412000.0,168229600.0,94398010.0,238328020.0
2097.0,202611300.0,85275080.0,156703330.0,59830730.0,326840160.0,104563544.0,120980790.0,163827800.0,91416104.0,228654050.0
2098.0,193039460.0,82616390.0,151401380.0,58539100.0,314919300.0,101144240.0,117104940.0,156105390.0,89710744.0,219135330.0
2099.0,185110910.0,80928390.0,143680050.0,54893764.0,315734140.0,98770430.0,113619330.0,150839680.0,87493280.0,210267800.0
2100.0,177030060.0,79093144.0,139364380.0,53091856.0,293667500.0,97543220.0,109374190.0,144507820.0,85515820.0,202566800.0
