time,EC-EARTH3-VEG,CMCC-CM2-SR5,FGOALS-F3-L,EC-EARTH3,INM-CM4-8,NORESM2-MM,CAMS-CSM1-0,MPI-ESM1-2-HR,BCC-CSM2-MR,MRI-ESM2-0,GFDL-ESM4,INM-CM5-0,CESM2-WACCM,CESM2
2036.0,208793260000.0,233346780000.0,232525990000.0,193914290000.0,217630020000.0,218966980000.0,205990020000.0,218939240000.0,197034210000.0,207104570000.0,196539550000.0,198656100000.0,214025490000.0,220299130000.0
2037.0,206079520000.0,227802040000.0,233368570000.0,191089620000.0,215419650000.0,213368230000.0,200325230000.0,214988540000.0,192836520000.0,204529910000.0,194317220000.0,192541310000.0,214366880000.0,218811710000.0
2038.0,204118950000.0,222818160000.0,227933240000.0,186231230000.0,213892870000.0,209641320000.0,198506450000.0,210568970000.0,187403980000.0,202413020000.0,189491600000.0,187248210000.0,208858370000.0,216444600000.0
2039.0,200388100000.0,221304570000.0,226993960000.0,184067880000.0,212092100000.0,207344750000.0,196133040000.0,210560400000.0,181807200000.0,197120970000.0,183767380000.0,185073190000.0,204008160000.0,213927920000.0
2040.0,197759910000.0,216931350000.0,225685270000.0,179048200000.0,207045530000.0,206155000000.0,193714420000.0,209695360000.0,178114970000.0,193786200000.0,179813200000.0,181020230000.0,202549150000.0,209761260000.0
2041.0,194903870000.0,215658950000.0,225939050000.0,177071590000.0,204406520000.0,203925910000.0,190551310000.0,210118260000.0,173776520000.0,189368750000.0,175041680000.0,175875380000.0,198024970000.0,210997460000.0
2042.0,192592360000.0,212691700000.0,222880920000.0,171884510000.0,202998220000.0,199068160000.0,189787780000.0,207928000000.0,170604310000.0,184854610000.0,172745640000.0,173006180000.0,196063870000.0,208551580000.0
2043.0,190593170000.0,209018930000.0,218314150000.0,166165540000.0,200411100000.0,191427510000.0,188052770000.0,207862380000.0,167947190000.0,179974470000.0,168054400000.0,169228620000.0,196069490000.0,207989830000.0
2044.0,185461540000.0,203323460000.0,214496080000.0,162561460000.0,197498400000.0,187372110000.0,185588760000.0,204342070000.0,164983030000.0,178607520000.0,164408070000.0,164998920000.0,190302630000.0,204567400000.0
2045.0,179838480000.0,200309950000.0,211563150000.0,155318450000.0,194910340000.0,186517340000.0,182318140000.0,202279850000.0,161066250000.0,176118070000.0,162284900000.0,161065600000.0,183651090000.0,200175960000.0
2046.0,178144500000.0,196361580000.0,205939000000.0,150991370000.0,192489910000.0,182764390000.0,180606010000.0,200738440000.0,156365180000.0,174042890000.0,159617090000.0,157589590000.0,181414130000.0,197158700000.0
2047.0,174932160000.0,192867520000.0,202883480000.0,148233980000.0,189610850000.0,175637710000.0,176132770000.0,196943450000.0,154000460000.0,171479660000.0,158162750000.0,154389350000.0,176049050000.0,193228800000.0
2048.0,173351900000.0,190172020000.0,197408460000.0,143227850000.0,186842510000.0,172078650000.0,172271010000.0,195266940000.0,151410020000.0,170080980000.0,153874780000.0,153882620000.0,174435420000.0,189845130000.0
2049.0,169745200000.0,184518750000.0,193612070000.0,139714400000.0,185671520000.0,168501530000.0,170665790000.0,192505630000.0,149908830000.0,168394920000.0,150467020000.0,150596780000.0,170829140000.0,189024300000.0
2050.0,166533760000.0,179132240000.0,188284910000.0,136787440000.0,181776610000.0,165129730000.0,168220440000.0,190836080000.0,144419490000.0,167403830000.0,148105900000.0,148009700000.0,166958170000.0,187998850000.0
2051.0,163824860000.0,174024770000.0,185925170000.0,131116430000.0,177932100000.0,160801390000.0,164503450000.0,190647160000.0,141213350000.0,166860030000.0,145391010000.0,146078450000.0,164522080000.0,184501450000.0
2052.0,160708770000.0,171502260000.0,182474880000.0,127750080000.0,171468700000.0,156575660000.0,162817920000.0,188943560000.0,136638450000.0,164210790000.0,143962500000.0,144591160000.0,160817140000.0,181876930000.0
2053.0,156645650000.0,168251670000.0,181142130000.0,123131765000.0,166207110000.0,153038450000.0,160498500000.0,189102210000.0,132328870000.0,161087570000.0,141744960000.0,141790940000.0,155004270000.0,178801280000.0
2054.0,151488540000.0,162933400000.0,176609330000.0,120198660000.0,163797270000.0,151044870000.0,159160530000.0,186111870000.0,128695460000.0,158924750000.0,139761340000.0,138925110000.0,150856270000.0,179669810000.0
2055.0,148116880000.0,157684250000.0,174894860000.0,116018750000.0,161529860000.0,147170930000.0,154919100000.0,184463070000.0,123889920000.0,155278310000.0,137883550000.0,137048640000.0,147835520000.0,177342150000.0
2056.0,146167000000.0,149370620000.0,172779240000.0,112835200000.0,159083270000.0,141171640000.0,152415390000.0,180277510000.0,123133580000.0,154336840000.0,135206760000.0,135680840000.0,144967710000.0,175766110000.0
2057.0,140443550000.0,144988980000.0,170532770000.0,109680525000.0,156617260000.0,134739980000.0,151467300000.0,178477190000.0,121213150000.0,150839160000.0,134161590000.0,134362000000.0,142663800000.0,172916180000.0
2058.0,135018185000.0,141396260000.0,169813480000.0,106319810000.0,154567230000.0,132550310000.0,149134200000.0,177564040000.0,117912450000.0,147561320000.0,133296590000.0,131110890000.0,139539420000.0,171799770000.0
2059.0,131823240000.0,135265470000.0,167318060000.0,102732276000.0,151523080000.0,128982770000.0,147076640000.0,174995980000.0,114602600000.0,145110780000.0,130777740000.0,129077550000.0,135419036000.0,170937240000.0
2060.0,129970060000.0,129790616000.0,165155620000.0,99326490000.0,149033750000.0,127327180000.0,145790170000.0,173054030000.0,111510080000.0,142171600000.0,127568180000.0,126873430000.0,131969620000.0,170224480000.0
2061.0,125185870000.0,125120010000.0,163472280000.0,97100186000.0,147218700000.0,125058820000.0,141907620000.0,171079350000.0,108184300000.0,140121310000.0,124117930000.0,125105950000.0,127849640000.0,168313780000.0
2062.0,124888810000.0,121796500000.0,162466140000.0,94956820000.0,145259070000.0,121213780000.0,138926240000.0,168772030000.0,105704040000.0,135748180000.0,120883910000.0,123223590000.0,123400900000.0,165815570000.0
2063.0,123835860000.0,117114160000.0,159623600000.0,92081970000.0,142829080000.0,117851005000.0,137055370000.0,165504660000.0,102845890000.0,134700580000.0,117792120000.0,120601950000.0,121059930000.0,162784760000.0
2064.0,120706320000.0,112517790000.0,159394680000.0,90112900000.0,139247670000.0,113851670000.0,134115705000.0,163213820000.0,100655110000.0,133611040000.0,116173914000.0,118568240000.0,119101950000.0,160289390000.0
2065.0,115962356000.0,108100600000.0,159325550000.0,88126460000.0,136722820000.0,111604550000.0,131581190000.0,160237850000.0,99000610000.0,131829285000.0,113440465000.0,117487190000.0,116349170000.0,158537090000.0
2066.0,112043370000.0,104482050000.0,156155560000.0,86671245000.0,134427990000.0,106707260000.0,129184620000.0,157681370000.0,96577520000.0,128273310000.0,111132100000.0,115622230000.0,112698250000.0,156823160000.0
2067.0,109320110000.0,101029820000.0,155544450000.0,83085370000.0,131435315000.0,105202246000.0,126673360000.0,154643330000.0,93469640000.0,125791216000.0,107575200000.0,112676870000.0,110378140000.0,153945920000.0
2068.0,107642430000.0,97115324000.0,152406210000.0,80304330000.0,127276550000.0,103396370000.0,122387030000.0,150510750000.0,90428940000.0,122644870000.0,106068705000.0,111144300000.0,108961650000.0,148866120000.0
2069.0,105009500000.0,92378776000.0,149827550000.0,77756105000.0,125623770000.0,101222310000.0,118527750000.0,147740620000.0,87927546000.0,122052560000.0,104240310000.0,109561850000.0,105573970000.0,144976220000.0
2070.0,102222640000.0,88709145000.0,147765990000.0,74554425000.0,123184880000.0,98799130000.0,117073520000.0,144515420000.0,84917710000.0,118936140000.0,102288900000.0,106045100000.0,102720000000.0,145250250000.0
2071.0,98631200000.0,85279710000.0,144624660000.0,72834900000.0,122421900000.0,97355910000.0,113833165000.0,140059570000.0,83006970000.0,116508934000.0,100556580000.0,104583680000.0,100853570000.0,143925800000.0
2072.0,94409790000.0,82185080000.0,141374600000.0,70812656000.0,122104290000.0,94946310000.0,112482100000.0,137523050000.0,80820494000.0,113589340000.0,98429346000.0,103740350000.0,98361440000.0,142745450000.0
2073.0,93097935000.0,78226120000.0,137795520000.0,69413030000.0,119698680000.0,92508650000.0,109884740000.0,134496625000.0,79173320000.0,112730080000.0,96962750000.0,101565940000.0,95330190000.0,139520260000.0
2074.0,90108420000.0,75715700000.0,134993600000.0,66388677000.0,118387490000.0,89465720000.0,107104760000.0,132350700000.0,77061390000.0,110053110000.0,94293115000.0,99602380000.0,92430030000.0,138104300000.0
2075.0,86425480000.0,71804305000.0,131137540000.0,63819010000.0,117340400000.0,87555910000.0,105401115000.0,128904720000.0,74541060000.0,109655720000.0,92702830000.0,97184770000.0,91697760000.0,136104985000.0
2076.0,84676720000.0,68254114000.0,128497840000.0,62003050000.0,116303350000.0,86034100000.0,103654400000.0,124336900000.0,71094720000.0,107254240000.0,90402000000.0,94752740000.0,90003235000.0,134928060000.0
2077.0,83129110000.0,65417355000.0,125629290000.0,60210570000.0,114736970000.0,84127450000.0,101477690000.0,122054990000.0,69582180000.0,105684880000.0,88886936000.0,93104440000.0,90187460000.0,133053410000.0
2078.0,80272760000.0,62746740000.0,125171120000.0,58490343000.0,112323805000.0,82571740000.0,100736550000.0,116982680000.0,67943450000.0,104221850000.0,87980050000.0,90989120000.0,89758090000.0,129848770000.0
2079.0,78206796000.0,60420973000.0,122618730000.0,56844526000.0,110268880000.0,80343490000.0,99293610000.0,113412050000.0,65563734000.0,102077180000.0,86150520000.0,88804550000.0,88135510000.0,126724415000.0
2080.0,75617920000.0,56635277000.0,120038154000.0,54627260000.0,108902736000.0,78499290000.0,97422260000.0,111577280000.0,64173457000.0,101525996000.0,84128630000.0,86902080000.0,84243325000.0,125480710000.0
2081.0,71928760000.0,53738897000.0,118240270000.0,52491952000.0,107185690000.0,76394030000.0,94811120000.0,109472980000.0,62809030000.0,99675770000.0,82633870000.0,84218560000.0,83716520000.0,124714950000.0
2082.0,69084725000.0,51713266000.0,114324040000.0,49602863000.0,106722850000.0,74258510000.0,93166084000.0,106804404000.0,61170545000.0,97493050000.0,80443140000.0,81480204000.0,82417400000.0,124445030000.0
2083.0,66718670000.0,49020895000.0,110961240000.0,47293780000.0,104135710000.0,74276210000.0,90360730000.0,104458740000.0,58816690000.0,95963415000.0,79379970000.0,79577270000.0,81823100000.0,123903460000.0
2084.0,64260768000.0,46804193000.0,108437730000.0,45692686000.0,103296990000.0,72563650000.0,88468480000.0,102650860000.0,57360503000.0,94913670000.0,77865030000.0,78983270000.0,80203240000.0,122013150000.0
2085.0,61033976000.0,44854317000.0,106979760000.0,44590596000.0,99740320000.0,71180600000.0,86747040000.0,99953130000.0,55363895000.0,94108560000.0,75395150000.0,77515990000.0,80453770000.0,120786970000.0
2086.0,58676470000.0,42638066000.0,104140270000.0,42832230000.0,98476250000.0,70967700000.0,86095160000.0,97427060000.0,53526258000.0,93568160000.0,72550290000.0,76467810000.0,80454000000.0,120090526000.0
2087.0,55096058000.0,40144510000.0,102258640000.0,40805536000.0,97378845000.0,68457030000.0,83450634000.0,96124890000.0,52402643000.0,91829445000.0,70725660000.0,75250565000.0,77699604000.0,118831374000.0
2088.0,52390030000.0,38369740000.0,102370470000.0,39808340000.0,95699214000.0,68538077000.0,83156570000.0,93090000000.0,51223700000.0,91521310000.0,68725180000.0,73586430000.0,76407870000.0,117107600000.0
2089.0,50843025000.0,36632527000.0,100407150000.0,38327443000.0,93482730000.0,66749403000.0,81506230000.0,89357040000.0,49505530000.0,90238970000.0,67464704000.0,72192330000.0,75781730000.0,115420100000.0
2090.0,49007415000.0,34733990000.0,98164650000.0,36119300000.0,92553840000.0,64041790000.0,80755640000.0,87093750000.0,48525470000.0,90251110000.0,65888825000.0,70440920000.0,74191266000.0,114201850000.0
2091.0,46949777000.0,32661928000.0,97184450000.0,34379055000.0,91174420000.0,63292387000.0,79201840000.0,84782920000.0,47672828000.0,88754810000.0,64428642000.0,69042635000.0,72827130000.0,111628650000.0
2092.0,45665096000.0,30819543000.0,94969730000.0,32537965000.0,89617130000.0,62334560000.0,78401480000.0,82056300000.0,45812752000.0,87837350000.0,63468413000.0,67588305000.0,71185110000.0,110922646000.0
2093.0,43835367000.0,29127651000.0,93029695000.0,30495020000.0,88097430000.0,61224493000.0,76792530000.0,80450494000.0,44602032000.0,86355220000.0,61185670000.0,65265766000.0,69934604000.0,109194945000.0
2094.0,42367190000.0,27425227000.0,90393640000.0,28797045000.0,86130180000.0,61092266000.0,75451376000.0,77998140000.0,43205830000.0,85258730000.0,59210723000.0,63692710000.0,68970870000.0,107455960000.0
2095.0,40738520000.0,25795138000.0,87853466000.0,27100566000.0,84654290000.0,59079795000.0,73615640000.0,75468980000.0,41754518000.0,83734634000.0,57502010000.0,62670447000.0,66767160000.0,109212430000.0
2096.0,39590793000.0,23865719000.0,86295280000.0,25290592000.0,82655380000.0,58503045000.0,71798930000.0,74247880000.0,40619840000.0,82267110000.0,56538407000.0,62443626000.0,65156493000.0,108008920000.0
2097.0,37814174000.0,22309804000.0,85430305000.0,23809649000.0,81118855000.0,57073280000.0,69501680000.0,72771710000.0,39480640000.0,80965650000.0,54892600000.0,60262300000.0,63210455000.0,107554220000.0
2098.0,35633410000.0,20570057000.0,83301590000.0,22416726000.0,80256975000.0,56021336000.0,69066480000.0,70778814000.0,37815415000.0,80385230000.0,54153232000.0,58317300000.0,63567553000.0,106137060000.0
2099.0,33508850000.0,18986088000.0,81222615000.0,20817652000.0,77873790000.0,54516797000.0,67890434000.0,68401574000.0,36044580000.0,79275670000.0,54076930000.0,57070020000.0,61260222000.0,104646070000.0
2100.0,31746521000.0,17541638000.0,80620980000.0,19736623000.0,76092450000.0,52550210000.0,66002706000.0,65566224000.0,34814423000.0,78650350000.0,52456470000.0,55885940000.0,59579630000.0,104015080000.0
