time,CAMS-CSM1-0,MPI-ESM1-2-HR,BCC-CSM2-MR,EC-EARTH3-VEG,FGOALS-F3-L,EC-EARTH3,ACCESS-CM2,IPSL-CM6A-LR,INM-CM4-8,NORESM2-MM,CANESM5,INM-CM5-0,CESM2,CESM2-WACCM,ACCESS-ESM1-5,MRI-ESM2-0,GFDL-ESM4
2000.0,294520130000.0,294520130000.0,294520130000.0,294520130000.0,294520130000.0,294520130000.0,294520130000.0,294520130000.0,294520130000.0,294520130000.0,294520130000.0,294520130000.0,294520130000.0,294520130000.0,294520130000.0,294520130000.0,294520130000.0
2001.0,295523000000.0,295523000000.0,295523000000.0,295523000000.0,295523000000.0,295523000000.0,295523000000.0,295523000000.0,295523000000.0,295523000000.0,295523000000.0,295523000000.0,295523000000.0,295523000000.0,295523000000.0,295523000000.0,295523000000.0
2002.0,294038800000.0,294038800000.0,294038800000.0,294038800000.0,294038800000.0,294038800000.0,294038800000.0,294038800000.0,294038800000.0,294038800000.0,294038800000.0,294038800000.0,294038800000.0,294038800000.0,294038800000.0,294038800000.0,294038800000.0
2003.0,288999570000.0,288999570000.0,288999570000.0,288999570000.0,288999570000.0,288999570000.0,288999570000.0,288999570000.0,288999570000.0,288999570000.0,288999570000.0,288999570000.0,288999570000.0,288999570000.0,288999570000.0,288999570000.0,288999570000.0
2004.0,286509630000.0,286509630000.0,286509630000.0,286509630000.0,286509630000.0,286509630000.0,286509630000.0,286509630000.0,286509630000.0,286509630000.0,286509630000.0,286509630000.0,286509630000.0,286509630000.0,286509630000.0,286509630000.0,286509630000.0
2005.0,284878370000.0,284878370000.0,284878370000.0,284878370000.0,284878370000.0,284878370000.0,284878370000.0,284878370000.0,284878370000.0,284878370000.0,284878370000.0,284878370000.0,284878370000.0,284878370000.0,284878370000.0,284878370000.0,284878370000.0
2006.0,284771060000.0,284771060000.0,284771060000.0,284771060000.0,284771060000.0,284771060000.0,284771060000.0,284771060000.0,284771060000.0,284771060000.0,284771060000.0,284771060000.0,284771060000.0,284771060000.0,284771060000.0,284771060000.0,284771060000.0
2007.0,280920700000.0,280920700000.0,280920700000.0,280920700000.0,280920700000.0,280920700000.0,280920700000.0,280920700000.0,280920700000.0,280920700000.0,280920700000.0,280920700000.0,280920700000.0,280920700000.0,280920700000.0,280920700000.0,280920700000.0
2008.0,281615600000.0,281615600000.0,281615600000.0,281615600000.0,281615600000.0,281615600000.0,281615600000.0,281615600000.0,281615600000.0,281615600000.0,281615600000.0,281615600000.0,281615600000.0,281615600000.0,281615600000.0,281615600000.0,281615600000.0
2009.0,280683300000.0,280683300000.0,280683300000.0,280683300000.0,280683300000.0,280683300000.0,280683300000.0,280683300000.0,280683300000.0,280683300000.0,280683300000.0,280683300000.0,280683300000.0,280683300000.0,280683300000.0,280683300000.0,280683300000.0
2010.0,276750470000.0,276750470000.0,276750470000.0,276750470000.0,276750470000.0,276750470000.0,276750470000.0,276750470000.0,276750470000.0,276750470000.0,276750470000.0,276750470000.0,276750470000.0,276750470000.0,276750470000.0,276750470000.0,276750470000.0
2011.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0,274535190000.0
2012.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0,273861620000.0
2013.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0,274323000000.0
2014.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0,271608430000.0
2015.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0,267881640000.0
2016.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0,269461500000.0
2017.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0,266265660000.0
2018.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0,265924400000.0
2019.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0,261099270000.0
2020.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0,259034120000.0
2021.0,256280840000.0,259240640000.0,254369330000.0,256403260000.0,257974100000.0,257258130000.0,254740990000.0,257875070000.0,257148500000.0,257578240000.0,253247650000.0,257591070000.0,256348050000.0,257020380000.0,257364530000.0,257659810000.0,255747440000.0
2022.0,254799600000.0,254294360000.0,250836600000.0,255433230000.0,255531520000.0,250502500000.0,251149760000.0,257182420000.0,253796120000.0,254508220000.0,248390730000.0,254725500000.0,250301100000.0,258128170000.0,253310810000.0,253355210000.0,254236070000.0
2023.0,254309780000.0,251751560000.0,247212200000.0,249819480000.0,250539740000.0,247639240000.0,248323700000.0,257052720000.0,251177840000.0,256112640000.0,240971300000.0,252897330000.0,250315690000.0,254312090000.0,249906530000.0,250370210000.0,251650410000.0
2024.0,250601830000.0,248237800000.0,244496580000.0,246269250000.0,247982180000.0,240916150000.0,243237850000.0,256312790000.0,250095600000.0,252744710000.0,235212550000.0,249113530000.0,245174750000.0,251024200000.0,247385390000.0,249695670000.0,251098550000.0
2025.0,248718000000.0,243502680000.0,242271270000.0,240164770000.0,246037430000.0,239678490000.0,240025930000.0,251842310000.0,249187400000.0,250481200000.0,231147040000.0,244716830000.0,241713710000.0,246297210000.0,241537730000.0,247218800000.0,248836730000.0
2026.0,246566760000.0,237948320000.0,238172000000.0,238315000000.0,244013140000.0,234687630000.0,238080200000.0,248452960000.0,246481720000.0,245800240000.0,227135550000.0,243056980000.0,241573790000.0,243640730000.0,237338460000.0,243914380000.0,245983310000.0
2027.0,241783620000.0,235517840000.0,236057400000.0,234498440000.0,242022060000.0,231078380000.0,237592740000.0,244049870000.0,242142800000.0,241230890000.0,222911480000.0,237467840000.0,236908860000.0,240998650000.0,236979130000.0,239754130000.0,241393710000.0
2028.0,237084360000.0,229478740000.0,231947110000.0,229880870000.0,238117860000.0,225507540000.0,234408070000.0,242212340000.0,239095870000.0,238139380000.0,219048900000.0,232505970000.0,236415000000.0,238636960000.0,231216840000.0,233863480000.0,238681210000.0
2029.0,234210480000.0,226403710000.0,227584000000.0,224301580000.0,233502400000.0,218968260000.0,231910830000.0,238707230000.0,236768620000.0,232037380000.0,212998290000.0,228766530000.0,233347250000.0,236144670000.0,229670400000.0,229136610000.0,235023990000.0
2030.0,230174970000.0,222493640000.0,223742300000.0,220673850000.0,229122880000.0,213480620000.0,229682940000.0,236895960000.0,235600610000.0,226022460000.0,208211230000.0,223512840000.0,231008370000.0,231942240000.0,227884520000.0,227599970000.0,229290260000.0
2031.0,226398110000.0,219948560000.0,218524990000.0,214100100000.0,224464800000.0,210125400000.0,224330610000.0,231780200000.0,236235110000.0,219531210000.0,202858990000.0,220614130000.0,229673750000.0,227221900000.0,228813460000.0,226895000000.0,227772630000.0
2032.0,221466890000.0,216109580000.0,213396340000.0,211290980000.0,222760240000.0,208155740000.0,221458680000.0,226423060000.0,234933030000.0,217803490000.0,196073360000.0,218312020000.0,226081540000.0,223239630000.0,228973840000.0,224429000000.0,223028200000.0
2033.0,217023300000.0,211738970000.0,208984880000.0,209312200000.0,221101330000.0,202033120000.0,216782140000.0,223323370000.0,231947260000.0,215100030000.0,190869780000.0,214218920000.0,222472730000.0,220424040000.0,226769000000.0,220587080000.0,220862610000.0
2034.0,212144540000.0,211082920000.0,204861950000.0,204504430000.0,218678760000.0,198151010000.0,214024100000.0,218517640000.0,227909440000.0,210080560000.0,184352980000.0,211879280000.0,219044680000.0,218950350000.0,227145990000.0,216038470000.0,219440100000.0
2035.0,208460000000.0,208841570000.0,201382690000.0,197140070000.0,215104700000.0,193231260000.0,209313370000.0,213648740000.0,225100580000.0,211455600000.0,177797000000.0,209001740000.0,219185500000.0,214692270000.0,227141200000.0,209817760000.0,215163300000.0
2036.0,206320420000.0,204454150000.0,197778800000.0,192599670000.0,212277850000.0,187327450000.0,206660730000.0,208000570000.0,220374730000.0,208778040000.0,174487320000.0,206298190000.0,214960600000.0,212043630000.0,225430140000.0,208204680000.0,213499970000.0
2037.0,204175000000.0,201627530000.0,194580090000.0,191961680000.0,209209400000.0,181665940000.0,202556780000.0,203336780000.0,218136850000.0,205620200000.0,169889070000.0,203065380000.0,208774020000.0,207999500000.0,223438600000.0,203615520000.0,212545880000.0
2038.0,200857700000.0,197467340000.0,190750830000.0,191476600000.0,204320180000.0,177823550000.0,197340090000.0,201074920000.0,215609020000.0,202102650000.0,166305860000.0,200458220000.0,205276630000.0,203528440000.0,221034330000.0,200742900000.0,207381600000.0
2039.0,198569850000.0,196084680000.0,188514030000.0,187112880000.0,200248970000.0,174226830000.0,192426930000.0,198119590000.0,213107880000.0,199278410000.0,162537300000.0,196490100000.0,200743160000.0,202006900000.0,219876720000.0,198012440000.0,202176410000.0
2040.0,196898470000.0,192640660000.0,183549280000.0,186511400000.0,196740450000.0,170881200000.0,188776020000.0,193150750000.0,212968690000.0,198170870000.0,157327310000.0,194195960000.0,198532660000.0,197787900000.0,218070610000.0,195188970000.0,202817830000.0
2041.0,191843390000.0,190803310000.0,180943000000.0,181997130000.0,191626350000.0,166108870000.0,183394910000.0,186281690000.0,211447550000.0,195645800000.0,151794100000.0,191758700000.0,195078950000.0,189659640000.0,219616480000.0,190491560000.0,199445220000.0
2042.0,188366450000.0,190093210000.0,176103240000.0,178639910000.0,189231320000.0,161841900000.0,178667400000.0,182400240000.0,208862990000.0,192230330000.0,147098680000.0,189567630000.0,192204230000.0,184909500000.0,219581870000.0,186712440000.0,197541970000.0
2043.0,185652450000.0,190393630000.0,173648640000.0,172980490000.0,185151470000.0,159408600000.0,171352000000.0,179919500000.0,206073530000.0,191160100000.0,141331900000.0,186271400000.0,191133470000.0,181852720000.0,216456500000.0,182654240000.0,194896270000.0
2044.0,183070240000.0,187693920000.0,170794100000.0,171400120000.0,181732930000.0,155352960000.0,167062400000.0,178096590000.0,203967680000.0,189974580000.0,133912200000.0,180662270000.0,186819700000.0,177107290000.0,213616380000.0,180387990000.0,193388530000.0
2045.0,178779730000.0,184916770000.0,168188720000.0,167421510000.0,180886900000.0,153145230000.0,162688680000.0,175561950000.0,200878950000.0,187349010000.0,131164270000.0,177639930000.0,185528140000.0,173430180000.0,211903070000.0,178496110000.0,190925460000.0
2046.0,176000730000.0,181603710000.0,165660100000.0,163225450000.0,181371880000.0,150233380000.0,157729650000.0,171938920000.0,200291420000.0,182411460000.0,126166780000.0,174138460000.0,180719450000.0,171023560000.0,207003620000.0,173219460000.0,188944370000.0
2047.0,171674370000.0,178698700000.0,162626650000.0,160042860000.0,176828530000.0,145316000000.0,151963980000.0,169193110000.0,199060670000.0,179569920000.0,121340850000.0,170412100000.0,177392040000.0,164345280000.0,204001210000.0,167713490000.0,185426020000.0
2048.0,165991450000.0,176196980000.0,160006800000.0,156668170000.0,174102870000.0,140636440000.0,147926340000.0,163406840000.0,196074600000.0,177439830000.0,118093960000.0,166079680000.0,175260900000.0,158161700000.0,200672760000.0,165028870000.0,182392290000.0
2049.0,164364340000.0,175878550000.0,155812680000.0,151823350000.0,171344050000.0,137951360000.0,141132560000.0,162081260000.0,192265470000.0,174706540000.0,115416970000.0,163193300000.0,169848540000.0,155876100000.0,199418330000.0,163206330000.0,181888320000.0
2050.0,162643920000.0,175687000000.0,152577180000.0,150533780000.0,168998400000.0,134283860000.0,136694180000.0,157342350000.0,189174780000.0,171072800000.0,113100750000.0,160352110000.0,167020310000.0,151045370000.0,197084430000.0,161326960000.0,176374640000.0
2051.0,160245120000.0,171466420000.0,149512200000.0,147657950000.0,169005860000.0,130395590000.0,131475970000.0,154174280000.0,188352790000.0,166781780000.0,111459870000.0,156283140000.0,164553180000.0,149434200000.0,194711240000.0,160181910000.0,174030900000.0
