time,CAMS-CSM1-0,MPI-ESM1-2-HR,BCC-CSM2-MR,EC-EARTH3-VEG,FGOALS-F3-L,EC-EARTH3,ACCESS-CM2,IPSL-CM6A-LR,INM-CM4-8,NORESM2-MM,CANESM5,INM-CM5-0,CESM2,CESM2-WACCM,ACCESS-ESM1-5,MRI-ESM2-0,GFDL-ESM4
2052.0,157959370000.0,168333670000.0,145913710000.0,146206280000.0,167405260000.0,128507585000.0,126789020000.0,149976580000.0,185761630000.0,164229090000.0,109257000000.0,154863030000.0,162364160000.0,147947180000.0,194461700000.0,158373020000.0,171623370000.0
2053.0,155601290000.0,167397600000.0,141607680000.0,144412480000.0,164379330000.0,125155810000.0,124096070000.0,145274670000.0,185633230000.0,162086700000.0,105058330000.0,153488380000.0,159414220000.0,146363100000.0,192382290000.0,156955360000.0,168854110000.0
2054.0,154241960000.0,166196120000.0,140181100000.0,140389240000.0,160920540000.0,121981720000.0,119641690000.0,142211510000.0,182432740000.0,159946330000.0,101077720000.0,152978420000.0,156965420000.0,144919310000.0,189983870000.0,154109050000.0,165966100000.0
2055.0,150839200000.0,165316800000.0,138460040000.0,136862196000.0,159234650000.0,117828346000.0,117105480000.0,139132440000.0,177979640000.0,156174500000.0,97910380000.0,150499340000.0,155147350000.0,142717010000.0,186196500000.0,153132300000.0,163123000000.0
2056.0,146989810000.0,162330130000.0,136596830000.0,134162760000.0,154189870000.0,114863390000.0,115107020000.0,135962420000.0,176404140000.0,151638310000.0,94016440000.0,149533310000.0,152871650000.0,139920080000.0,185619100000.0,150178190000.0,160764440000.0
2057.0,144950050000.0,160247460000.0,134530580000.0,132116980000.0,153269750000.0,112582074000.0,111369240000.0,131451670000.0,175131640000.0,148195500000.0,91582510000.0,148736400000.0,150581300000.0,137971200000.0,187882180000.0,147145980000.0,156656320000.0
2058.0,141169020000.0,159958000000.0,132351170000.0,129003830000.0,152405560000.0,109713250000.0,110198670000.0,127789720000.0,173387600000.0,145784850000.0,88882600000.0,145775350000.0,149905690000.0,138426020000.0,188473150000.0,144350610000.0,154124000000.0
2059.0,139386880000.0,157535390000.0,130059120000.0,127546620000.0,149955000000.0,108434050000.0,107586490000.0,123884430000.0,169705910000.0,144580300000.0,86057796000.0,142556920000.0,149117650000.0,136913540000.0,189546270000.0,141970880000.0,150839740000.0
2060.0,136384460000.0,152722440000.0,126827210000.0,123419560000.0,148800440000.0,106371670000.0,103317530000.0,121731610000.0,168846700000.0,141727380000.0,82620300000.0,137897660000.0,147963350000.0,135381900000.0,187082700000.0,139684330000.0,150258300000.0
2061.0,133021500000.0,150248180000.0,124506006000.0,119493165000.0,147850870000.0,103897760000.0,99996746000.0,119844740000.0,166828340000.0,139935660000.0,80599790000.0,134799760000.0,146722180000.0,134809720000.0,183427280000.0,137268290000.0,148097120000.0
2062.0,130039920000.0,146998950000.0,120678500000.0,118973890000.0,144473520000.0,101771430000.0,97846800000.0,117160410000.0,164897140000.0,137050600000.0,77253190000.0,132207436000.0,144576270000.0,133069775000.0,182069740000.0,134289810000.0,146098800000.0
2063.0,127100050000.0,145885680000.0,117709860000.0,115969320000.0,143859800000.0,99899410000.0,95002360000.0,114101944000.0,164197480000.0,135331690000.0,74187645000.0,129635550000.0,141451540000.0,131660120000.0,181499850000.0,133047140000.0,144751590000.0
2064.0,124730270000.0,143046520000.0,114931040000.0,113393520000.0,141575850000.0,97439244000.0,90471050000.0,110214130000.0,159535240000.0,132105750000.0,70959735000.0,127637080000.0,137973430000.0,130648375000.0,182274720000.0,132633170000.0,143686370000.0
2065.0,122615020000.0,140524040000.0,111993060000.0,111150810000.0,139885080000.0,96207350000.0,86354280000.0,109067840000.0,155172470000.0,126264610000.0,67896054000.0,125931480000.0,138259500000.0,128940600000.0,180977960000.0,131863170000.0,141285500000.0
2066.0,120159220000.0,138988110000.0,110336620000.0,110014080000.0,136608195000.0,94843420000.0,84521610000.0,105959170000.0,153156910000.0,123358536000.0,65779986000.0,124178060000.0,138882470000.0,126263410000.0,180482340000.0,131735520000.0,138214930000.0
2067.0,118938710000.0,137844590000.0,108382180000.0,109180070000.0,138446000000.0,92842910000.0,81256735000.0,104112450000.0,151317660000.0,120659070000.0,63243665000.0,121287705000.0,139167140000.0,124950700000.0,178478960000.0,130448510000.0,135643590000.0
2068.0,119789840000.0,134364180000.0,106649160000.0,105350730000.0,138117660000.0,89891980000.0,78691990000.0,102733780000.0,150407920000.0,119146400000.0,60761520000.0,117598160000.0,137850630000.0,122873490000.0,174161800000.0,128307720000.0,132745930000.0
2069.0,118447950000.0,132591526000.0,103819710000.0,103404356000.0,136380230000.0,86721160000.0,75056910000.0,100596130000.0,148145800000.0,117236130000.0,58391360000.0,113338510000.0,138194140000.0,121431110000.0,171991580000.0,126711470000.0,130893390000.0
2070.0,116641650000.0,129985080000.0,101657390000.0,102547850000.0,133478010000.0,83393880000.0,73423890000.0,97172510000.0,146548590000.0,115829100000.0,55853230000.0,111020106000.0,137344310000.0,120260660000.0,169123350000.0,124096090000.0,128952900000.0
2071.0,115023405000.0,128300210000.0,99239000000.0,99487720000.0,131043400000.0,81347840000.0,70949110000.0,93290210000.0,145606410000.0,114956730000.0,53074223000.0,109083320000.0,134459540000.0,121602010000.0,165649940000.0,124564390000.0,127171625000.0
2072.0,113460036000.0,126026350000.0,96533140000.0,97311270000.0,129942176000.0,79054530000.0,68793400000.0,89965570000.0,144306400000.0,113661090000.0,50998830000.0,106519716000.0,134645370000.0,120371690000.0,162528610000.0,122721124000.0,126838070000.0
2073.0,109436510000.0,125210400000.0,95189280000.0,96270230000.0,128634420000.0,77975870000.0,67441140000.0,87331600000.0,143347520000.0,111453680000.0,49167032000.0,104871660000.0,133026400000.0,119414006000.0,160449410000.0,122109450000.0,125216890000.0
2074.0,107753054000.0,123699040000.0,92393700000.0,94165990000.0,127960040000.0,75674900000.0,65944306000.0,84945895000.0,142361130000.0,110854950000.0,47303970000.0,103075770000.0,132278256000.0,117184900000.0,156267100000.0,121380670000.0,121694860000.0
2075.0,106289040000.0,122665610000.0,90332100000.0,92268680000.0,125880115000.0,72843354000.0,64122140000.0,83866100000.0,140473380000.0,108979940000.0,44710260000.0,101150640000.0,131237630000.0,115809990000.0,152254560000.0,119756820000.0,120448090000.0
2076.0,105599290000.0,120614700000.0,89089950000.0,89752590000.0,125099270000.0,70651010000.0,62434250000.0,81417585000.0,137426010000.0,107050385000.0,42851340000.0,98970640000.0,131193830000.0,114383570000.0,148497190000.0,119056580000.0,119132955000.0
2077.0,104329630000.0,118322300000.0,87662880000.0,87553700000.0,123300940000.0,68450850000.0,60473684000.0,78936240000.0,136309424000.0,105820390000.0,41295938000.0,97372970000.0,128627330000.0,113095240000.0,146384520000.0,117925190000.0,117292510000.0
2078.0,102190146000.0,116851620000.0,86371920000.0,84963500000.0,122383270000.0,67088933000.0,59013800000.0,77493370000.0,133351940000.0,105858070000.0,39663456000.0,94839270000.0,128337170000.0,110736605000.0,141241100000.0,117843860000.0,117830300000.0
2079.0,100308476000.0,113685380000.0,84971910000.0,83881610000.0,120284430000.0,64974275000.0,56829030000.0,76222800000.0,131618824000.0,104939380000.0,37818240000.0,92541714000.0,127303385000.0,112533690000.0,139482780000.0,116614046000.0,116283030000.0
2080.0,98072530000.0,111004780000.0,83231390000.0,81604580000.0,118506010000.0,63396730000.0,55447335000.0,75481300000.0,129364720000.0,103138440000.0,36644315000.0,92017940000.0,128843194000.0,111453810000.0,138094460000.0,116438920000.0,115423580000.0
2081.0,96552200000.0,109295790000.0,80685466000.0,80960954000.0,117661880000.0,62289564000.0,53901742000.0,74449020000.0,128665880000.0,102322390000.0,35141480000.0,89240770000.0,126665260000.0,110385950000.0,135209100000.0,115095960000.0,115407454000.0
2082.0,94656540000.0,109236080000.0,79015710000.0,79535450000.0,116170236000.0,60221514000.0,51900137000.0,71877600000.0,127272660000.0,102630740000.0,34235280000.0,87993930000.0,125125770000.0,111903340000.0,131987260000.0,114217484000.0,112702280000.0
2083.0,92606060000.0,107558216000.0,77266520000.0,76959195000.0,115792040000.0,58917240000.0,50029120000.0,70373200000.0,127369810000.0,101413110000.0,32289325000.0,86499420000.0,124975960000.0,109364900000.0,129552760000.0,113469270000.0,110320720000.0
2084.0,91821150000.0,105761505000.0,76102476000.0,73886106000.0,116433535000.0,57307787000.0,49016426000.0,68527722000.0,125945740000.0,98943920000.0,30779070000.0,84388560000.0,124687390000.0,108677590000.0,127662510000.0,114717160000.0,108576910000.0
2085.0,90145160000.0,103805125000.0,75048800000.0,72090460000.0,116336935000.0,55553163000.0,47685480000.0,67340833000.0,122979475000.0,97854930000.0,29845970000.0,82361460000.0,124560280000.0,108352540000.0,125309420000.0,114906010000.0,107496760000.0
2086.0,89070230000.0,102148540000.0,74452470000.0,70128484000.0,114335800000.0,53958510000.0,44755878000.0,65438040000.0,120289935000.0,96996020000.0,28250188000.0,80201210000.0,125592060000.0,107828460000.0,125426090000.0,114225050000.0,106355820000.0
2087.0,87244230000.0,100330540000.0,72567700000.0,67566526000.0,112294460000.0,53397893000.0,43240645000.0,63140590000.0,117021220000.0,95853850000.0,27038102000.0,78487090000.0,122267900000.0,105917390000.0,124621505000.0,114122600000.0,104265670000.0
2088.0,85711910000.0,98435560000.0,71494296000.0,66406650000.0,110907195000.0,52237787000.0,41301045000.0,61866172000.0,115351410000.0,95364860000.0,25476114000.0,77174964000.0,122229790000.0,105272240000.0,122281030000.0,112591400000.0,103670330000.0
2089.0,84543150000.0,98352100000.0,69579160000.0,64709386000.0,110480490000.0,50747036000.0,40426324000.0,60551266000.0,113365770000.0,95366520000.0,24556974000.0,75769545000.0,122905370000.0,105085560000.0,120512720000.0,111723980000.0,103997080000.0
2090.0,82310430000.0,96532595000.0,68653290000.0,63061017000.0,108038610000.0,49757327000.0,39248597000.0,58894060000.0,110849160000.0,94466744000.0,23596544000.0,75159590000.0,121164460000.0,103307500000.0,119599880000.0,110017180000.0,102791815000.0
2091.0,80333440000.0,95744570000.0,67665470000.0,62324257000.0,105917550000.0,48443210000.0,38028206000.0,56880290000.0,108809190000.0,92598750000.0,21884692000.0,74705600000.0,119576625000.0,102685800000.0,116838600000.0,109482030000.0,100798554000.0
2092.0,78728800000.0,94110750000.0,67081437000.0,62383546000.0,102779490000.0,46910304000.0,35881366000.0,54942820000.0,107479310000.0,90738840000.0,20791042000.0,72977960000.0,117657760000.0,100965300000.0,115008770000.0,109299820000.0,99648580000.0
2093.0,78737240000.0,92295350000.0,66361370000.0,61015280000.0,100455780000.0,46190744000.0,33592445000.0,53149135000.0,105471670000.0,89710690000.0,20243570000.0,72185990000.0,116741100000.0,99999860000.0,114040410000.0,108721940000.0,99477185000.0
2094.0,77218670000.0,91844000000.0,65646068000.0,59402387000.0,99262350000.0,44937093000.0,31819723000.0,51395932000.0,105529590000.0,89405330000.0,19261729000.0,70625000000.0,114950910000.0,98920650000.0,112538240000.0,106905440000.0,98795045000.0
2095.0,75858430000.0,90514890000.0,64385225000.0,56935436000.0,98791120000.0,43997643000.0,30046163000.0,50516080000.0,104061160000.0,89903160000.0,18631516000.0,68861620000.0,116144360000.0,96866300000.0,111462466000.0,105442770000.0,96599810000.0
2096.0,75281680000.0,88481520000.0,63419286000.0,55727743000.0,98727000000.0,43192590000.0,28216790000.0,49253660000.0,103217250000.0,88451530000.0,17681340000.0,67672105000.0,116007380000.0,97855590000.0,110733570000.0,105145760000.0,95789520000.0
2097.0,73815155000.0,86738840000.0,62856315000.0,54513365000.0,96945150000.0,41939644000.0,26439156000.0,48734724000.0,100105040000.0,87070820000.0,16635460000.0,67312210000.0,114110850000.0,98022500000.0,109065130000.0,106075030000.0,95193050000.0
2098.0,73588800000.0,85525000000.0,62761066000.0,52406346000.0,96711660000.0,40861704000.0,25165349000.0,47698160000.0,99869140000.0,85602800000.0,16066882000.0,66134870000.0,113556360000.0,96656440000.0,106280215000.0,106001870000.0,94128680000.0
2099.0,73005610000.0,84310610000.0,61949854000.0,51150713000.0,94871820000.0,39705887000.0,24049197000.0,46361880000.0,97537630000.0,84522080000.0,15420010000.0,66022207000.0,113497970000.0,96002820000.0,105098540000.0,106179215000.0,94298710000.0
2100.0,72763270000.0,82708790000.0,61437510000.0,49342185000.0,93250720000.0,37934723000.0,23030456000.0,44872094000.0,95936010000.0,83714010000.0,14421947000.0,64578097000.0,113279390000.0,94572310000.0,103883920000.0,105790610000.0,92445070000.0
