time,CSIRO-MK3-6-0,CNRM-CM5,GISS-E2-R,CANESM2,IPSL-CM5A-LR,GFDL-CM3,GFDL-ESM2G,NORESM1-M,MPI-ESM-LR,CCSM4
2052.0,3685852000000.0,3762387700000.0,4062041900000.0,3603968000000.0,3916876500000.0,4084046200000.0,4195335800000.0,3927086500000.0,3929661500000.0,3893777000000.0
2053.0,3669233500000.0,3738295300000.0,4062855300000.0,3592169000000.0,3899267000000.0,4073287600000.0,4186994400000.0,3896839200000.0,3908978900000.0,3876816400000.0
2054.0,3630171000000.0,3699456300000.0,4042858200000.0,3555860000000.0,3884668000000.0,4075470200000.0,4191804500000.0,3870976000000.0,3892091600000.0,3866969500000.0
2055.0,3619482500000.0,3683912000000.0,4033794500000.0,3515791700000.0,3869790000000.0,4063708600000.0,4180815600000.0,3837824000000.0,3883947800000.0,3850698200000.0
2056.0,3593792400000.0,3669119200000.0,4008128300000.0,3497542500000.0,3839403500000.0,4052589700000.0,4166936700000.0,3831066800000.0,3869969200000.0,3843591500000.0
2057.0,3572330100000.0,3639802900000.0,3982620400000.0,3460772400000.0,3825981000000.0,4044308300000.0,4159642000000.0,3831201000000.0,3861963000000.0,3810400700000.0
2058.0,3561455400000.0,3612147400000.0,3961678700000.0,3432934000000.0,3820430000000.0,4022839500000.0,4152098300000.0,3834092200000.0,3854118200000.0,3788628300000.0
2059.0,3526395400000.0,3589148500000.0,3931298600000.0,3394251000000.0,3803133000000.0,4004413700000.0,4143259300000.0,3815708300000.0,3848478400000.0,3787934700000.0
2060.0,3515342400000.0,3558680000000.0,3908725600000.0,3382402400000.0,3787977700000.0,4000836000000.0,4134860800000.0,3787656000000.0,3842926400000.0,3778565600000.0
2061.0,3495745000000.0,3542176200000.0,3898944500000.0,3350967600000.0,3786672200000.0,3973126300000.0,4104771300000.0,3771298500000.0,3815162800000.0,3763331400000.0
2062.0,3484910000000.0,3502880600000.0,3869330600000.0,3320178000000.0,3781886000000.0,3967745000000.0,4091101800000.0,3775293300000.0,3794269600000.0,3732487300000.0
2063.0,3480384400000.0,3491712200000.0,3851031000000.0,3296294000000.0,3775393700000.0,3966226700000.0,4081403300000.0,3779595300000.0,3772159600000.0,3707793000000.0
2064.0,3466540000000.0,3469974400000.0,3821109500000.0,3284832000000.0,3758885400000.0,3943036000000.0,4070715700000.0,3760019200000.0,3745351200000.0,3716652200000.0
2065.0,3441286700000.0,3450575500000.0,3821863400000.0,3260513800000.0,3747987800000.0,3933750000000.0,4062514800000.0,3745796300000.0,3726842300000.0,3707612700000.0
2066.0,3421309000000.0,3429921500000.0,3814204600000.0,3241967600000.0,3737404300000.0,3915142000000.0,4060671600000.0,3725123600000.0,3704207000000.0,3687540900000.0
2067.0,3403796700000.0,3398994200000.0,3778005200000.0,3211159100000.0,3726612600000.0,3897533400000.0,4072313700000.0,3723917300000.0,3671736500000.0,3675671800000.0
2068.0,3385560700000.0,3386966000000.0,3755674200000.0,3168256700000.0,3716524800000.0,3892771800000.0,4056516400000.0,3724185700000.0,3640994000000.0,3686721000000.0
2069.0,3366197400000.0,3355908000000.0,3723228600000.0,3153263000000.0,3704340600000.0,3866832000000.0,4058995500000.0,3703064200000.0,3620827300000.0,3699899600000.0
2070.0,3358613800000.0,3333340500000.0,3715221400000.0,3131717200000.0,3695181800000.0,3857540700000.0,4059119000000.0,3677140800000.0,3601165200000.0,3691734600000.0
2071.0,3327150300000.0,3316734500000.0,3712999500000.0,3121954400000.0,3676415200000.0,3839245000000.0,4052143300000.0,3643623000000.0,3584728200000.0,3678076700000.0
2072.0,3314711500000.0,3306348300000.0,3683631200000.0,3110214600000.0,3656741000000.0,3824528000000.0,4074874300000.0,3633977200000.0,3574301200000.0,3653845600000.0
2073.0,3290666000000.0,3298216400000.0,3686691500000.0,3082989300000.0,3649640300000.0,3800919700000.0,4086271300000.0,3622067000000.0,3564911700000.0,3638882500000.0
2074.0,3277776700000.0,3281105000000.0,3682995800000.0,3055560200000.0,3636277300000.0,3791849500000.0,4079720000000.0,3616547300000.0,3556644000000.0,3641740600000.0
2075.0,3239956200000.0,3256458400000.0,3672709300000.0,3053642600000.0,3631243600000.0,3767391200000.0,4063771500000.0,3593201800000.0,3542375500000.0,3639649500000.0
2076.0,3226585000000.0,3236616500000.0,3663728700000.0,3044958800000.0,3635195700000.0,3764313700000.0,4065701700000.0,3590613400000.0,3517126300000.0,3615493200000.0
2077.0,3214421000000.0,3207173800000.0,3654384400000.0,3024792600000.0,3625943800000.0,3740575700000.0,4081256800000.0,3587851400000.0,3512382800000.0,3602922000000.0
2078.0,3205800700000.0,3186997300000.0,3649284300000.0,3007227600000.0,3594032500000.0,3731564300000.0,4078686400000.0,3585297000000.0,3512246000000.0,3571063500000.0
2079.0,3204525300000.0,3147611200000.0,3626178400000.0,3008113700000.0,3585990700000.0,3712123700000.0,4074666700000.0,3584835500000.0,3499126700000.0,3539254400000.0
2080.0,3180065500000.0,3135788500000.0,3629703000000.0,2989456400000.0,3576852600000.0,3708549000000.0,4076365000000.0,3578447300000.0,3473615600000.0,3534723000000.0
2081.0,3170856600000.0,3138855600000.0,3614312200000.0,2980909700000.0,3562779400000.0,3705945700000.0,4061538000000.0,3572861500000.0,3442012300000.0,3534231400000.0
2082.0,3168767600000.0,3119230500000.0,3620881300000.0,2975010700000.0,3539498200000.0,3683509600000.0,4047040700000.0,3563152700000.0,3422609200000.0,3521859300000.0
2083.0,3156218700000.0,3086217600000.0,3608525400000.0,2952881500000.0,3508586700000.0,3668251200000.0,4040530900000.0,3559684000000.0,3398989300000.0,3500354000000.0
2084.0,3135329000000.0,3083655200000.0,3587480500000.0,2932724200000.0,3501872400000.0,3647691000000.0,4020142300000.0,3533341000000.0,3385045500000.0,3492016800000.0
2085.0,3127148000000.0,3076860000000.0,3584985700000.0,2912779800000.0,3493154300000.0,3629765000000.0,4012638000000.0,3522845200000.0,3386466000000.0,3490299000000.0
2086.0,3093707400000.0,3054938600000.0,3576397000000.0,2895368400000.0,3470965300000.0,3601121400000.0,4008576500000.0,3522955300000.0,3376775000000.0,3483741200000.0
2087.0,3055084000000.0,3031909300000.0,3564825500000.0,2888407000000.0,3450679900000.0,3585383300000.0,4006604000000.0,3524958600000.0,3361075400000.0,3494812800000.0
2088.0,3033449400000.0,3018675200000.0,3560200200000.0,2882495600000.0,3429411800000.0,3566602800000.0,4008383600000.0,3521200800000.0,3346296000000.0,3497897800000.0
2089.0,3026336400000.0,3004029700000.0,3566487700000.0,2877400800000.0,3430906000000.0,3543442700000.0,4023770400000.0,3507240600000.0,3341436800000.0,3484477600000.0
2090.0,3015989500000.0,3003155700000.0,3567679200000.0,2850441100000.0,3415000000000.0,3514072600000.0,4020114300000.0,3509140000000.0,3333970700000.0,3486552000000.0
2091.0,2992537900000.0,2989555000000.0,3552719400000.0,2846914800000.0,3415006800000.0,3482932500000.0,4030705400000.0,3497754400000.0,3323255000000.0,3479153400000.0
2092.0,2975302000000.0,2975900400000.0,3558591400000.0,2843261000000.0,3398556700000.0,3455895500000.0,4010644300000.0,3499576300000.0,3335630400000.0,3458493800000.0
2093.0,2966902500000.0,2971794100000.0,3541918300000.0,2842399300000.0,3362920600000.0,3432447500000.0,4003689400000.0,3493704000000.0,3327443000000.0,3433572300000.0
2094.0,2964702600000.0,2959261800000.0,3534206800000.0,2827569900000.0,3350168000000.0,3402903000000.0,4007387700000.0,3487139000000.0,3329382000000.0,3425427800000.0
2095.0,2947847800000.0,2943921200000.0,3523143800000.0,2808904700000.0,3346344400000.0,3401439000000.0,4017130300000.0,3479224000000.0,3310196400000.0,3410737500000.0
2096.0,2926663000000.0,2936066500000.0,3512859600000.0,2796633700000.0,3352966500000.0,3384172000000.0,4016662400000.0,3484666000000.0,3308631000000.0,3396709000000.0
2097.0,2907033300000.0,2919491000000.0,3506733800000.0,2783891400000.0,3361149000000.0,3366904400000.0,3998404800000.0,3468511700000.0,3301752700000.0,3399241700000.0
2098.0,2896852000000.0,2902228500000.0,3501597000000.0,2766191500000.0,3346530600000.0,3346708300000.0,4014499200000.0,3468208600000.0,3282826000000.0,3408480200000.0
2099.0,2884858300000.0,2897025200000.0,3497744100000.0,2760107400000.0,3337015300000.0,3321104000000.0,4009114000000.0,3463433400000.0,3264565200000.0,3389867000000.0
2100.0,2867888700000.0,2868637300000.0,3497200700000.0,2751947000000.0,3338728400000.0,3299523200000.0,3994039000000.0,3454716600000.0,3258633000000.0,3380753500000.0
