time,BCC-CSM2-MR,CESM2,MPI-ESM1-2-HR,MRI-ESM2-0,INM-CM5-0,CAMS-CSM1-0,GFDL-ESM4,FGOALS-F3-L,EC-EARTH3-VEG,CESM2-WACCM,NORESM2-MM,EC-EARTH3,INM-CM4-8
2011.0,40770724000.0,40770724000.0,40770724000.0,40770724000.0,40770724000.0,40770724000.0,40770724000.0,40770724000.0,40770724000.0,40770724000.0,40770724000.0,40770724000.0,40770724000.0
2012.0,40751840000.0,40751840000.0,40751840000.0,40751840000.0,40751840000.0,40751840000.0,40751840000.0,40751840000.0,40751840000.0,40751840000.0,40751840000.0,40751840000.0,40751840000.0
2013.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0,40739030000.0
2014.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0,40773260000.0
2015.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0,40663687000.0
2016.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0,40618150000.0
2017.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0,40577855000.0
2018.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0,40843534000.0
2019.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0,40717242000.0
2020.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0,40583963000.0
2021.0,40532550000.0,40462578000.0,40486707000.0,40577760000.0,40765026000.0,40536130000.0,40745095000.0,40478056000.0,40569344000.0,40566534000.0,40489160000.0,40467100000.0,40532513000.0
2022.0,40451334000.0,40435184000.0,40424133000.0,40486363000.0,40502310000.0,40622190000.0,40492790000.0,40417070000.0,40566750000.0,40560562000.0,40555010000.0,40437363000.0,40452223000.0
2023.0,40544985000.0,40360042000.0,40453490000.0,40396080000.0,40609456000.0,40557203000.0,40465940000.0,40370115000.0,40428605000.0,40501846000.0,40483254000.0,40391170000.0,40426058000.0
2024.0,40578916000.0,40304160000.0,40322666000.0,40387408000.0,40418087000.0,40487040000.0,40399280000.0,40414757000.0,40380113000.0,40410990000.0,40429150000.0,40394244000.0,40463286000.0
2025.0,40489992000.0,40247030000.0,40293880000.0,40328876000.0,40389240000.0,40397173000.0,40376308000.0,40325947000.0,40390308000.0,40323530000.0,40384190000.0,40296542000.0,40330785000.0
2026.0,40403673000.0,40191570000.0,40254796000.0,40337236000.0,40358314000.0,40400050000.0,40319844000.0,40261920000.0,40358030000.0,40412705000.0,40314225000.0,40248693000.0,40354718000.0
2027.0,40344433000.0,40162836000.0,40201585000.0,40223314000.0,40370960000.0,40295110000.0,40270844000.0,40215106000.0,40282150000.0,40294404000.0,40247464000.0,40172716000.0,40381727000.0
2028.0,40301543000.0,40064414000.0,40137896000.0,40162222000.0,40297030000.0,40292990000.0,40351228000.0,40249205000.0,40226824000.0,40275090000.0,40380880000.0,40108230000.0,40229520000.0
2029.0,40259764000.0,39974453000.0,40083255000.0,40129122000.0,40190350000.0,40238342000.0,40310268000.0,40228274000.0,40152695000.0,40212763000.0,40264008000.0,40034020000.0,40166433000.0
2030.0,40198500000.0,39909050000.0,40168542000.0,40061130000.0,40155128000.0,40250720000.0,40283795000.0,40137740000.0,40095000000.0,40181750000.0,40138710000.0,39951323000.0,40098000000.0
2031.0,40167748000.0,39850496000.0,40000848000.0,39989950000.0,40116298000.0,40292650000.0,40228135000.0,40101708000.0,40022438000.0,40117450000.0,40097133000.0,39885046000.0,40050254000.0
2032.0,40095080000.0,39784055000.0,39958344000.0,39925866000.0,40099260000.0,40173760000.0,40177320000.0,40051320000.0,40051150000.0,40064623000.0,40050975000.0,39802147000.0,40010592000.0
2033.0,40032810000.0,39683010000.0,39915123000.0,39866085000.0,40059270000.0,40097837000.0,40100184000.0,40034664000.0,39905370000.0,39985720000.0,39964467000.0,39711820000.0,39989910000.0
2034.0,39929850000.0,39680733000.0,39876436000.0,39781663000.0,39946908000.0,40060330000.0,40043640000.0,39955788000.0,39916200000.0,39917250000.0,40096210000.0,39623467000.0,39900426000.0
2035.0,39837815000.0,39567840000.0,39900574000.0,39728562000.0,39911514000.0,39969830000.0,40165736000.0,39920100000.0,39775683000.0,39852720000.0,39852100000.0,39509040000.0,39840236000.0
2036.0,39789285000.0,39486210000.0,39760626000.0,39661940000.0,39931937000.0,40045440000.0,39993565000.0,39830250000.0,39692000000.0,39795690000.0,39789875000.0,39360942000.0,39798567000.0
2037.0,39682814000.0,39382330000.0,39671833000.0,39555187000.0,39778206000.0,39861040000.0,39960453000.0,39762660000.0,39602024000.0,39704502000.0,39811363000.0,39231468000.0,39732216000.0
2038.0,39716300000.0,39265610000.0,39595380000.0,39544435000.0,39678136000.0,39790985000.0,39862170000.0,39715963000.0,39499600000.0,39637758000.0,39778095000.0,39125414000.0,39670410000.0
2039.0,39656178000.0,39113200000.0,39530810000.0,39409988000.0,39593247000.0,39754220000.0,39898850000.0,39631090000.0,39404278000.0,39539020000.0,39624024000.0,38989950000.0,39652380000.0
2040.0,39616620000.0,39021085000.0,39478820000.0,39392100000.0,39544435000.0,39707420000.0,39776727000.0,39588565000.0,39336514000.0,39447114000.0,39554800000.0,38845470000.0,39556973000.0
2041.0,39495045000.0,38871364000.0,39397237000.0,39225504000.0,39452100000.0,39756900000.0,39697460000.0,39460246000.0,39217046000.0,39313040000.0,39438295000.0,38685470000.0,39469523000.0
2042.0,39354257000.0,38807458000.0,39337824000.0,39132200000.0,39358194000.0,39692456000.0,39603250000.0,39381350000.0,39117804000.0,39204460000.0,39322976000.0,38529520000.0,39411700000.0
2043.0,39270050000.0,38645215000.0,39257444000.0,39019086000.0,39258420000.0,39588246000.0,39527657000.0,39321555000.0,39042544000.0,39103295000.0,39224922000.0,38385280000.0,39291736000.0
2044.0,39249486000.0,38494515000.0,39160310000.0,38889400000.0,39158300000.0,39535202000.0,39434703000.0,39213564000.0,38978142000.0,38982545000.0,39118746000.0,38193410000.0,39249064000.0
2045.0,39205740000.0,38352210000.0,39185093000.0,38811816000.0,39027745000.0,39501836000.0,39452213000.0,39121457000.0,38855696000.0,38904330000.0,39055372000.0,38037100000.0,39177236000.0
2046.0,39084560000.0,38174007000.0,39019500000.0,38698447000.0,38969230000.0,39427860000.0,39310828000.0,39075290000.0,38728270000.0,38733080000.0,38940910000.0,37986185000.0,39119710000.0
2047.0,38935163000.0,37974032000.0,38916170000.0,38555963000.0,38800520000.0,39278617000.0,39224900000.0,38987715000.0,38535190000.0,38610680000.0,38842830000.0,37704835000.0,38968290000.0
2048.0,38818955000.0,37815850000.0,38815687000.0,38349943000.0,38853407000.0,39271416000.0,39132406000.0,38842122000.0,38357664000.0,38444884000.0,38739927000.0,37468940000.0,38888870000.0
2049.0,38673015000.0,37614520000.0,38719386000.0,38180176000.0,38665183000.0,39138950000.0,39075025000.0,38798850000.0,38200898000.0,38282580000.0,38601400000.0,37200105000.0,38795920000.0
2050.0,38528516000.0,37362460000.0,38759862000.0,38090910000.0,38535990000.0,39034606000.0,38982615000.0,38674620000.0,38010380000.0,38084858000.0,38471790000.0,37002883000.0,38688360000.0
2051.0,38353998000.0,37174874000.0,38575763000.0,37910917000.0,38385603000.0,39188038000.0,38882804000.0,38562095000.0,37819650000.0,37896176000.0,38340452000.0,36720464000.0,38620467000.0
2052.0,38384865000.0,37060940000.0,38480090000.0,37790760000.0,38250107000.0,38912900000.0,38784238000.0,38383140000.0,37594296000.0,37703246000.0,38160306000.0,36434973000.0,38463537000.0
2053.0,38123934000.0,36842136000.0,38274916000.0,37599506000.0,38095680000.0,38807843000.0,38753010000.0,38237920000.0,37374603000.0,37538780000.0,37959760000.0,36121506000.0,38345396000.0
2054.0,37970055000.0,36562186000.0,38136430000.0,37447135000.0,37955530000.0,38670483000.0,38597046000.0,38114615000.0,37123056000.0,37366452000.0,37762154000.0,35740300000.0,38219858000.0
2055.0,37798232000.0,36359148000.0,38084964000.0,37249150000.0,37846536000.0,38577074000.0,38485370000.0,37975937000.0,36881960000.0,37161378000.0,37577950000.0,35386930000.0,38044670000.0
2056.0,37612360000.0,36218060000.0,37954863000.0,37043917000.0,37684700000.0,38503903000.0,38389244000.0,37820297000.0,36604658000.0,36928050000.0,37413904000.0,34988335000.0,37888050000.0
2057.0,37509940000.0,35978617000.0,37822165000.0,36800266000.0,37569155000.0,38378490000.0,38251307000.0,37714584000.0,36325167000.0,36686877000.0,37259338000.0,34625036000.0,37738205000.0
2058.0,37405450000.0,35734143000.0,37676170000.0,36633784000.0,37360427000.0,38328630000.0,38101390000.0,37596030000.0,36012190000.0,36428300000.0,37034697000.0,34261890000.0,37542650000.0
2059.0,37192802000.0,35486753000.0,37548597000.0,36410565000.0,37207745000.0,38185374000.0,37972394000.0,37478120000.0,35746275000.0,36242854000.0,36888986000.0,33880594000.0,37358924000.0
2060.0,36997014000.0,35230495000.0,37430140000.0,36217030000.0,36940382000.0,38109480000.0,37856540000.0,37317206000.0,35468075000.0,36017263000.0,36693400000.0,33409624000.0,37227373000.0
2061.0,36875583000.0,34943603000.0,37250890000.0,35896623000.0,36705427000.0,37925618000.0,37728616000.0,37150036000.0,35147633000.0,35789690000.0,36447236000.0,33000448000.0,37020960000.0
2062.0,36744008000.0,34739094000.0,37166658000.0,35595194000.0,36531007000.0,37815190000.0,37560816000.0,36970967000.0,34777276000.0,35580264000.0,36254790000.0,32563190000.0,36853285000.0
2063.0,36499784000.0,34419610000.0,37096124000.0,35338660000.0,36326023000.0,37699084000.0,37399556000.0,36768770000.0,34430575000.0,35331764000.0,36051874000.0,32047704000.0,36655170000.0
2064.0,36211286000.0,34163073000.0,36875895000.0,35063820000.0,36111258000.0,37585605000.0,37225640000.0,36598710000.0,33958021000.0,35033310000.0,35837530000.0,31686236000.0,36462838000.0
2065.0,36009128000.0,33897638000.0,36679197000.0,34724860000.0,35921056000.0,37584617000.0,37115044000.0,36410425000.0,33523145000.0,34796044000.0,35613286000.0,31273052000.0,36293970000.0
2066.0,35823180000.0,33667879000.0,36487983000.0,34501620000.0,35716362000.0,37413190000.0,36949730000.0,36243750000.0,33111534000.0,34538890000.0,35262520000.0,30797926000.0,36099396000.0
2067.0,35609220000.0,33365236000.0,36315034000.0,34202650000.0,35468124000.0,37267608000.0,36736160000.0,36013840000.0,32734430000.0,34278488000.0,35005338000.0,30365706000.0,35874950000.0
2068.0,35349107000.0,33059787000.0,36254028000.0,33883570000.0,35220177000.0,37183100000.0,36551393000.0,35736093000.0,32369916000.0,33997090000.0,34722198000.0,29852998000.0,35625005000.0
2069.0,35125907000.0,32750641000.0,36099195000.0,33550262000.0,35020690000.0,37106504000.0,36296430000.0,35460403000.0,31910840000.0,33748552000.0,34446960000.0,29314440000.0,35395703000.0
2070.0,34855813000.0,32395444000.0,35835187000.0,33216342000.0,34839572000.0,36854770000.0,36110060000.0,35243745000.0,31467720000.0,33387380000.0,34079408000.0,28891828000.0,35166550000.0
2071.0,34586870000.0,32051427000.0,35624763000.0,32871672000.0,34638330000.0,36884566000.0,35907500000.0,35016040000.0,30951318000.0,33023988000.0,33712740000.0,28376620000.0,34931050000.0
2072.0,34355257000.0,31704703000.0,35425493000.0,32503122000.0,34380456000.0,36649484000.0,35739685000.0,34779470000.0,30351480000.0,32697276000.0,33374147000.0,27926370000.0,34696733000.0
2073.0,34123184000.0,31315018000.0,35190813000.0,32114141000.0,34115178000.0,36529820000.0,35518750000.0,34531370000.0,29909678000.0,32354406000.0,32965763000.0,27420811000.0,34426487000.0
2074.0,33918550000.0,30919498000.0,34994414000.0,31705666000.0,33817915000.0,36345393000.0,35294515000.0,34321207000.0,29412917000.0,32054096000.0,32631440000.0,26969380000.0,34133508000.0
2075.0,33576333000.0,30559726000.0,34793378000.0,31333214000.0,33605210000.0,36130850000.0,35057295000.0,33988637000.0,28910582000.0,31627948000.0,32220606000.0,26483943000.0,33864940000.0
2076.0,33296065000.0,30216608000.0,34606952000.0,31026950000.0,33344946000.0,36127540000.0,34832810000.0,33670578000.0,28289995000.0,31113675000.0,31827309000.0,25956145000.0,33619606000.0
2077.0,33009422000.0,29816584000.0,34445460000.0,30631807000.0,33060567000.0,35928994000.0,34606793000.0,33377937000.0,27716968000.0,30742098000.0,31458662000.0,25439988000.0,33307644000.0
2078.0,32731513000.0,29495015000.0,34454245000.0,30217589000.0,32787788000.0,35775005000.0,34356650000.0,33018923000.0,27206603000.0,30373026000.0,31106003000.0,24908050000.0,32959120000.0
2079.0,32462944000.0,29072857000.0,34106708000.0,29848519000.0,32531614000.0,35645088000.0,34191260000.0,32734580000.0,26684363000.0,30010892000.0,30672134000.0,24373354000.0,32696030000.0
2080.0,32160584000.0,28604457000.0,33893771000.0,29430866000.0,32240552000.0,35388690000.0,33869672000.0,32481006000.0,26229625000.0,29608772000.0,30309587000.0,23752780000.0,32376642000.0
2081.0,31953811000.0,28206200000.0,33708770000.0,29082698000.0,32037118000.0,35280306000.0,33647399000.0,32192334000.0,25685418000.0,29192167000.0,29918507000.0,23146643000.0,32059365000.0
2082.0,31714660000.0,27835552000.0,33515358000.0,28802685000.0,31753687000.0,35237390000.0,33430987000.0,31929334000.0,25070510000.0,28799214000.0,29495507000.0,22623017000.0,31718918000.0
2083.0,31464305000.0,27413668000.0,33343265000.0,28459805000.0,31464620000.0,35101725000.0,33190003000.0,31653220000.0,24569532000.0,28352473000.0,29096983000.0,22078583000.0,31403020000.0
2084.0,31194155000.0,26978564000.0,33300589000.0,28113773000.0,31178795000.0,34890973000.0,32918618000.0,31445662000.0,23980384000.0,27968588000.0,28767361000.0,21582010000.0,31053697000.0
2085.0,30927921000.0,26582063000.0,33034967000.0,27658844000.0,30957595000.0,34715304000.0,32639867000.0,31129332000.0,23493904000.0,27581465000.0,28355846000.0,21065607000.0,30723635000.0
2086.0,30552720000.0,26098210000.0,32855540000.0,27270212000.0,30644875000.0,34560283000.0,32402678000.0,30898907000.0,22924648000.0,27179547000.0,27988191000.0,20442937000.0,30435256000.0
2087.0,30293903000.0,25666712000.0,32687870000.0,26809616000.0,30362413000.0,34517920000.0,32073617000.0,30640232000.0,22434812000.0,26685870000.0,27613240000.0,19944264000.0,30069905000.0
2088.0,29975329000.0,25185510000.0,32528296000.0,26399177000.0,30090390000.0,34280452000.0,31766968000.0,30291644000.0,21825198000.0,26196425000.0,27288074000.0,19392545000.0,29751687000.0
2089.0,29615376000.0,24742191000.0,32416700000.0,26016080000.0,29760320000.0,34118287000.0,31470256000.0,30027092000.0,21190648000.0,25762785000.0,26967658000.0,18893185000.0,29465133000.0
2090.0,29230998000.0,24358550000.0,32150020000.0,25653785000.0,29509458000.0,33911222000.0,31232950000.0,29763334000.0,20631054000.0,25376684000.0,26538762000.0,18097070000.0,29152983000.0
2091.0,28922995000.0,23947311000.0,32105695000.0,25341980000.0,29203792000.0,33762124000.0,30935712000.0,29474572000.0,20139310000.0,24929757000.0,26144115000.0,17403607000.0,28885334000.0
2092.0,28554856000.0,23478184000.0,31901140000.0,25014178000.0,28949830000.0,33562570000.0,30670030000.0,29136703000.0,19702714000.0,24472550000.0,25713130000.0,16713464000.0,28586035000.0
2093.0,28219122000.0,23014580000.0,31587146000.0,24562266000.0,28592835000.0,33332470000.0,30368326000.0,28762670000.0,19134953000.0,24047874000.0,25331018000.0,16098927000.0,28287820000.0
2094.0,27783880000.0,22555494000.0,31359042000.0,24093424000.0,28289747000.0,33099942000.0,30095305000.0,28463413000.0,18423067000.0,23685566000.0,24914375000.0,15546636000.0,27949880000.0
2095.0,27281558000.0,22199902000.0,31258919000.0,23732881000.0,28052994000.0,32938217000.0,29762910000.0,28129507000.0,17659552000.0,23239512000.0,24540688000.0,15117827000.0,27549330000.0
2096.0,26739229000.0,21659032000.0,31071443000.0,23295232000.0,27742271000.0,32766503000.0,29525514000.0,27805964000.0,16918414000.0,22793126000.0,24091013000.0,14708091000.0,27250570000.0
2097.0,26411385000.0,21265818000.0,30845039000.0,22879465000.0,27446278000.0,32467059000.0,29213102000.0,27469478000.0,16378201000.0,22337608000.0,23530295000.0,14067097000.0,26972897000.0
2098.0,25980758000.0,20657183000.0,30570217000.0,22517432000.0,27121537000.0,32231565000.0,28895773000.0,27179130000.0,15756558000.0,21848472000.0,23088890000.0,13612312000.0,26647427000.0
2099.0,25673791000.0,20211935000.0,30379135000.0,22065430000.0,26883054000.0,32037730000.0,28494200000.0,26886513000.0,15090766000.0,21461567000.0,22694361000.0,13160714000.0,26278306000.0
2100.0,25231000000.0,19654152000.0,30164870000.0,21570173000.0,26567563000.0,31733522000.0,28116466000.0,26607522000.0,14601559000.0,20886972000.0,22331838000.0,12748599000.0,25929464000.0
