time,FGOALS-F3-L,GFDL-ESM4,EC-EARTH3-VEG,INM-CM5-0,MRI-ESM2-0,CAMS-CSM1-0,CMCC-CM2-SR5,CESM2,BCC-CSM2-MR,MPI-ESM1-2-HR,INM-CM4-8,EC-EARTH3,CESM2-WACCM,NORESM2-MM
2086.0,33431882000.0,33577675000.0,27572105000.0,33528965000.0,28315255000.0,34964095000.0,25050595000.0,28244610000.0,31954350000.0,34174364000.0,30944522000.0,26139214000.0,28434520000.0,29808220000.0
2087.0,33232820000.0,33169424000.0,27227337000.0,33334129000.0,28004310000.0,34745990000.0,24639707000.0,27971502000.0,31828912000.0,33999737000.0,30713307000.0,25752842000.0,28264590000.0,29557920000.0
2088.0,33044140000.0,32970783000.0,26870448000.0,33148461000.0,27732695000.0,34701690000.0,24079010000.0,27694832000.0,31608607000.0,33876974000.0,30526270000.0,25277456000.0,27816810000.0,29189003000.0
2089.0,32854172000.0,32852543000.0,26400668000.0,32940724000.0,27387744000.0,34499842000.0,23664007000.0,27398570000.0,31317772000.0,33685811000.0,30277175000.0,24823366000.0,27523924000.0,28899656000.0
2090.0,32604189000.0,32618535000.0,25945942000.0,32823108000.0,27133980000.0,34405490000.0,23181963000.0,27012127000.0,31078416000.0,33500496000.0,30110239000.0,24482464000.0,27181316000.0,28677011000.0
2091.0,32352852000.0,32475464000.0,25545243000.0,32598220000.0,26838645000.0,34228353000.0,22685956000.0,26731448000.0,30832607000.0,33308422000.0,29845720000.0,24117629000.0,26818830000.0,28342170000.0
2092.0,32257864000.0,32194744000.0,25067467000.0,32501363000.0,26577950000.0,34102454000.0,22258782000.0,26481897000.0,30605440000.0,33154073000.0,29595664000.0,23677168000.0,26505744000.0,28096055000.0
2093.0,32032803000.0,32016984000.0,24681640000.0,32250585000.0,26327290000.0,33947974000.0,21899958000.0,26221814000.0,30334456000.0,32985946000.0,29327573000.0,23298705000.0,26151576000.0,27762129000.0
2094.0,31806590000.0,31803765000.0,24279638000.0,32061741000.0,26216528000.0,33812455000.0,21387030000.0,25822718000.0,30069813000.0,32851444000.0,29023033000.0,22879236000.0,25781710000.0,27403887000.0
2095.0,31726047000.0,31622765000.0,23922735000.0,31905174000.0,25881248000.0,33650030000.0,20867762000.0,25567939000.0,29701170000.0,32572238000.0,28758825000.0,22395638000.0,25480931000.0,27124242000.0
2096.0,31373169000.0,31351173000.0,23503458000.0,31625824000.0,25797681000.0,33479934000.0,20302550000.0,25294053000.0,29327798000.0,32388050000.0,28493582000.0,21969121000.0,25158520000.0,26847146000.0
2097.0,31227447000.0,31057107000.0,23098714000.0,31708834000.0,25444210000.0,33237586000.0,19802950000.0,25022860000.0,29097914000.0,32214990000.0,28269273000.0,21464280000.0,24891394000.0,26595660000.0
2098.0,31045833000.0,30840465000.0,22705992000.0,31384228000.0,25157097000.0,33172042000.0,19313787000.0,24692710000.0,28735365000.0,32066025000.0,27976575000.0,21002308000.0,24508936000.0,26292244000.0
2099.0,30805688000.0,30625268000.0,22272850000.0,31127974000.0,25014526000.0,33853315000.0,18786404000.0,24372046000.0,28452946000.0,31882127000.0,27665947000.0,20567085000.0,24223697000.0,25926748000.0
2100.0,30545336000.0,30449953000.0,21796729000.0,30928703000.0,24799940000.0,32916603000.0,18295333000.0,23982903000.0,28164727000.0,31718250000.0,27438336000.0,19996020000.0,23885537000.0,25701095000.0
