time,MPI-ESM-LR,CANESM2,CESM1-CAM5
2000.0,869247400000.0,869247400000.0,869247400000.0
2001.0,869160700000.0,869160700000.0,869160700000.0
2002.0,866940940000.0,866940940000.0,866940940000.0
2003.0,865062400000.0,865062400000.0,865062400000.0
2004.0,861031500000.0,861031500000.0,861031500000.0
2005.0,857439400000.0,857439400000.0,857439400000.0
2006.0,847826500000.0,847826500000.0,847826500000.0
2007.0,835716800000.0,835716800000.0,835716800000.0
2008.0,825610300000.0,825610300000.0,825610300000.0
2009.0,823401600000.0,823401600000.0,823401600000.0
2010.0,805672450000.0,805672450000.0,805672450000.0
2011.0,793252100000.0,793252100000.0,793252100000.0
2012.0,787780530000.0,787780530000.0,787780530000.0
2013.0,775046500000.0,775046500000.0,775046500000.0
2014.0,770802200000.0,770802200000.0,770802200000.0
2015.0,759412000000.0,759412000000.0,759412000000.0
2016.0,754134940000.0,754134940000.0,754134940000.0
2017.0,744729800000.0,744729800000.0,744729800000.0
2018.0,736840500000.0,736840500000.0,736840500000.0
2019.0,725345300000.0,725345300000.0,725345300000.0
2020.0,718000500000.0,718000500000.0,718000500000.0
2021.0,703543100000.0,709587760000.0,706307500000.0
2022.0,687663150000.0,701670700000.0,698324200000.0
2023.0,675487500000.0,683206500000.0,691425000000.0
2024.0,667620500000.0,676320900000.0,678519100000.0
2025.0,664301700000.0,677315700000.0,663727830000.0
2026.0,656613440000.0,670063900000.0,655098050000.0
2027.0,639264300000.0,665104350000.0,637192000000.0
2028.0,621319800000.0,653200400000.0,627579550000.0
2029.0,597237500000.0,635592050000.0,616546400000.0
2030.0,578877850000.0,616368800000.0,613525360000.0
2031.0,572244000000.0,615876900000.0,604985400000.0
2032.0,554166200000.0,609682850000.0,589659400000.0
2033.0,540039680000.0,596734600000.0,569866450000.0
2034.0,541021600000.0,585529000000.0,557711200000.0
2035.0,538127800000.0,566594000000.0,547916640000.0
2036.0,527653800000.0,545317300000.0,535645360000.0
2037.0,519969440000.0,539089630000.0,524383980000.0
2038.0,513629000000.0,524384040000.0,506595250000.0
2039.0,497233170000.0,513118700000.0,494291900000.0
2040.0,482183870000.0,518093240000.0,484293540000.0
2041.0,472274080000.0,512014120000.0,479962040000.0
2042.0,467253660000.0,496894800000.0,471823900000.0
2043.0,461119060000.0,484057060000.0,453011300000.0
2044.0,459853400000.0,469694450000.0,443664300000.0
2045.0,449252800000.0,462709260000.0,430990600000.0
2046.0,444677950000.0,456055300000.0,427910170000.0
2047.0,432394000000.0,442160740000.0,417294900000.0
2048.0,419482470000.0,435664030000.0,413604600000.0
2049.0,409269800000.0,426504220000.0,412023100000.0
2050.0,406172370000.0,419849930000.0,404830030000.0
2051.0,409016630000.0,415048760000.0,402397760000.0
2052.0,402654800000.0,408452070000.0,395362400000.0
2053.0,403015070000.0,402769640000.0,396763460000.0
2054.0,404222150000.0,395446100000.0,388641650000.0
2055.0,399564470000.0,395225300000.0,382668730000.0
2056.0,402522080000.0,382810260000.0,375328870000.0
2057.0,397538230000.0,379357300000.0,374540760000.0
2058.0,388301300000.0,385051560000.0,362613370000.0
2059.0,392456930000.0,377120420000.0,352678870000.0
2060.0,387902900000.0,364774230000.0,347764720000.0
2061.0,384325700000.0,352790740000.0,339307330000.0
2062.0,381494500000.0,341985030000.0,332789800000.0
2063.0,379088300000.0,332623700000.0,333435600000.0
2064.0,381360180000.0,328685850000.0,325318900000.0
2065.0,375839130000.0,322824960000.0,318768350000.0
2066.0,372947580000.0,315964330000.0,312511660000.0
2067.0,377334330000.0,307420400000.0,314719700000.0
2068.0,375468030000.0,301063860000.0,307009360000.0
2069.0,368700880000.0,297781400000.0,302120570000.0
2070.0,366895500000.0,289903250000.0,299943170000.0
2071.0,366693450000.0,288279230000.0,295538800000.0
2072.0,367831680000.0,285649930000.0,294597820000.0
2073.0,362868340000.0,282830050000.0,289126740000.0
2074.0,363563400000.0,278392500000.0,285774250000.0
2075.0,359361640000.0,283714550000.0,284662900000.0
2076.0,362496460000.0,279531980000.0,285685700000.0
2077.0,361797650000.0,283253800000.0,288626180000.0
2078.0,363639180000.0,285562440000.0,286242200000.0
2079.0,365483460000.0,281652820000.0,286305200000.0
2080.0,358214300000.0,278560570000.0,281352440000.0
2081.0,359619170000.0,282447300000.0,280116600000.0
2082.0,360015230000.0,287534100000.0,277269220000.0
2083.0,360654770000.0,285427000000.0,275269100000.0
2084.0,355272800000.0,289490730000.0,272971500000.0
2085.0,354711270000.0,301962430000.0,271542580000.0
2086.0,363671100000.0,303843000000.0,270788030000.0
2087.0,360049840000.0,304684830000.0,269734540000.0
2088.0,367801370000.0,313637630000.0,273650450000.0
2089.0,363573700000.0,313263620000.0,271390200000.0
2090.0,359207370000.0,309469580000.0,268614000000.0
2091.0,361004240000.0,313689470000.0,267557860000.0
2092.0,357527100000.0,320220430000.0,272603990000.0
2093.0,362928570000.0,327847250000.0,272478450000.0
2094.0,363331680000.0,325073860000.0,267683150000.0
2095.0,367557150000.0,327757300000.0,270249230000.0
2096.0,369462280000.0,324799460000.0,270291450000.0
2097.0,368547600000.0,326911330000.0,269770830000.0
2098.0,366605300000.0,323792100000.0,270874380000.0
2099.0,362444130000.0,320420540000.0,271991720000.0
2100.0,361304560000.0,315691070000.0,273369600000.0
2101.0,369581560000.0,316237600000.0,270845820000.0
2102.0,376580080000.0,321270900000.0,270672070000.0
2103.0,376254040000.0,328487240000.0,269432370000.0
2104.0,373319370000.0,328601570000.0,269401740000.0
2105.0,375220100000.0,330683840000.0,271871330000.0
2106.0,375479470000.0,326249840000.0,268871190000.0
2107.0,377807860000.0,321452740000.0,267731960000.0
2108.0,381211900000.0,325168560000.0,268263640000.0
2109.0,379168650000.0,326524000000.0,268601260000.0
2110.0,376956940000.0,321807220000.0,271515900000.0
2111.0,382074420000.0,323320640000.0,271339100000.0
2112.0,378012200000.0,322965900000.0,270952050000.0
2113.0,378926830000.0,318131370000.0,266796470000.0
2114.0,382407900000.0,313344920000.0,264952250000.0
2115.0,377030700000.0,318707140000.0,262778320000.0
2116.0,375181770000.0,314012700000.0,262062000000.0
2117.0,378484700000.0,312777600000.0,260570350000.0
2118.0,377503550000.0,313134350000.0,257287130000.0
2119.0,384011000000.0,318458900000.0,251862760000.0
2120.0,390609000000.0,323876550000.0,255567940000.0
2121.0,399471000000.0,318397120000.0,256907100000.0
2122.0,402506940000.0,314906770000.0,257871950000.0
2123.0,407654560000.0,318896900000.0,253330060000.0
2124.0,410580800000.0,331768600000.0,253065200000.0
2125.0,416812370000.0,338442200000.0,253130420000.0
2126.0,411235200000.0,331871400000.0,251103760000.0
2127.0,407222260000.0,326948400000.0,246848160000.0
2128.0,403491880000.0,323147040000.0,250032010000.0
2129.0,406295250000.0,322009430000.0,246423900000.0
2130.0,415822000000.0,311531800000.0,246193720000.0
2131.0,418353640000.0,312006700000.0,245319340000.0
2132.0,425009000000.0,313641800000.0,246674260000.0
2133.0,423064240000.0,315722470000.0,245093320000.0
2134.0,420647300000.0,316450770000.0,238934280000.0
2135.0,412777780000.0,318572700000.0,235871940000.0
2136.0,415792920000.0,314340840000.0,234072080000.0
2137.0,414009330000.0,306011600000.0,233284810000.0
2138.0,408627640000.0,307967520000.0,236235150000.0
2139.0,411660550000.0,322682160000.0,235469440000.0
2140.0,415929660000.0,318857280000.0,236834910000.0
2141.0,416130560000.0,319753900000.0,235945660000.0
2142.0,420610200000.0,316896540000.0,234889940000.0
2143.0,418251340000.0,321098680000.0,235494150000.0
2144.0,416575200000.0,323846670000.0,234865510000.0
2145.0,408315100000.0,327043840000.0,236983070000.0
2146.0,407863360000.0,329300640000.0,241263590000.0
2147.0,415636130000.0,330981440000.0,246777870000.0
2148.0,418271230000.0,343079940000.0,251667270000.0
2149.0,416600300000.0,339767500000.0,252201190000.0
2150.0,418402530000.0,332883000000.0,254168630000.0
2151.0,417521300000.0,324725000000.0,251829260000.0
2152.0,418179740000.0,329150460000.0,252552510000.0
2153.0,414656070000.0,324155830000.0,252314350000.0
2154.0,417403730000.0,320253620000.0,251101510000.0
2155.0,414797800000.0,319764800000.0,251581840000.0
2156.0,415881100000.0,319374500000.0,248769130000.0
2157.0,415398170000.0,313667450000.0,250336530000.0
2158.0,413755800000.0,311234100000.0,251514810000.0
2159.0,420609560000.0,310225170000.0,250611470000.0
2160.0,427524200000.0,313444470000.0,247681900000.0
2161.0,427280370000.0,308812900000.0,250301640000.0
2162.0,420750920000.0,309277980000.0,250424670000.0
2163.0,424772700000.0,301774100000.0,254958650000.0
2164.0,436628400000.0,302477870000.0,257879850000.0
2165.0,440235800000.0,301612730000.0,260471830000.0
2166.0,442182530000.0,311072600000.0,259401060000.0
2167.0,436894630000.0,313900830000.0,256721450000.0
2168.0,437700070000.0,312710070000.0,255134500000.0
2169.0,436676000000.0,311865600000.0,251777600000.0
2170.0,440282400000.0,310380040000.0,250032830000.0
2171.0,448333900000.0,310719550000.0,249601850000.0
2172.0,444373570000.0,310445640000.0,250702120000.0
2173.0,449234140000.0,316870500000.0,251588700000.0
2174.0,456222800000.0,312203150000.0,254729620000.0
2175.0,461116380000.0,315314440000.0,255738000000.0
2176.0,458422220000.0,312001100000.0,256161870000.0
2177.0,457489900000.0,320904950000.0,252033740000.0
2178.0,464313420000.0,314211430000.0,252089190000.0
2179.0,468717440000.0,309024060000.0,253965620000.0
2180.0,470771530000.0,311424480000.0,258656520000.0
2181.0,469481420000.0,307055430000.0,263361460000.0
2182.0,478545280000.0,311717700000.0,261979240000.0
2183.0,489243080000.0,311766680000.0,261877220000.0
2184.0,489643470000.0,312993200000.0,257758940000.0
2185.0,482317960000.0,311650580000.0,258439200000.0
2186.0,484050960000.0,321336100000.0,260337530000.0
2187.0,489616640000.0,326571300000.0,260965100000.0
2188.0,507857700000.0,324708660000.0,258096170000.0
2189.0,506178370000.0,329605800000.0,260455830000.0
2190.0,509244640000.0,326703600000.0,262334070000.0
2191.0,509317800000.0,332496830000.0,260682450000.0
2192.0,515603460000.0,330013400000.0,259353230000.0
