time,CCSM4,MPI-ESM-LR,CSIRO-MK3-6-0
2000.0,869247400000.0,869247400000.0,869247400000.0
2001.0,869160700000.0,869160700000.0,869160700000.0
2002.0,866940940000.0,866940940000.0,866940940000.0
2003.0,865062400000.0,865062400000.0,865062400000.0
2004.0,861031500000.0,861031500000.0,861031500000.0
2005.0,857439400000.0,857439400000.0,857439400000.0
2006.0,847826500000.0,847826500000.0,847826500000.0
2007.0,835716800000.0,835716800000.0,835716800000.0
2008.0,825610300000.0,825610300000.0,825610300000.0
2009.0,823401600000.0,823401600000.0,823401600000.0
2010.0,805672450000.0,805672450000.0,805672450000.0
2011.0,793252100000.0,793252100000.0,793252100000.0
2012.0,787780530000.0,787780530000.0,787780530000.0
2013.0,775046500000.0,775046500000.0,775046500000.0
2014.0,770802200000.0,770802200000.0,770802200000.0
2015.0,759412000000.0,759412000000.0,759412000000.0
2016.0,754134940000.0,754134940000.0,754134940000.0
2017.0,744729800000.0,744729800000.0,744729800000.0
2018.0,736840500000.0,736840500000.0,736840500000.0
2019.0,725345300000.0,725345300000.0,725345300000.0
2020.0,718000500000.0,718000500000.0,718000500000.0
2021.0,705651600000.0,706638400000.0,702314450000.0
2022.0,689837640000.0,692116000000.0,698412430000.0
2023.0,670716600000.0,671818300000.0,699431600000.0
2024.0,650401350000.0,651721800000.0,698310460000.0
2025.0,634755500000.0,633542000000.0,688195200000.0
2026.0,621200340000.0,617759640000.0,675623500000.0
2027.0,614152900000.0,601117000000.0,669478800000.0
2028.0,602843840000.0,589225460000.0,664824900000.0
2029.0,589913600000.0,571131400000.0,647389400000.0
2030.0,578311500000.0,565342960000.0,635968700000.0
2031.0,565055300000.0,569841750000.0,668363900000.0
2032.0,548757670000.0,571121400000.0,650979800000.0
2033.0,537884980000.0,565690000000.0,638034840000.0
2034.0,522500730000.0,547892600000.0,626403200000.0
2035.0,512154700000.0,540205420000.0,605475100000.0
2036.0,503085370000.0,525233130000.0,604137650000.0
2037.0,482855300000.0,515214870000.0,599529360000.0
2038.0,464569960000.0,505772500000.0,595431400000.0
2039.0,449392570000.0,492217140000.0,573586100000.0
2040.0,438501470000.0,469979530000.0,565787900000.0
2041.0,427692800000.0,454934400000.0,550774830000.0
2042.0,415835460000.0,439041850000.0,535427020000.0
2043.0,406101500000.0,428290440000.0,510288100000.0
2044.0,388597870000.0,416006500000.0,498421600000.0
2045.0,376670700000.0,408486480000.0,493647600000.0
2046.0,365337100000.0,395770430000.0,475636200000.0
2047.0,357868670000.0,382087920000.0,464091680000.0
2048.0,349389060000.0,367676500000.0,454902380000.0
2049.0,342055420000.0,355533980000.0,448223540000.0
2050.0,332636360000.0,345654130000.0,436947520000.0
2051.0,325430700000.0,331611280000.0,539169720000.0
2052.0,317687820000.0,323604400000.0,521621770000.0
2053.0,304390470000.0,312289900000.0,511332200000.0
2054.0,294661800000.0,298912450000.0,491582520000.0
2055.0,288328220000.0,284931560000.0,506879840000.0
2056.0,275754420000.0,267129950000.0,490661020000.0
2057.0,263297270000.0,253190420000.0,468052740000.0
2058.0,252278620000.0,248534340000.0,455583070000.0
2059.0,244955170000.0,234495260000.0,441575180000.0
2060.0,232847980000.0,227568120000.0,448717200000.0
2061.0,224277730000.0,217676680000.0,437142000000.0
2062.0,214675720000.0,210819480000.0,416462670000.0
2063.0,203065100000.0,201847770000.0,388199120000.0
2064.0,194355840000.0,187043170000.0,367971960000.0
2065.0,188242230000.0,175433700000.0,350314170000.0
2066.0,183336140000.0,169855500000.0,343362730000.0
2067.0,174079980000.0,161204130000.0,327216630000.0
2068.0,167506020000.0,154899710000.0,313136380000.0
2069.0,157855060000.0,150542250000.0,291995300000.0
2070.0,150561370000.0,144552530000.0,278062070000.0
2071.0,146753390000.0,139448090000.0,267155780000.0
2072.0,142002620000.0,132163540000.0,258918740000.0
2073.0,137404840000.0,127338310000.0,247199220000.0
2074.0,133423380000.0,120075550000.0,236169020000.0
2075.0,129534310000.0,114189320000.0,221057760000.0
2076.0,124399930000.0,111052600000.0,213799120000.0
2077.0,121310400000.0,108504285000.0,210775690000.0
2078.0,115444470000.0,101284270000.0,200535430000.0
2079.0,110572995000.0,97575990000.0,190660670000.0
2080.0,107517780000.0,92671190000.0,179811340000.0
2081.0,101776980000.0,91142780000.0,169764010000.0
2082.0,98452710000.0,86540080000.0,160663140000.0
2083.0,94533070000.0,82260830000.0,155857200000.0
2084.0,92344310000.0,77935700000.0,149078180000.0
2085.0,90349560000.0,74233450000.0,146199610000.0
2086.0,86162590000.0,71145780000.0,137930670000.0
2087.0,84551180000.0,68735664000.0,128131790000.0
2088.0,83668670000.0,66367586000.0,121022010000.0
2089.0,81313735000.0,63491183000.0,120222425000.0
2090.0,77949960000.0,60104260000.0,112601290000.0
2091.0,75346720000.0,58347663000.0,107373584000.0
2092.0,72500570000.0,56172620000.0,108070396000.0
2093.0,69663240000.0,54172176000.0,104714530000.0
2094.0,69803030000.0,51506418000.0,100567790000.0
2095.0,67278385000.0,48792986000.0,94092320000.0
2096.0,65831113000.0,48286090000.0,89258010000.0
2097.0,64573276000.0,47633880000.0,92375640000.0
2098.0,64410590000.0,46173690000.0,90257610000.0
2099.0,61987942000.0,44121730000.0,87443350000.0
2100.0,61847760000.0,42347700000.0,83827106000.0
2101.0,58454376000.0,40640080000.0,81190270000.0
2102.0,57276158000.0,38695985000.0,78031370000.0
2103.0,56558834000.0,37201960000.0,75523140000.0
2104.0,56178946000.0,35562660000.0,72321400000.0
2105.0,54792620000.0,34550350000.0,69992000000.0
2106.0,55141760000.0,33306569000.0,66727256000.0
2107.0,54865396000.0,33172423000.0,64047320000.0
2108.0,54284747000.0,31199873000.0,61435840000.0
2109.0,53266150000.0,30031964000.0,59972580000.0
2110.0,52404326000.0,30280671000.0,58958426000.0
2111.0,51131070000.0,30399826000.0,57226977000.0
2112.0,49279545000.0,29855508000.0,55592370000.0
2113.0,48214856000.0,27984327000.0,52059935000.0
2114.0,46253440000.0,27596626000.0,55386630000.0
2115.0,45509450000.0,27111942000.0,53860737000.0
2116.0,44474868000.0,25719192000.0,50110157000.0
2117.0,44966510000.0,24317882000.0,51655946000.0
2118.0,44059025000.0,23712230000.0,48958267000.0
2119.0,43153273000.0,23116782000.0,46271020000.0
2120.0,42091810000.0,21728565000.0,45230395000.0
2121.0,41387647000.0,21175900000.0,45191590000.0
2122.0,41099820000.0,20170107000.0,40978493000.0
2123.0,40643875000.0,19310721000.0,38661837000.0
2124.0,41408872000.0,19295558000.0,36519002000.0
2125.0,39614624000.0,18791570000.0,35561832000.0
2126.0,39632056000.0,18367599000.0,33630560000.0
2127.0,38474154000.0,18343338000.0,31985324000.0
2128.0,37495180000.0,17982589000.0,31202707000.0
2129.0,36500320000.0,17611127000.0,31575474000.0
2130.0,36230560000.0,17020351000.0,30319364000.0
2131.0,35671450000.0,16308994000.0,29177900000.0
2132.0,34873696000.0,15635320000.0,30145985000.0
2133.0,33421390000.0,15047349000.0,29799627000.0
2134.0,32397093000.0,14773055000.0,28328542000.0
2135.0,31773276000.0,14767170000.0,28052238000.0
2136.0,30974114000.0,14444842000.0,27332964000.0
2137.0,30292400000.0,13632496000.0,26601513000.0
2138.0,29290146000.0,13051985000.0,25273106000.0
2139.0,28780286000.0,12569360000.0,24296638000.0
2140.0,28372500000.0,12059941000.0,24650322000.0
2141.0,28173957000.0,11563782000.0,29473489000.0
2142.0,27683303000.0,11331189000.0,28439302000.0
2143.0,27027931000.0,11025196000.0,25880922000.0
2144.0,26474959000.0,11071828000.0,24377719000.0
2145.0,26808713000.0,10993722000.0,24351965000.0
2146.0,26249003000.0,10855734000.0,23130704000.0
2147.0,26269098000.0,10536906000.0,21502263000.0
2148.0,26778108000.0,10002144000.0,19621128000.0
2149.0,26424115000.0,9272379000.0,18710804000.0
2150.0,25401512000.0,8894971000.0,17334372000.0
2151.0,25181800000.0,8469895000.0,16735251000.0
2152.0,25062887000.0,8076528600.0,16356768000.0
2153.0,24119978000.0,7612282000.0,15648242000.0
2154.0,23813743000.0,7854416400.0,15406521000.0
2155.0,23466506000.0,8075452000.0,14808894000.0
2156.0,22985720000.0,7886780000.0,15173536000.0
2157.0,22422598000.0,7571608600.0,15484621000.0
2158.0,21837263000.0,7109653500.0,14356023000.0
2159.0,21842815000.0,6839869000.0,13897275000.0
2160.0,20839920000.0,6930881500.0,14028591000.0
2161.0,20165405000.0,6746343400.0,14243881000.0
2162.0,20169445000.0,6794039300.0,14146660000.0
2163.0,19603818000.0,6478865400.0,14205581000.0
2164.0,19017497000.0,6440264000.0,14271484000.0
2165.0,19311354000.0,6497874000.0,13225804000.0
2166.0,19344108000.0,6120828000.0,14598459000.0
2167.0,18977757000.0,6036126700.0,13470559000.0
2168.0,18185818000.0,5940206600.0,13657498000.0
2169.0,17611026000.0,5780748300.0,13312356000.0
2170.0,17431134000.0,5774281700.0,11949980000.0
2171.0,17164518000.0,5957276700.0,10697651000.0
2172.0,17123010000.0,5993499000.0,10175695000.0
2173.0,16861128000.0,5913932000.0,9293736000.0
2174.0,17061533000.0,5973244400.0,9048616000.0
2175.0,16918575000.0,5896626700.0,8227477000.0
2176.0,16522075000.0,5809607000.0,9522599000.0
2177.0,16286214000.0,5551910400.0,9706585000.0
2178.0,15962225000.0,5361079300.0,9284257000.0
2179.0,15790175000.0,5127696400.0,8576057300.0
2180.0,15850259000.0,5106031000.0,8477908500.0
2181.0,15879103000.0,5091558000.0,8117874700.0
2182.0,15796207000.0,5034371000.0,7635794000.0
2183.0,15515274000.0,4999411000.0,7672457000.0
2184.0,15864953000.0,4959868400.0,10216188000.0
2185.0,15653648000.0,4947003000.0,9602593000.0
2186.0,15308171000.0,4691638000.0,9123893000.0
2187.0,15160842000.0,4531307000.0,7877089000.0
2188.0,15391521000.0,4424713000.0,7943265000.0
2189.0,15392601000.0,4409121300.0,7647056400.0
2190.0,14932978000.0,4532508700.0,6944580000.0
2191.0,14553382000.0,4295419000.0,6237068000.0
2192.0,14580693000.0,4295231000.0,5889134000.0
