time,IPSL-CM6A-LR,UKESM1-0-LL,MRI-ESM2-0,KACE-1-0-G,TAIESM1,GFDL-ESM4,MPI-ESM1-2-HR,CESM2-WACCM,IITM-ESM
2052.0,767482300.0,380535970.0,676931300.0,293960450.0,968817800.0,959808000.0,969190600.0,996834560.0,1414162400.0
2053.0,733312100.0,354093760.0,664119500.0,271469730.0,937687800.0,1040546900.0,926175040.0,811522900.0,1415736300.0
2054.0,710812740.0,341640540.0,640328000.0,261919900.0,919799400.0,935681800.0,913446500.0,761966700.0,1472277800.0
2055.0,675164400.0,320000770.0,616070700.0,262886610.0,881801340.0,918621950.0,939909100.0,727847230.0,1403861000.0
2056.0,650667970.0,312376000.0,600084400.0,247858350.0,860793340.0,902428600.0,906590100.0,696516500.0,1401054000.0
2057.0,625184060.0,281637920.0,587591200.0,224172560.0,837946200.0,887058400.0,873829800.0,675586100.0,1388752800.0
2058.0,610566850.0,275200350.0,569598500.0,211966580.0,815002600.0,898755140.0,850195400.0,657161340.0,1392338000.0
2059.0,571418100.0,262603820.0,555281600.0,203668900.0,771442400.0,859800600.0,835939300.0,744990340.0,1383782100.0
2060.0,537346600.0,252075860.0,538059500.0,193424350.0,738087700.0,844695300.0,819306430.0,639571200.0,1369170600.0
2061.0,517085280.0,242093260.0,518731460.0,189093310.0,712338400.0,840878300.0,799075260.0,618847360.0,1358883600.0
2062.0,488468740.0,223969470.0,558302300.0,183715000.0,687090200.0,817851200.0,782709760.0,590051900.0,1346619000.0
2063.0,457325900.0,213020400.0,505251520.0,178460590.0,656437800.0,820089200.0,774317000.0,570119550.0,2030859300.0
2064.0,422907680.0,199016510.0,480399940.0,172986800.0,624494900.0,846303400.0,746466700.0,551986500.0,1345951200.0
2065.0,397208800.0,185430850.0,470669950.0,170367280.0,592684700.0,794413200.0,713560640.0,535569380.0,1348128400.0
2066.0,373649180.0,179563260.0,460324600.0,164182140.0,558196860.0,776683650.0,694858100.0,509483300.0,1338779400.0
2067.0,355468600.0,174331310.0,446193700.0,146479070.0,518933000.0,761002700.0,745661000.0,496048160.0,1325333200.0
2068.0,338925250.0,160016340.0,437185630.0,142236510.0,485881440.0,747143740.0,671327940.0,492866940.0,1306541300.0
2069.0,325348030.0,152362960.0,421511680.0,133937920.0,459920400.0,741109300.0,648813800.0,475613220.0,1296638200.0
2070.0,311775300.0,146612260.0,440663970.0,128589864.0,478786900.0,723051400.0,614912600.0,454038050.0,1358765800.0
2071.0,288096800.0,139182540.0,409380320.0,123070690.0,445592740.0,704600260.0,637989100.0,444406700.0,1298828300.0
2072.0,272245920.0,131964904.0,402036930.0,107853820.0,416202180.0,695271400.0,595135900.0,442380600.0,1278197900.0
2073.0,253228080.0,129932184.0,390810530.0,109838184.0,395274460.0,682775740.0,572535740.0,428615330.0,1272521900.0
2074.0,236528000.0,125756220.0,382597020.0,104492880.0,371316450.0,672426560.0,620644540.0,412553860.0,1354930400.0
2075.0,228291410.0,113103480.0,382185250.0,101464290.0,372119500.0,665056830.0,550209400.0,397959700.0,1258133900.0
2076.0,214518340.0,106389990.0,373286000.0,100137310.0,343810460.0,656142340.0,634191800.0,388684860.0,1245416300.0
2077.0,198718060.0,98599540.0,366818980.0,97737530.0,325263740.0,643762000.0,533995460.0,365970530.0,1239916300.0
2078.0,188509260.0,94202750.0,507590300.0,97904700.0,313530720.0,627452300.0,603951200.0,351630940.0,1227134300.0
2079.0,187177710.0,83031736.0,359773340.0,87418470.0,297866370.0,724840450.0,516453500.0,339375870.0,1223420400.0
2080.0,182077260.0,79000690.0,346574560.0,129437816.0,290572830.0,614361400.0,512646940.0,349728700.0,1291648000.0
2081.0,217565330.0,77248910.0,348581600.0,123620090.0,276552700.0,607456100.0,501250400.0,325837820.0,1260402800.0
2082.0,189719570.0,71899010.0,348492670.0,94138150.0,256680620.0,593395800.0,502944320.0,312973700.0,1199540700.0
2083.0,176362990.0,70780270.0,337356600.0,86319816.0,247053470.0,583030460.0,484570880.0,365191780.0,1189727100.0
2084.0,169693600.0,70080320.0,329767550.0,83045270.0,236291420.0,575433300.0,468125630.0,306854620.0,1174278500.0
2085.0,167346940.0,60178764.0,331463550.0,83106830.0,224712980.0,566862200.0,468666880.0,292819460.0,1166049200.0
2086.0,164900820.0,67941910.0,322444300.0,80636080.0,216716640.0,555205250.0,438185200.0,285050560.0,1146336000.0
2087.0,161088350.0,57440050.0,316647000.0,79257980.0,208736980.0,541447300.0,421415650.0,276140260.0,1126218900.0
2088.0,149623970.0,56211620.0,312068450.0,74462450.0,196527800.0,530528100.0,438832640.0,265297090.0,1187775700.0
2089.0,142553920.0,53277304.0,307482560.0,74057180.0,192158080.0,522263580.0,418238400.0,256435180.0,1607159800.0
2090.0,139077660.0,54374252.0,304295780.0,72489810.0,189412780.0,516287680.0,411148960.0,248800560.0,1134625800.0
2091.0,134058620.0,49810070.0,302957220.0,72126520.0,196475760.0,510811840.0,403830430.0,243541840.0,1141803000.0
2092.0,132221064.0,48707708.0,297034780.0,71342970.0,180969090.0,594923500.0,396995400.0,251859940.0,1181867100.0
2093.0,124385896.0,46248056.0,295507200.0,107270460.0,174454720.0,495665660.0,395486600.0,238600050.0,1079195400.0
2094.0,121742936.0,47964704.0,292068000.0,75294776.0,169106800.0,484779900.0,385018980.0,233395980.0,1053591300.0
2095.0,121184850.0,44101908.0,291854660.0,70582470.0,158173740.0,476962600.0,393766880.0,259989730.0,1051253060.0
2096.0,127142810.0,41978332.0,289293730.0,69723990.0,151752880.0,469882620.0,367100030.0,228095230.0,1038777300.0
2097.0,118021630.0,41352412.0,348411550.0,64864348.0,144524510.0,456642140.0,359810000.0,224072770.0,1019217700.0
2098.0,112999810.0,38147116.0,293850240.0,63792696.0,148188130.0,450836260.0,363038370.0,215417380.0,1006897860.0
2099.0,111705770.0,35356336.0,280448900.0,62574416.0,142282690.0,434115620.0,347890050.0,205540160.0,996554500.0
2100.0,110690630.0,34966170.0,272986660.0,61826400.0,154445540.0,435927040.0,340536260.0,201030340.0,977545900.0
