time,IPSL-CM6A-LR,UKESM1-0-LL,MRI-ESM2-0,KACE-1-0-G,TAIESM1,GFDL-ESM4,MPI-ESM1-2-HR,CESM2-WACCM,IITM-ESM
2000.0,2126520700.0,2126520700.0,2126520700.0,2126520700.0,2126520700.0,2126520700.0,2126520700.0,2126520700.0,2126520700.0
2001.0,2141004800.0,2141004800.0,2141004800.0,2141004800.0,2141004800.0,2141004800.0,2141004800.0,2141004800.0,2141004800.0
2002.0,2131452500.0,2131452500.0,2131452500.0,2131452500.0,2131452500.0,2131452500.0,2131452500.0,2131452500.0,2131452500.0
2003.0,2194573300.0,2194573300.0,2194573300.0,2194573300.0,2194573300.0,2194573300.0,2194573300.0,2194573300.0,2194573300.0
2004.0,2105318500.0,2105318500.0,2105318500.0,2105318500.0,2105318500.0,2105318500.0,2105318500.0,2105318500.0,2105318500.0
2005.0,2099516400.0,2099516400.0,2099516400.0,2099516400.0,2099516400.0,2099516400.0,2099516400.0,2099516400.0,2099516400.0
2006.0,2086269300.0,2086269300.0,2086269300.0,2086269300.0,2086269300.0,2086269300.0,2086269300.0,2086269300.0,2086269300.0
2007.0,2072913500.0,2072913500.0,2072913500.0,2072913500.0,2072913500.0,2072913500.0,2072913500.0,2072913500.0,2072913500.0
2008.0,2075369900.0,2075369900.0,2075369900.0,2075369900.0,2075369900.0,2075369900.0,2075369900.0,2075369900.0,2075369900.0
2009.0,2105645200.0,2105645200.0,2105645200.0,2105645200.0,2105645200.0,2105645200.0,2105645200.0,2105645200.0,2105645200.0
2010.0,2066847500.0,2066847500.0,2066847500.0,2066847500.0,2066847500.0,2066847500.0,2066847500.0,2066847500.0,2066847500.0
2011.0,2082860900.0,2082860900.0,2082860900.0,2082860900.0,2082860900.0,2082860900.0,2082860900.0,2082860900.0,2082860900.0
2012.0,2045792500.0,2045792500.0,2045792500.0,2045792500.0,2045792500.0,2045792500.0,2045792500.0,2045792500.0,2045792500.0
2013.0,2036584000.0,2036584000.0,2036584000.0,2036584000.0,2036584000.0,2036584000.0,2036584000.0,2036584000.0,2036584000.0
2014.0,2039751800.0,2039751800.0,2039751800.0,2039751800.0,2039751800.0,2039751800.0,2039751800.0,2039751800.0,2039751800.0
2015.0,2055320400.0,2055320400.0,2055320400.0,2055320400.0,2055320400.0,2055320400.0,2055320400.0,2055320400.0,2055320400.0
2016.0,2006293200.0,2006293200.0,2006293200.0,2006293200.0,2006293200.0,2006293200.0,2006293200.0,2006293200.0,2006293200.0
2017.0,1995090200.0,1995090200.0,1995090200.0,1995090200.0,1995090200.0,1995090200.0,1995090200.0,1995090200.0,1995090200.0
2018.0,1974807400.0,1974807400.0,1974807400.0,1974807400.0,1974807400.0,1974807400.0,1974807400.0,1974807400.0,1974807400.0
2019.0,1947963600.0,1947963600.0,1947963600.0,1947963600.0,1947963600.0,1947963600.0,1947963600.0,1947963600.0,1947963600.0
2020.0,1932318300.0,1932318300.0,1932318300.0,1932318300.0,1932318300.0,1932318300.0,1932318300.0,1932318300.0,1932318300.0
2021.0,1903082200.0,1891595900.0,1911109800.0,1879224300.0,1894526600.0,1919912800.0,1892321400.0,1895467100.0,1911658900.0
2022.0,1904497300.0,1844967600.0,1850259500.0,1913308200.0,1864073600.0,1878262000.0,1853793700.0,1887038200.0,1898077300.0
2023.0,1869863800.0,1799610900.0,1807287000.0,1827539500.0,1824806500.0,1842225400.0,1818733400.0,1895283800.0,2237918200.0
2024.0,2053912400.0,1791619800.0,1759182200.0,1790748300.0,1926073500.0,1797446400.0,1980005000.0,1827583100.0,1875311900.0
2025.0,1885166300.0,1730272000.0,1705359500.0,1729731800.0,1823966300.0,1772418400.0,1842120400.0,1789759500.0,1867221200.0
2026.0,1812501900.0,1678859400.0,1634573300.0,1655579400.0,1775475600.0,1740278800.0,1725444600.0,1743840900.0,1836198000.0
2027.0,1743601900.0,1589534200.0,1602637600.0,1588229000.0,1722735700.0,1682019200.0,1680605300.0,1701968000.0,1979978900.0
2028.0,1705361900.0,1526801000.0,1543995800.0,1503436300.0,1690366800.0,1846861600.0,1644772200.0,1675716600.0,1839250200.0
2029.0,1715910700.0,1481711100.0,1476492200.0,1411251000.0,1670632200.0,1654351700.0,1609748600.0,1630350000.0,1802740400.0
2030.0,1630281100.0,1405779800.0,1416682500.0,1325576400.0,1635639600.0,1594287500.0,1564084600.0,1578612600.0,1774253700.0
2031.0,1579481700.0,1343494300.0,1358448800.0,1212331500.0,1597835500.0,1556499800.0,1558970900.0,1524738200.0,1749206700.0
2032.0,1514775000.0,1276776200.0,1335104800.0,1123340200.0,1548439600.0,1486278000.0,1514539300.0,1480842600.0,1717952600.0
2033.0,1452533400.0,1216267900.0,1270605600.0,1036620300.0,1520478100.0,1461036500.0,1430766100.0,1433216800.0,1671914400.0
2034.0,1435891600.0,1161546400.0,1230666400.0,955660860.0,1485587800.0,1439592600.0,1410928400.0,1402855000.0,1640122200.0
2035.0,1371146100.0,1097278000.0,1187084000.0,921145340.0,1443107300.0,1388558300.0,1378439700.0,1354268900.0,1673574100.0
2036.0,1371704000.0,1042581250.0,1140648200.0,848650700.0,1404516900.0,1336529900.0,1422863000.0,1274788400.0,1602561400.0
2037.0,1306029200.0,967529300.0,1093682800.0,764732160.0,1377241700.0,1310175000.0,1393585800.0,1228244500.0,1766795600.0
2038.0,1265835900.0,903012300.0,1066397200.0,722751940.0,1357690100.0,1280557000.0,1443002900.0,1204558000.0,1586188200.0
2039.0,1211533800.0,843577600.0,1033675700.0,670837200.0,1309290500.0,1274315500.0,1299344900.0,1184305800.0,1582338200.0
2040.0,1194470300.0,795570500.0,1004217100.0,740734460.0,1266736600.0,1227237900.0,1266167400.0,1148736800.0,1691235500.0
2041.0,1141371400.0,747126300.0,960139300.0,606077060.0,1247982300.0,1202791600.0,1223150600.0,1098622600.0,1583441300.0
2042.0,1091806000.0,714912600.0,921919500.0,563075140.0,1203420900.0,1179365400.0,1209057500.0,1057026300.0,1562515200.0
2043.0,1070646800.0,679566600.0,890943940.0,537429300.0,1185343400.0,1168891500.0,1150756500.0,1014456500.0,1557507200.0
2044.0,1030674000.0,645651260.0,864509300.0,517517400.0,1175164000.0,1146977700.0,1235680600.0,966586600.0,1565333500.0
2045.0,985219200.0,623447040.0,857269500.0,479849920.0,1169790600.0,1108988000.0,1098923900.0,950883400.0,1508232000.0
2046.0,968307600.0,589486400.0,822229600.0,458532100.0,1123927300.0,1085168400.0,1080416100.0,960966400.0,1486467000.0
2047.0,954677950.0,543166700.0,789643700.0,433496600.0,1084555000.0,1046944900.0,1052937600.0,912231100.0,1475110500.0
2048.0,919970750.0,519736540.0,765449300.0,402906700.0,1053716600.0,1031361150.0,1101592300.0,879616640.0,1515745900.0
2049.0,894385860.0,478607070.0,751142400.0,377226140.0,1102364300.0,1030385400.0,1027379600.0,852374700.0,1455661700.0
2050.0,836099500.0,432563680.0,726055400.0,337756380.0,1021496450.0,1002906300.0,996488400.0,814734500.0,1437149200.0
2051.0,792154940.0,420387330.0,694219460.0,316305280.0,996986800.0,973574000.0,972494100.0,807310340.0,1516029800.0
