time,MIROC6,TAIESM1,KACE-1-0-G,MRI-ESM2-0,CNRM-ESM2-1,UKESM1-0-LL,IPSL-CM6A-LR,CANESM5,IITM-ESM,EC-EARTH3,CESM2-WACCM,CNRM-CM6-1,MPI-ESM1-2-HR,GFDL-ESM4
2039.0,1140257200.0,1214189200.0,731228700.0,1013079000.0,1211894400.0,929540100.0,1219053800.0,1196862500.0,1711633200.0,1017678000.0,1268497000.0,1348249000.0,1435187700.0,1209080800.0
2040.0,1101200300.0,1155807100.0,688721400.0,973676160.0,1165887500.0,882129340.0,1173810000.0,1152217500.0,1724470800.0,977814000.0,1227044900.0,1717955500.0,1405644500.0,1174477200.0
2041.0,1071372200.0,1098763100.0,668258940.0,944095900.0,1216389600.0,825684030.0,1142996700.0,1144747600.0,1653020200.0,928678200.0,1192123600.0,1414367000.0,1372565800.0,1139379700.0
2042.0,1042897700.0,1061440300.0,607550700.0,917519170.0,1122624300.0,777140400.0,1133608400.0,1088490400.0,1651058300.0,876466500.0,1156586500.0,1469243900.0,1348350600.0,1097598800.0
2043.0,1025415300.0,1019274430.0,555044300.0,899811260.0,1070749300.0,745090600.0,1089158300.0,1055093250.0,1641165400.0,857053500.0,1116020900.0,1360631800.0,1290703900.0,1076169300.0
2044.0,986879170.0,978678300.0,501689440.0,876410750.0,1028338600.0,676262140.0,1055193540.0,1034475650.0,1613792900.0,804333000.0,1132641500.0,1280110600.0,1242615900.0,1063259300.0
2045.0,963553800.0,951385860.0,474351330.0,838340300.0,977814200.0,636256000.0,1027850000.0,994430500.0,1633174100.0,746645400.0,1042426500.0,1251231700.0,1213977500.0,1037910140.0
2046.0,1080256900.0,922205400.0,443855260.0,811883900.0,953651700.0,621752000.0,990915200.0,970848000.0,1629257600.0,700491700.0,1038530700.0,1222008000.0,1184998100.0,1051628000.0
2047.0,979260900.0,906761200.0,416136200.0,788121300.0,916631800.0,576877000.0,948565400.0,937984600.0,1611994200.0,685365200.0,990836350.0,1208353800.0,1138541000.0,1012796860.0
2048.0,922877250.0,877724800.0,400237150.0,787131400.0,898079550.0,559745150.0,928948600.0,899782400.0,1588497200.0,646410900.0,1025138700.0,1196364200.0,1142150000.0,977665700.0
2049.0,877888450.0,848479700.0,375223870.0,743635100.0,879718340.0,520419200.0,890447040.0,862806600.0,1562490600.0,610289500.0,942802000.0,1167020300.0,1106383700.0,948208400.0
2050.0,846708800.0,814782900.0,351729250.0,736110200.0,858111300.0,503323040.0,845164600.0,833019460.0,1626955900.0,574867140.0,918958800.0,1145225500.0,1081913300.0,927539260.0
2051.0,831359500.0,778934400.0,342704200.0,701401150.0,828617600.0,467169300.0,789475260.0,811838460.0,1551617200.0,551679900.0,883475800.0,1115371900.0,1083078700.0,997215040.0
2052.0,811091460.0,743053300.0,336399680.0,680283800.0,809644700.0,450276200.0,768533440.0,773558140.0,1896200000.0,522409120.0,862987700.0,1076838100.0,1143054200.0,916323900.0
2053.0,779221400.0,704286340.0,308977570.0,667279300.0,791863100.0,450048960.0,794011000.0,764546800.0,1647537800.0,507610700.0,842439800.0,1058898800.0,1085221600.0,901798460.0
2054.0,753262460.0,680326850.0,277919070.0,645351940.0,774254300.0,406715140.0,712863940.0,725908000.0,1544996000.0,489352450.0,852468350.0,1029782850.0,1048536900.0,901795200.0
2055.0,746989600.0,643028300.0,278236300.0,628955140.0,758127900.0,439621600.0,683629950.0,702325570.0,1588133600.0,466122240.0,810909600.0,1133441800.0,999774200.0,1004975300.0
2056.0,733404600.0,609348800.0,268523740.0,599528200.0,803426300.0,366853630.0,650834240.0,688953400.0,1526099000.0,501504540.0,758743360.0,1017456500.0,980740200.0,948394240.0
2057.0,719572350.0,585279170.0,244196260.0,580929100.0,753945100.0,349567420.0,638253300.0,666756350.0,1534244700.0,445847500.0,744466940.0,979873340.0,967845500.0,913909760.0
2058.0,710084000.0,558649600.0,225169820.0,571420350.0,718143000.0,343595100.0,619656800.0,653131700.0,1789501800.0,446983600.0,707014900.0,953917400.0,935267600.0,861682560.0
2059.0,689226560.0,549454660.0,210529890.0,598109630.0,698738100.0,325884060.0,610289340.0,637772540.0,1593785000.0,418115550.0,693133400.0,924042600.0,908573440.0,848631550.0
2060.0,735968260.0,534796000.0,199182000.0,548383300.0,679064800.0,299709150.0,632725100.0,611053900.0,1561131900.0,405764450.0,667415500.0,910012600.0,1002185200.0,823099100.0
2061.0,706025400.0,490834460.0,203425020.0,529560900.0,657661700.0,286380480.0,578040060.0,583389300.0,1519126700.0,393993100.0,644114940.0,886872600.0,877493600.0,814894600.0
2062.0,688440200.0,463405280.0,189813600.0,517709600.0,637364400.0,268283100.0,550820860.0,587090050.0,1495334900.0,380783600.0,621577540.0,863012000.0,885155140.0,798155140.0
2063.0,669861300.0,455688400.0,189591660.0,569262500.0,1291996200.0,256791600.0,559489800.0,594811840.0,1496228100.0,373662180.0,646323900.0,848432200.0,852254700.0,779290200.0
2064.0,650281660.0,424341600.0,183591040.0,506315940.0,789712800.0,252591780.0,528682200.0,561104100.0,1525933400.0,364388960.0,595766300.0,811443260.0,831839000.0,781111800.0
2065.0,636385540.0,408399300.0,172098450.0,483105300.0,653541700.0,372198940.0,504931620.0,542110300.0,1617048300.0,346499800.0,577713900.0,798748700.0,827469440.0,805557000.0
2066.0,619701440.0,399550240.0,163459140.0,471916580.0,630547300.0,269662100.0,581815600.0,522368580.0,1716752900.0,349565340.0,560790300.0,769489500.0,844254660.0,816487900.0
2067.0,673785900.0,376782080.0,158904160.0,454700600.0,676330430.0,249722180.0,502149920.0,513587520.0,1540801200.0,359350850.0,584562940.0,747866700.0,799122400.0,763620700.0
2068.0,814912400.0,364607200.0,161084180.0,440769700.0,614422500.0,240410180.0,484284300.0,521965060.0,1513719600.0,326283300.0,534681150.0,727654700.0,778544000.0,754053700.0
2069.0,703911740.0,356150240.0,158932140.0,431242850.0,821216200.0,366604060.0,470055460.0,496753470.0,1511138700.0,318260930.0,536298080.0,717500540.0,760264500.0,741085200.0
2070.0,637458100.0,368143300.0,156759680.0,422328350.0,621542900.0,225863980.0,454923700.0,514935170.0,1549935100.0,314316350.0,504422820.0,694069800.0,985669760.0,730008960.0
2071.0,638713500.0,343669760.0,152812260.0,416638140.0,586912640.0,303029250.0,448484500.0,484298620.0,1562342100.0,307324500.0,484999900.0,696364000.0,804206300.0,715485600.0
2072.0,602338500.0,335184300.0,154323220.0,451959650.0,578548030.0,298750850.0,440107650.0,478474430.0,1567879200.0,302510080.0,468541860.0,793045900.0,850742200.0,706236540.0
2073.0,665866430.0,327091940.0,149546060.0,554363650.0,580539800.0,218850290.0,426064350.0,471942530.0,1538765800.0,294659870.0,455520000.0,851143940.0,854497600.0,751287100.0
2074.0,611485300.0,314071140.0,147888770.0,451366080.0,617348400.0,209739360.0,411938980.0,522434660.0,1501155300.0,372678100.0,466010400.0,722941300.0,771971300.0,731711170.0
2075.0,582994200.0,301360220.0,141988770.0,473753760.0,649945340.0,210464100.0,398529020.0,600100100.0,1474814100.0,293764000.0,440293760.0,700516900.0,795536400.0,693117950.0
2076.0,576331000.0,337078270.0,141630530.0,407825920.0,574063170.0,199239900.0,421110940.0,481820130.0,1458591000.0,283310000.0,427975940.0,663127600.0,763286100.0,687186050.0
2077.0,564852000.0,291710980.0,138643520.0,420013760.0,559375500.0,197169870.0,385633630.0,471476930.0,1455691400.0,299557300.0,521597570.0,650634300.0,911232100.0,687715300.0
2078.0,567734660.0,281786900.0,160284080.0,397002780.0,555409150.0,190970620.0,379340640.0,499737540.0,1449443700.0,321555740.0,442741200.0,624479170.0,899694500.0,675966400.0
2079.0,550736300.0,275486820.0,304975520.0,386067330.0,553843600.0,194915620.0,372802080.0,473083230.0,1431120400.0,294740800.0,424839650.0,618929600.0,1613117200.0,672702850.0
2080.0,544186600.0,271462980.0,146287330.0,387343260.0,536674560.0,230548000.0,369271170.0,448940930.0,1422642800.0,280637600.0,419883000.0,613553000.0,1407218400.0,663968800.0
2081.0,537873400.0,269381630.0,145052340.0,404054140.0,583170940.0,193583800.0,360801250.0,441874800.0,1671069000.0,275533100.0,416467700.0,609833600.0,1377736000.0,673439800.0
2082.0,531161340.0,265258060.0,133424210.0,386745200.0,529210270.0,194554600.0,382065180.0,434585540.0,1430065400.0,271283500.0,400120860.0,582594600.0,1031977400.0,1036318660.0
2083.0,528848600.0,257464180.0,129150180.0,383566720.0,522438620.0,187289440.0,393966430.0,444976130.0,1441303600.0,462802080.0,490798100.0,587855600.0,912733630.0,668778900.0
2084.0,520432200.0,251444690.0,121933660.0,414211520.0,526692640.0,184015440.0,360807800.0,430272540.0,1427900900.0,379461760.0,402997730.0,573202100.0,877049900.0,1116127500.0
2085.0,545670200.0,235770500.0,165184580.0,377986430.0,516514750.0,180507140.0,344907780.0,447183970.0,1469856600.0,521398940.0,390360350.0,565606340.0,900545400.0,759426600.0
2086.0,518048000.0,225974450.0,121794920.0,374557060.0,507177820.0,178244030.0,339185730.0,443746660.0,1423095400.0,395503300.0,472214050.0,554727700.0,913857500.0,683004100.0
2087.0,513355520.0,358260350.0,120245144.0,407615550.0,509105950.0,177571200.0,334296030.0,426238140.0,1653924500.0,299862720.0,414897570.0,566106240.0,841291140.0,677332860.0
2088.0,514869280.0,346354940.0,145067020.0,406281200.0,668030900.0,178383330.0,326915900.0,684381950.0,1525056500.0,298250620.0,483781120.0,553681900.0,884967550.0,832464200.0
2089.0,563652400.0,373746530.0,128804640.0,419913400.0,525501150.0,251838350.0,324645340.0,431977200.0,1400733200.0,316998340.0,388560770.0,540898200.0,837006900.0,686865860.0
2090.0,583698800.0,293466000.0,117734530.0,430995300.0,497661340.0,187215870.0,317426140.0,420807550.0,1387466900.0,300558140.0,547758660.0,530838460.0,869841340.0,653207000.0
2091.0,700288200.0,260834880.0,120581740.0,426667330.0,494887100.0,178261920.0,381590880.0,428086300.0,1412570500.0,288627680.0,388156800.0,524321020.0,1070912640.0,669849100.0
2092.0,495391970.0,238920200.0,186480380.0,392700300.0,580665150.0,173900290.0,322826080.0,421253980.0,1361516200.0,303003300.0,410467650.0,531509900.0,1341932900.0,659208000.0
2093.0,574944200.0,222845920.0,129718140.0,442119700.0,490907230.0,181717280.0,320899200.0,415048220.0,1902678900.0,292914430.0,381235520.0,551210400.0,977338560.0,680528640.0
2094.0,495594750.0,223962080.0,234716180.0,458901280.0,485668030.0,170801700.0,322359970.0,414232500.0,1480593500.0,373779780.0,452911360.0,512482400.0,918246100.0,685446700.0
2095.0,490284400.0,227226640.0,135482780.0,441682460.0,481628320.0,166167360.0,321592130.0,409840420.0,1440346900.0,293631260.0,408360000.0,504250180.0,946830500.0,671319550.0
2096.0,796604800.0,215667860.0,165673600.0,606038000.0,509796060.0,163743150.0,327633500.0,458817570.0,1386188400.0,301065570.0,457716400.0,504234050.0,868451650.0,713990200.0
2097.0,616146750.0,215498110.0,148133600.0,439103330.0,477623870.0,159818180.0,304426080.0,607120830.0,1347144700.0,301755300.0,388805200.0,497412220.0,868417300.0,655743400.0
2098.0,501006500.0,238976940.0,138170850.0,405211460.0,723702700.0,157835800.0,293292900.0,434504450.0,1349186200.0,311805120.0,381845540.0,493026660.0,892582900.0,654879900.0
2099.0,540211140.0,210562720.0,137369570.0,396793060.0,513922460.0,215458240.0,324858140.0,422158100.0,1333189100.0,388127970.0,373991680.0,502284000.0,838433900.0,712128060.0
2100.0,504606270.0,213285140.0,129928870.0,393041150.0,478463900.0,159265940.0,313276800.0,602413440.0,1328345600.0,389448420.0,374557860.0,991541900.0,863970500.0,953460000.0
