time,UKESM1-0-LL,MRI-ESM2-0,MPI-ESM1-2-HR,GFDL-ESM4,IPSL-CM6A-LR
2057.0,15511399000.0,26694320000.0,31761586000.0,32511058000.0,31025529000.0
2058.0,14596316000.0,26311230000.0,31671044000.0,32475906000.0,30735684000.0
2059.0,13775400000.0,26003770000.0,31562105000.0,32379654000.0,30467440000.0
2060.0,12949769000.0,25591800000.0,31440937000.0,32308558000.0,30204789000.0
2061.0,11964452000.0,25131088000.0,31260310000.0,32258138000.0,30001885000.0
2062.0,11041175000.0,24710994000.0,31144913000.0,32161319000.0,29663248000.0
2063.0,9958255000.0,24256616000.0,30999611000.0,32070270000.0,29348823000.0
2064.0,8735682000.0,23821304000.0,30821356000.0,31959722000.0,29105768000.0
2065.0,7813154300.0,23420125000.0,30720285000.0,31844594000.0,28856543000.0
2066.0,6900902000.0,23094980000.0,30527912000.0,31713400000.0,28645005000.0
2067.0,6031118300.0,22714298000.0,30388960000.0,31633697000.0,28280134000.0
2068.0,5269435400.0,22298567000.0,30188057000.0,31513290000.0,28003630000.0
2069.0,4330163000.0,21906106000.0,29989282000.0,31416592000.0,27660632000.0
2070.0,3622438000.0,21527575000.0,29754820000.0,31298850000.0,27222940000.0
2071.0,3056381200.0,21135518000.0,29590673000.0,31140553000.0,26858725000.0
2072.0,2618623500.0,20742550000.0,29369553000.0,31018180000.0,26437840000.0
2073.0,2228172300.0,20393839000.0,29154380000.0,30873858000.0,25953845000.0
2074.0,1875553700.0,20067312000.0,28877610000.0,30716733000.0,25583223000.0
2075.0,1577407500.0,19632546000.0,28536443000.0,30638313000.0,25125964000.0
2076.0,1274557400.0,19217584000.0,28308812000.0,30445392000.0,24702212000.0
2077.0,1008482800.0,18702380000.0,28045978000.0,30302015000.0,24420980000.0
2078.0,751223800.0,18315651000.0,27739306000.0,30201627000.0,24156070000.0
2079.0,590031400.0,17797960000.0,27448785000.0,30039353000.0,23715326000.0
2080.0,469317380.0,17419297000.0,27206662000.0,29865530000.0,23386266000.0
2081.0,334672400.0,16935688000.0,26768468000.0,29700772000.0,22884784000.0
2082.0,221317340.0,16519837000.0,26403580000.0,29487254000.0,22384603000.0
2083.0,137278180.0,16102671000.0,25888924000.0,29339386000.0,21779650000.0
2084.0,95706410.0,15786136000.0,25603590000.0,29153526000.0,21331384000.0
2085.0,71342600.0,15392355000.0,25093898000.0,28944437000.0,20802290000.0
2086.0,32474950.0,15031918000.0,24704543000.0,28734480000.0,20171954000.0
2087.0,13008770.0,14647058000.0,24390676000.0,28503974000.0,19411446000.0
2088.0,11864980.0,14230693000.0,24076520000.0,28263246000.0,18835968000.0
2089.0,10521880.0,13632694000.0,23740672000.0,28020027000.0,18190820000.0
2090.0,9641530.0,13229570000.0,23343530000.0,27775020000.0,17621948000.0
2091.0,8773994.0,12757590000.0,23002518000.0,27450310000.0,17143212000.0
2092.0,8531645.0,12298256000.0,22719668000.0,27144598000.0,16658574000.0
2093.0,7871135.0,11863473000.0,22492617000.0,26787590000.0,16201641000.0
2094.0,7265307.5,11398631000.0,22199286000.0,26483474000.0,15717027000.0
2095.0,6961934.0,10920726000.0,21836573000.0,26206450000.0,15235890000.0
2096.0,6694069.5,10511664000.0,21432867000.0,25982250000.0,14761848000.0
2097.0,6336065.0,10110310000.0,21069572000.0,25708335000.0,14372509000.0
2098.0,6076791.0,9644568000.0,20705087000.0,25436228000.0,13979270000.0
2099.0,5732649.5,9343769000.0,20414081000.0,25170794000.0,13541518000.0
2100.0,5486984.5,8985639000.0,19833035000.0,24713527000.0,12999476000.0
