time,UKESM1-0-LL,MRI-ESM2-0,MPI-ESM1-2-HR,IPSL-CM6A-LR,GFDL-ESM4
2057.0,20472838000.0,29828567000.0,32472200000.0,31299432000.0,32672326000.0
2058.0,19804058000.0,29549160000.0,32421204000.0,31059100000.0,32635832000.0
2059.0,19193887000.0,29257208000.0,32303675000.0,30864548000.0,32580467000.0
2060.0,18596278000.0,28919613000.0,32177924000.0,30770352000.0,32625678000.0
2061.0,17970475000.0,28642185000.0,32112857000.0,30711146000.0,32562266000.0
2062.0,17286062000.0,28377483000.0,32048500000.0,30577610000.0,32439601000.0
2063.0,16648041000.0,28127960000.0,31966763000.0,30438902000.0,32403612000.0
2064.0,15996449000.0,27806104000.0,31917610000.0,30368805000.0,32324137000.0
2065.0,15377626000.0,27495948000.0,31830055000.0,30216223000.0,32219806000.0
2066.0,14806376000.0,27159046000.0,31701240000.0,30015349000.0,32094198000.0
2067.0,14034054000.0,26829080000.0,31586832000.0,29921896000.0,32036135000.0
2068.0,13190974000.0,26554053000.0,31475225000.0,29764555000.0,31984458000.0
2069.0,12751878000.0,26316171000.0,31403889000.0,29748566000.0,31951071000.0
2070.0,12195268000.0,25960948000.0,31326616000.0,29496975000.0,31832801000.0
2071.0,11614493000.0,25605830000.0,31226489000.0,29363272000.0,31761656000.0
2072.0,10950969000.0,25261960000.0,31161614000.0,29124297000.0,31790727000.0
2073.0,10096002000.0,24872680000.0,31072537000.0,28921590000.0,31661680000.0
2074.0,9272644000.0,24622375000.0,30938431000.0,28882827000.0,31640295000.0
2075.0,8444329500.0,24471968000.0,30831590000.0,28606925000.0,31604610000.0
2076.0,7799191600.0,24162955000.0,30757122000.0,28492458000.0,31504260000.0
2077.0,7114654700.0,23885711000.0,30585825000.0,28294406000.0,31427674000.0
2078.0,6527043600.0,23676283000.0,30477270000.0,28137175000.0,31381694000.0
2079.0,6064271400.0,23293293000.0,30276393000.0,27929430000.0,31327030000.0
2080.0,5651576300.0,22979498000.0,30259501000.0,27692521000.0,31246586000.0
2081.0,5207265000.0,22761520000.0,30159640000.0,27505330000.0,31183784000.0
2082.0,4890902500.0,22500070000.0,30037055000.0,27331992000.0,31069438000.0
2083.0,4622905000.0,22271052000.0,29868507000.0,27212468000.0,30992509000.0
2084.0,4198346500.0,22034618000.0,29766207000.0,27051917000.0,30893652000.0
2085.0,3904194300.0,21890775000.0,29605433000.0,26918541000.0,30831560000.0
2086.0,3540112600.0,21669728000.0,29534913000.0,26807011000.0,30752311000.0
2087.0,3361639700.0,21355074000.0,29409550000.0,26568868000.0,30644230000.0
2088.0,3133190000.0,21134162000.0,29268097000.0,26400200000.0,30569020000.0
2089.0,2959507000.0,20934603000.0,29162557000.0,26231170000.0,30520780000.0
2090.0,2771284700.0,21051292000.0,29002488000.0,26072603000.0,30461166000.0
2091.0,2646389500.0,20544465000.0,28879606000.0,25867194000.0,30363760000.0
2092.0,2521353000.0,20569393000.0,28709462000.0,25689932000.0,30281660000.0
2093.0,2389181200.0,20678545000.0,28592902000.0,25508225000.0,30245138000.0
2094.0,2270919000.0,20149940000.0,28703787000.0,25269332000.0,30121767000.0
2095.0,2042732000.0,20000380000.0,28567142000.0,25111306000.0,30067036000.0
2096.0,1857226100.0,19660980000.0,28321094000.0,24944280000.0,30004570000.0
2097.0,1599744000.0,19338099000.0,28238152000.0,24768570000.0,30169278000.0
2098.0,1469571600.0,19235584000.0,28078008000.0,24599583000.0,29888395000.0
2099.0,1321400400.0,18995755000.0,27980954000.0,24475329000.0,29837593000.0
2100.0,1109470300.0,18842778000.0,27864275000.0,24269283000.0,29719726000.0
