time,MRI-ESM2-0,CANESM5,CESM2-WACCM,IPSL-CM6A-LR
2065.0,1528109500000.0,1292379400000.0,1712353400000.0,1738749500000.0
2066.0,1517229700000.0,1283622400000.0,1687074400000.0,1719965500000.0
2067.0,1504044500000.0,1270491300000.0,1664203800000.0,1697886000000.0
2068.0,1489539300000.0,1245376400000.0,1646727800000.0,1687905200000.0
2069.0,1473751800000.0,1214352000000.0,1626847000000.0,1671969600000.0
2070.0,1462349600000.0,1194583900000.0,1611695400000.0,1654947700000.0
2071.0,1449335700000.0,1186732600000.0,1595529900000.0,1634115600000.0
2072.0,1440920100000.0,1177542200000.0,1571916000000.0,1614366500000.0
2073.0,1429757200000.0,1162243000000.0,1560381200000.0,1602671600000.0
2074.0,1421437800000.0,1145535900000.0,1547706200000.0,1583376000000.0
2075.0,1410969800000.0,1122992500000.0,1549114100000.0,1572470300000.0
2076.0,1398087200000.0,1113650100000.0,1533059300000.0,1555565500000.0
2077.0,1390634700000.0,1101940400000.0,1511065500000.0,1542877200000.0
2078.0,1383658800000.0,1102820000000.0,1499568800000.0,1530199900000.0
2079.0,1378175700000.0,1085561440000.0,1488949100000.0,1517369300000.0
2080.0,1368703500000.0,1067895400000.0,1475138300000.0,1500574000000.0
2081.0,1358315700000.0,1052092100000.0,1469141700000.0,1487142100000.0
2082.0,1349452400000.0,1037465700000.0,1468403200000.0,1473882800000.0
2083.0,1342299300000.0,1034784000000.0,1463356000000.0,1459336400000.0
2084.0,1330619400000.0,1043295200000.0,1448248300000.0,1446041600000.0
2085.0,1321736600000.0,1036586700000.0,1441165900000.0,1430079000000.0
2086.0,1317420900000.0,1031196840000.0,1434012600000.0,1421072400000.0
2087.0,1306600500000.0,1025753300000.0,1435509000000.0,1409940500000.0
2088.0,1308052400000.0,1044696200000.0,1434447600000.0,1398251000000.0
2089.0,1302943200000.0,1037991350000.0,1423313100000.0,1388919000000.0
2090.0,1297851600000.0,1022345200000.0,1421255600000.0,1386003700000.0
2091.0,1295397700000.0,1005159500000.0,1415983800000.0,1384943700000.0
2092.0,1293392800000.0,1001164100000.0,1411341100000.0,1376872300000.0
2093.0,1284975400000.0,994362600000.0,1407514600000.0,1360450000000.0
2094.0,1281544200000.0,986575500000.0,1403811800000.0,1348942200000.0
2095.0,1280925400000.0,978351550000.0,1401501800000.0,1338731800000.0
2096.0,1279577400000.0,976960600000.0,1399893400000.0,1328767600000.0
2097.0,1265655600000.0,966301000000.0,1397634100000.0,1317269000000.0
2098.0,1261318400000.0,960628460000.0,1382759000000.0,1311829800000.0
2099.0,1262436400000.0,955651060000.0,1375605800000.0,1309208000000.0
2100.0,1263103800000.0,955389100000.0,1371638600000.0,1304551900000.0
2101.0,1264223000000.0,946799300000.0,1379133700000.0,1299317000000.0
2102.0,1263820600000.0,949876900000.0,1371625500000.0,1296818000000.0
2103.0,1265613300000.0,949961160000.0,1357524900000.0,1288236700000.0
2104.0,1272325000000.0,965483600000.0,1347302200000.0,1282997100000.0
2105.0,1269227800000.0,955315260000.0,1336824600000.0,1274719900000.0
2106.0,1267548600000.0,946670100000.0,1330208000000.0,1276570800000.0
2107.0,1272436200000.0,946103900000.0,1315676900000.0,1271392500000.0
2108.0,1277289800000.0,947767400000.0,1315076300000.0,1263722600000.0
2109.0,1283817500000.0,943011500000.0,1313718100000.0,1255178800000.0
2110.0,1296908000000.0,930669260000.0,1317313400000.0,1252576100000.0
2111.0,1306103000000.0,921610550000.0,1324511900000.0,1245271400000.0
2112.0,1302416700000.0,910955300000.0,1328012700000.0,1239326400000.0
2113.0,1308714100000.0,903412700000.0,1330963400000.0,1233351000000.0
2114.0,1317613000000.0,899837700000.0,1329203400000.0,1231365900000.0
2115.0,1318287700000.0,900069650000.0,1325585300000.0,1225826500000.0
2116.0,1325937000000.0,892495100000.0,1327827600000.0,1227313900000.0
2117.0,1328201600000.0,892582000000.0,1333707300000.0,1226157700000.0
2118.0,1335791300000.0,890594260000.0,1332341800000.0,1224006000000.0
2119.0,1340258100000.0,889110600000.0,1341374600000.0,1224733400000.0
2120.0,1348645600000.0,890914000000.0,1342498700000.0,1223586600000.0
2121.0,1352635800000.0,894697600000.0,1341255500000.0,1222825500000.0
2122.0,1358199800000.0,889076700000.0,1347517200000.0,1220856100000.0
2123.0,1368183100000.0,886540600000.0,1344021300000.0,1222663500000.0
2124.0,1375482200000.0,882444660000.0,1346164000000.0,1224994200000.0
2125.0,1381269000000.0,879865500000.0,1351739800000.0,1230091600000.0
2126.0,1387949600000.0,880445550000.0,1350176900000.0,1233727100000.0
2127.0,1401579800000.0,895596700000.0,1349371800000.0,1229424700000.0
2128.0,1409556200000.0,904672000000.0,1354588400000.0,1228212400000.0
2129.0,1414570800000.0,908938200000.0,1359140700000.0,1223121800000.0
2130.0,1424696900000.0,908162000000.0,1356645900000.0,1221400600000.0
2131.0,1429302300000.0,907766300000.0,1357251300000.0,1222038700000.0
2132.0,1433252700000.0,910515800000.0,1364070600000.0,1222556100000.0
2133.0,1456006400000.0,917237200000.0,1368267800000.0,1225300400000.0
2134.0,1454998300000.0,924425450000.0,1378849700000.0,1228614800000.0
2135.0,1466901900000.0,929399600000.0,1386686200000.0,1228064400000.0
2136.0,1472708600000.0,930703340000.0,1392405800000.0,1225271800000.0
2137.0,1495263100000.0,939859840000.0,1392441400000.0,1220796500000.0
2138.0,1504885600000.0,943027500000.0,1398390300000.0,1217813000000.0
2139.0,1515044500000.0,947264750000.0,1398142000000.0,1213775200000.0
2140.0,1518828500000.0,950119400000.0,1398785000000.0,1208282400000.0
2141.0,1531564900000.0,959390150000.0,1408872600000.0,1205747400000.0
2142.0,1545362100000.0,969131200000.0,1416010500000.0,1211248400000.0
2143.0,1559554800000.0,973848800000.0,1417095400000.0,1211296300000.0
2144.0,1566671000000.0,984644260000.0,1426300700000.0,1210000500000.0
2145.0,1580444000000.0,986063960000.0,1428739900000.0,1209040500000.0
2146.0,1597742300000.0,993577400000.0,1428990000000.0,1203314400000.0
2147.0,1607233800000.0,997003000000.0,1429244300000.0,1201187300000.0
2148.0,1620362100000.0,997813650000.0,1438024900000.0,1202828700000.0
2149.0,1628582200000.0,1007075260000.0,1442746300000.0,1207774100000.0
2150.0,1637058600000.0,1015863300000.0,1451294300000.0,1212771000000.0
2151.0,1641806300000.0,1041580900000.0,1459146600000.0,1214408700000.0
2152.0,1652630900000.0,1040673200000.0,1453586000000.0,1213092700000.0
2153.0,1660562200000.0,1060266050000.0,1447540600000.0,1208185900000.0
2154.0,1668777400000.0,1069638600000.0,1455917100000.0,1205675100000.0
2155.0,1677755500000.0,1068655640000.0,1459884100000.0,1206595500000.0
2156.0,1689099200000.0,1076347860000.0,1463712600000.0,1203281500000.0
2157.0,1700670600000.0,1072130200000.0,1469475200000.0,1202894900000.0
2158.0,1712991900000.0,1082786840000.0,1477835400000.0,1201789600000.0
2159.0,1721916600000.0,1089024950000.0,1479101800000.0,1202700000000.0
2160.0,1730793700000.0,1114815600000.0,1478912200000.0,1202656200000.0
2161.0,1732164500000.0,1124124300000.0,1479875100000.0,1205985700000.0
2162.0,1753435000000.0,1136052700000.0,1491634200000.0,1211670600000.0
2163.0,1757834500000.0,1145026200000.0,1497935600000.0,1211822800000.0
2164.0,1764917800000.0,1151877500000.0,1495252200000.0,1212727600000.0
2165.0,1788192000000.0,1159328600000.0,1502682200000.0,1211993300000.0
2166.0,1804273700000.0,1162683100000.0,1515080400000.0,1211471400000.0
2167.0,1816999200000.0,1175125000000.0,1516171700000.0,1210494600000.0
2168.0,1826331400000.0,1187205300000.0,1526569100000.0,1211843900000.0
2169.0,1846879500000.0,1190425500000.0,1526995400000.0,1207825200000.0
2170.0,1855813200000.0,1221243300000.0,1543647400000.0,1207760300000.0
2171.0,1873188900000.0,1207977100000.0,1559192500000.0,1210857200000.0
2172.0,1886369600000.0,1202139600000.0,1551659200000.0,1212983800000.0
2173.0,1900226200000.0,1195195500000.0,1562052000000.0,1222142100000.0
2174.0,1921708900000.0,1204139000000.0,1569055400000.0,1218783700000.0
2175.0,1931272700000.0,1204608700000.0,1573388400000.0,1221813100000.0
2176.0,1951155900000.0,1196924100000.0,1583659000000.0,1223821900000.0
2177.0,1965144000000.0,1210701000000.0,1577249000000.0,1221477800000.0
2178.0,1975400500000.0,1226979400000.0,1577951300000.0,1223099400000.0
2179.0,1990364800000.0,1246896600000.0,1583259600000.0,1224086700000.0
2180.0,2017380700000.0,1228561600000.0,1587351400000.0,1222466000000.0
2181.0,2041183100000.0,1227759200000.0,1590549700000.0,1226848900000.0
2182.0,2046696200000.0,1218593400000.0,1586819500000.0,1223686100000.0
2183.0,2047541000000.0,1230189900000.0,1593287100000.0,1221306600000.0
2184.0,2061259900000.0,1223327900000.0,1606289900000.0,1225209800000.0
2185.0,2072360000000.0,1218430600000.0,1608209800000.0,1234211000000.0
2186.0,2070129400000.0,1225787000000.0,1613021400000.0,1232431500000.0
2187.0,2082034200000.0,1220179300000.0,1614948600000.0,1237086900000.0
2188.0,2092441500000.0,1226899300000.0,1617531500000.0,1233915500000.0
2189.0,2105962100000.0,1234546300000.0,1624576500000.0,1232744900000.0
2190.0,2126592100000.0,1236134400000.0,1624412800000.0,1233211900000.0
2191.0,2146555700000.0,1271764000000.0,1622880000000.0,1237111000000.0
2192.0,2143210000000.0,1267159300000.0,1620728500000.0,1236322000000.0
2193.0,2145216000000.0,1262091900000.0,1627975200000.0,1237779600000.0
2194.0,2163078200000.0,1260868100000.0,1620031800000.0,1238141800000.0
2195.0,2163825000000.0,1275638700000.0,1606556600000.0,1243286700000.0
2196.0,2174415500000.0,1273777400000.0,1621535500000.0,1240771900000.0
2197.0,2184605600000.0,1277776500000.0,1614852300000.0,1242798100000.0
2198.0,2189912800000.0,1276517500000.0,1609979000000.0,1244304800000.0
2199.0,2204008000000.0,1277261400000.0,1626569800000.0,1245966900000.0
2200.0,2211018200000.0,1291505400000.0,1641534300000.0,1246635900000.0
2201.0,2220282600000.0,1297595000000.0,1647257700000.0,1250831100000.0
2202.0,2221679600000.0,1291950900000.0,1649065100000.0,1250840700000.0
2203.0,2234321700000.0,1295844100000.0,1648799500000.0,1246948400000.0
2204.0,2236722000000.0,1301140000000.0,1639442300000.0,1243285200000.0
2205.0,2251904800000.0,1295171800000.0,1643064100000.0,1235769400000.0
2206.0,2262904000000.0,1290523600000.0,1635054900000.0,1232815400000.0
2207.0,2267806700000.0,1287859200000.0,1632678200000.0,1238952400000.0
2208.0,2282519800000.0,1293709300000.0,1630135400000.0,1244118300000.0
2209.0,2292874200000.0,1311373100000.0,1633634700000.0,1243764800000.0
2210.0,2309812000000.0,1313519600000.0,1637113000000.0,1245767900000.0
2211.0,2307437600000.0,1308676600000.0,1637063700000.0,1250376700000.0
2212.0,2315557000000.0,1302217900000.0,1642786300000.0,1255707500000.0
2213.0,2333982900000.0,1326351100000.0,1638759400000.0,1255763100000.0
2214.0,2345150200000.0,1313833700000.0,1629285500000.0,1263915500000.0
2215.0,2353208200000.0,1322231400000.0,1626063000000.0,1264465900000.0
2216.0,2369510400000.0,1326644100000.0,1624416200000.0,1264952700000.0
2217.0,2376732200000.0,1333955900000.0,1624528300000.0,1261130900000.0
2218.0,2376169000000.0,1335251200000.0,1622970200000.0,1266694400000.0
2219.0,2382588800000.0,1337471900000.0,1620814500000.0,1269635700000.0
2220.0,2396206700000.0,1336635000000.0,1615629300000.0,1275236500000.0
2221.0,2403358700000.0,1324201300000.0,1619607400000.0,1278360800000.0
2222.0,2413984700000.0,1324771000000.0,1612475400000.0,1277120500000.0
2223.0,2428200600000.0,1347777200000.0,1608531600000.0,1278308400000.0
2224.0,2440020000000.0,1358574100000.0,1607744700000.0,1282685400000.0
2225.0,2445772800000.0,1367570100000.0,1599912400000.0,1286573900000.0
2226.0,2457084000000.0,1377651700000.0,1599581700000.0,1288305600000.0
2227.0,2466856300000.0,1384230800000.0,1595488300000.0,1294655000000.0
2228.0,2473827500000.0,1386567400000.0,1600928200000.0,1295820100000.0
2229.0,2484117400000.0,1383983500000.0,1608200900000.0,1298528600000.0
2230.0,2495762400000.0,1389593000000.0,1599498700000.0,1301557500000.0
2231.0,2507427500000.0,1405217500000.0,1587360600000.0,1298290200000.0
2232.0,2515485000000.0,1415805800000.0,1592392000000.0,1298907700000.0
2233.0,2535804600000.0,1415094600000.0,1594180900000.0,1301219400000.0
2234.0,2542521500000.0,1411592600000.0,1587111300000.0,1300244900000.0
2235.0,2549965700000.0,1416827000000.0,1586165600000.0,1297927800000.0
2236.0,2554521500000.0,1414374600000.0,1590301300000.0,1300312400000.0
2237.0,2562895600000.0,1421353500000.0,1598317700000.0,1294887400000.0
2238.0,2575540700000.0,1418167500000.0,1596500300000.0,1293427100000.0
2239.0,2585277500000.0,1415964800000.0,1578842000000.0,1289543200000.0
2240.0,2591181200000.0,1418506100000.0,1581371900000.0,1287837800000.0
2241.0,2615095600000.0,1443353000000.0,1585681800000.0,1284852800000.0
2242.0,2624527000000.0,1447629300000.0,1585136800000.0,1286403700000.0
2243.0,2620598800000.0,1455990400000.0,1582758500000.0,1286977700000.0
2244.0,2634200400000.0,1463491900000.0,1573653600000.0,1285059800000.0
2245.0,2638138600000.0,1511533600000.0,1570112100000.0,1286315700000.0
2246.0,2638552000000.0,1521136200000.0,1572784300000.0,1284123900000.0
2247.0,2655486200000.0,1521480200000.0,1581453800000.0,1287850400000.0
2248.0,2670620300000.0,1525860900000.0,1575568500000.0,1283896800000.0
2249.0,2668074000000.0,1530334700000.0,1569154100000.0,1289100600000.0
2250.0,2677349300000.0,1526061100000.0,1559729900000.0,1289163900000.0
2251.0,2695255300000.0,1529345000000.0,1567607000000.0,1290904700000.0
2252.0,2693927500000.0,1529888000000.0,1570304700000.0,1290866800000.0
2253.0,2707142000000.0,1544742400000.0,1559675100000.0,1289874000000.0
2254.0,2721299800000.0,1579020800000.0,1555120700000.0,1287399400000.0
2255.0,2725034900000.0,1582249000000.0,1543153500000.0,1290140000000.0
2256.0,2729635200000.0,1573343100000.0,1547857700000.0,1292596300000.0
2257.0,2748362800000.0,1565346500000.0,1541487700000.0,1292699400000.0
2258.0,2749275600000.0,1592888100000.0,1539761000000.0,1293218900000.0
2259.0,2757202000000.0,1599925100000.0,1537752200000.0,1296741300000.0
2260.0,2779869000000.0,1611005600000.0,1525737500000.0,1299080300000.0
2261.0,2781020200000.0,1627677500000.0,1516389800000.0,1289715200000.0
2262.0,2798019400000.0,1622779200000.0,1523429800000.0,1294024800000.0
2263.0,2804044000000.0,1616816500000.0,1509892400000.0,1302675200000.0
2264.0,2804106700000.0,1615083500000.0,1500153900000.0,1302402700000.0
2265.0,2815535000000.0,1626630400000.0,1495634800000.0,1305702700000.0
2266.0,2828183300000.0,1647832900000.0,1491933500000.0,1304627000000.0
2267.0,2830952600000.0,1669490000000.0,1486081800000.0,1302451200000.0
2268.0,2855583400000.0,1664326000000.0,1473553500000.0,1298370000000.0
2269.0,2860974000000.0,1665674400000.0,1464500100000.0,1300951900000.0
2270.0,2859271500000.0,1670450000000.0,1460566200000.0,1300491700000.0
2271.0,2878221800000.0,1670005800000.0,1458241700000.0,1306321700000.0
2272.0,2884220200000.0,1687689100000.0,1456542700000.0,1310587500000.0
2273.0,2887526000000.0,1707516800000.0,1448066800000.0,1312860500000.0
2274.0,2913273000000.0,1719516400000.0,1447272800000.0,1312945200000.0
2275.0,2914206600000.0,1729141100000.0,1449696200000.0,1313444300000.0
2276.0,2926189700000.0,1734124500000.0,1437579200000.0,1308484700000.0
2277.0,2942171300000.0,1728406700000.0,1440941700000.0,1305630200000.0
2278.0,2947919400000.0,1722888700000.0,1438405500000.0,1308961700000.0
2279.0,2957734800000.0,1721242900000.0,1432928300000.0,1304213000000.0
2280.0,2958942500000.0,1720429700000.0,1425856400000.0,1308567700000.0
2281.0,2968022700000.0,1712155700000.0,1425357000000.0,1307045800000.0
2282.0,2970819500000.0,1722541800000.0,1425091000000.0,1302392100000.0
2283.0,2972086200000.0,1739859400000.0,1419477000000.0,1299663400000.0
2284.0,2986149400000.0,1765622200000.0,1413588600000.0,1298836900000.0
2285.0,2983796400000.0,1784626500000.0,1409154500000.0,1301395300000.0
2286.0,2980732000000.0,1797067500000.0,1407527200000.0,1301820700000.0
2287.0,2985672300000.0,1783029200000.0,1407300900000.0,1301953600000.0
2288.0,2973702000000.0,1776117600000.0,1396429000000.0,1296751300000.0
2289.0,2981127000000.0,1788910500000.0,1397589700000.0,1301451200000.0
2290.0,2982397300000.0,1790039600000.0,1388899900000.0,1302891100000.0
2291.0,2983230400000.0,1816378700000.0,1378978000000.0,1301572400000.0
2292.0,2990834200000.0,1833563000000.0,1376171000000.0,1308240200000.0
2293.0,2989628600000.0,1837030700000.0,1376005300000.0,1310329900000.0
2294.0,2988480400000.0,1825832600000.0,1382319900000.0,1316172600000.0
2295.0,2985687300000.0,1841523500000.0,1374862300000.0,1321541400000.0
2296.0,2980116000000.0,1842850400000.0,1366257600000.0,1325311900000.0
2297.0,2980157800000.0,1834975600000.0,1363211300000.0,1327571900000.0
2298.0,2968595200000.0,1844031100000.0,1357217000000.0,1329065800000.0
2299.0,2975467800000.0,1861452300000.0,1353724300000.0,1328488800000.0
2300.0,2971360600000.0,1871556600000.0,1347943300000.0,1331078200000.0
