time,CANESM5,IPSL-CM6A-LR,ACCESS-ESM1-5,CESM2-WACCM,ACCESS-CM2,MRI-ESM2-0
2033.0,2525476700000.0,2554470000000.0,2540322400000.0,2542214000000.0,2497389800000.0,2485770300000.0
2034.0,2511925100000.0,2538303400000.0,2516988200000.0,2519304800000.0,2460695000000.0,2472338000000.0
2035.0,2485692700000.0,2508207400000.0,2497722000000.0,2509707000000.0,2443824900000.0,2444179300000.0
2036.0,2453750200000.0,2475658600000.0,2480275200000.0,2492624300000.0,2425354500000.0,2407825100000.0
2037.0,2436823800000.0,2466592600000.0,2458174000000.0,2493685400000.0,2409013200000.0,2387196800000.0
2038.0,2387156400000.0,2445549200000.0,2434154400000.0,2470848200000.0,2387743000000.0,2359235700000.0
2039.0,2381434600000.0,2440180300000.0,2424073600000.0,2458622600000.0,2371136500000.0,2344452600000.0
2040.0,2344093500000.0,2410711400000.0,2406781600000.0,2436539000000.0,2348675500000.0,2306186000000.0
2041.0,2306436000000.0,2395233000000.0,2378840000000.0,2407544000000.0,2323024400000.0,2274078000000.0
2042.0,2272322400000.0,2387862000000.0,2362466600000.0,2397545400000.0,2300612200000.0,2250245400000.0
2043.0,2229425000000.0,2361314800000.0,2326849400000.0,2360466200000.0,2289196600000.0,2251275000000.0
2044.0,2203261300000.0,2349035000000.0,2309946000000.0,2344318100000.0,2261857000000.0,2243141000000.0
2045.0,2150634000000.0,2323702000000.0,2278531500000.0,2333469000000.0,2251044700000.0,2222396500000.0
2046.0,2122044100000.0,2315181600000.0,2263694200000.0,2301221100000.0,2228525200000.0,2198842400000.0
2047.0,2098373700000.0,2299427300000.0,2250473000000.0,2293833400000.0,2197944300000.0,2169441600000.0
2048.0,2062996200000.0,2286181700000.0,2220970200000.0,2272986000000.0,2174107000000.0,2151393800000.0
2049.0,2043444100000.0,2263552000000.0,2199520000000.0,2257132500000.0,2153668500000.0,2129719000000.0
2050.0,2028281000000.0,2233247500000.0,2181483500000.0,2247571000000.0,2112039700000.0,2105392400000.0
2051.0,2004585700000.0,2207416300000.0,2160127500000.0,2241938800000.0,2078698000000.0,2081754000000.0
2052.0,1978111800000.0,2194086400000.0,2135972800000.0,2224849700000.0,2061439900000.0,2058234200000.0
2053.0,1971737100000.0,2179448200000.0,2106739800000.0,2205627200000.0,2041002100000.0,2032529200000.0
2054.0,1948619100000.0,2166819300000.0,2090040800000.0,2183655800000.0,2015790900000.0,2017135200000.0
2055.0,1913232300000.0,2150939800000.0,2061815000000.0,2167533100000.0,1995525600000.0,1991819500000.0
2056.0,1894054100000.0,2142164100000.0,2043529900000.0,2151886700000.0,1969345700000.0,1980197200000.0
2057.0,1880868500000.0,2120451000000.0,2030639800000.0,2122080300000.0,1950352500000.0,1963218600000.0
2058.0,1876204200000.0,2097034400000.0,2017519300000.0,2108608700000.0,1929051900000.0,1939197500000.0
2059.0,1855562600000.0,2097219600000.0,2015525100000.0,2083727600000.0,1915354000000.0,1925078500000.0
2060.0,1823597000000.0,2083444200000.0,1994395500000.0,2045206700000.0,1880781100000.0,1907548600000.0
2061.0,1834857700000.0,2062918500000.0,1974776900000.0,2027470000000.0,1855483300000.0,1885647400000.0
2062.0,1821445200000.0,2046059100000.0,1971697200000.0,2009333400000.0,1835910400000.0,1881259400000.0
2063.0,1803300100000.0,2032023800000.0,1956365000000.0,1988766300000.0,1824165100000.0,1863528100000.0
2064.0,1780361600000.0,2008056600000.0,1938308200000.0,1983834800000.0,1808164200000.0,1850628900000.0
2065.0,1757494900000.0,1999774700000.0,1918632500000.0,1970105900000.0,1786348800000.0,1834944300000.0
2066.0,1743382600000.0,1979475400000.0,1915694200000.0,1961947600000.0,1762086200000.0,1822019400000.0
2067.0,1729852100000.0,1956056500000.0,1910683200000.0,1936216000000.0,1740218800000.0,1805156700000.0
2068.0,1711351300000.0,1942096400000.0,1899790300000.0,1926950300000.0,1731785500000.0,1799844800000.0
2069.0,1697833300000.0,1928171100000.0,1886164200000.0,1917726000000.0,1704090300000.0,1796930500000.0
2070.0,1689122400000.0,1917252700000.0,1866152500000.0,1909479600000.0,1683369400000.0,1786816500000.0
2071.0,1690005700000.0,1908567400000.0,1845423200000.0,1881881800000.0,1665808300000.0,1774740800000.0
2072.0,1669673100000.0,1891203300000.0,1826581900000.0,1860572400000.0,1652154000000.0,1771116200000.0
2073.0,1653107000000.0,1878848700000.0,1812274200000.0,1859771600000.0,1618634900000.0,1761540200000.0
2074.0,1637130400000.0,1865176000000.0,1795993800000.0,1839697800000.0,1602591100000.0,1753320400000.0
2075.0,1645905700000.0,1850855300000.0,1784336100000.0,1821731500000.0,1597340000000.0,1739177500000.0
2076.0,1634537800000.0,1831122200000.0,1766102900000.0,1808357100000.0,1582042000000.0,1718805100000.0
2077.0,1626692500000.0,1819037500000.0,1749187600000.0,1796295500000.0,1574540500000.0,1708381000000.0
2078.0,1615100900000.0,1800486600000.0,1733309000000.0,1782196700000.0,1558730100000.0,1694145400000.0
2079.0,1600852200000.0,1784364000000.0,1719944300000.0,1765147300000.0,1542704600000.0,1690535300000.0
2080.0,1582629700000.0,1774503100000.0,1703056100000.0,1759997700000.0,1533770900000.0,1677642800000.0
2081.0,1575441300000.0,1761355100000.0,1691316300000.0,1741705000000.0,1517017600000.0,1673568700000.0
2082.0,1571301500000.0,1741248100000.0,1682611600000.0,1720312400000.0,1496955700000.0,1655788100000.0
2083.0,1561280800000.0,1723543600000.0,1674649500000.0,1702324100000.0,1482971500000.0,1641746100000.0
2084.0,1538315500000.0,1718718300000.0,1666381300000.0,1703554700000.0,1467577900000.0,1636375100000.0
2085.0,1537427500000.0,1704449400000.0,1657174100000.0,1696648900000.0,1449175800000.0,1635240800000.0
2086.0,1539829400000.0,1690294400000.0,1655282600000.0,1684841200000.0,1428920700000.0,1631123400000.0
2087.0,1549758900000.0,1673479800000.0,1644804200000.0,1678838700000.0,1412330800000.0,1626536000000.0
2088.0,1529336800000.0,1662415100000.0,1628869400000.0,1670394000000.0,1402681700000.0,1613924700000.0
2089.0,1525063700000.0,1653879300000.0,1604285600000.0,1654235900000.0,1394033600000.0,1606802200000.0
2090.0,1525284600000.0,1645375000000.0,1587747600000.0,1653626500000.0,1381324800000.0,1605513000000.0
2091.0,1517714800000.0,1643166600000.0,1572418200000.0,1637778700000.0,1362177600000.0,1601753400000.0
2092.0,1506856700000.0,1619674700000.0,1559511300000.0,1637790900000.0,1349187300000.0,1604585000000.0
2093.0,1499757800000.0,1609172000000.0,1548572600000.0,1633408400000.0,1337926500000.0,1590710800000.0
2094.0,1502319300000.0,1599589400000.0,1532069000000.0,1623997000000.0,1330636100000.0,1588863200000.0
2095.0,1489775100000.0,1596245900000.0,1520002900000.0,1615711600000.0,1318150000000.0,1578075300000.0
2096.0,1484501500000.0,1585063300000.0,1521447100000.0,1599306100000.0,1308827500000.0,1577915100000.0
2097.0,1488972700000.0,1570512200000.0,1513723300000.0,1582492700000.0,1299050400000.0,1577790200000.0
2098.0,1476510900000.0,1568404800000.0,1499188300000.0,1580299600000.0,1293690300000.0,1578112100000.0
2099.0,1463870700000.0,1566792200000.0,1484570600000.0,1563160900000.0,1287369400000.0,1573847400000.0
2100.0,1462930000000.0,1558808000000.0,1483103700000.0,1559879900000.0,1270925100000.0,1581132400000.0
2101.0,1477780700000.0,1555159400000.0,1480986900000.0,1556399400000.0,1265380500000.0,1570894200000.0
2102.0,1470872300000.0,1546037000000.0,1469666600000.0,1543464200000.0,1244680400000.0,1560831100000.0
2103.0,1459166100000.0,1553166800000.0,1464428400000.0,1539219100000.0,1240318000000.0,1564127000000.0
2104.0,1444568900000.0,1547364900000.0,1452823300000.0,1538363600000.0,1225682700000.0,1562653000000.0
2105.0,1427895400000.0,1540211000000.0,1440412300000.0,1531291000000.0,1213095000000.0,1562918400000.0
2106.0,1452344200000.0,1532486100000.0,1425834100000.0,1514729800000.0,1200237400000.0,1557489100000.0
2107.0,1457695600000.0,1531240100000.0,1416773200000.0,1511797000000.0,1193089400000.0,1555896200000.0
2108.0,1447182200000.0,1526042000000.0,1404239200000.0,1511028300000.0,1186929200000.0,1554741100000.0
2109.0,1455724700000.0,1521546000000.0,1399010400000.0,1503500700000.0,1173661300000.0,1548651200000.0
2110.0,1459548700000.0,1514555300000.0,1388919700000.0,1503078000000.0,1164742200000.0,1544880700000.0
2111.0,1457678000000.0,1505523000000.0,1384842300000.0,1500590100000.0,1162564500000.0,1542554300000.0
2112.0,1443724300000.0,1504745200000.0,1374224000000.0,1492925500000.0,1164055700000.0,1539765300000.0
2113.0,1443068800000.0,1507572000000.0,1363726800000.0,1486874200000.0,1153951000000.0,1546156100000.0
2114.0,1434804200000.0,1493560700000.0,1355654200000.0,1480040400000.0,1145874700000.0,1542048000000.0
2115.0,1443130000000.0,1487075000000.0,1350331700000.0,1472949300000.0,1139868400000.0,1545189200000.0
2116.0,1445434200000.0,1488782100000.0,1341090700000.0,1471198400000.0,1140405600000.0,1542276600000.0
2117.0,1442069200000.0,1483966000000.0,1331067700000.0,1464338500000.0,1128249600000.0,1540305300000.0
2118.0,1445127800000.0,1479500800000.0,1326913000000.0,1460766600000.0,1120267000000.0,1535191800000.0
2119.0,1463983700000.0,1472399100000.0,1315597600000.0,1454145800000.0,1112193800000.0,1537614700000.0
2120.0,1457909700000.0,1468511400000.0,1311133500000.0,1448973400000.0,1103065500000.0,1530204400000.0
2121.0,1451786100000.0,1465662600000.0,1303653400000.0,1456350800000.0,1095175960000.0,1531566900000.0
2122.0,1455157500000.0,1460890200000.0,1303629300000.0,1455438400000.0,1086925800000.0,1534136400000.0
2123.0,1467898400000.0,1455279700000.0,1299572200000.0,1447925800000.0,1077291600000.0,1537722000000.0
2124.0,1469260100000.0,1453553400000.0,1295102500000.0,1438866100000.0,1072464460000.0,1539687000000.0
2125.0,1474555500000.0,1447564700000.0,1284306600000.0,1442177600000.0,1063363300000.0,1534614700000.0
2126.0,1465956300000.0,1446695800000.0,1277666000000.0,1439886200000.0,1057520500000.0,1537592900000.0
2127.0,1475353200000.0,1444486000000.0,1275970000000.0,1437336200000.0,1050038500000.0,1547452800000.0
2128.0,1456574400000.0,1438501600000.0,1272796300000.0,1434580300000.0,1042541100000.0,1551303200000.0
2129.0,1453019900000.0,1437791400000.0,1269056900000.0,1422698700000.0,1033600700000.0,1554217700000.0
2130.0,1447852900000.0,1434825400000.0,1266777800000.0,1419263100000.0,1031891100000.0,1556045500000.0
2131.0,1458250000000.0,1432929800000.0,1266425900000.0,1418654300000.0,1023026700000.0,1567892700000.0
2132.0,1453446400000.0,1430977000000.0,1253609600000.0,1422436600000.0,1015165800000.0,1570539700000.0
2133.0,1450585000000.0,1429688800000.0,1250445200000.0,1423155700000.0,1009807260000.0,1576676800000.0
2134.0,1444032300000.0,1427950900000.0,1247380600000.0,1421911800000.0,1000124600000.0,1580837100000.0
2135.0,1452613000000.0,1428391100000.0,1238140000000.0,1420883700000.0,991340000000.0,1591520000000.0
2136.0,1467008800000.0,1430646300000.0,1236161100000.0,1421595000000.0,982912300000.0,1606749300000.0
2137.0,1468596900000.0,1431727000000.0,1235285600000.0,1420595300000.0,975583050000.0,1612730500000.0
2138.0,1468744600000.0,1429155900000.0,1232715100000.0,1420885600000.0,972249900000.0,1615344800000.0
2139.0,1482903100000.0,1422281900000.0,1229762300000.0,1423208100000.0,966181400000.0,1629113300000.0
2140.0,1475112600000.0,1417510100000.0,1222740800000.0,1426487400000.0,966987800000.0,1632572300000.0
2141.0,1477812300000.0,1417219000000.0,1220967900000.0,1424476300000.0,962296300000.0,1644153900000.0
2142.0,1466670100000.0,1410182000000.0,1223685000000.0,1427483400000.0,954278940000.0,1655471500000.0
2143.0,1465947700000.0,1406275200000.0,1222198300000.0,1435091300000.0,958080350000.0,1660093200000.0
2144.0,1468172900000.0,1403022200000.0,1219678700000.0,1432198400000.0,953596700000.0,1661921400000.0
2145.0,1465902400000.0,1397928100000.0,1218427000000.0,1430782100000.0,951442100000.0,1673274000000.0
2146.0,1471085200000.0,1400537100000.0,1219904000000.0,1430750800000.0,944885000000.0,1687402800000.0
2147.0,1468284700000.0,1393287800000.0,1216515700000.0,1423666700000.0,945195800000.0,1688188100000.0
2148.0,1456591900000.0,1393472700000.0,1210758600000.0,1425338500000.0,935161230000.0,1698074100000.0
2149.0,1452715100000.0,1393185900000.0,1213671500000.0,1432104200000.0,933259400000.0,1709977900000.0
2150.0,1447113800000.0,1394104100000.0,1208291200000.0,1430932700000.0,927946700000.0,1713593600000.0
2151.0,1458010200000.0,1390240100000.0,1204714300000.0,1428215400000.0,928594130000.0,1718503000000.0
2152.0,1452935700000.0,1386545800000.0,1206485400000.0,1432466100000.0,929720700000.0,1731068700000.0
2153.0,1458637200000.0,1385498000000.0,1201439000000.0,1443803800000.0,929211400000.0,1742022400000.0
2154.0,1448287300000.0,1377365300000.0,1200302500000.0,1448417200000.0,928861400000.0,1750048300000.0
2155.0,1460659800000.0,1374014400000.0,1203398100000.0,1445754700000.0,930023500000.0,1762817500000.0
2156.0,1453415500000.0,1372515600000.0,1201088800000.0,1449046200000.0,929510500000.0,1779226800000.0
2157.0,1450929600000.0,1371933600000.0,1202692000000.0,1453881300000.0,927314900000.0,1788788200000.0
2158.0,1472285900000.0,1369869400000.0,1204727400000.0,1455666000000.0,924543940000.0,1795690900000.0
2159.0,1468630300000.0,1372488200000.0,1208707400000.0,1455921200000.0,922483100000.0,1795536800000.0
2160.0,1457210300000.0,1373184700000.0,1209756800000.0,1461999800000.0,917029060000.0,1801146100000.0
2161.0,1453840500000.0,1369880900000.0,1208795500000.0,1464208300000.0,929303760000.0,1806911000000.0
2162.0,1447982400000.0,1367681400000.0,1205779000000.0,1458262200000.0,925691200000.0,1811282700000.0
2163.0,1454180100000.0,1364883100000.0,1204687100000.0,1462637600000.0,926725300000.0,1817104000000.0
2164.0,1481435400000.0,1366495500000.0,1202307200000.0,1467105100000.0,927822400000.0,1825323500000.0
2165.0,1481209500000.0,1367134600000.0,1192825200000.0,1468375800000.0,928005800000.0,1833811800000.0
2166.0,1493717200000.0,1369471700000.0,1195130500000.0,1474274400000.0,930031800000.0,1837829200000.0
2167.0,1481637000000.0,1366042700000.0,1193144100000.0,1473916600000.0,924089200000.0,1845595500000.0
2168.0,1490936700000.0,1362519400000.0,1189493500000.0,1479638600000.0,918876650000.0,1849801400000.0
2169.0,1480424200000.0,1362402500000.0,1197708800000.0,1477185000000.0,923366850000.0,1851773300000.0
2170.0,1472421700000.0,1361246400000.0,1199149500000.0,1475680700000.0,922524300000.0,1855789000000.0
2171.0,1465875800000.0,1361445000000.0,1197791600000.0,1479305900000.0,924090300000.0,1877353300000.0
2172.0,1457297200000.0,1358404100000.0,1196369100000.0,1475162000000.0,924448000000.0,1882900700000.0
2173.0,1455198400000.0,1355970100000.0,1190990200000.0,1470227000000.0,925238000000.0,1891718500000.0
2174.0,1459610500000.0,1356255600000.0,1192191000000.0,1465887600000.0,932605260000.0,1906792300000.0
2175.0,1511776300000.0,1355676900000.0,1188765900000.0,1471842400000.0,936610200000.0,1916077000000.0
2176.0,1524707600000.0,1358395200000.0,1188864900000.0,1481437100000.0,938275050000.0,1920269500000.0
2177.0,1517188000000.0,1355396000000.0,1182258400000.0,1477741100000.0,939929600000.0,1927016200000.0
2178.0,1517260400000.0,1355875700000.0,1182095100000.0,1489674700000.0,945619500000.0,1944988000000.0
2179.0,1536999300000.0,1350574500000.0,1176365400000.0,1489652800000.0,941171500000.0,1953070300000.0
2180.0,1542477000000.0,1350081300000.0,1175209000000.0,1501970300000.0,940629500000.0,1953774800000.0
2181.0,1544556000000.0,1351182800000.0,1172464900000.0,1498421000000.0,938275800000.0,1959575200000.0
2182.0,1551351400000.0,1356540800000.0,1172393200000.0,1499737000000.0,940527600000.0,1969796400000.0
2183.0,1551374700000.0,1359016500000.0,1178560000000.0,1498698600000.0,944044500000.0,1985177800000.0
2184.0,1543886300000.0,1359744300000.0,1178030600000.0,1511792600000.0,943101100000.0,1987915400000.0
2185.0,1572038800000.0,1368454000000.0,1178637300000.0,1517445300000.0,945493300000.0,1997330800000.0
2186.0,1580325300000.0,1364950800000.0,1174729800000.0,1511547000000.0,940348100000.0,2011257200000.0
2187.0,1585707900000.0,1375933400000.0,1171525900000.0,1511245200000.0,938500900000.0,2018938300000.0
2188.0,1581407700000.0,1374831500000.0,1169546400000.0,1514414800000.0,937117700000.0,2034079200000.0
2189.0,1590695200000.0,1375545700000.0,1166386700000.0,1511651300000.0,935018040000.0,2032648000000.0
2190.0,1598394900000.0,1372633200000.0,1162528600000.0,1526212500000.0,939789600000.0,2034194600000.0
2191.0,1642411600000.0,1369594300000.0,1169584400000.0,1533912800000.0,940959900000.0,2047901700000.0
2192.0,1645537500000.0,1368167200000.0,1166736500000.0,1528862700000.0,944737800000.0,2057889000000.0
2193.0,1641040300000.0,1368519100000.0,1161869400000.0,1530197400000.0,944972230000.0,2062619100000.0
2194.0,1656040600000.0,1364173300000.0,1161083200000.0,1531361500000.0,939375200000.0,2071471300000.0
2195.0,1668249800000.0,1366089000000.0,1165870200000.0,1537195500000.0,938678000000.0,2088278800000.0
2196.0,1687850300000.0,1371118500000.0,1162330900000.0,1550515300000.0,938952600000.0,2102844200000.0
2197.0,1679302500000.0,1377765800000.0,1158387100000.0,1548940900000.0,938931800000.0,2107793300000.0
2198.0,1681268100000.0,1377611500000.0,1162592600000.0,1554596800000.0,941287300000.0,2126874400000.0
2199.0,1682765500000.0,1368940000000.0,1159843300000.0,1558442400000.0,942486650000.0,2129482600000.0
2200.0,1680307500000.0,1361884700000.0,1158319000000.0,1565098500000.0,941898900000.0,2138882700000.0
2201.0,1702427400000.0,1367556800000.0,1150721900000.0,1573346600000.0,941939560000.0,2159986700000.0
2202.0,1705375600000.0,1368272700000.0,1148110000000.0,1571518000000.0,934566700000.0,2172816700000.0
2203.0,1711968400000.0,1369696600000.0,1146812100000.0,1571607300000.0,936089900000.0,2188696600000.0
2204.0,1732500100000.0,1370591900000.0,1151237600000.0,1575253800000.0,934810550000.0,2208209000000.0
2205.0,1721761300000.0,1367603000000.0,1151973600000.0,1566806000000.0,931007900000.0,2228414000000.0
2206.0,1714447000000.0,1360519000000.0,1149284300000.0,1578563800000.0,932190000000.0,2244583600000.0
2207.0,1719389800000.0,1359319100000.0,1149063500000.0,1603137600000.0,931530870000.0,2255353000000.0
2208.0,1727566300000.0,1357678000000.0,1150201500000.0,1605059500000.0,932995300000.0,2274470700000.0
2209.0,1741754700000.0,1354598400000.0,1153931400000.0,1612441200000.0,933712760000.0,2287927000000.0
2210.0,1759478400000.0,1349688100000.0,1149703400000.0,1612159300000.0,937796200000.0,2291472800000.0
2211.0,1760846200000.0,1350266000000.0,1147748900000.0,1606497000000.0,935351400000.0,2303019500000.0
2212.0,1756720100000.0,1347206300000.0,1152003500000.0,1609913700000.0,938414100000.0,2313288700000.0
2213.0,1757674300000.0,1344727300000.0,1152664700000.0,1602597300000.0,946891800000.0,2325746500000.0
2214.0,1769767000000.0,1350581400000.0,1146577500000.0,1609834700000.0,946603160000.0,2321956000000.0
2215.0,1782183000000.0,1357541400000.0,1141066800000.0,1604947100000.0,949873500000.0,2335029600000.0
2216.0,1775568700000.0,1349660400000.0,1144841200000.0,1609858500000.0,948959840000.0,2348300400000.0
2217.0,1763196900000.0,1347229800000.0,1150009300000.0,1613764000000.0,949520960000.0,2361174300000.0
2218.0,1777182000000.0,1345177500000.0,1149806700000.0,1611579800000.0,951110500000.0,2369110400000.0
2219.0,1780613400000.0,1348485800000.0,1146191000000.0,1618386200000.0,951038300000.0,2378664500000.0
2220.0,1781845300000.0,1353266000000.0,1142964500000.0,1623478200000.0,954350500000.0,2383543000000.0
2221.0,1775485700000.0,1350221200000.0,1135668400000.0,1618141800000.0,951703760000.0,2386382600000.0
2222.0,1788454900000.0,1347837500000.0,1136958400000.0,1613054000000.0,956824100000.0,2404075000000.0
2223.0,1777664500000.0,1349047500000.0,1135968000000.0,1607210600000.0,955682650000.0,2413805000000.0
2224.0,1767517700000.0,1347879400000.0,1138621000000.0,1605888900000.0,958047200000.0,2419062000000.0
2225.0,1758079600000.0,1347170900000.0,1140826600000.0,1606149500000.0,963210250000.0,2433390500000.0
2226.0,1754072100000.0,1344805900000.0,1140010400000.0,1609399000000.0,966445300000.0,2438637000000.0
2227.0,1752657600000.0,1338333500000.0,1139034700000.0,1602900000000.0,964286900000.0,2443727600000.0
2228.0,1744183900000.0,1338645700000.0,1138137400000.0,1603445200000.0,966429700000.0,2450558000000.0
2229.0,1755710100000.0,1338012000000.0,1138225400000.0,1608279100000.0,960497100000.0,2457893900000.0
2230.0,1757311800000.0,1337722300000.0,1140907800000.0,1606707000000.0,959097000000.0,2462150800000.0
2231.0,1769930000000.0,1338392400000.0,1138948300000.0,1613176600000.0,957540800000.0,2472452000000.0
2232.0,1770774700000.0,1344237700000.0,1139543100000.0,1613635100000.0,967263450000.0,2481867500000.0
2233.0,1775191200000.0,1347435100000.0,1137069000000.0,1613022600000.0,962742450000.0,2499515300000.0
2234.0,1765115800000.0,1349200900000.0,1141832400000.0,1615291900000.0,962184150000.0,2518086300000.0
2235.0,1761606000000.0,1352635000000.0,1139917700000.0,1614860100000.0,961131800000.0,2533464000000.0
2236.0,1771705000000.0,1353468000000.0,1145021000000.0,1621393100000.0,966958060000.0,2541205000000.0
2237.0,1776680300000.0,1356234600000.0,1148170100000.0,1621386300000.0,968816800000.0,2543126800000.0
2238.0,1778860400000.0,1351228000000.0,1147753200000.0,1610439500000.0,971077400000.0,2545447900000.0
2239.0,1778212100000.0,1355732900000.0,1153270400000.0,1620817300000.0,965542300000.0,2562508700000.0
2240.0,1761491200000.0,1350997500000.0,1157677600000.0,1625487200000.0,963330640000.0,2573220200000.0
2241.0,1770152400000.0,1357144500000.0,1156831600000.0,1626340200000.0,966277100000.0,2584081900000.0
2242.0,1766077100000.0,1357787400000.0,1155062300000.0,1622276300000.0,971740400000.0,2598651600000.0
2243.0,1766031500000.0,1360477000000.0,1155155000000.0,1622570200000.0,968196100000.0,2601506600000.0
2244.0,1776774500000.0,1362809000000.0,1161712200000.0,1624157200000.0,967469760000.0,2613658300000.0
2245.0,1790112600000.0,1367565000000.0,1161769300000.0,1624147800000.0,972152600000.0,2622591300000.0
2246.0,1772515900000.0,1373949500000.0,1158974500000.0,1626402700000.0,969483500000.0,2621742800000.0
2247.0,1786828300000.0,1382169200000.0,1153530700000.0,1622234200000.0,969221900000.0,2634856800000.0
2248.0,1803945000000.0,1382565800000.0,1148469000000.0,1625183100000.0,959128400000.0,2635158500000.0
2249.0,1813828600000.0,1383455300000.0,1144957800000.0,1633067000000.0,961725900000.0,2636861000000.0
2250.0,1813091000000.0,1389525200000.0,1151559800000.0,1625219300000.0,953072800000.0,2643420300000.0
2251.0,1815406600000.0,1384032000000.0,1149946800000.0,1627853300000.0,955900950000.0,2641399600000.0
2252.0,1822528400000.0,1384788500000.0,1154113100000.0,1645208000000.0,952165400000.0,2660674000000.0
2253.0,1810162900000.0,1391116600000.0,1149632400000.0,1632458800000.0,951112040000.0,2666310700000.0
2254.0,1817325300000.0,1386814800000.0,1149837900000.0,1639485400000.0,953475140000.0,2667159000000.0
2255.0,1818272300000.0,1389830500000.0,1149867800000.0,1652136000000.0,957413600000.0,2672091200000.0
2256.0,1806504600000.0,1393286000000.0,1154209200000.0,1665199200000.0,948762050000.0,2679507000000.0
2257.0,1817995800000.0,1395769200000.0,1152886000000.0,1663245100000.0,947063400000.0,2667110200000.0
2258.0,1824154500000.0,1401452900000.0,1151875300000.0,1662291800000.0,942367050000.0,2678184500000.0
2259.0,1839638500000.0,1398134800000.0,1154664000000.0,1669262300000.0,946077700000.0,2692282300000.0
2260.0,1842763500000.0,1398521900000.0,1157172200000.0,1657447100000.0,945479350000.0,2719545000000.0
2261.0,1830234600000.0,1402471700000.0,1155517000000.0,1684356900000.0,948815500000.0,2723617700000.0
2262.0,1839724100000.0,1398754400000.0,1151194900000.0,1693898900000.0,944478100000.0,2733493000000.0
2263.0,1849201000000.0,1399023000000.0,1153418800000.0,1687166500000.0,937361600000.0,2736187200000.0
