time,CANESM2,CNRM-CM5,GFDL-CM3,MPI-ESM-LR,NORESM1-M,GFDL-ESM2G,GISS-E2-R,CSIRO-MK3-6-0,CCSM4,CESM1-CAM5,IPSL-CM5A-LR
2000.0,33819884000.0,33819884000.0,33819884000.0,33819884000.0,33819884000.0,33819884000.0,33819884000.0,33819884000.0,33819884000.0,33819884000.0,33819884000.0
2001.0,33864160000.0,33864160000.0,33864160000.0,33864160000.0,33864160000.0,33864160000.0,33864160000.0,33864160000.0,33864160000.0,33864160000.0,33864160000.0
2002.0,33840273000.0,33840273000.0,33840273000.0,33840273000.0,33840273000.0,33840273000.0,33840273000.0,33840273000.0,33840273000.0,33840273000.0,33840273000.0
2003.0,33820926000.0,33820926000.0,33820926000.0,33820926000.0,33820926000.0,33820926000.0,33820926000.0,33820926000.0,33820926000.0,33820926000.0,33820926000.0
2004.0,33815273000.0,33815273000.0,33815273000.0,33815273000.0,33815273000.0,33815273000.0,33815273000.0,33815273000.0,33815273000.0,33815273000.0,33815273000.0
2005.0,33798212000.0,33798212000.0,33798212000.0,33798212000.0,33798212000.0,33798212000.0,33798212000.0,33798212000.0,33798212000.0,33798212000.0,33798212000.0
2006.0,33791566000.0,33791566000.0,33791566000.0,33791566000.0,33791566000.0,33791566000.0,33791566000.0,33791566000.0,33791566000.0,33791566000.0,33791566000.0
2007.0,33787152000.0,33787152000.0,33787152000.0,33787152000.0,33787152000.0,33787152000.0,33787152000.0,33787152000.0,33787152000.0,33787152000.0,33787152000.0
2008.0,33777620000.0,33777620000.0,33777620000.0,33777620000.0,33777620000.0,33777620000.0,33777620000.0,33777620000.0,33777620000.0,33777620000.0,33777620000.0
2009.0,33777641000.0,33777641000.0,33777641000.0,33777641000.0,33777641000.0,33777641000.0,33777641000.0,33777641000.0,33777641000.0,33777641000.0,33777641000.0
2010.0,33770058000.0,33770058000.0,33770058000.0,33770058000.0,33770058000.0,33770058000.0,33770058000.0,33770058000.0,33770058000.0,33770058000.0,33770058000.0
2011.0,33778040000.0,33778040000.0,33778040000.0,33778040000.0,33778040000.0,33778040000.0,33778040000.0,33778040000.0,33778040000.0,33778040000.0,33778040000.0
2012.0,33759564000.0,33759564000.0,33759564000.0,33759564000.0,33759564000.0,33759564000.0,33759564000.0,33759564000.0,33759564000.0,33759564000.0,33759564000.0
2013.0,33790654000.0,33790654000.0,33790654000.0,33790654000.0,33790654000.0,33790654000.0,33790654000.0,33790654000.0,33790654000.0,33790654000.0,33790654000.0
2014.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0,33737690000.0
2015.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0,33745338000.0
2016.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0,33742463000.0
2017.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0,33738520000.0
2018.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0,33718770000.0
2019.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0,33755453000.0
2020.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0,33703807000.0
2021.0,33688738000.0,33695430000.0,33686475000.0,33691652000.0,33684873000.0,33707553000.0,33698814000.0,33688326000.0,33691965000.0,33680840000.0,33688283000.0
2022.0,33678447000.0,33680146000.0,33670322000.0,33680572000.0,33685805000.0,33707690000.0,33678477000.0,33680520000.0,33677312000.0,33670687000.0,33671225000.0
2023.0,33657438000.0,33670860000.0,33657980000.0,33673011000.0,33673300000.0,33705697000.0,33684570000.0,33666198000.0,33657866000.0,33659580000.0,33652886000.0
2024.0,33632880000.0,33657350000.0,33639190000.0,33655022000.0,33654305000.0,33697264000.0,33675237000.0,33650379000.0,33642803000.0,33646316000.0,33625375000.0
2025.0,33616243000.0,33665149000.0,33623500000.0,33636440000.0,33630050000.0,33684554000.0,33654737000.0,33634666000.0,33638308000.0,33636098000.0,33597342000.0
2026.0,33596981000.0,33635211000.0,33604973000.0,33612149000.0,33606722000.0,33668809000.0,33644765000.0,33617947000.0,33626309000.0,33614324000.0,33571070000.0
2027.0,33585627000.0,33621942000.0,33593764000.0,33584058000.0,33596377000.0,33646178000.0,33660135000.0,33600328000.0,33600205000.0,33597411000.0,33547096000.0
2028.0,33568524000.0,33620236000.0,33574793000.0,33552930000.0,33584187000.0,33642586000.0,33626761000.0,33580829000.0,33587788000.0,33576913000.0,33499021000.0
2029.0,33534894000.0,33591073000.0,33550070000.0,33516694000.0,33543596000.0,33624429000.0,33609260000.0,33571110000.0,33567089000.0,33549440000.0,33462442000.0
2030.0,33515790000.0,33593305000.0,33524640000.0,33488600000.0,33520771000.0,33601782000.0,33567736000.0,33544167000.0,33528832000.0,33520574000.0,33424360000.0
2031.0,33565633000.0,33556630000.0,33506640000.0,33452777000.0,33514009000.0,33580583000.0,33550311000.0,33538357000.0,33505993000.0,33491941000.0,33399290000.0
2032.0,33497969000.0,33543350000.0,33466364000.0,33430634000.0,33481912000.0,33563693000.0,33534403000.0,33524370000.0,33474826000.0,33465276000.0,33394852000.0
2033.0,33473479000.0,33529614000.0,33436600000.0,33418492000.0,33440571000.0,33535777000.0,33518400000.0,33517197000.0,33448317000.0,33422141000.0,33337709000.0
2034.0,33457474000.0,33515104000.0,33408709000.0,33383922000.0,33362682000.0,33529047000.0,33491976000.0,33478017000.0,33424288000.0,33393490000.0,33274948000.0
2035.0,33428599000.0,33492425000.0,33368682000.0,33355653000.0,33323368000.0,33517710000.0,33482340000.0,33452190000.0,33386912000.0,33343982000.0,33188368000.0
2036.0,33415344000.0,33453427000.0,33343090000.0,33284790000.0,33292452000.0,33473473000.0,33464902000.0,33430247000.0,33362400000.0,33268860000.0,33129430000.0
2037.0,33375664000.0,33437207000.0,33310634000.0,33265252000.0,33264345000.0,33437768000.0,33440080000.0,33385660000.0,33328136000.0,33225610000.0,33076810000.0
2038.0,33352400000.0,33419182000.0,33241731000.0,33227784000.0,33237932000.0,33416780000.0,33406063000.0,33314700000.0,33303456000.0,33171818000.0,33007632000.0
2039.0,33332036000.0,33378324000.0,33214513000.0,33188860000.0,33207622000.0,33391436000.0,33391458000.0,33298596000.0,33244932000.0,33122382000.0,32936907000.0
2040.0,33314780000.0,33340807000.0,33164337000.0,33144220000.0,33183570000.0,33355252000.0,33363399000.0,33284618000.0,33185559000.0,33055314000.0,32860099000.0
2041.0,33242673000.0,33308817000.0,33126785000.0,33098975000.0,33130062000.0,33305590000.0,33300818000.0,33262422000.0,33153122000.0,32984113000.0,32736616000.0
2042.0,33194056000.0,33270725000.0,33079914000.0,32992604000.0,33073519000.0,33286224000.0,33279120000.0,33232198000.0,33091363000.0,32845797000.0,32640696000.0
2043.0,33128335000.0,33254540000.0,33032505000.0,32965876000.0,33028565000.0,33322357000.0,33258482000.0,33179423000.0,33026347000.0,32776208000.0,32572664000.0
2044.0,33099663000.0,33170758000.0,32960788000.0,32911862000.0,32998316000.0,33275330000.0,33245202000.0,33124108000.0,32967537000.0,32665762000.0,32462776000.0
2045.0,33074760000.0,33138190000.0,32896387000.0,32855730000.0,32938050000.0,33240975000.0,33198946000.0,33080865000.0,32861639000.0,32562717000.0,32353487000.0
2046.0,33045154000.0,33079085000.0,32787292000.0,32782584000.0,32893577000.0,33200534000.0,33166813000.0,32999195000.0,32813160000.0,32445116000.0,32244652000.0
2047.0,33014671000.0,33041973000.0,32723431000.0,32725076000.0,32842363000.0,33192751000.0,33130455000.0,32963584000.0,32758690000.0,32285524000.0,32077509000.0
2048.0,32968096000.0,32986505000.0,32658602000.0,32661606000.0,32790276000.0,33174280000.0,33086118000.0,32920416000.0,32704606000.0,32156754000.0,31957576000.0
2049.0,32907682000.0,32908964000.0,32563161000.0,32554975000.0,32690990000.0,33107096000.0,33058210000.0,32866847000.0,32667613000.0,32029905000.0,31821111000.0
2050.0,32815505000.0,32853508000.0,32418843000.0,32512660000.0,32614552000.0,33074379000.0,33035774000.0,32806918000.0,32610621000.0,31864605000.0,31716745000.0
2051.0,32768846000.0,32792030000.0,32311986000.0,32433783000.0,32568717000.0,33014550000.0,33022093000.0,32774947000.0,32557115000.0,31791968000.0,31535874000.0
2052.0,32723988000.0,32682004000.0,32198380000.0,32357302000.0,32524260000.0,32971450000.0,32973630000.0,32698910000.0,32499593000.0,31626287000.0,31380339000.0
2053.0,32673112000.0,32620896000.0,32107794000.0,32308590000.0,32451230000.0,32932205000.0,32909330000.0,32655305000.0,32409620000.0,31486020000.0,31257014000.0
2054.0,32597680000.0,32536328000.0,32015012000.0,32254460000.0,32368159000.0,32920928000.0,32862714000.0,32601692000.0,32330500000.0,31324033000.0,31152013000.0
2055.0,32550066000.0,32458054000.0,31911055000.0,32143135000.0,32313082000.0,32942221000.0,32809888000.0,32512426000.0,32284391000.0,31080342000.0,31038618000.0
2056.0,32457170000.0,32375409000.0,31761906000.0,32005970000.0,32250026000.0,32897870000.0,32744660000.0,32482832000.0,32222947000.0,30921083000.0,30889665000.0
2057.0,32376060000.0,32341125000.0,31655880000.0,31940990000.0,32130940000.0,32836944000.0,32698950000.0,32409379000.0,32137427000.0,30735118000.0,30770524000.0
2058.0,32299244000.0,32207645000.0,31547662000.0,31896404000.0,32049897000.0,32797817000.0,32762143000.0,32356155000.0,32079077000.0,30627844000.0,30647523000.0
2059.0,32220045000.0,32063453000.0,31411687000.0,31815741000.0,31938697000.0,32720470000.0,32665356000.0,32322290000.0,31975530000.0,30452863000.0,30424873000.0
2060.0,32097425000.0,31972844000.0,31326386000.0,31719050000.0,31842259000.0,32680910000.0,32634657000.0,32249174000.0,31926890000.0,30286383000.0,30275162000.0
2061.0,32045412000.0,31887782000.0,31170499000.0,31591942000.0,31722283000.0,32650980000.0,32584606000.0,32198492000.0,31889363000.0,30088305000.0,30125259000.0
2062.0,31986332000.0,31777126000.0,31060064000.0,31541221000.0,31565177000.0,32617767000.0,32562395000.0,32154442000.0,31814140000.0,29895733000.0,30009983000.0
2063.0,31946922000.0,31641119000.0,30951406000.0,31455633000.0,31454874000.0,32581980000.0,32523624000.0,32091050000.0,31698848000.0,29736634000.0,29889487000.0
2064.0,31839336000.0,31596872000.0,30874718000.0,31381381000.0,31385276000.0,32458054000.0,32471560000.0,32035787000.0,31701834000.0,29624666000.0,29679393000.0
2065.0,31821406000.0,31403586000.0,30747870000.0,31316871000.0,31312325000.0,32380418000.0,32448380000.0,31987980000.0,31677362000.0,29467197000.0,29558710000.0
2066.0,31717202000.0,31302105000.0,30620776000.0,31221957000.0,31211272000.0,32339319000.0,32399620000.0,31878740000.0,31685425000.0,29305315000.0,29371503000.0
2067.0,31622404000.0,31197065000.0,30506870000.0,31154776000.0,31111053000.0,32345311000.0,32373297000.0,31835245000.0,31474905000.0,29130280000.0,29106962000.0
2068.0,31559969000.0,31038058000.0,30394690000.0,31068142000.0,30934700000.0,32247490000.0,32366346000.0,31745782000.0,31426662000.0,28952244000.0,28930611000.0
2069.0,31483798000.0,30909958000.0,30195497000.0,30968392000.0,30821032000.0,32215286000.0,32297972000.0,31699309000.0,31433943000.0,28818493000.0,28787670000.0
2070.0,31359711000.0,30756614000.0,30041696000.0,30897687000.0,30700478000.0,32160420000.0,32250554000.0,31588660000.0,31359599000.0,28646482000.0,28581745000.0
2071.0,31280663000.0,30671587000.0,29899063000.0,30786920000.0,30609756000.0,32114280000.0,32211374000.0,31532134000.0,31271367000.0,28448985000.0,28336318000.0
2072.0,31201990000.0,30547487000.0,29665810000.0,30712117000.0,30493300000.0,32066610000.0,32176812000.0,31436650000.0,31192392000.0,28303708000.0,28133724000.0
2073.0,31097944000.0,30356017000.0,29550166000.0,30658760000.0,30345298000.0,32022788000.0,32121520000.0,31345383000.0,31123240000.0,28197376000.0,27969659000.0
2074.0,31007450000.0,30222890000.0,29334972000.0,30549821000.0,30187332000.0,31967427000.0,32023302000.0,31289874000.0,31027780000.0,28068927000.0,27717417000.0
2075.0,30936963000.0,30107576000.0,29220282000.0,30446143000.0,30063802000.0,31909876000.0,31981541000.0,31215104000.0,30937557000.0,27917950000.0,27483040000.0
2076.0,30865338000.0,29935307000.0,29023863000.0,30364400000.0,29895197000.0,31879307000.0,31965106000.0,31073126000.0,30877848000.0,27729800000.0,27294534000.0
2077.0,30781348000.0,29798357000.0,28861911000.0,30240803000.0,29818819000.0,31809376000.0,31913443000.0,30925420000.0,30804795000.0,27617530000.0,27119092000.0
2078.0,30606078000.0,29672030000.0,28668246000.0,30146058000.0,29637798000.0,31732144000.0,31933544000.0,30820696000.0,30747828000.0,27541880000.0,26976274000.0
2079.0,30500936000.0,29554860000.0,28458476000.0,30080125000.0,29561027000.0,31692675000.0,31876043000.0,30754468000.0,30694980000.0,27252030000.0,26821784000.0
2080.0,30394122000.0,29418189000.0,28290607000.0,30010307000.0,29380622000.0,31588362000.0,31796414000.0,30663735000.0,30579171000.0,27086494000.0,26710354000.0
2081.0,30254020000.0,29286652000.0,28070552000.0,29890050000.0,29234403000.0,31541620000.0,31774685000.0,30569026000.0,30526181000.0,26888563000.0,26524880000.0
2082.0,30128640000.0,29169365000.0,27912413000.0,29802258000.0,29124844000.0,31492975000.0,31724710000.0,30417955000.0,30423626000.0,26733914000.0,26444368000.0
2083.0,30072111000.0,29079101000.0,27895824000.0,29732688000.0,28979866000.0,31442370000.0,31678927000.0,30347553000.0,30330896000.0,26588936000.0,26294450000.0
2084.0,29953384000.0,28975882000.0,27687465000.0,29601110000.0,28817637000.0,31400411000.0,31689918000.0,30269995000.0,30284840000.0,26361428000.0,26097383000.0
2085.0,29847566000.0,28766276000.0,27515386000.0,29500047000.0,28717916000.0,31346950000.0,31614276000.0,30165969000.0,30173410000.0,26200142000.0,25963020000.0
2086.0,29704747000.0,28603324000.0,27338674000.0,29451414000.0,28582031000.0,31310780000.0,31562568000.0,30029357000.0,30091897000.0,26027640000.0,25798595000.0
2087.0,29570005000.0,28461992000.0,27168141000.0,29365100000.0,28412905000.0,31280080000.0,31531653000.0,29908242000.0,30034997000.0,25896483000.0,25597140000.0
2088.0,29415860000.0,28439722000.0,26993928000.0,29294213000.0,28266377000.0,31206701000.0,31480054000.0,29822747000.0,29939177000.0,25627650000.0,25453117000.0
2089.0,29298924000.0,28234854000.0,26816842000.0,29375173000.0,28101908000.0,31154815000.0,31390749000.0,29640086000.0,29846390000.0,25462389000.0,25372918000.0
2090.0,29141131000.0,28160490000.0,26642776000.0,29155860000.0,27933670000.0,31154932000.0,31324566000.0,29589244000.0,29670224000.0,25425943000.0,25127860000.0
2091.0,29023599000.0,27993203000.0,26467822000.0,29016000000.0,27777487000.0,31084196000.0,31291853000.0,29454620000.0,29596183000.0,25180144000.0,24896236000.0
2092.0,28987388000.0,27806235000.0,26243547000.0,28937610000.0,27612105000.0,31043543000.0,31246643000.0,29348727000.0,29487198000.0,25013373000.0,24902664000.0
2093.0,28888093000.0,27666874000.0,25997922000.0,28829889000.0,27533930000.0,30998745000.0,31194423000.0,29214405000.0,29330424000.0,24788050000.0,24709390000.0
2094.0,28814322000.0,27536378000.0,25853280000.0,28711428000.0,27348249000.0,30926391000.0,31274926000.0,29089319000.0,29270620000.0,24637334000.0,24461345000.0
2095.0,28710402000.0,27401337000.0,25656222000.0,28638542000.0,27181933000.0,30821538000.0,31139846000.0,29015083000.0,29174274000.0,24417174000.0,24327305000.0
2096.0,28584681000.0,27220163000.0,25465453000.0,28526762000.0,27032547000.0,30783627000.0,31052520000.0,28860920000.0,29097165000.0,24215425000.0,24088099000.0
2097.0,28444062000.0,27079057000.0,25190384000.0,28371374000.0,27009386000.0,30785427000.0,30985920000.0,28777202000.0,29010217000.0,24019153000.0,23907727000.0
2098.0,28313821000.0,26952114000.0,25048054000.0,28270780000.0,26825036000.0,30759200000.0,30908226000.0,28636023000.0,28948140000.0,23778701000.0,24050550000.0
2099.0,28183998000.0,26697277000.0,24903651000.0,28147282000.0,26762290000.0,30680099000.0,30876865000.0,28456006000.0,28853797000.0,23660497000.0,23806851000.0
2100.0,28118250000.0,26888444000.0,24736709000.0,28064584000.0,26677015000.0,30640210000.0,30826836000.0,28313539000.0,28783612000.0,23453288000.0,23602846000.0
