time,NORESM1-M,MPI-ESM-LR,CANESM2,CNRM-CM5,GFDL-CM3,CSIRO-MK3-6-0,CCSM4,IPSL-CM5A-LR,GFDL-ESM2G,GISS-E2-R
2028.0,33591538000.0,33559950000.0,33586307000.0,33600995000.0,33560982000.0,33601264000.0,33594510000.0,33525772000.0,33601337000.0,33613165000.0
2029.0,33564406000.0,33526782000.0,33569165000.0,33585142000.0,33521396000.0,33580090000.0,33574687000.0,33483950000.0,33590573000.0,33586774000.0
2030.0,33538613000.0,33496210000.0,33557225000.0,33545773000.0,33479115000.0,33543172000.0,33543959000.0,33450234000.0,33544489000.0,33573680000.0
2031.0,33521687000.0,33463007000.0,33517615000.0,33515063000.0,33448987000.0,33522310000.0,33526700000.0,33378068000.0,33507815000.0,33552546000.0
2032.0,33511289000.0,33444143000.0,33494309000.0,33466841000.0,33425764000.0,33509794000.0,33503937000.0,33323934000.0,33474181000.0,33524756000.0
2033.0,33477515000.0,33421478000.0,33452298000.0,33434010000.0,33351550000.0,33493211000.0,33482222000.0,33233870000.0,33440946000.0,33507635000.0
2034.0,33389285000.0,33378329000.0,33406930000.0,33351840000.0,33303357000.0,33468440000.0,33465786000.0,33171055000.0,33419024000.0,33486900000.0
2035.0,33352765000.0,33304054000.0,33384130000.0,33288560000.0,33268900000.0,33461760000.0,33443290000.0,33100458000.0,33385636000.0,33467124000.0
2036.0,33296443000.0,33275455000.0,33356319000.0,33227184000.0,33240324000.0,33425060000.0,33406577000.0,33004010000.0,33292657000.0,33438523000.0
2037.0,33195246000.0,33246350000.0,33300922000.0,33169480000.0,33200077000.0,33382660000.0,33381738000.0,32927046000.0,33253550000.0,33404072000.0
2038.0,33138237000.0,33200425000.0,33219590000.0,33038674000.0,33161834000.0,33371765000.0,33365000000.0,32831662000.0,33224878000.0,33375922000.0
2039.0,33097527000.0,33167070000.0,33184385000.0,32941754000.0,33043044000.0,33343830000.0,33332077000.0,32687596000.0,33187110000.0,33342069000.0
2040.0,33034545000.0,33095370000.0,33133644000.0,32851628000.0,32981647000.0,33278288000.0,33338974000.0,32604572000.0,33162764000.0,33318375000.0
2041.0,32959224000.0,32994870000.0,33107474000.0,32712659000.0,32947122000.0,33237484000.0,33301817000.0,32544555000.0,33070844000.0,33296910000.0
2042.0,32843414000.0,32924740000.0,33016371000.0,32587581000.0,32883580000.0,33199903000.0,33266560000.0,32415638000.0,33017512000.0,33220348000.0
2043.0,32768727000.0,32857952000.0,32917234000.0,32477800000.0,32804690000.0,33159985000.0,33227290000.0,32271962000.0,32999553000.0,33180066000.0
2044.0,32682689000.0,32785195000.0,32868313000.0,32314140000.0,32682447000.0,33111927000.0,33138620000.0,32068820000.0,32954591000.0,33152133000.0
2045.0,32591229000.0,32723986000.0,32790620000.0,32177500000.0,32609591000.0,33053352000.0,33106835000.0,31893459000.0,32913924000.0,33106096000.0
2046.0,32458398000.0,32646007000.0,32716728000.0,31944978000.0,32517315000.0,33020041000.0,33060645000.0,31655703000.0,32861567000.0,33048690000.0
2047.0,32287365000.0,32561281000.0,32628154000.0,31787317000.0,32415440000.0,32946942000.0,33010465000.0,31444867000.0,32832578000.0,33002109000.0
2048.0,32126378000.0,32467417000.0,32477862000.0,31640560000.0,32282431000.0,32841697000.0,32936327000.0,31131000000.0,32739523000.0,32918876000.0
2049.0,31954911000.0,32413336000.0,32327324000.0,31377885000.0,32156220000.0,32794143000.0,32889375000.0,30821200000.0,32642600000.0,32883032000.0
2050.0,31830694000.0,32263922000.0,32236919000.0,31155446000.0,32040358000.0,32733014000.0,32854050000.0,30494157000.0,32573827000.0,32815464000.0
2051.0,31683297000.0,32130392000.0,32078418000.0,30901103000.0,31899384000.0,32676071000.0,32787501000.0,30074147000.0,32478759000.0,32706820000.0
2052.0,31497160000.0,31998081000.0,31931810000.0,30568098000.0,31796648000.0,32604875000.0,32652847000.0,29708833000.0,32369486000.0,32662761000.0
2053.0,31407990000.0,31878398000.0,31850980000.0,30281435000.0,31626880000.0,32504695000.0,32579795000.0,29240013000.0,32181193000.0,32625682000.0
2054.0,31196832000.0,31751795000.0,31693570000.0,29984141000.0,31509684000.0,32440224000.0,32477792000.0,28657457000.0,32037218000.0,32548639000.0
2055.0,30954340000.0,31650990000.0,31598330000.0,29594063000.0,31387470000.0,32355408000.0,32397693000.0,28209818000.0,31949570000.0,32477220000.0
2056.0,30796595000.0,31462270000.0,31472730000.0,29321322000.0,31269648000.0,32276656000.0,32323560000.0,27794164000.0,31792364000.0,32420500000.0
2057.0,30599213000.0,31286800000.0,31320295000.0,28922835000.0,31079283000.0,32153547000.0,32219464000.0,27187091000.0,31626400000.0,32328940000.0
2058.0,30446017000.0,31174836000.0,31189710000.0,28561302000.0,30922387000.0,32075997000.0,32090446000.0,26501868000.0,31464933000.0,32194126000.0
2059.0,30272023000.0,31048333000.0,31055987000.0,28072761000.0,30706990000.0,32013646000.0,31975130000.0,25805707000.0,31307640000.0,32061444000.0
2060.0,30039464000.0,30883328000.0,30896714000.0,27573377000.0,30464168000.0,31916327000.0,31808750000.0,25132351000.0,31082846000.0,31976387000.0
2061.0,29688146000.0,30726517000.0,30696817000.0,27100445000.0,30186246000.0,31816819000.0,31738675000.0,24462293000.0,30937610000.0,31870542000.0
2062.0,29568520000.0,30506476000.0,30541873000.0,26697275000.0,29899560000.0,31626353000.0,31631180000.0,23818435000.0,30702125000.0,31778697000.0
2063.0,29223900000.0,30374769000.0,30339035000.0,26232173000.0,29609495000.0,31530301000.0,31518433000.0,23125494000.0,30500750000.0,31651453000.0
2064.0,28926188000.0,30132100000.0,30100568000.0,25748620000.0,29291473000.0,31365767000.0,31378630000.0,22324578000.0,30248604000.0,31508770000.0
2065.0,28675780000.0,29970344000.0,29865150000.0,25187152000.0,29044634000.0,31193025000.0,31240198000.0,21713033000.0,30034768000.0,31385655000.0
2066.0,28392333000.0,29781387000.0,29593200000.0,24659507000.0,28800725000.0,31006773000.0,31081700000.0,21156477000.0,29837208000.0,31315558000.0
2067.0,28170697000.0,29611176000.0,29297117000.0,24123900000.0,28558555000.0,30876002000.0,30882826000.0,20532013000.0,29667520000.0,31217082000.0
2068.0,27924200000.0,29400297000.0,28990548000.0,23672297000.0,28293622000.0,30715780000.0,30721534000.0,19778670000.0,29460302000.0,31058921000.0
2069.0,27684620000.0,29181204000.0,28663167000.0,23195200000.0,28026978000.0,30428434000.0,30435506000.0,19152062000.0,29238395000.0,30906122000.0
2070.0,27413000000.0,28928254000.0,28389405000.0,22748381000.0,27755446000.0,30223161000.0,30163407000.0,18587025000.0,29012195000.0,30788764000.0
2071.0,27101434000.0,28756249000.0,28167158000.0,22289838000.0,27407333000.0,30021048000.0,29986722000.0,17762925000.0,28752320000.0,30614966000.0
2072.0,26824485000.0,28528144000.0,27915311000.0,21736696000.0,27108872000.0,29608387000.0,29833069000.0,17027665000.0,28567327000.0,30516247000.0
2073.0,26478041000.0,28342393000.0,27634725000.0,21146614000.0,26820649000.0,29331345000.0,29651352000.0,16517931000.0,28320147000.0,30346783000.0
2074.0,26101076000.0,28135936000.0,27257393000.0,20518010000.0,26553057000.0,28870334000.0,29418156000.0,15953486000.0,28009265000.0,30203300000.0
2075.0,25715165000.0,27860908000.0,26993555000.0,19934160000.0,26250502000.0,28551110000.0,29158875000.0,15433852000.0,27741712000.0,30059592000.0
2076.0,25399589000.0,27622443000.0,26633658000.0,19414127000.0,25936839000.0,28078938000.0,28877498000.0,14799547000.0,27550724000.0,29835006000.0
2077.0,24860705000.0,27407098000.0,26355808000.0,18677533000.0,25604936000.0,27736179000.0,28612735000.0,14319535000.0,27322032000.0,29633360000.0
2078.0,24357456000.0,27154856000.0,26022173000.0,17914400000.0,25347850000.0,27353350000.0,28329394000.0,13841775000.0,27023483000.0,29398548000.0
2079.0,23837241000.0,26904726000.0,25765663000.0,16900942000.0,24999256000.0,26932732000.0,27891350000.0,13379292000.0,26689968000.0,29209969000.0
2080.0,23448380000.0,26659758000.0,25431955000.0,15986271000.0,24654815000.0,26497366000.0,27404569000.0,12865993000.0,26493900000.0,28956713000.0
2081.0,23140717000.0,26421500000.0,25163750000.0,14985946000.0,24240148000.0,26024303000.0,27026061000.0,12284744000.0,26303865000.0,28730270000.0
2082.0,22643020000.0,26218904000.0,24919396000.0,14045614000.0,23797340000.0,25639340000.0,26531656000.0,11747305000.0,26008670000.0,28541890000.0
2083.0,22118870000.0,25968734000.0,24661463000.0,13021105000.0,23434710000.0,25156170000.0,26109911000.0,11305342000.0,25696850000.0,28365687000.0
2084.0,21604393000.0,25718637000.0,24249928000.0,12059955000.0,23044753000.0,24547924000.0,25661475000.0,10799633000.0,25281683000.0,28134950000.0
2085.0,21107972000.0,25408524000.0,23978453000.0,11369071000.0,22690273000.0,24113486000.0,25283062000.0,10296552000.0,24919548000.0,27759102000.0
2086.0,20724519000.0,25125235000.0,23647620000.0,10715805000.0,22353800000.0,23572607000.0,24961790000.0,9602865000.0,24640594000.0,27450946000.0
2087.0,20237603000.0,24849592000.0,23341122000.0,10036050000.0,22011167000.0,23034490000.0,24249604000.0,8976444000.0,24170797000.0,27227007000.0
2088.0,19849243000.0,24559237000.0,23030845000.0,9301933000.0,21582352000.0,22597421000.0,23622017000.0,8694090000.0,23715353000.0,27055276000.0
2089.0,19322184000.0,24311284000.0,22652707000.0,8706961000.0,21266285000.0,22185820000.0,23035930000.0,8472996400.0,23320383000.0,26849243000.0
2090.0,18894133000.0,24011526000.0,22332180000.0,8154351000.0,20875254000.0,21722917000.0,22480105000.0,8245087700.0,22806288000.0,26615736000.0
2091.0,18337368000.0,23779885000.0,22008252000.0,7714692600.0,20424456000.0,21228968000.0,21995676000.0,8037826000.0,22143099000.0,26449988000.0
2092.0,17791298000.0,23501326000.0,21668217000.0,7231801300.0,20068840000.0,20568363000.0,21443555000.0,7689350000.0,21702510000.0,26204903000.0
2093.0,17201885000.0,23205351000.0,21370049000.0,6707381000.0,19635956000.0,20032633000.0,20834966000.0,7373095400.0,21242649000.0,25984236000.0
2094.0,16713488000.0,22953406000.0,21052086000.0,6349369000.0,19174115000.0,19645560000.0,20304726000.0,6906326500.0,20859517000.0,25805414000.0
2095.0,16131512000.0,22652838000.0,20793297000.0,5966789600.0,18708765000.0,19125033000.0,19854440000.0,6433791500.0,20472127000.0,25600834000.0
2096.0,15655536000.0,22345095000.0,20426820000.0,5631600600.0,18221892000.0,18732669000.0,19260360000.0,5999401000.0,20103383000.0,25457121000.0
2097.0,15180628000.0,22099790000.0,20057688000.0,5268111400.0,17784048000.0,18256472000.0,18734820000.0,5636941300.0,19648866000.0,25266780000.0
2098.0,14702704000.0,21798638000.0,19705311000.0,4903777000.0,17343226000.0,17874074000.0,18247900000.0,5223939600.0,19066915000.0,25048052000.0
2099.0,14074821000.0,21490830000.0,19329876000.0,4381184500.0,16869574000.0,17441368000.0,17669032000.0,4948027400.0,18433997000.0,24829809000.0
2100.0,13459120000.0,21243453000.0,18997710000.0,3959464700.0,16324984000.0,16970644000.0,17001583000.0,4621877000.0,17946820000.0,24634010000.0
